VBELN,POSNR,LFSTA,FKSTA,GBSTA,ABSTA,LFGSA,WBSTA
0001010864,000060,B,B,C,,B,C
0001010865,000010,A,B,C,,B,A
0001010865,000020,B,B,B,,B,A
0001010865,000030,A,B,C,,B,B
0001010865,000040,B,C,C,,B,B
0001010865,000050,C,B,C,,A,B
0001010865,000060,C,B,C,,B,B
0001010865,000070,A,C,C,,B,A
0001010866,000010,B,B,B,,A,C
0001010866,000020,C,A,B,,A,B
0001010866,000030,C,B,B,,A,A
0001010866,000040,A,B,B,,B,B
0001010866,000050,A,A,B,,C,C
0001010866,000060,A,A,B,,B,B
0001010866,000070,B,A,B,,A,A
0001010866,000080,B,A,B,,A,A
0001010867,000010,B,B,B,,B,B
0001010867,000020,B,B,A,,B,C
0001010868,000010,B,C,A,,A,B
0001010868,000020,C,A,A,,B,C
0001010868,000030,B,A,A,,A,B
0001010868,000040,C,B,A,,B,A
0001010868,000050,A,B,C,,B,A
0001010869,000010,B,A,A,,B,C
0001010869,000020,B,B,A,,B,A
0001010870,000010,A,A,A,,B,B
0001010870,000020,A,C,C,,A,B
0001010870,000030,B,B,A,,C,B
0001010871,000010,A,A,B,,B,B
0001010871,000020,B,A,A,,B,C
0001010871,000030,B,C,B,,C,C
0001010872,000010,A,B,B,,B,B
0001010872,000020,B,A,C,,C,B
0001010872,000030,B,B,A,,B,A
0001010872,000040,B,C,B,,B,B
0001010872,000050,C,A,C,,C,A
0001010873,000010,A,A,A,,B,B
0001010873,000020,C,A,C,,A,A
0001010873,000030,B,C,B,,C,A
0001010873,000040,A,C,B,,C,B
0001010874,000010,A,A,B,,C,B
0001010874,000020,A,B,B,,A,A
0001010874,000030,A,C,C,,B,C
0001010875,000010,C,A,C,,C,B
0001010875,000020,A,A,A,,C,B
0001010875,000030,B,B,A,,B,B
0001010875,000040,C,B,C,,C,B
0001010875,000050,A,C,A,,B,A
0001010875,000060,A,A,A,,C,C
0001010875,000070,B,A,A,,A,C
0001010875,000080,A,B,A,,B,A
0001010876,000010,B,B,B,,A,B
0001010876,000020,A,A,A,,B,B
0001010876,000030,C,A,B,,B,B
0001010876,000040,B,A,C,,C,A
0001010877,000010,C,B,A,,A,B
0001010877,000020,B,B,C,,C,A
0001010877,000030,B,B,A,,C,B
0001010877,000040,B,B,A,,B,A
0001010878,000010,A,B,C,,B,B
0001010878,000020,B,B,C,,A,B
0001010878,000030,B,C,C,,B,A
0001010879,000010,C,B,C,,A,C
0001010879,000020,C,B,B,,B,A
0001010879,000030,A,B,C,,B,A
0001010879,000040,B,A,C,,B,B
0001010879,000050,A,A,B,,C,B
0001010880,000010,B,A,C,,C,B
0001010880,000020,B,B,C,,B,A
0001010880,000030,B,C,B,,B,A
0001010880,000040,B,B,A,,A,C
0001010880,000050,B,B,C,,B,A
0001010880,000060,C,A,A,,B,A
0001010881,000010,A,C,B,,B,B
0001010881,000020,A,B,A,,B,A
0001010881,000030,C,C,C,,B,A
0001010881,000040,B,B,A,,A,A
0001010881,000050,A,B,A,,B,C
0001010882,000010,B,B,B,,B,C
0001010882,000020,A,B,A,,B,C
0001010882,000030,B,C,C,,A,C
0001010882,000040,C,B,A,,A,A
0001010882,000050,B,B,B,,B,C
0001010882,000060,C,B,B,,B,B
0001010882,000070,A,A,A,,A,A
0001010883,000010,A,C,A,,B,B
0001010883,000020,A,C,C,,B,C
0001010883,000030,B,A,A,,A,A
0001010883,000040,C,C,A,,B,C
0001010883,000050,A,C,A,,C,A
0001010883,000060,A,B,A,,A,C
0001010883,000070,B,B,A,,A,B
0001010883,000080,B,B,B,,B,B
0001010884,000010,C,A,A,,C,C
0001010884,000020,A,B,C,,C,B
0001010884,000030,A,C,C,,B,A
0001010885,000010,A,C,C,,C,A
0001010885,000020,B,B,B,,A,A
0001010885,000030,A,A,B,,B,A
0001010885,000040,C,A,B,,C,A
0001010885,000050,B,C,B,,B,B
0001010885,000060,C,C,B,,A,B
0001010886,000010,B,B,C,,C,C
0001010886,000020,A,C,B,,A,B
0001010886,000030,C,A,A,,B,A
0001010886,000040,B,C,C,,A,B
0001010886,000050,B,B,A,,B,C
0001010886,000060,C,B,C,,A,B
0001010887,000010,B,C,B,,A,A
0001010887,000020,C,C,C,,A,A
0001010887,000030,B,C,C,,B,A
0001010888,000010,B,C,A,,C,A
0001010888,000020,C,A,C,,C,B
0001010888,000030,A,B,C,,B,B
0001010888,000040,B,A,A,,C,A
0001010888,000050,A,B,C,,A,B
0001010888,000060,C,C,A,,A,C
0001010888,000070,B,C,B,,B,A
0001010888,000080,A,C,B,,B,B
0001010889,000010,B,A,A,,B,A
0001010889,000020,B,B,B,,B,C
0001010889,000030,B,A,A,,C,A
0001010889,000040,B,A,A,,C,C
0001010890,000010,B,B,A,,B,B
0001010890,000020,B,B,B,,A,B
0001010890,000030,B,A,C,,B,B
0001010890,000040,B,A,A,,A,C
0001010890,000050,C,A,B,,B,C
0001010890,000060,A,B,B,,A,A
0001010891,000010,C,A,A,,C,A
0001010891,000020,C,B,C,,C,B
0001010891,000030,B,B,A,,C,C
0001010891,000040,B,B,B,,B,B
0001010891,000050,C,B,B,,A,B
0001010892,000010,B,B,B,,C,B
0001010892,000020,A,B,A,,A,B
0001010892,000030,A,C,B,,B,B
0001010892,000040,B,C,B,,C,A
0001010892,000050,B,C,A,,C,C
0001010892,000060,C,A,B,,B,A
0001010893,000010,A,B,B,,B,B
0001010893,000020,B,C,B,,B,B
0001010893,000030,B,A,A,,A,B
0001010893,000040,B,C,C,,C,C
0001010894,000010,B,C,A,,C,B
0001010894,000020,C,B,B,,B,C
0001010894,000030,C,A,B,,C,C
0001010894,000040,B,A,B,,B,A
0001010894,000050,B,C,A,,A,A
0001010894,000060,A,C,B,,B,A
0001010894,000070,C,B,A,,B,C
0001010894,000080,A,C,C,,B,A
0001010895,000010,B,C,B,,A,A
0001010895,000020,C,B,C,,B,B
0001010895,000030,B,C,C,,C,A
0001010895,000040,B,B,A,,B,A
0001010895,000050,B,A,A,,B,A
0001010895,000060,B,C,C,,A,A
0001010895,000070,B,B,B,,A,A
0001010895,000080,B,B,C,,A,A
0001010896,000010,B,C,A,,B,B
0001010896,000020,A,C,A,,B,A
0001010896,000030,B,A,A,,B,A
0001010897,000010,A,B,B,,B,A
0001010897,000020,A,B,C,,B,A
0001010897,000030,A,C,C,,A,A
0001010897,000040,C,B,B,,B,B
0001010897,000050,C,B,B,,C,C
0001010897,000060,C,A,C,,C,B
0001010898,000010,B,B,B,,A,B
0001010898,000020,B,C,A,,A,C
0001010898,000030,B,A,C,,A,C
0001010898,000040,A,A,B,,B,A
0001010898,000050,B,B,A,,B,C
0001010898,000060,B,B,C,,C,B
0001010899,000010,B,C,C,,C,A
0001010899,000020,B,A,B,,B,B
0001010899,000030,A,A,C,,B,A
0001010899,000040,B,A,B,,B,C
0001010899,000050,C,B,A,,B,A
0001010899,000060,C,C,A,,B,A
0001010900,000010,C,C,B,,B,A
0001010900,000020,B,C,A,,A,A
0001010900,000030,A,A,A,,B,B
0001010900,000040,B,C,C,,B,A
0001010901,000010,C,C,B,,C,B
0001010901,000020,B,B,A,,B,A
0001010901,000030,B,A,C,,B,B
0001010901,000040,C,B,B,,A,B
0001010902,000010,A,B,C,,A,C
0001010902,000020,B,B,C,,B,B
0001010902,000030,A,C,A,,B,C
0001010902,000040,B,B,A,,C,A
0001010902,000050,B,B,B,,B,B
0001010902,000060,C,C,C,,A,C
0001010902,000070,B,C,C,,B,A
0001010902,000080,C,C,C,,B,C
0001010902,000090,B,C,A,,B,A
0001010902,000100,A,A,A,,B,A
0001010903,000010,B,C,A,,B,B
0001010903,000020,B,A,C,,B,C
0001010903,000030,C,B,C,,A,B
0001010904,000010,A,C,A,,C,C
0001010904,000020,B,B,C,,B,B
0001010904,000030,A,C,B,,A,A
0001010904,000040,C,B,B,,B,B
0001010904,000050,C,B,C,,B,B
0001010905,000010,B,C,C,,A,C
0001010905,000020,B,B,A,,A,A
0001010905,000030,B,C,A,,A,C
0001010906,000010,B,A,B,,B,B
0001010906,000020,A,C,A,,C,C
0001010906,000030,B,A,B,,C,B
0001010906,000040,C,B,B,,B,A
0001010907,000010,C,C,A,,B,A
0001010907,000020,C,C,B,,B,B
0001010907,000030,A,B,B,,B,B
0001010907,000040,A,C,C,,A,C
0001010907,000050,B,B,A,,C,A
0001010907,000060,C,C,A,,B,B
0001010907,000070,C,C,C,,C,B
0001010908,000010,B,C,C,,A,C
0001010908,000020,A,B,C,,A,C
0001010908,000030,C,C,B,,B,A
0001010908,000040,C,C,C,,C,A
0001010908,000050,A,A,C,,B,C
0001010908,000060,A,B,C,,B,C
0001010908,000070,C,A,A,,A,A
0001010908,000080,B,A,B,,C,B
0001010909,000010,B,C,C,,C,A
0001010909,000020,A,B,C,,B,B
0001010909,000030,A,B,C,,C,A
0001010909,000040,B,B,A,,B,A
0001010909,000050,A,A,A,,A,A
0001010909,000060,C,B,C,,A,A
0001010910,000010,C,B,A,,B,C
0001010910,000020,A,A,A,,A,A
0001010910,000030,A,C,B,,A,C
0001010910,000040,C,C,A,,B,A
0001010910,000050,C,C,C,,B,B
0001010911,000010,B,B,B,,B,C
0001010911,000020,C,C,B,,B,B
0001010911,000030,C,B,B,,B,C
0001010911,000040,B,A,A,,C,A
0001010911,000050,B,B,A,,B,B
0001010911,000060,B,A,A,,A,A
0001010911,000070,B,B,B,,A,C
0001010911,000080,A,A,A,,B,B
0001010911,000090,A,A,B,,C,B
0001010911,000100,A,C,A,,C,B
0001010912,000010,B,C,A,,C,B
0001010912,000020,C,A,B,,B,B
0001010912,000030,A,B,A,,B,B
0001010912,000040,A,C,A,,B,A
0001010912,000050,A,B,B,,B,C
0001010912,000060,A,C,A,,A,B
0001010912,000070,A,B,C,,B,B
0001010913,000010,B,A,A,,B,A
0001010913,000020,A,C,C,,A,B
0001010913,000030,B,B,C,,B,B
0001010914,000010,C,B,B,,A,A
0001010914,000020,B,C,B,,C,B
0001010915,000010,A,B,A,,B,C
0001010915,000020,A,B,B,,B,B
0001010915,000030,A,B,C,,A,B
0001010916,000010,B,A,A,,C,C
0001010916,000020,C,A,A,,A,A
0001010916,000030,B,C,B,,A,B
0001010916,000040,B,B,B,,A,A
0001010917,000010,B,B,B,,A,C
0001010917,000020,A,C,B,,C,A
0001010917,000030,A,B,C,,B,A
0001010917,000040,A,A,A,,C,C
0001010918,000010,B,B,C,,B,A
0001010918,000020,C,B,C,,A,B
0001010918,000030,B,B,B,,B,A
0001010918,000040,C,B,B,,C,C
0001010918,000050,B,C,B,,C,A
0001010918,000060,A,B,A,,B,B
0001010918,000070,C,C,A,,A,C
0001010918,000080,B,A,C,,C,B
0001010919,000010,B,A,C,,C,C
0001010919,000020,B,B,B,,A,B
0001010919,000030,A,B,B,,B,A
0001010919,000040,C,A,B,,A,B
0001010919,000050,B,C,A,,A,A
0001010919,000060,A,A,A,,A,A
0001010919,000070,C,B,C,,A,C
0001010919,000080,B,C,B,,B,A
0001010920,000010,A,B,B,,A,B
0001010920,000020,A,C,B,,A,A
0001010920,000030,B,C,A,,C,A
0001010920,000040,B,A,C,,B,A
0001010921,000010,B,A,C,,B,C
0001010921,000020,C,C,B,,C,C
0001010921,000030,A,B,C,,B,B
0001010921,000040,A,C,B,,B,B
0001010922,000010,C,B,B,,A,A
0001010922,000020,B,B,A,,A,A
0001010922,000030,B,B,C,,B,B
0001010922,000040,C,C,A,,B,C
0001010922,000050,B,B,C,,B,A
0001010923,000010,B,C,A,,B,C
0001010923,000020,B,C,B,,A,B
0001010923,000030,B,B,B,,C,C
0001010923,000040,B,B,A,,B,C
0001010923,000050,B,B,C,,B,A
0001010923,000060,B,A,A,,B,B
0001010923,000070,A,B,A,,C,A
0001010923,000080,B,C,A,,B,B
0001010923,000090,A,B,C,,A,B
0001010924,000010,B,B,C,,A,A
0001010924,000020,A,B,A,,A,A
0001010924,000030,B,C,B,,A,C
0001010924,000040,B,C,B,,B,B
0001010924,000050,C,B,C,,B,B
0001010925,000010,C,B,A,,C,A
0001010925,000020,A,C,A,,B,C
0001010926,000010,B,C,C,,B,A
0001010926,000020,B,B,B,,B,C
0001010926,000030,A,A,B,,B,A
0001010927,000010,A,A,C,,C,B
0001010927,000020,A,C,A,,B,A
0001010927,000030,C,B,B,,B,B
0001010927,000040,B,B,C,,A,C
0001010927,000050,B,A,A,,B,A
0001010928,000010,B,C,B,,A,C
0001010928,000020,C,B,A,,B,A
0001010928,000030,B,A,A,,B,B
0001010929,000010,C,B,A,,A,A
0001010929,000020,B,B,B,,A,B
0001010929,000030,A,B,B,,A,B
0001010929,000040,B,A,A,,A,B
0001010929,000050,A,C,A,,B,B
0001010929,000060,B,A,A,,A,A
0001010929,000070,B,B,B,,A,A
0001010929,000080,C,B,A,,A,A
0001010930,000010,A,B,A,,A,C
0001010930,000020,B,A,A,,A,A
0001010930,000030,A,C,C,,B,B
0001010930,000040,A,C,B,,A,A
0001010930,000050,B,B,C,,B,A
0001010930,000060,A,B,B,,A,C
0001010931,000010,B,B,B,,B,A
0001010931,000020,C,A,B,,A,B
0001010931,000030,B,C,B,,C,B
0001010931,000040,C,C,C,,B,B
0001010931,000050,B,B,A,,B,A
0001010932,000010,C,B,B,,A,C
0001010932,000020,B,B,B,,A,A
0001010932,000030,A,C,A,,B,C
0001010933,000010,A,C,A,,B,A
0001010933,000020,B,C,A,,B,A
0001010933,000030,A,C,A,,A,A
0001010933,000040,C,B,A,,A,A
0001010933,000050,B,B,A,,A,C
0001010933,000060,B,C,B,,A,C
0001010934,000010,B,B,C,,B,C
0001010934,000020,C,B,B,,B,B
0001010935,000010,A,C,A,,A,C
0001010935,000020,A,B,B,,B,C
0001010935,000030,B,A,A,,B,C
0001010936,000010,C,A,B,,B,C
0001010936,000020,C,B,B,,B,A
0001010936,000030,A,B,C,,A,A
0001010936,000040,B,C,B,,A,B
0001010936,000050,A,C,C,,A,B
0001010936,000060,A,A,C,,A,A
0001010936,000070,C,B,B,,A,B
0001010937,000010,C,C,B,,B,A
0001010937,000020,A,C,A,,B,B
0001010937,000030,A,C,B,,C,A
0001010938,000010,B,A,B,,A,B
0001010938,000020,B,B,A,,B,A
0001010938,000030,C,B,A,,B,B
0001010939,000010,B,A,A,,B,B
0001010939,000020,C,B,A,,A,B
0001010939,000030,B,A,C,,B,C
0001010939,000040,B,B,A,,B,B
0001010939,000050,A,A,B,,C,B
0001010939,000060,A,C,A,,B,B
0001010940,000010,B,B,C,,B,B
0001010940,000020,B,B,A,,A,A
0001010940,000030,B,C,C,,B,C
0001010940,000040,B,A,C,,A,B
0001010940,000050,C,C,B,,B,B
0001010940,000060,B,B,B,,C,B
0001010940,000070,A,B,A,,A,C
0001010940,000080,B,C,B,,B,C
0001010940,000090,B,B,A,,C,B
0001010940,000100,A,B,B,,A,A
0001010940,000110,B,A,B,,B,B
0001010941,000010,A,A,B,,C,A
0001010941,000020,A,C,A,,A,C
0001010941,000030,B,B,C,,B,B
0001010941,000040,C,C,B,,C,B
0001010942,000010,A,B,B,,A,C
0001010942,000020,A,A,B,,A,C
0001010942,000030,C,B,C,,B,A
0001010942,000040,A,A,C,,B,C
0001010942,000050,B,B,C,,C,A
0001010942,000060,C,C,A,,B,B
0001010942,000070,B,A,A,,A,A
0001010942,000080,B,B,B,,B,A
0001010943,000010,B,C,B,,C,B
0001010943,000020,B,B,C,,B,A
0001010943,000030,B,C,B,,B,A
0001010944,000010,C,B,A,,A,B
0001010944,000020,B,B,A,,A,A
0001010944,000030,C,C,B,,B,B
0001010945,000010,A,B,B,,B,B
0001010945,000020,C,C,A,,B,A
0001010945,000030,A,B,C,,C,A
0001010945,000040,B,A,B,,A,A
0001010945,000050,A,A,C,,B,A
0001010945,000060,B,A,A,,B,B
0001010945,000070,A,B,B,,B,B
0001010945,000080,B,B,A,,B,B
0001010945,000090,A,B,C,,A,A
0001010946,000010,A,A,A,,C,C
0001010947,000010,B,B,A,,B,C
0001010947,000020,B,C,B,,B,A
0001010947,000030,B,B,B,,C,B
0001010947,000040,C,C,B,,B,A
0001010948,000010,B,B,B,,A,B
0001010948,000020,A,B,A,,B,A
0001010948,000030,B,A,B,,A,B
0001010949,000010,B,C,B,,B,A
0001010949,000020,B,C,C,,B,A
0001010949,000030,B,B,B,,C,B
0001010949,000040,A,A,B,,C,B
0001010949,000050,B,B,A,,A,B
0001010950,000010,B,B,B,,A,B
0001010950,000020,B,B,C,,A,B
0001010950,000030,A,A,C,,B,B
0001010950,000040,B,C,A,,A,A
0001010950,000050,B,B,A,,B,A
0001010950,000060,A,C,B,,B,A
0001010950,000070,A,A,B,,A,C
0001010950,000080,C,C,B,,A,B
0001010951,000010,B,B,B,,C,B
0001010951,000020,B,B,C,,A,C
0001010951,000030,B,C,C,,C,B
0001010951,000040,A,B,A,,C,A
0001010951,000050,B,C,A,,B,B
0001010951,000060,B,B,A,,B,A
0001010952,000010,A,C,B,,A,B
0001010952,000020,B,C,A,,C,A
0001010952,000030,C,B,A,,A,A
0001010952,000040,B,B,B,,B,A
0001010952,000050,B,C,A,,B,B
0001010952,000060,A,C,A,,A,A
0001010953,000010,B,A,B,,B,B
0001010953,000020,A,B,B,,A,B
0001010953,000030,C,C,A,,B,A
0001010953,000040,B,B,A,,A,B
0001010954,000010,A,C,C,,B,C
0001010954,000020,B,B,A,,B,A
0001010954,000030,C,B,B,,B,B
0001010954,000040,A,C,B,,B,A
0001010954,000050,A,B,B,,B,A
0001010954,000060,B,B,B,,A,A
0001010954,000070,C,C,A,,B,B
0001010955,000010,A,A,B,,B,B
0001010955,000020,A,A,A,,A,C
0001010955,000030,A,C,A,,C,A
0001010955,000040,B,C,C,,B,B
0001010955,000050,B,B,A,,A,A
0001010955,000060,C,B,A,,B,C
0001010955,000070,B,B,B,,B,A
0001010956,000010,B,B,A,,C,A
0001010956,000020,B,C,A,,B,A
0001010956,000030,A,A,A,,C,A
0001010956,000040,A,C,A,,A,C
0001010956,000050,B,C,B,,B,A
0001010957,000010,A,B,A,,B,A
0001010957,000020,A,B,C,,A,B
0001010957,000030,B,C,C,,A,B
0001010957,000040,C,B,C,,C,B
0001010957,000050,A,A,A,,A,B
0001010957,000060,C,B,A,,B,B
0001010957,000070,C,C,C,,B,A
0001010957,000080,B,A,A,,B,C
0001010957,000090,B,C,B,,C,C
0001010957,000100,B,B,C,,B,B
0001010958,000010,C,C,B,,B,B
0001010958,000020,B,B,A,,B,A
0001010958,000030,B,B,A,,B,B
0001010958,000040,B,C,A,,C,B
0001010958,000050,A,C,B,,A,C
0001010958,000060,C,B,A,,C,C
0001010959,000010,A,C,B,,C,C
0001010959,000020,A,C,C,,B,B
0001010959,000030,A,B,B,,B,C
0001010959,000040,A,B,A,,B,B
0001010959,000050,B,A,B,,A,C
0001010960,000010,A,B,A,,B,A
0001010960,000020,B,B,C,,B,C
0001010960,000030,B,A,C,,A,A
0001010960,000040,A,A,C,,A,B
0001010960,000050,B,C,A,,A,A
0001010960,000060,C,C,B,,B,B
0001010960,000070,C,B,B,,C,A
0001010960,000080,B,C,C,,B,A
0001010961,000010,A,B,B,,B,B
0001010962,000010,B,A,C,,B,B
0001010962,000020,B,C,B,,C,B
0001010962,000030,A,B,B,,A,B
0001010962,000040,B,B,C,,B,A
0001010962,000050,C,A,C,,A,B
0001010963,000010,B,A,A,,B,A
0001010963,000020,A,C,B,,A,C
0001010963,000030,B,C,B,,A,B
0001010963,000040,B,B,B,,A,A
0001010963,000050,A,C,B,,B,A
0001010964,000010,C,C,A,,B,C
0001010964,000020,C,B,C,,B,C
0001010964,000030,A,B,B,,B,B
0001010964,000040,B,B,B,,A,B
0001010964,000050,B,B,C,,B,A
0001010964,000060,B,A,C,,B,B
0001010964,000070,B,C,A,,A,B
0001010965,000010,A,B,A,,C,B
0001010965,000020,A,B,B,,A,B
0001010965,000030,A,A,A,,A,C
0001010965,000040,B,B,C,,B,B
0001010965,000050,A,B,A,,A,A
0001010965,000060,B,B,C,,A,A
0001010965,000070,A,C,B,,B,B
0001010965,000080,B,B,C,,B,A
0001010965,000090,A,B,B,,C,C
0001010966,000010,A,C,B,,B,A
0001010966,000020,B,B,B,,B,B
0001010966,000030,B,A,C,,B,A
0001010966,000040,C,B,C,,A,A
0001010966,000050,B,C,A,,A,C
0001010967,000010,A,A,C,,B,B
0001010967,000020,B,C,B,,C,A
0001010967,000030,A,B,B,,A,A
0001010967,000040,C,C,B,,C,A
0001010967,000050,A,A,B,,A,B
0001010967,000060,B,B,A,,A,B
0001010967,000070,A,B,B,,B,B
0001010967,000080,B,A,C,,B,B
0001010968,000010,A,C,C,,B,B
0001010968,000020,A,A,A,,C,A
0001010968,000030,A,B,B,,B,C
0001010968,000040,B,C,A,,B,B
0001010968,000050,B,B,A,,A,A
0001010969,000010,B,B,B,,A,A
0001010969,000020,A,C,A,,B,A
0001010969,000030,A,A,B,,B,B
0001010969,000040,B,A,A,,B,B
0001010969,000050,B,C,A,,B,A
0001010970,000010,C,A,B,,A,A
0001010970,000020,A,B,A,,C,A
0001010970,000030,B,B,A,,A,B
0001010970,000040,A,B,A,,C,A
0001010971,000010,B,A,B,,B,B
0001010971,000020,C,A,B,,A,C
0001010971,000030,B,B,B,,B,B
0001010971,000040,A,B,A,,A,C
0001010972,000010,B,B,C,,C,A
0001010972,000020,B,B,A,,B,B
0001010972,000030,B,B,A,,B,B
0001010972,000040,B,C,C,,B,A
0001010972,000050,C,C,C,,B,B
0001010972,000060,B,C,A,,B,B
0001010972,000070,B,B,C,,C,C
0001010972,000080,A,C,A,,A,B
0001010972,000090,C,C,B,,C,B
0001010972,000100,B,B,B,,A,B
0001010973,000010,B,B,B,,B,A
0001010973,000020,A,B,B,,A,B
0001010973,000030,B,A,B,,C,B
0001010973,000040,C,A,B,,B,B
0001010973,000050,B,B,C,,A,B
0001010974,000010,A,B,B,,A,B
0001010974,000020,B,A,A,,C,C
0001010974,000030,B,B,B,,A,B
0001010974,000040,B,B,A,,B,A
0001010974,000050,C,B,B,,C,B
0001010975,000010,C,A,A,,B,B
0001010975,000020,A,C,A,,B,C
0001010976,000010,C,B,B,,B,C
0001010976,000020,A,B,A,,A,B
0001010976,000030,B,C,B,,B,A
0001010976,000040,A,C,C,,B,C
0001010976,000050,B,C,C,,B,A
0001010977,000010,B,B,A,,B,A
0001010977,000020,B,C,A,,B,A
0001010977,000030,B,B,C,,B,A
0001010977,000040,B,A,B,,C,B
0001010977,000050,B,C,B,,B,A
0001010978,000010,C,B,A,,C,C
0001010978,000020,B,B,C,,C,C
0001010978,000030,A,B,B,,A,C
0001010978,000040,C,C,B,,A,A
0001010978,000050,C,C,A,,C,B
0001010979,000010,B,B,C,,B,A
0001010979,000020,B,B,B,,C,C
0001010979,000030,B,A,B,,B,B
0001010979,000040,B,C,C,,A,C
0001010979,000050,B,A,B,,B,B
0001010979,000060,A,A,B,,B,A
0001010980,000010,C,B,A,,B,B
0001010980,000020,B,A,A,,A,B
0001010980,000030,A,C,A,,B,B
0001010980,000040,C,C,C,,A,A
0001010980,000050,A,A,A,,C,C
0001010980,000060,C,B,A,,A,B
0001010980,000070,B,B,C,,A,B
0001010980,000080,A,B,B,,B,C
0001010980,000090,B,B,B,,C,B
0001010981,000010,B,C,B,,C,A
0001010981,000020,C,B,A,,A,B
0001010981,000030,B,B,C,,B,A
0001010981,000040,B,C,A,,B,C
0001010982,000010,A,B,A,,B,B
0001010982,000020,B,B,A,,B,A
0001010982,000030,B,B,A,,A,A
0001010982,000040,B,B,C,,A,A
0001010982,000050,B,B,C,,A,B
0001010983,000010,C,C,B,,C,B
0001010983,000020,A,B,B,,B,A
0001010984,000010,A,B,C,,A,B
0001010984,000020,B,A,A,,C,A
0001010984,000030,A,B,A,,B,A
0001010984,000040,A,C,A,,B,C
0001010984,000050,B,C,A,,C,A
0001010984,000060,B,B,B,,C,B
0001010984,000070,B,C,A,,C,B
0001010984,000080,C,A,B,,B,A
0001010984,000090,A,C,A,,B,B
0001010985,000010,B,B,B,,B,B
0001010985,000020,A,A,A,,B,A
0001010985,000030,B,A,B,,A,C
0001010985,000040,A,C,A,,C,B
0001010985,000050,B,C,A,,B,A
0001010985,000060,A,B,A,,B,C
0001010986,000010,B,C,B,,B,C
0001010986,000020,C,C,B,,A,B
0001010986,000030,C,B,A,,C,B
0001010986,000040,C,C,B,,B,B
0001010986,000050,A,A,B,,A,C
0001010986,000060,A,A,B,,C,B
0001010986,000070,B,C,A,,B,A
0001010987,000010,A,C,C,,B,A
0001010987,000020,B,C,A,,A,B
0001010987,000030,B,C,C,,A,B
0001010987,000040,C,C,B,,B,B
0001010987,000050,B,C,B,,B,B
0001010987,000060,B,B,C,,A,B
0001010988,000010,C,B,B,,A,C
0001010988,000020,A,B,A,,C,A
0001010988,000030,C,B,C,,C,A
0001010988,000040,B,B,A,,B,C
0001010988,000050,B,B,C,,A,A
0001010989,000010,B,C,C,,B,B
0001010989,000020,A,C,A,,B,A
0001010989,000030,A,B,A,,C,A
0001010990,000010,A,A,A,,B,B
0001010990,000020,B,B,B,,A,B
0001010990,000030,B,C,A,,B,C
0001010990,000040,C,B,C,,B,C
0001010990,000050,C,C,A,,C,B
0001010990,000060,C,B,A,,B,B
0001010991,000010,B,A,B,,B,A
0001010991,000020,A,C,A,,B,C
0001010991,000030,A,C,A,,C,B
0001010991,000040,B,C,B,,B,C
0001010991,000050,A,A,A,,C,C
0001010992,000010,B,C,C,,A,A
0001010992,000020,B,C,A,,B,B
0001010992,000030,A,A,A,,B,C
0001010992,000040,B,B,B,,B,C
0001010992,000050,A,A,C,,A,B
0001010992,000060,B,C,A,,A,B
0001010992,000070,A,C,B,,B,B
0001010993,000010,C,B,A,,A,A
0001010993,000020,C,B,C,,A,B
0001010993,000030,B,C,B,,B,A
0001010993,000040,B,A,C,,B,B
0001010993,000050,C,C,B,,B,A
0001010993,000060,B,A,C,,B,C
0001010993,000070,C,C,A,,B,B
0001010993,000080,B,A,B,,A,B
0001010993,000090,A,B,B,,A,B
0001010994,000010,C,C,A,,A,C
0001010994,000020,C,B,C,,A,C
0001010994,000030,B,B,B,,A,B
0001010994,000040,B,C,B,,A,A
0001010994,000050,A,C,A,,B,C
0001010995,000010,B,C,B,,B,A
0001010995,000020,B,C,A,,A,B
0001010995,000030,C,B,B,,B,B
0001010995,000040,A,C,A,,A,A
0001010995,000050,B,C,C,,B,B
0001010995,000060,B,B,A,,B,A
0001010995,000070,B,B,B,,B,C
0001010996,000010,A,A,B,,C,C
0001010996,000020,C,C,B,,A,B
0001010996,000030,C,B,B,,B,A
0001010996,000040,A,A,A,,A,A
0001010996,000050,C,A,A,,A,A
0001010996,000060,A,C,C,,B,B
0001010996,000070,B,B,C,,B,B
0001010996,000080,B,C,B,,B,A
0001010997,000010,A,B,C,,B,B
0001010997,000020,A,B,A,,A,B
0001010997,000030,C,B,A,,A,C
0001010997,000040,C,A,B,,B,B
0001010997,000050,C,C,A,,A,A
0001010998,000010,A,B,B,,A,A
0001010998,000020,A,B,C,,B,A
0001010999,000010,A,C,A,,B,C
0001010999,000020,A,B,C,,A,C
0001010999,000030,B,B,C,,A,B
0001010999,000040,B,C,A,,B,B
0001011000,000010,C,B,B,,A,A
0001011000,000020,B,B,A,,B,B
0001011001,000010,A,B,A,,A,A
0001011001,000020,C,A,C,,A,A
0001011001,000030,C,C,B,,C,A
0001011001,000040,C,B,B,,B,A
0001011002,000010,B,B,C,,A,A
0001011002,000020,B,A,A,,B,A
0001011002,000030,C,B,A,,B,A
0001011002,000040,B,A,B,,A,B
0001011002,000050,C,B,C,,B,B
0001011003,000010,A,A,B,,B,A
0001011003,000020,B,C,B,,B,B
0001011003,000030,A,B,A,,B,A
0001011003,000040,C,B,B,,B,A
