VBELN,LFSTK,FKSTK,GBSTK,ABSTK,LFGSK,FKIVK,UVALL,CMGST
0001010718,B,B,B,,A,,,
0001010719,A,B,B,,B,,,A
0001010720,B,A,B,,C,,,B
0001010721,C,B,C,,B,,,
0001010722,C,C,A,,B,,,
0001010723,B,B,B,,A,,,B
0001010724,B,B,A,,C,,,B
0001010725,C,B,B,,B,,,
0001010726,B,A,A,,A,,,
0001010727,B,B,B,,B,,,
0001010728,A,B,B,,B,,,A
0001010729,C,A,B,,A,,,
0001010730,B,A,B,,B,,,A
0001010731,B,B,A,,B,,,
0001010732,A,C,C,,B,,,B
0001010733,B,A,B,,A,,,B
0001010734,A,C,B,,B,,,A
0001010735,B,B,C,,C,,,
0001010736,C,B,A,,B,,,B
0001010737,B,A,C,,B,,,
0001010738,A,C,A,,C,,,A
0001010739,C,A,A,,B,,,
0001010740,B,A,A,,C,,,
0001010741,B,B,A,,B,,,A
0001010742,A,B,A,,B,,,
0001010743,B,B,A,,B,,,
0001010744,A,A,A,,B,,,A
0001010745,B,B,C,,A,,,
0001010746,B,B,A,,A,,,A
0001010747,C,C,C,,A,,,
0001010748,B,B,B,,B,,,
0001010749,C,A,A,,A,,,
0001010750,B,B,C,,B,,,A
0001010751,A,A,A,,B,,,B
0001010752,A,B,B,,B,,,A
0001010753,B,C,C,,A,,,
0001010754,B,A,B,,A,,,A
0001010755,C,B,B,,C,,,B
0001010756,A,C,B,,C,,,B
0001010757,B,C,A,,A,,,
0001010758,B,B,B,,A,,,
0001010759,C,C,A,,B,,,
0001010760,B,C,B,,C,,,
0001010761,B,B,C,,A,,,
0001010762,B,A,A,,B,,,B
0001010763,B,B,B,,C,,,
0001010764,A,B,A,,B,,,B
0001010765,A,A,B,,B,,,A
0001010766,B,C,A,,B,,,A
0001010767,C,C,C,,A,,,
0001010768,C,C,C,,A,,,
0001010769,A,B,C,,B,,,
0001010770,A,C,A,,A,,,A
0001010771,A,A,C,,B,,,
0001010772,B,B,B,,B,,,
0001010773,B,B,A,,A,,,
0001010774,B,A,C,,B,,,B
0001010775,C,B,C,,A,,,
0001010776,B,C,A,,B,,,A
0001010777,A,C,B,,A,,,
0001010778,B,B,A,,A,,,
0001010779,C,B,B,,B,,,
0001010780,B,A,B,,C,,,
0001010781,A,B,B,,A,,,A
0001010782,C,C,A,,C,,,
0001010783,B,C,B,,B,,,
0001010784,B,C,B,,A,,,
0001010785,A,C,A,,B,,,B
0001010786,A,B,A,,A,,,
0001010787,A,A,C,,C,,,A
0001010788,B,A,A,,A,,,
0001010789,B,C,B,,B,,,A
0001010790,A,A,A,,A,,,B
0001010791,A,C,A,,B,,,
0001010792,B,A,B,,B,,,
0001010793,B,A,C,,A,,,B
0001010794,B,B,A,,B,,,
0001010795,A,C,A,,B,,,A
0001010796,B,B,B,,A,,,B
0001010797,B,B,A,,C,,,B
0001010798,B,A,A,,A,,,A
0001010799,A,A,C,,A,,,B
0001010800,A,A,B,,B,,,
0001010801,B,C,B,,B,,,A
0001010802,B,B,A,,B,,,A
0001010803,B,B,A,,C,,,
0001010804,C,B,A,,B,,,
0001010805,B,C,B,,B,,,B
0001010806,A,C,B,,B,,,A
0001010807,B,C,C,,B,,,A
0001010808,B,B,A,,A,,,B
0001010809,B,B,B,,B,,,B
0001010810,B,A,B,,B,,,
0001010811,B,C,A,,B,,,B
0001010812,B,A,B,,A,,,
0001010813,A,B,C,,B,,,
0001010814,B,B,A,,B,,,A
0001010815,C,B,C,,C,,,B
0001010816,A,C,A,,B,,,
0001010817,B,A,B,,B,,,B
0001010818,A,A,B,,B,,,
0001010819,A,C,A,,B,,,
0001010820,C,B,A,,B,,,
0001010821,B,B,A,,B,,,
0001010822,C,C,A,,B,,,A
0001010823,C,C,B,,B,,,B
0001010824,B,B,B,,B,,,A
0001010825,A,B,A,,B,,,A
0001010826,C,B,A,,A,,,
0001010827,C,A,A,,B,,,
0001010828,B,B,C,,C,,,A
0001010829,B,B,C,,C,,,A
0001010830,B,B,C,,B,,,A
0001010831,A,C,A,,B,,,
0001010832,B,B,C,,B,,,
0001010833,B,C,A,,C,,,A
0001010834,A,B,A,,B,,,A
0001010835,A,C,C,,C,,,A
0001010836,B,C,A,,B,,,A
0001010837,C,B,C,,C,,,
0001010838,B,C,B,,A,,,A
0001010839,A,B,B,,A,,,
0001010840,B,B,A,,C,,,A
0001010841,B,B,C,,A,,,B
0001010842,C,A,B,,B,,,
0001010843,C,A,B,,B,,,B
0001010844,B,C,A,,C,,,
0001010845,A,A,A,,C,,,
0001010846,B,C,A,,A,,,A
0001010847,C,A,B,,C,,,
0001010848,A,B,C,,C,,,
0001010849,A,B,B,,B,,,A
0001010850,C,B,C,,B,,,
0001010851,A,A,B,,A,,,
0001010852,A,B,C,,B,,,
0001010853,B,A,A,,A,,,B
0001010854,A,A,C,,A,,,
0001010855,B,B,B,,B,,,
0001010856,A,A,A,,C,,,
0001010857,B,B,B,,B,,,
0001010858,A,C,B,,B,,,B
0001010859,B,C,A,,A,,,
0001010860,B,B,C,,A,,,B
0001010861,B,B,A,,A,,,B
0001010862,B,A,B,,C,,,
0001010863,B,C,A,,C,,,
0001010864,A,B,A,,C,,,
0001010865,B,A,B,,B,,,
0001010866,B,C,B,,B,,,B
0001010867,B,B,C,,A,,,A
0001010868,A,B,B,,A,,,B
0001010869,B,B,A,,A,,,
0001010870,B,B,A,,C,,,
0001010871,A,B,C,,B,,,B
0001010872,C,B,B,,B,,,
0001010873,C,A,B,,A,,,A
0001010874,B,C,B,,C,,,
0001010875,B,A,B,,B,,,B
0001010876,A,C,A,,A,,,
0001010877,B,B,B,,B,,,
0001010878,B,C,C,,C,,,A
0001010879,B,B,C,,A,,,B
0001010880,B,B,C,,C,,,B
0001010881,C,B,B,,A,,,A
0001010882,B,A,A,,B,,,
0001010883,A,C,B,,A,,,
0001010884,B,C,A,,C,,,
0001010885,C,B,B,,A,,,
0001010886,B,B,C,,B,,,
0001010887,C,B,C,,A,,,A
0001010888,C,C,A,,B,,,A
0001010889,B,C,A,,A,,,A
0001010890,C,B,B,,A,,,A
0001010891,B,B,B,,C,,,A
0001010892,A,C,A,,B,,,
0001010893,A,C,B,,B,,,B
0001010894,C,B,A,,A,,,
0001010895,A,C,A,,C,,,
0001010896,A,B,A,,C,,,B
0001010897,B,B,A,,B,,,B
0001010898,B,A,B,,C,,,B
0001010899,C,A,A,,B,,,
0001010900,A,B,C,,B,,,
0001010901,A,A,A,,B,,,
0001010902,B,B,C,,C,,,
0001010903,B,C,B,,A,,,
0001010904,B,C,C,,A,,,B
0001010905,A,C,A,,A,,,B
0001010906,C,B,A,,B,,,B
0001010907,B,B,A,,C,,,B
0001010908,C,C,A,,C,,,
0001010909,A,B,A,,B,,,B
0001010910,B,A,B,,B,,,A
0001010911,C,A,A,,B,,,A
0001010912,C,A,B,,B,,,B
0001010913,B,A,C,,A,,,
0001010914,B,A,B,,A,,,
0001010915,B,B,A,,B,,,B
0001010916,B,B,B,,C,,,B
0001010917,C,C,B,,A,,,
0001010918,B,B,A,,A,,,
0001010919,B,C,B,,A,,,
0001010920,C,B,C,,B,,,A
0001010921,B,C,C,,B,,,
0001010922,B,C,B,,B,,,B
0001010923,B,C,A,,C,,,B
0001010924,C,B,A,,B,,,A
0001010925,B,C,C,,B,,,A
0001010926,A,B,B,,C,,,
0001010927,A,A,A,,A,,,
0001010928,B,C,B,,B,,,
0001010929,B,B,B,,B,,,B
0001010930,B,A,A,,B,,,
0001010931,C,A,A,,B,,,A
0001010932,B,B,A,,B,,,
0001010933,B,A,A,,C,,,B
0001010934,B,B,B,,A,,,A
0001010935,C,B,C,,C,,,A
0001010936,B,B,C,,A,,,
0001010937,A,B,A,,B,,,
0001010938,A,B,C,,A,,,
0001010939,B,B,C,,A,,,B
0001010940,B,B,C,,A,,,A
0001010941,B,B,B,,B,,,
0001010942,B,B,A,,C,,,
0001010943,A,B,C,,C,,,B
0001010944,A,C,A,,C,,,
0001010945,A,B,C,,A,,,
0001010946,C,B,A,,B,,,B
0001010947,C,C,A,,A,,,B
0001010948,B,B,B,,B,,,A
0001010949,B,B,A,,B,,,
0001010950,A,C,A,,A,,,B
0001010951,B,B,B,,B,,,
0001010952,B,C,A,,B,,,A
0001010953,B,C,A,,A,,,A
0001010954,B,A,A,,B,,,
0001010955,B,B,A,,A,,,
0001010956,A,B,C,,B,,,
0001010957,A,A,C,,B,,,
0001010958,A,B,B,,C,,,A
0001010959,A,B,B,,B,,,
0001010960,B,A,B,,B,,,B
0001010961,B,B,C,,A,,,
0001010962,B,C,C,,B,,,
0001010963,A,A,B,,B,,,
0001010964,C,B,A,,A,,,B
0001010965,A,B,C,,A,,,
0001010966,A,C,A,,A,,,A
0001010967,A,B,B,,C,,,A
0001010968,B,B,A,,A,,,A
0001010969,B,B,C,,B,,,
0001010970,A,B,A,,B,,,B
0001010971,A,B,B,,B,,,
0001010972,A,A,A,,B,,,
0001010973,A,B,C,,A,,,
0001010974,B,A,A,,B,,,
0001010975,A,C,B,,B,,,B
0001010976,B,A,A,,A,,,B
0001010977,A,B,B,,A,,,
0001010978,B,B,B,,B,,,
0001010979,B,B,A,,B,,,A
0001010980,B,B,C,,B,,,
0001010981,A,B,A,,B,,,
0001010982,C,A,A,,C,,,A
0001010983,A,A,C,,A,,,
0001010984,B,C,A,,B,,,A
0001010985,C,C,B,,B,,,
0001010986,B,C,B,,B,,,
0001010987,B,C,C,,A,,,
0001010988,B,B,B,,B,,,A
0001010989,B,C,A,,A,,,A
0001010990,C,B,B,,A,,,
0001010991,C,A,A,,B,,,
0001010992,B,C,A,,A,,,A
0001010993,B,B,B,,B,,,B
0001010994,A,B,B,,C,,,B
0001010995,B,C,C,,C,,,B
0001010996,C,B,B,,B,,,B
0001010997,B,B,A,,B,,,A
0001010998,A,A,C,,C,,,
0001010999,C,A,A,,B,,,
0001011000,C,A,A,,A,,,
0001011001,B,A,A,,B,,,A
0001011002,B,C,A,,C,,,B
0001011003,B,B,C,,A,,,
0001011004,A,B,C,,B,,,A
0001011005,C,A,A,,B,,,A
0001011006,A,B,C,,A,,,
0001011007,B,A,B,,C,,,B
0001011008,A,B,A,,C,,,
0001011009,B,C,C,,B,,,B
0001011010,B,A,A,,C,,,
0001011011,A,C,A,,C,,,A
0001011012,B,A,B,,B,,,B
0001011013,C,C,A,,B,,,A
0001011014,C,C,B,,A,,,
0001011015,B,C,A,,A,,,
0001011016,B,A,B,,B,,,A
0001011017,C,C,A,,B,,,
0001011018,A,C,A,,C,,,B
0001011019,A,B,A,,B,,,B
0001011020,B,A,C,,B,,,
0001011021,A,B,B,,A,,,
0001011022,B,B,A,,A,,,A
0001011023,A,C,B,,B,,,
0001011024,B,B,B,,C,,,
0001011025,B,B,B,,C,,,
0001011026,B,B,B,,B,,,
0001011027,C,B,B,,A,,,A
0001011028,B,A,B,,B,,,A
0001011029,B,B,B,,B,,,
0001011030,B,A,B,,C,,,
0001011031,B,B,A,,B,,,A
0001011032,B,C,B,,A,,,
0001011033,C,B,A,,B,,,A
0001011034,B,B,B,,B,,,B
0001011035,B,B,B,,B,,,A
0001011036,B,C,A,,B,,,B
0001011037,A,C,C,,B,,,
0001011038,B,B,A,,B,,,
0001011039,B,A,B,,B,,,A
0001011040,B,A,B,,C,,,B
0001011041,A,A,B,,A,,,
0001011042,B,B,B,,B,,,A
0001011043,B,C,C,,A,,,B
0001011044,A,C,B,,C,,,
0001011045,B,A,A,,A,,,
0001011046,B,C,A,,B,,,
0001011047,B,C,A,,B,,,A
0001011048,A,A,A,,C,,,
0001011049,A,A,B,,B,,,B
0001011050,A,C,C,,A,,,B
0001011051,A,A,A,,B,,,A
0001011052,C,B,A,,A,,,A
0001011053,A,A,C,,B,,,
0001011054,A,A,B,,A,,,
0001011055,A,A,A,,B,,,A
0001011056,B,C,C,,A,,,
0001011057,B,B,B,,B,,,A
0001011058,C,C,A,,B,,,B
0001011059,C,A,C,,A,,,
0001011060,A,A,B,,B,,,A
0001011061,C,C,A,,A,,,
0001011062,B,C,A,,C,,,B
0001011063,B,A,A,,A,,,A
0001011064,A,C,B,,C,,,A
0001011065,B,C,C,,C,,,A
0001011066,B,A,C,,A,,,A
0001011067,A,C,C,,C,,,
0001011068,B,B,C,,C,,,A
0001011069,A,C,A,,B,,,
0001011070,C,B,A,,A,,,
0001011071,B,A,B,,B,,,B
0001011072,B,A,A,,B,,,
0001011073,C,B,A,,A,,,B
0001011074,B,C,B,,B,,,A
0001011075,B,A,B,,B,,,A
0001011076,C,A,A,,A,,,
0001011077,A,A,A,,C,,,A
0001011078,A,B,C,,B,,,
0001011079,C,A,B,,C,,,
0001011080,B,B,A,,A,,,A
0001011081,C,B,A,,B,,,
0001011082,B,C,B,,B,,,
0001011083,B,A,C,,B,,,
0001011084,B,C,B,,C,,,A
0001011085,A,A,B,,C,,,A
0001011086,C,C,B,,B,,,
0001011087,B,A,A,,B,,,
0001011088,A,B,C,,C,,,
0001011089,B,C,C,,B,,,B
0001011090,B,C,B,,A,,,
0001011091,C,B,C,,B,,,B
0001011092,B,A,B,,B,,,B
0001011093,A,C,C,,A,,,A
0001011094,B,B,B,,B,,,B
0001011095,A,B,B,,B,,,A
0001011096,B,C,C,,A,,,
0001011097,B,A,B,,C,,,B
0001011098,C,A,B,,B,,,
0001011099,A,A,C,,B,,,A
0001011100,B,A,C,,A,,,A
0001011101,A,B,B,,B,,,B
0001011102,B,A,A,,A,,,
0001011103,A,A,C,,C,,,
0001011104,B,C,C,,B,,,A
0001011105,C,C,C,,A,,,A
0001011106,A,A,A,,A,,,
0001011107,A,B,C,,A,,,A
0001011108,B,B,A,,B,,,
0001011109,B,B,B,,C,,,
0001011110,B,B,B,,B,,,B
0001011111,B,B,B,,B,,,A
0001011112,B,B,B,,B,,,
0001011113,A,A,C,,A,,,
0001011114,B,A,C,,A,,,
0001011115,B,C,C,,A,,,A
0001011116,B,B,C,,B,,,B
0001011117,A,C,B,,B,,,A
0001011118,B,C,A,,B,,,A
0001011119,C,B,B,,B,,,
0001011120,C,B,C,,A,,,
0001011121,B,B,B,,B,,,
0001011122,A,B,B,,B,,,A
0001011123,B,C,B,,A,,,
0001011124,A,B,B,,A,,,A
0001011125,A,C,B,,C,,,A
0001011126,A,B,C,,C,,,A
0001011127,B,B,C,,A,,,A
0001011128,B,A,C,,C,,,
0001011129,A,C,B,,C,,,
0001011130,B,B,C,,B,,,A
0001011131,B,C,A,,B,,,
0001011132,C,B,A,,A,,,A
0001011133,C,C,B,,C,,,A
0001011134,A,B,C,,B,,,B
0001011135,A,B,A,,C,,,A
0001011136,B,B,B,,A,,,
0001011137,A,C,A,,A,,,A
0001011138,B,A,B,,A,,,
0001011139,A,B,B,,B,,,B
0001011140,B,C,B,,B,,,
0001011141,B,B,B,,B,,,
0001011142,B,C,C,,B,,,
0001011143,B,C,B,,B,,,
0001011144,A,B,B,,C,,,
0001011145,C,B,B,,B,,,A
0001011146,C,A,C,,C,,,
0001011147,B,B,B,,C,,,
0001011148,C,C,B,,B,,,B
0001011149,B,B,A,,C,,,B
0001011150,C,C,A,,B,,,
0001011151,B,C,A,,A,,,
0001011152,B,C,A,,B,,,A
0001011153,C,B,B,,B,,,A
0001011154,B,A,B,,B,,,B
0001011155,A,A,A,,C,,,B
0001011156,B,B,A,,A,,,
0001011157,C,B,A,,A,,,
0001011158,B,B,A,,C,,,B
0001011159,B,A,B,,B,,,
0001011160,C,B,B,,B,,,A
0001011161,C,B,A,,A,,,
0001011162,B,C,C,,B,,,A
0001011163,B,C,A,,B,,,
0001011164,B,A,B,,C,,,B
0001011165,A,B,A,,B,,,A
0001011166,C,B,A,,A,,,
0001011167,B,B,A,,B,,,A
0001011168,A,B,A,,C,,,
0001011169,B,B,A,,B,,,A
0001011170,B,C,C,,A,,,B
0001011171,A,B,A,,B,,,
0001011172,B,A,C,,C,,,
0001011173,B,B,A,,A,,,A
0001011174,B,B,C,,A,,,
0001011175,B,B,A,,A,,,
0001011176,B,C,A,,B,,,
0001011177,B,B,C,,B,,,
0001011178,A,C,A,,B,,,
0001011179,B,B,C,,A,,,
0001011180,B,B,A,,A,,,
0001011181,C,B,A,,A,,,
0001011182,B,B,C,,B,,,
0001011183,A,A,A,,B,,,B
0001011184,A,B,B,,B,,,A
0001011185,A,B,A,,C,,,B
0001011186,B,A,B,,B,,,B
0001011187,B,C,A,,C,,,B
0001011188,B,B,A,,B,,,
0001011189,A,A,C,,B,,,
0001011190,B,A,A,,A,,,
0001011191,B,B,A,,B,,,
0001011192,A,B,C,,A,,,
0001011193,A,A,A,,B,,,
0001011194,A,B,B,,B,,,
0001011195,B,C,A,,B,,,
0001011196,B,C,B,,A,,,A
0001011197,B,B,C,,B,,,B
0001011198,C,A,B,,B,,,
0001011199,B,C,B,,C,,,B
0001011200,B,A,A,,B,,,
0001011201,B,A,C,,C,,,
0001011202,B,C,A,,B,,,
0001011203,A,A,B,,C,,,B
0001011204,C,B,B,,B,,,
0001011205,B,C,A,,C,,,A
0001011206,B,C,A,,A,,,
0001011207,B,C,A,,A,,,
0001011208,C,C,C,,C,,,
0001011209,A,B,B,,B,,,A
0001011210,C,B,C,,A,,,
0001011211,C,B,B,,C,,,A
0001011212,B,A,A,,A,,,B
0001011213,C,B,A,,B,,,B
0001011214,A,B,B,,B,,,A
0001011215,A,A,B,,C,,,
0001011216,B,C,C,,A,,,A
0001011217,B,C,B,,B,,,B
0001011218,B,C,C,,B,,,
0001011219,A,C,C,,A,,,
0001011220,A,C,A,,A,,,A
0001011221,A,C,B,,A,,,B
0001011222,B,C,B,,C,,,A
0001011223,B,B,B,,B,,,B
0001011224,A,C,A,,B,,,B
0001011225,B,B,B,,A,,,A
0001011226,B,B,B,,B,,,B
0001011227,C,B,B,,A,,,B
0001011228,C,C,B,,A,,,
0001011229,A,B,B,,A,,,A
0001011230,B,A,C,,B,,,
0001011231,A,B,A,,B,,,
0001011232,B,B,A,,C,,,
0001011233,B,B,B,,B,,,A
0001011234,B,A,C,,B,,,
0001011235,B,C,C,,B,,,
0001011236,B,A,B,,B,,,B
0001011237,C,C,A,,A,,,A
0001011238,A,C,C,,C,,,
0001011239,A,C,C,,B,,,A
0001011240,B,A,B,,C,,,A
0001011241,C,C,A,,B,,,A
0001011242,B,B,B,,B,,,B
0001011243,B,B,A,,B,,,
0001011244,B,C,B,,B,,,
0001011245,B,B,A,,B,,,A
0001011246,B,B,A,,C,,,
0001011247,B,A,B,,C,,,
0001011248,A,A,C,,A,,,
0001011249,B,B,A,,B,,,A
0001011250,A,B,A,,B,,,
0001011251,B,A,B,,C,,,B
0001011252,A,C,B,,B,,,
0001011253,B,B,A,,C,,,B
0001011254,C,B,C,,C,,,
0001011255,B,C,C,,A,,,
0001011256,B,A,C,,A,,,B
0001011257,B,B,A,,B,,,
0001011258,A,B,C,,A,,,
0001011259,C,C,C,,B,,,B
0001011260,A,B,A,,C,,,
0001011261,B,B,A,,C,,,
0001011262,B,A,C,,A,,,
0001011263,C,B,C,,A,,,A
0001011264,B,A,B,,B,,,B
0001011265,C,A,B,,B,,,
0001011266,A,A,A,,B,,,A
0001011267,C,C,A,,C,,,B
0001011268,B,C,A,,C,,,A
0001011269,B,C,A,,C,,,
0001011270,A,B,B,,A,,,
0001011271,A,C,C,,B,,,A
0001011272,B,B,A,,C,,,
0001011273,B,A,A,,A,,,
0001011274,A,A,B,,A,,,
0001011275,A,B,A,,B,,,A
0001011276,A,B,B,,A,,,B
0001011277,A,A,A,,B,,,A
0001011278,B,A,C,,C,,,A
0001011279,C,A,B,,C,,,
0001011280,C,A,C,,A,,,
0001011281,B,B,C,,B,,,
0001011282,B,A,B,,A,,,B
0001011283,B,C,C,,A,,,A
0001011284,B,B,C,,B,,,
0001011285,A,B,B,,A,,,
0001011286,B,C,B,,B,,,A
0001011287,B,B,C,,C,,,
0001011288,C,B,A,,C,,,B
0001011289,B,C,A,,C,,,
0001011290,A,B,C,,B,,,
0001011291,A,A,B,,C,,,
0001011292,B,A,C,,B,,,
0001011293,C,A,C,,C,,,
0001011294,C,C,B,,B,,,A
0001011295,B,C,A,,B,,,
0001011296,B,B,B,,A,,,
0001011297,B,B,C,,B,,,A
0001011298,B,C,B,,B,,,
0001011299,B,B,A,,A,,,A
0001011300,B,A,B,,B,,,A
0001011301,B,C,B,,B,,,
0001011302,B,B,C,,C,,,B
0001011303,A,A,A,,A,,,
0001011304,A,C,C,,B,,,
0001011305,A,C,A,,B,,,B
0001011306,B,B,A,,B,,,B
0001011307,B,C,A,,C,,,B
0001011308,B,C,C,,B,,,
0001011309,B,A,C,,B,,,B
0001011310,B,B,A,,B,,,
0001011311,B,C,B,,B,,,
0001011312,A,A,C,,A,,,B
0001011313,B,C,A,,C,,,
0001011314,A,B,A,,C,,,A
0001011315,C,C,A,,C,,,A
0001011316,A,B,A,,B,,,A
0001011317,A,B,A,,A,,,A
0001011318,A,C,A,,A,,,
0001011319,C,B,B,,B,,,A
0001011320,A,B,A,,C,,,B
0001011321,B,B,A,,C,,,A
0001011322,B,B,A,,B,,,A
0001011323,B,A,A,,C,,,
0001011324,A,B,A,,C,,,
0001011325,A,B,B,,B,,,A
0001011326,B,A,A,,B,,,A
0001011327,A,B,A,,A,,,A
0001011328,A,C,B,,A,,,B
0001011329,A,C,A,,B,,,A
0001011330,A,A,A,,A,,,
0001011331,B,B,C,,B,,,B
0001011332,B,B,C,,A,,,
0001011333,A,B,C,,C,,,
0001011334,A,A,A,,C,,,
0001011335,B,A,C,,A,,,B
0001011336,B,C,B,,C,,,
0001011337,B,B,A,,A,,,
0001011338,A,C,B,,C,,,A
0001011339,A,C,B,,B,,,
0001011340,B,C,B,,C,,,A
0001011341,A,A,A,,B,,,
0001011342,B,C,A,,B,,,
0001011343,B,C,C,,C,,,A
0001011344,B,B,B,,A,,,B
0001011345,A,C,A,,B,,,A
0001011346,B,A,B,,A,,,A
0001011347,B,C,B,,C,,,A
0001011348,C,A,B,,C,,,
0001011349,A,B,C,,B,,,A
0001011350,B,C,C,,A,,,B
0001011351,C,B,A,,B,,,
0001011352,A,A,B,,A,,,
0001011353,A,B,B,,B,,,A
0001011354,B,C,C,,A,,,B
0001011355,A,A,A,,C,,,A
0001011356,A,A,A,,B,,,
0001011357,B,A,C,,B,,,
0001011358,B,B,B,,B,,,B
0001011359,B,A,B,,B,,,
0001011360,C,A,A,,B,,,
0001011361,A,B,A,,C,,,B
0001011362,A,B,C,,B,,,B
0001011363,A,B,A,,A,,,A
0001011364,A,B,B,,A,,,A
0001011365,B,B,A,,B,,,
0001011366,B,B,A,,B,,,A
0001011367,B,C,A,,C,,,B
0001011368,B,A,A,,A,,,A
0001011369,B,C,A,,A,,,
0001011370,A,C,C,,B,,,A
0001011371,B,B,C,,A,,,
0001011372,C,C,B,,B,,,B
0001011373,B,C,A,,B,,,
0001011374,B,B,A,,B,,,B
0001011375,B,A,B,,A,,,A
0001011376,B,B,A,,C,,,
0001011377,A,A,C,,A,,,B
0001011378,B,A,C,,A,,,B
0001011379,C,C,B,,B,,,
0001011380,C,B,B,,A,,,B
0001011381,C,B,B,,A,,,B
0001011382,B,B,C,,B,,,
0001011383,B,B,A,,A,,,A
0001011384,A,A,A,,A,,,A
0001011385,B,C,B,,B,,,
0001011386,A,C,B,,B,,,
0001011387,C,C,C,,B,,,B
0001011388,A,B,C,,C,,,
0001011389,B,B,C,,A,,,
0001011390,B,B,A,,B,,,
0001011391,B,C,A,,A,,,
0001011392,B,C,A,,C,,,B
0001011393,A,C,A,,B,,,
0001011394,B,C,B,,B,,,B
0001011395,B,C,C,,A,,,B
0001011396,A,B,B,,B,,,
0001011397,B,B,C,,B,,,
0001011398,A,C,B,,A,,,A
0001011399,B,A,A,,C,,,B
0001011400,C,C,B,,A,,,A
0001011401,A,B,A,,A,,,
0001011402,A,A,B,,C,,,A
0001011403,A,B,A,,B,,,A
0001011404,B,A,B,,A,,,
0001011405,A,B,B,,A,,,
0001011406,C,B,B,,B,,,
0001011407,B,B,B,,B,,,A
0001011408,B,A,A,,B,,,
0001011409,A,A,A,,B,,,B
0001011410,B,B,A,,A,,,
0001011411,C,A,A,,C,,,
0001011412,A,C,A,,B,,,
0001011413,B,B,B,,B,,,
0001011414,A,B,A,,C,,,
0001011415,A,C,B,,B,,,A
0001011416,C,C,C,,A,,,B
0001011417,B,B,C,,B,,,
0001011418,B,A,B,,A,,,
0001011419,B,C,B,,B,,,
0001011420,A,B,A,,A,,,
0001011421,B,A,B,,C,,,A
0001011422,B,A,A,,C,,,B
0001011423,A,B,A,,C,,,A
0001011424,C,C,C,,B,,,
0001011425,C,C,C,,C,,,B
0001011426,C,C,A,,C,,,B
0001011427,B,A,B,,B,,,B
0001011428,C,A,C,,C,,,
0001011429,C,A,B,,C,,,A
0001011430,B,C,A,,A,,,
0001011431,A,B,B,,A,,,B
0001011432,B,A,B,,A,,,
0001011433,B,C,A,,A,,,A
0001011434,C,C,A,,B,,,B
0001011435,A,B,B,,B,,,A
0001011436,B,B,C,,C,,,A
0001011437,B,C,C,,B,,,B
0001011438,B,A,C,,B,,,
0001011439,B,C,A,,B,,,
0001011440,B,C,A,,C,,,
0001011441,B,A,B,,B,,,
0001011442,B,B,A,,A,,,A
0001011443,B,A,B,,A,,,B
0001011444,B,A,C,,B,,,
0001011445,A,B,B,,A,,,B
0001011446,A,A,B,,A,,,A
0001011447,B,A,B,,A,,,
0001011448,B,C,A,,B,,,
0001011449,C,B,A,,B,,,A
0001011450,B,B,C,,C,,,A
0001011451,A,C,B,,B,,,B
0001011452,C,C,B,,A,,,
0001011453,B,C,A,,A,,,A
0001011454,C,B,B,,B,,,A
0001011455,B,C,A,,A,,,A
0001011456,A,B,A,,A,,,A
0001011457,A,C,A,,B,,,B
0001011458,B,A,A,,B,,,
0001011459,B,A,C,,B,,,A
0001011460,B,B,C,,B,,,
0001011461,C,B,A,,C,,,A
0001011462,A,C,B,,B,,,A
0001011463,B,C,A,,B,,,B
0001011464,B,A,A,,B,,,
0001011465,C,A,A,,C,,,
0001011466,C,A,B,,B,,,
0001011467,B,A,A,,A,,,
0001011468,A,B,A,,A,,,B
0001011469,A,C,A,,A,,,
0001011470,B,C,A,,A,,,
0001011471,B,B,B,,B,,,
0001011472,C,B,A,,B,,,B
0001011473,A,A,A,,B,,,
0001011474,B,C,A,,C,,,
0001011475,C,B,B,,C,,,A
0001011476,A,B,B,,B,,,
0001011477,B,A,C,,B,,,B
0001011478,C,B,B,,A,,,A
0001011479,A,C,B,,B,,,A
0001011480,B,C,A,,B,,,
0001011481,B,A,B,,C,,,A
0001011482,B,A,C,,A,,,B
0001011483,B,A,A,,C,,,
0001011484,A,A,B,,A,,,
0001011485,A,C,A,,A,,,A
0001011486,B,C,A,,B,,,A
0001011487,A,C,A,,C,,,
0001011488,B,A,B,,A,,,
0001011489,B,C,A,,C,,,
0001011490,B,B,C,,B,,,
0001011491,C,B,B,,A,,,B
0001011492,B,B,A,,A,,,A
0001011493,C,A,C,,A,,,
0001011494,A,C,A,,B,,,B
0001011495,A,C,C,,B,,,
0001011496,B,C,A,,B,,,
0001011497,A,B,A,,B,,,
0001011498,C,C,B,,B,,,B
0001011499,C,C,C,,C,,,B
0001011500,C,A,C,,B,,,
0001011501,C,B,C,,A,,,
0001011502,C,C,A,,A,,,B
0001011503,B,A,B,,B,,,
0001011504,C,C,A,,B,,,
0001011505,B,C,B,,B,,,B
0001011506,C,B,A,,C,,,A
0001011507,C,B,C,,B,,,
0001011508,B,A,A,,C,,,
0001011509,B,B,A,,C,,,A
0001011510,B,C,C,,B,,,A
0001011511,C,C,B,,A,,,A
0001011512,B,B,B,,B,,,
0001011513,A,B,B,,B,,,A
