MATNR,WERKS,PSTAT,LVORM,DISMM,DISPO,EKGRP
000000000000001163,3000,KE,,PD,001,001
000000000000001163,1000,KE,,PD,001,001
000000000000001164,1000,KE,,PD,001,001
000000000000001164,3000,KE,,PD,001,001
000000000000001164,2000,KE,,PD,001,001
000000000000001165,1000,KE,,PD,001,001
000000000000001165,2000,KE,,PD,001,001
000000000000001166,1000,KE,,PD,001,001
000000000000001167,3000,KE,,PD,001,001
000000000000001168,1000,KE,,PD,001,001
000000000000001169,1000,KE,,PD,001,001
000000000000001170,3000,KE,,PD,001,001
000000000000001170,1000,KE,,PD,001,001
000000000000001171,2000,KE,,PD,001,001
000000000000001171,1000,KE,,PD,001,001
000000000000001172,1000,KE,,PD,001,001
000000000000001173,2000,KE,,PD,001,001
000000000000001174,3000,KE,,PD,001,001
000000000000001174,2000,KE,,PD,001,001
000000000000001175,3000,KE,,PD,001,001
000000000000001175,1000,KE,,PD,001,001
000000000000001175,2000,KE,,PD,001,001
000000000000001176,3000,KE,,PD,001,001
000000000000001176,2000,KE,,PD,001,001
000000000000001177,3000,KE,,PD,001,001
000000000000001177,2000,KE,,PD,001,001
000000000000001177,1000,KE,,PD,001,001
000000000000001178,3000,KE,,PD,001,001
000000000000001179,3000,KE,,PD,001,001
000000000000001180,1000,KE,,PD,001,001
000000000000001181,1000,KE,,PD,001,001
000000000000001181,3000,KE,,PD,001,001
000000000000001182,3000,KE,,PD,001,001
000000000000001182,1000,KE,,PD,001,001
000000000000001183,1000,KE,,PD,001,001
000000000000001184,1000,KE,,PD,001,001
000000000000001185,1000,KE,,PD,001,001
000000000000001185,2000,KE,,PD,001,001
000000000000001186,3000,KE,,PD,001,001
000000000000001186,1000,KE,,PD,001,001
000000000000001186,2000,KE,,PD,001,001
000000000000001187,1000,KE,,PD,001,001
000000000000001188,2000,KE,,PD,001,001
000000000000001188,1000,KE,,PD,001,001
000000000000001189,3000,KE,,PD,001,001
000000000000001190,2000,KE,,PD,001,001
000000000000001191,2000,KE,,PD,001,001
000000000000001192,1000,KE,,PD,001,001
000000000000001192,2000,KE,,PD,001,001
000000000000001192,3000,KE,,PD,001,001
000000000000001193,2000,KE,,PD,001,001
000000000000001193,1000,KE,,PD,001,001
000000000000001193,3000,KE,,PD,001,001
000000000000001194,2000,KE,,PD,001,001
000000000000001194,3000,KE,,PD,001,001
000000000000001194,1000,KE,,PD,001,001
000000000000001195,2000,KE,,PD,001,001
000000000000001195,1000,KE,,PD,001,001
000000000000001195,3000,KE,,PD,001,001
000000000000001196,1000,KE,,PD,001,001
000000000000001196,2000,KE,,PD,001,001
000000000000001197,3000,KE,,PD,001,001
000000000000001197,2000,KE,,PD,001,001
000000000000001198,1000,KE,,PD,001,001
000000000000001198,2000,KE,,PD,001,001
000000000000001199,3000,KE,,PD,001,001
000000000000001199,1000,KE,,PD,001,001
000000000000001199,2000,KE,,PD,001,001
000000000000001200,3000,KE,,PD,001,001
000000000000001201,2000,KE,,PD,001,001
000000000000001201,1000,KE,,PD,001,001
000000000000001202,2000,KE,,PD,001,001
000000000000001203,3000,KE,,PD,001,001
000000000000001204,1000,KE,,PD,001,001
000000000000001204,2000,KE,,PD,001,001
000000000000001204,3000,KE,,PD,001,001
000000000000001205,3000,KE,,PD,001,001
000000000000001206,2000,KE,,PD,001,001
000000000000001207,2000,KE,,PD,001,001
000000000000001208,3000,KE,,PD,001,001
000000000000001208,2000,KE,,PD,001,001
000000000000001208,1000,KE,,PD,001,001
000000000000001209,3000,KE,,PD,001,001
000000000000001209,1000,KE,,PD,001,001
000000000000001210,2000,KE,,PD,001,001
000000000000001210,3000,KE,,PD,001,001
000000000000001210,1000,KE,,PD,001,001
000000000000001211,2000,KE,,PD,001,001
000000000000001212,2000,KE,,PD,001,001
000000000000001212,1000,KE,,PD,001,001
000000000000001212,3000,KE,,PD,001,001
000000000000001213,2000,KE,,PD,001,001
000000000000001213,1000,KE,,PD,001,001
000000000000001214,2000,KE,,PD,001,001
000000000000001215,2000,KE,,PD,001,001
000000000000001215,1000,KE,,PD,001,001
000000000000001216,2000,KE,,PD,001,001
000000000000001217,3000,KE,,PD,001,001
000000000000001217,2000,KE,,PD,001,001
000000000000001217,1000,KE,,PD,001,001
000000000000001218,1000,KE,,PD,001,001
000000000000001218,3000,KE,,PD,001,001
000000000000001219,1000,KE,,PD,001,001
000000000000001220,3000,KE,,PD,001,001
000000000000001220,2000,KE,,PD,001,001
000000000000001221,3000,KE,,PD,001,001
000000000000001222,1000,KE,,PD,001,001
000000000000001223,2000,KE,,PD,001,001
000000000000001224,2000,KE,,PD,001,001
000000000000001224,1000,KE,,PD,001,001
000000000000001224,3000,KE,,PD,001,001
000000000000001225,2000,KE,,PD,001,001
000000000000001225,1000,KE,,PD,001,001
000000000000001226,2000,KE,,PD,001,001
000000000000001227,1000,KE,,PD,001,001
000000000000001227,3000,KE,,PD,001,001
000000000000001228,3000,KE,,PD,001,001
000000000000001229,3000,KE,,PD,001,001
000000000000001230,2000,KE,,PD,001,001
000000000000001230,1000,KE,,PD,001,001
000000000000001230,3000,KE,,PD,001,001
000000000000001231,1000,KE,,PD,001,001
000000000000001231,2000,KE,,PD,001,001
000000000000001232,1000,KE,,PD,001,001
000000000000001232,3000,KE,,PD,001,001
000000000000001233,3000,KE,,PD,001,001
000000000000001234,3000,KE,,PD,001,001
000000000000001234,1000,KE,,PD,001,001
000000000000001235,3000,KE,,PD,001,001
000000000000001235,1000,KE,,PD,001,001
000000000000001235,2000,KE,,PD,001,001
000000000000001236,2000,KE,,PD,001,001
000000000000001236,1000,KE,,PD,001,001
000000000000001237,2000,KE,,PD,001,001
000000000000001237,1000,KE,,PD,001,001
000000000000001238,3000,KE,,PD,001,001
000000000000001239,3000,KE,,PD,001,001
000000000000001239,2000,KE,,PD,001,001
000000000000001240,2000,KE,,PD,001,001
000000000000001240,3000,KE,,PD,001,001
000000000000001240,1000,KE,,PD,001,001
000000000000001241,1000,KE,,PD,001,001
000000000000001241,3000,KE,,PD,001,001
000000000000001241,2000,KE,,PD,001,001
000000000000001242,2000,KE,,PD,001,001
000000000000001242,1000,KE,,PD,001,001
000000000000001243,1000,KE,,PD,001,001
000000000000001243,2000,KE,,PD,001,001
000000000000001243,3000,KE,,PD,001,001
000000000000001244,3000,KE,,PD,001,001
000000000000001244,1000,KE,,PD,001,001
000000000000001244,2000,KE,,PD,001,001
000000000000001245,2000,KE,,PD,001,001
000000000000001245,1000,KE,,PD,001,001
000000000000001245,3000,KE,,PD,001,001
000000000000001246,1000,KE,,PD,001,001
000000000000001246,2000,KE,,PD,001,001
000000000000001246,3000,KE,,PD,001,001
000000000000001247,2000,KE,,PD,001,001
000000000000001248,3000,KE,,PD,001,001
000000000000001249,1000,KE,,PD,001,001
000000000000001249,3000,KE,,PD,001,001
000000000000001250,3000,KE,,PD,001,001
000000000000001250,1000,KE,,PD,001,001
000000000000001251,3000,KE,,PD,001,001
000000000000001252,1000,KE,,PD,001,001
000000000000001252,2000,KE,,PD,001,001
000000000000001252,3000,KE,,PD,001,001
000000000000001253,1000,KE,,PD,001,001
000000000000001253,3000,KE,,PD,001,001
000000000000001254,1000,KE,,PD,001,001
000000000000001254,3000,KE,,PD,001,001
000000000000001255,3000,KE,,PD,001,001
000000000000001256,3000,KE,,PD,001,001
000000000000001256,1000,KE,,PD,001,001
000000000000001256,2000,KE,,PD,001,001
000000000000001257,3000,KE,,PD,001,001
000000000000001258,2000,KE,,PD,001,001
000000000000001259,2000,KE,,PD,001,001
000000000000001259,3000,KE,,PD,001,001
000000000000001259,1000,KE,,PD,001,001
000000000000001260,3000,KE,,PD,001,001
000000000000001260,1000,KE,,PD,001,001
000000000000001260,2000,KE,,PD,001,001
000000000000001261,1000,KE,,PD,001,001
000000000000001262,2000,KE,,PD,001,001
000000000000001262,1000,KE,,PD,001,001
000000000000001263,3000,KE,,PD,001,001
000000000000001264,1000,KE,,PD,001,001
000000000000001265,3000,KE,,PD,001,001
000000000000001266,1000,KE,,PD,001,001
000000000000001266,2000,KE,,PD,001,001
000000000000001267,2000,KE,,PD,001,001
000000000000001267,3000,KE,,PD,001,001
000000000000001267,1000,KE,,PD,001,001
000000000000001268,2000,KE,,PD,001,001
000000000000001268,1000,KE,,PD,001,001
000000000000001269,3000,KE,,PD,001,001
000000000000001269,1000,KE,,PD,001,001
000000000000001269,2000,KE,,PD,001,001
000000000000001270,1000,KE,,PD,001,001
000000000000001270,3000,KE,,PD,001,001
000000000000001270,2000,KE,,PD,001,001
000000000000001271,1000,KE,,PD,001,001
000000000000001272,1000,KE,,PD,001,001
000000000000001273,2000,KE,,PD,001,001
000000000000001274,1000,KE,,PD,001,001
000000000000001275,1000,KE,,PD,001,001
000000000000001275,2000,KE,,PD,001,001
000000000000001276,2000,KE,,PD,001,001
000000000000001276,3000,KE,,PD,001,001
000000000000001277,2000,KE,,PD,001,001
000000000000001278,1000,KE,,PD,001,001
000000000000001278,3000,KE,,PD,001,001
000000000000001279,1000,KE,,PD,001,001
000000000000001279,2000,KE,,PD,001,001
000000000000001280,1000,KE,,PD,001,001
000000000000001281,3000,KE,,PD,001,001
000000000000001282,2000,KE,,PD,001,001
000000000000001282,3000,KE,,PD,001,001
000000000000001283,2000,KE,,PD,001,001
000000000000001284,2000,KE,,PD,001,001
000000000000001285,1000,KE,,PD,001,001
000000000000001285,2000,KE,,PD,001,001
000000000000001286,2000,KE,,PD,001,001
000000000000001286,1000,KE,,PD,001,001
000000000000001287,3000,KE,,PD,001,001
000000000000001287,2000,KE,,PD,001,001
000000000000001288,1000,KE,,PD,001,001
000000000000001289,2000,KE,,PD,001,001
000000000000001290,2000,KE,,PD,001,001
000000000000001291,3000,KE,,PD,001,001
000000000000001291,1000,KE,,PD,001,001
000000000000001292,1000,KE,,PD,001,001
000000000000001292,3000,KE,,PD,001,001
000000000000001293,3000,KE,,PD,001,001
000000000000001294,3000,KE,,PD,001,001
000000000000001294,2000,KE,,PD,001,001
000000000000001294,1000,KE,,PD,001,001
000000000000001295,2000,KE,,PD,001,001
000000000000001295,3000,KE,,PD,001,001
000000000000001295,1000,KE,,PD,001,001
000000000000001296,2000,KE,,PD,001,001
000000000000001296,3000,KE,,PD,001,001
000000000000001296,1000,KE,,PD,001,001
000000000000001297,2000,KE,,PD,001,001
000000000000001298,1000,KE,,PD,001,001
000000000000001299,3000,KE,,PD,001,001
000000000000001300,3000,KE,,PD,001,001
000000000000001301,2000,KE,,PD,001,001
000000000000001302,3000,KE,,PD,001,001
000000000000001302,1000,KE,,PD,001,001
000000000000001303,2000,KE,,PD,001,001
000000000000001304,3000,KE,,PD,001,001
000000000000001305,1000,KE,,PD,001,001
000000000000001306,2000,KE,,PD,001,001
000000000000001306,1000,KE,,PD,001,001
000000000000001307,3000,KE,,PD,001,001
000000000000001308,1000,KE,,PD,001,001
000000000000001309,1000,KE,,PD,001,001
000000000000001310,3000,KE,,PD,001,001
000000000000001310,1000,KE,,PD,001,001
000000000000001310,2000,KE,,PD,001,001
000000000000001311,3000,KE,,PD,001,001
000000000000001311,1000,KE,,PD,001,001
000000000000001312,3000,KE,,PD,001,001
000000000000001312,2000,KE,,PD,001,001
000000000000001313,1000,KE,,PD,001,001
000000000000001313,3000,KE,,PD,001,001
000000000000001314,1000,KE,,PD,001,001
000000000000001314,2000,KE,,PD,001,001
000000000000001314,3000,KE,,PD,001,001
000000000000001315,2000,KE,,PD,001,001
000000000000001315,3000,KE,,PD,001,001
000000000000001316,2000,KE,,PD,001,001
000000000000001317,3000,KE,,PD,001,001
000000000000001318,1000,KE,,PD,001,001
000000000000001319,3000,KE,,PD,001,001
000000000000001319,2000,KE,,PD,001,001
000000000000001319,1000,KE,,PD,001,001
000000000000001320,2000,KE,,PD,001,001
000000000000001321,2000,KE,,PD,001,001
000000000000001321,1000,KE,,PD,001,001
000000000000001322,1000,KE,,PD,001,001
000000000000001323,2000,KE,,PD,001,001
000000000000001323,3000,KE,,PD,001,001
000000000000001324,2000,KE,,PD,001,001
000000000000001324,3000,KE,,PD,001,001
000000000000001324,1000,KE,,PD,001,001
000000000000001325,1000,KE,,PD,001,001
000000000000001325,2000,KE,,PD,001,001
000000000000001326,3000,KE,,PD,001,001
000000000000001326,2000,KE,,PD,001,001
000000000000001326,1000,KE,,PD,001,001
000000000000001327,2000,KE,,PD,001,001
000000000000001327,3000,KE,,PD,001,001
000000000000001327,1000,KE,,PD,001,001
000000000000001328,2000,KE,,PD,001,001
000000000000001328,3000,KE,,PD,001,001
000000000000001329,3000,KE,,PD,001,001
000000000000001330,1000,KE,,PD,001,001
000000000000001330,2000,KE,,PD,001,001
000000000000001331,1000,KE,,PD,001,001
000000000000001331,3000,KE,,PD,001,001
000000000000001332,3000,KE,,PD,001,001
000000000000001333,3000,KE,,PD,001,001
000000000000001334,2000,KE,,PD,001,001
000000000000001334,1000,KE,,PD,001,001
000000000000001334,3000,KE,,PD,001,001
000000000000001335,2000,KE,,PD,001,001
000000000000001336,3000,KE,,PD,001,001
000000000000001337,2000,KE,,PD,001,001
000000000000001337,1000,KE,,PD,001,001
000000000000001338,1000,KE,,PD,001,001
000000000000001339,1000,KE,,PD,001,001
000000000000001340,2000,KE,,PD,001,001
000000000000001340,1000,KE,,PD,001,001
000000000000001340,3000,KE,,PD,001,001
000000000000001341,3000,KE,,PD,001,001
000000000000001341,1000,KE,,PD,001,001
000000000000001341,2000,KE,,PD,001,001
000000000000001342,2000,KE,,PD,001,001
000000000000001343,2000,KE,,PD,001,001
000000000000001343,1000,KE,,PD,001,001
000000000000001343,3000,KE,,PD,001,001
000000000000001344,2000,KE,,PD,001,001
000000000000001345,1000,KE,,PD,001,001
000000000000001346,2000,KE,,PD,001,001
000000000000001347,2000,KE,,PD,001,001
000000000000001347,3000,KE,,PD,001,001
000000000000001348,3000,KE,,PD,001,001
000000000000001348,2000,KE,,PD,001,001
000000000000001349,1000,KE,,PD,001,001
000000000000001349,3000,KE,,PD,001,001
000000000000001350,2000,KE,,PD,001,001
000000000000001351,1000,KE,,PD,001,001
000000000000001352,1000,KE,,PD,001,001
000000000000001352,2000,KE,,PD,001,001
000000000000001353,2000,KE,,PD,001,001
000000000000001353,1000,KE,,PD,001,001
000000000000001354,1000,KE,,PD,001,001
000000000000001354,2000,KE,,PD,001,001
000000000000001354,3000,KE,,PD,001,001
000000000000001355,2000,KE,,PD,001,001
000000000000001355,1000,KE,,PD,001,001
000000000000001356,1000,KE,,PD,001,001
000000000000001357,2000,KE,,PD,001,001
000000000000001358,2000,KE,,PD,001,001
000000000000001359,1000,KE,,PD,001,001
000000000000001359,3000,KE,,PD,001,001
000000000000001359,2000,KE,,PD,001,001
000000000000001360,3000,KE,,PD,001,001
000000000000001361,1000,KE,,PD,001,001
000000000000001362,3000,KE,,PD,001,001
000000000000001363,2000,KE,,PD,001,001
000000000000001364,3000,KE,,PD,001,001
000000000000001365,2000,KE,,PD,001,001
000000000000001366,2000,KE,,PD,001,001
000000000000001367,1000,KE,,PD,001,001
000000000000001368,1000,KE,,PD,001,001
000000000000001368,3000,KE,,PD,001,001
000000000000001368,2000,KE,,PD,001,001
000000000000001369,3000,KE,,PD,001,001
000000000000001370,3000,KE,,PD,001,001
000000000000001371,2000,KE,,PD,001,001
000000000000001371,1000,KE,,PD,001,001
000000000000001371,3000,KE,,PD,001,001
000000000000001372,1000,KE,,PD,001,001
000000000000001373,3000,KE,,PD,001,001
000000000000001374,3000,KE,,PD,001,001
000000000000001374,2000,KE,,PD,001,001
000000000000001374,1000,KE,,PD,001,001
000000000000001375,2000,KE,,PD,001,001
000000000000001376,1000,KE,,PD,001,001
000000000000001376,2000,KE,,PD,001,001
000000000000001376,3000,KE,,PD,001,001
000000000000001377,2000,KE,,PD,001,001
000000000000001378,1000,KE,,PD,001,001
000000000000001378,3000,KE,,PD,001,001
000000000000001379,1000,KE,,PD,001,001
000000000000001380,1000,KE,,PD,001,001
000000000000001381,1000,KE,,PD,001,001
000000000000001382,2000,KE,,PD,001,001
000000000000001383,3000,KE,,PD,001,001
000000000000001384,1000,KE,,PD,001,001
000000000000001385,3000,KE,,PD,001,001
000000000000001385,2000,KE,,PD,001,001
000000000000001386,3000,KE,,PD,001,001
000000000000001386,1000,KE,,PD,001,001
000000000000001386,2000,KE,,PD,001,001
000000000000001387,3000,KE,,PD,001,001
000000000000001387,1000,KE,,PD,001,001
000000000000001388,2000,KE,,PD,001,001
000000000000001389,3000,KE,,PD,001,001
000000000000001390,1000,KE,,PD,001,001
000000000000001391,2000,KE,,PD,001,001
000000000000001392,1000,KE,,PD,001,001
000000000000001392,2000,KE,,PD,001,001
000000000000001393,3000,KE,,PD,001,001
000000000000001394,1000,KE,,PD,001,001
000000000000001395,3000,KE,,PD,001,001
000000000000001395,1000,KE,,PD,001,001
000000000000001396,3000,KE,,PD,001,001
000000000000001396,2000,KE,,PD,001,001
000000000000001396,1000,KE,,PD,001,001
000000000000001397,3000,KE,,PD,001,001
000000000000001397,2000,KE,,PD,001,001
000000000000001398,3000,KE,,PD,001,001
000000000000001398,1000,KE,,PD,001,001
000000000000001398,2000,KE,,PD,001,001
000000000000001399,1000,KE,,PD,001,001
000000000000001400,2000,KE,,PD,001,001
000000000000001401,1000,KE,,PD,001,001
000000000000001401,3000,KE,,PD,001,001
000000000000001402,3000,KE,,PD,001,001
000000000000001403,3000,KE,,PD,001,001
000000000000001404,2000,KE,,PD,001,001
000000000000001405,2000,KE,,PD,001,001
000000000000001405,3000,KE,,PD,001,001
000000000000001406,1000,KE,,PD,001,001
000000000000001407,3000,KE,,PD,001,001
000000000000001408,2000,KE,,PD,001,001
000000000000001408,3000,KE,,PD,001,001
000000000000001409,3000,KE,,PD,001,001
000000000000001409,1000,KE,,PD,001,001
000000000000001409,2000,KE,,PD,001,001
000000000000001410,1000,KE,,PD,001,001
000000000000001410,3000,KE,,PD,001,001
000000000000001410,2000,KE,,PD,001,001
000000000000001411,3000,KE,,PD,001,001
000000000000001411,2000,KE,,PD,001,001
000000000000001412,2000,KE,,PD,001,001
000000000000001412,1000,KE,,PD,001,001
000000000000001413,2000,KE,,PD,001,001
000000000000001413,3000,KE,,PD,001,001
000000000000001414,3000,KE,,PD,001,001
000000000000001414,1000,KE,,PD,001,001
000000000000001414,2000,KE,,PD,001,001
000000000000001415,2000,KE,,PD,001,001
000000000000001415,3000,KE,,PD,001,001
000000000000001416,3000,KE,,PD,001,001
000000000000001417,1000,KE,,PD,001,001
000000000000001417,3000,KE,,PD,001,001
000000000000001417,2000,KE,,PD,001,001
000000000000001418,3000,KE,,PD,001,001
000000000000001418,1000,KE,,PD,001,001
000000000000001419,2000,KE,,PD,001,001
000000000000001420,3000,KE,,PD,001,001
000000000000001421,3000,KE,,PD,001,001
000000000000001421,1000,KE,,PD,001,001
000000000000001421,2000,KE,,PD,001,001
000000000000001422,3000,KE,,PD,001,001
000000000000001422,2000,KE,,PD,001,001
000000000000001422,1000,KE,,PD,001,001
000000000000001423,1000,KE,,PD,001,001
000000000000001423,3000,KE,,PD,001,001
000000000000001423,2000,KE,,PD,001,001
000000000000001424,3000,KE,,PD,001,001
000000000000001424,1000,KE,,PD,001,001
000000000000001425,1000,KE,,PD,001,001
000000000000001426,3000,KE,,PD,001,001
000000000000001426,1000,KE,,PD,001,001
000000000000001426,2000,KE,,PD,001,001
000000000000001427,1000,KE,,PD,001,001
000000000000001427,3000,KE,,PD,001,001
000000000000001428,1000,KE,,PD,001,001
000000000000001429,1000,KE,,PD,001,001
000000000000001429,2000,KE,,PD,001,001
000000000000001429,3000,KE,,PD,001,001
000000000000001430,1000,KE,,PD,001,001
000000000000001431,3000,KE,,PD,001,001
000000000000001431,2000,KE,,PD,001,001
000000000000001432,3000,KE,,PD,001,001
000000000000001433,3000,KE,,PD,001,001
000000000000001433,2000,KE,,PD,001,001
000000000000001434,2000,KE,,PD,001,001
000000000000001435,3000,KE,,PD,001,001
000000000000001436,1000,KE,,PD,001,001
000000000000001437,1000,KE,,PD,001,001
000000000000001438,3000,KE,,PD,001,001
000000000000001439,2000,KE,,PD,001,001
000000000000001439,3000,KE,,PD,001,001
000000000000001439,1000,KE,,PD,001,001
000000000000001440,1000,KE,,PD,001,001
000000000000001441,1000,KE,,PD,001,001
000000000000001442,1000,KE,,PD,001,001
000000000000001443,3000,KE,,PD,001,001
000000000000001443,2000,KE,,PD,001,001
000000000000001443,1000,KE,,PD,001,001
000000000000001444,3000,KE,,PD,001,001
000000000000001445,2000,KE,,PD,001,001
000000000000001446,1000,KE,,PD,001,001
000000000000001447,1000,KE,,PD,001,001
000000000000001448,2000,KE,,PD,001,001
000000000000001448,3000,KE,,PD,001,001
000000000000001449,1000,KE,,PD,001,001
000000000000001450,3000,KE,,PD,001,001
000000000000001451,2000,KE,,PD,001,001
000000000000001451,3000,KE,,PD,001,001
000000000000001451,1000,KE,,PD,001,001
000000000000001452,3000,KE,,PD,001,001
000000000000001453,3000,KE,,PD,001,001
000000000000001454,3000,KE,,PD,001,001
000000000000001454,2000,KE,,PD,001,001
000000000000001455,1000,KE,,PD,001,001
000000000000001455,3000,KE,,PD,001,001
000000000000001455,2000,KE,,PD,001,001
000000000000001456,2000,KE,,PD,001,001
000000000000001457,2000,KE,,PD,001,001
000000000000001457,1000,KE,,PD,001,001
000000000000001457,3000,KE,,PD,001,001
000000000000001458,3000,KE,,PD,001,001
000000000000001459,3000,KE,,PD,001,001
000000000000001460,3000,KE,,PD,001,001
000000000000001461,3000,KE,,PD,001,001
000000000000001462,3000,KE,,PD,001,001
000000000000001463,3000,KE,,PD,001,001
000000000000001463,2000,KE,,PD,001,001
000000000000001463,1000,KE,,PD,001,001
000000000000001464,2000,KE,,PD,001,001
000000000000001464,3000,KE,,PD,001,001
000000000000001465,3000,KE,,PD,001,001
000000000000001466,3000,KE,,PD,001,001
000000000000001466,2000,KE,,PD,001,001
000000000000001467,3000,KE,,PD,001,001
000000000000001468,3000,KE,,PD,001,001
000000000000001468,2000,KE,,PD,001,001
000000000000001469,1000,KE,,PD,001,001
000000000000001470,1000,KE,,PD,001,001
000000000000001470,2000,KE,,PD,001,001
000000000000001471,1000,KE,,PD,001,001
000000000000001472,3000,KE,,PD,001,001
000000000000001473,3000,KE,,PD,001,001
000000000000001473,2000,KE,,PD,001,001
000000000000001474,3000,KE,,PD,001,001
000000000000001474,1000,KE,,PD,001,001
000000000000001474,2000,KE,,PD,001,001
000000000000001475,1000,KE,,PD,001,001
000000000000001476,3000,KE,,PD,001,001
000000000000001477,2000,KE,,PD,001,001
000000000000001477,1000,KE,,PD,001,001
000000000000001478,3000,KE,,PD,001,001
000000000000001479,2000,KE,,PD,001,001
000000000000001479,3000,KE,,PD,001,001
000000000000001480,3000,KE,,PD,001,001
000000000000001480,1000,KE,,PD,001,001
000000000000001480,2000,KE,,PD,001,001
000000000000001481,1000,KE,,PD,001,001
000000000000001482,2000,KE,,PD,001,001
000000000000001483,1000,KE,,PD,001,001
000000000000001484,1000,KE,,PD,001,001
000000000000001485,3000,KE,,PD,001,001
000000000000001486,2000,KE,,PD,001,001
000000000000001487,1000,KE,,PD,001,001
000000000000001488,1000,KE,,PD,001,001
000000000000001489,1000,KE,,PD,001,001
000000000000001489,3000,KE,,PD,001,001
000000000000001490,2000,KE,,PD,001,001
000000000000001491,2000,KE,,PD,001,001
000000000000001491,1000,KE,,PD,001,001
000000000000001492,1000,KE,,PD,001,001
000000000000001492,3000,KE,,PD,001,001
000000000000001493,3000,KE,,PD,001,001
000000000000001493,2000,KE,,PD,001,001
000000000000001493,1000,KE,,PD,001,001
000000000000001494,3000,KE,,PD,001,001
000000000000001495,3000,KE,,PD,001,001
000000000000001495,1000,KE,,PD,001,001
000000000000001496,3000,KE,,PD,001,001
000000000000001496,2000,KE,,PD,001,001
000000000000001496,1000,KE,,PD,001,001
000000000000001497,3000,KE,,PD,001,001
000000000000001498,1000,KE,,PD,001,001
000000000000001499,2000,KE,,PD,001,001
000000000000001500,3000,KE,,PD,001,001
000000000000001501,1000,KE,,PD,001,001
000000000000001502,3000,KE,,PD,001,001
000000000000001502,2000,KE,,PD,001,001
000000000000001503,1000,KE,,PD,001,001
000000000000001503,2000,KE,,PD,001,001
000000000000001504,2000,KE,,PD,001,001
000000000000001504,1000,KE,,PD,001,001
000000000000001504,3000,KE,,PD,001,001
000000000000001505,2000,KE,,PD,001,001
000000000000001505,1000,KE,,PD,001,001
000000000000001505,3000,KE,,PD,001,001
000000000000001506,1000,KE,,PD,001,001
000000000000001506,2000,KE,,PD,001,001
000000000000001507,3000,KE,,PD,001,001
000000000000001508,3000,KE,,PD,001,001
000000000000001509,1000,KE,,PD,001,001
000000000000001510,2000,KE,,PD,001,001
000000000000001511,2000,KE,,PD,001,001
000000000000001511,3000,KE,,PD,001,001
000000000000001512,1000,KE,,PD,001,001
000000000000001513,3000,KE,,PD,001,001
000000000000001513,1000,KE,,PD,001,001
000000000000001514,1000,KE,,PD,001,001
000000000000001515,1000,KE,,PD,001,001
000000000000001516,3000,KE,,PD,001,001
000000000000001517,1000,KE,,PD,001,001
000000000000001517,2000,KE,,PD,001,001
000000000000001517,3000,KE,,PD,001,001
000000000000001518,3000,KE,,PD,001,001
000000000000001519,3000,KE,,PD,001,001
000000000000001520,1000,KE,,PD,001,001
000000000000001520,2000,KE,,PD,001,001
000000000000001521,3000,KE,,PD,001,001
000000000000001521,2000,KE,,PD,001,001
000000000000001521,1000,KE,,PD,001,001
000000000000001522,3000,KE,,PD,001,001
000000000000001523,3000,KE,,PD,001,001
000000000000001524,3000,KE,,PD,001,001
000000000000001524,2000,KE,,PD,001,001
000000000000001525,3000,KE,,PD,001,001
000000000000001525,2000,KE,,PD,001,001
000000000000001526,2000,KE,,PD,001,001
000000000000001527,2000,KE,,PD,001,001
000000000000001528,3000,KE,,PD,001,001
000000000000001529,3000,KE,,PD,001,001
000000000000001530,3000,KE,,PD,001,001
000000000000001531,3000,KE,,PD,001,001
000000000000001531,2000,KE,,PD,001,001
000000000000001531,1000,KE,,PD,001,001
000000000000001532,1000,KE,,PD,001,001
000000000000001533,3000,KE,,PD,001,001
000000000000001533,2000,KE,,PD,001,001
000000000000001533,1000,KE,,PD,001,001
000000000000001534,1000,KE,,PD,001,001
000000000000001534,3000,KE,,PD,001,001
000000000000001535,3000,KE,,PD,001,001
000000000000001536,1000,KE,,PD,001,001
000000000000001537,1000,KE,,PD,001,001
000000000000001537,3000,KE,,PD,001,001
000000000000001538,2000,KE,,PD,001,001
000000000000001539,1000,KE,,PD,001,001
000000000000001539,2000,KE,,PD,001,001
000000000000001540,3000,KE,,PD,001,001
000000000000001541,1000,KE,,PD,001,001
000000000000001541,3000,KE,,PD,001,001
000000000000001541,2000,KE,,PD,001,001
000000000000001542,1000,KE,,PD,001,001
000000000000001542,2000,KE,,PD,001,001
000000000000001542,3000,KE,,PD,001,001
000000000000001543,3000,KE,,PD,001,001
000000000000001544,3000,KE,,PD,001,001
000000000000001545,2000,KE,,PD,001,001
000000000000001545,3000,KE,,PD,001,001
000000000000001546,2000,KE,,PD,001,001
000000000000001546,1000,KE,,PD,001,001
000000000000001546,3000,KE,,PD,001,001
000000000000001547,1000,KE,,PD,001,001
000000000000001548,1000,KE,,PD,001,001
000000000000001548,2000,KE,,PD,001,001
000000000000001549,3000,KE,,PD,001,001
000000000000001550,2000,KE,,PD,001,001
000000000000001550,3000,KE,,PD,001,001
000000000000001551,3000,KE,,PD,001,001
000000000000001551,2000,KE,,PD,001,001
000000000000001552,3000,KE,,PD,001,001
000000000000001553,2000,KE,,PD,001,001
000000000000001554,2000,KE,,PD,001,001
000000000000001554,3000,KE,,PD,001,001
000000000000001555,2000,KE,,PD,001,001
