KUNNR,VKORG,VTWEG,SPART,PARVW,KUNN2
0000104039,2000,30,00,AG,0000104039
0000104039,2000,30,00,WE,0000104039
0000104039,2000,30,00,RE,0000104039
0000104039,2000,30,00,RG,0000104039
0000104040,2000,20,01,AG,0000104040
0000104040,2000,20,01,WE,0000104040
0000104040,2000,20,01,RE,0000104040
0000104040,2000,20,01,RG,0000104040
0000104041,2000,30,00,AG,0000104041
0000104041,2000,30,00,WE,0000104041
0000104041,2000,30,00,RE,0000104041
0000104041,2000,30,00,RG,0000104041
0000104042,3000,20,02,AG,0000104042
0000104042,3000,20,02,WE,0000104042
0000104042,3000,20,02,RE,0000104042
0000104042,3000,20,02,RG,0000104042
0000104043,2000,20,00,AG,0000104043
0000104043,2000,20,00,WE,0000104043
0000104043,2000,20,00,RE,0000104043
0000104043,2000,20,00,RG,0000104043
0000104043,1000,10,01,AG,0000104043
0000104043,1000,10,01,WE,0000104043
0000104043,1000,10,01,RE,0000104043
0000104043,1000,10,01,RG,0000104043
0000104043,1000,10,01,AG,0000104043
0000104043,1000,10,01,WE,0000104043
0000104043,1000,10,01,RE,0000104043
0000104043,1000,10,01,RG,0000104043
0000104044,2000,20,02,AG,0000104044
0000104044,2000,20,02,WE,0000104044
0000104044,2000,20,02,RE,0000104044
0000104044,2000,20,02,RG,0000104044
0000104045,1000,10,01,AG,0000104045
0000104045,1000,10,01,WE,0000104045
0000104045,1000,10,01,RE,0000104045
0000104045,1000,10,01,RG,0000104045
0000104046,1000,20,01,AG,0000104046
0000104046,1000,20,01,WE,0000104046
0000104046,1000,20,01,RE,0000104046
0000104046,1000,20,01,RG,0000104046
0000104047,3000,20,01,AG,0000104047
0000104047,3000,20,01,WE,0000104047
0000104047,3000,20,01,RE,0000104047
0000104047,3000,20,01,RG,0000104047
0000104048,1000,30,01,AG,0000104048
0000104048,1000,30,01,WE,0000104048
0000104048,1000,30,01,RE,0000104048
0000104048,1000,30,01,RG,0000104048
0000104049,3000,20,01,AG,0000104049
0000104049,3000,20,01,WE,0000104049
0000104049,3000,20,01,RE,0000104049
0000104049,3000,20,01,RG,0000104049
0000104049,3000,10,00,AG,0000104049
0000104049,3000,10,00,WE,0000104049
0000104049,3000,10,00,RE,0000104049
0000104049,3000,10,00,RG,0000104049
0000104050,1000,10,00,AG,0000104050
0000104050,1000,10,00,WE,0000104050
0000104050,1000,10,00,RE,0000104050
0000104050,1000,10,00,RG,0000104050
0000104051,2000,30,02,AG,0000104051
0000104051,2000,30,02,WE,0000104051
0000104051,2000,30,02,RE,0000104051
0000104051,2000,30,02,RG,0000104051
0000104051,1000,30,02,AG,0000104051
0000104051,1000,30,02,WE,0000104051
0000104051,1000,30,02,RE,0000104051
0000104051,1000,30,02,RG,0000104051
0000104051,2000,20,00,AG,0000104051
0000104051,2000,20,00,WE,0000104051
0000104051,2000,20,00,RE,0000104051
0000104051,2000,20,00,RG,0000104051
0000104052,1000,20,00,AG,0000104052
0000104052,1000,20,00,WE,0000104052
0000104052,1000,20,00,RE,0000104052
0000104052,1000,20,00,RG,0000104052
0000104053,1000,20,02,AG,0000104053
0000104053,1000,20,02,WE,0000104053
0000104053,1000,20,02,RE,0000104053
0000104053,1000,20,02,RG,0000104053
0000104054,1000,20,02,AG,0000104054
0000104054,1000,20,02,WE,0000104054
0000104054,1000,20,02,RE,0000104054
0000104054,1000,20,02,RG,0000104054
0000104055,3000,10,01,AG,0000104055
0000104055,3000,10,01,WE,0000104055
0000104055,3000,10,01,RE,0000104055
0000104055,3000,10,01,RG,0000104055
0000104056,2000,10,01,AG,0000104056
0000104056,2000,10,01,WE,0000104056
0000104056,2000,10,01,RE,0000104056
0000104056,2000,10,01,RG,0000104056
0000104057,2000,10,00,AG,0000104057
0000104057,2000,10,00,WE,0000104057
0000104057,2000,10,00,RE,0000104057
0000104057,2000,10,00,RG,0000104057
0000104058,1000,10,02,AG,0000104058
0000104058,1000,10,02,WE,0000104058
0000104058,1000,10,02,RE,0000104058
0000104058,1000,10,02,RG,0000104058
0000104059,1000,10,00,AG,0000104059
0000104059,1000,10,00,WE,0000104059
0000104059,1000,10,00,RE,0000104059
0000104059,1000,10,00,RG,0000104059
0000104060,1000,10,00,AG,0000104060
0000104060,1000,10,00,WE,0000104060
0000104060,1000,10,00,RE,0000104060
0000104060,1000,10,00,RG,0000104060
0000104060,1000,30,00,AG,0000104060
0000104060,1000,30,00,WE,0000104060
0000104060,1000,30,00,RE,0000104060
0000104060,1000,30,00,RG,0000104060
0000104060,1000,10,00,AG,0000104060
0000104060,1000,10,00,WE,0000104060
0000104060,1000,10,00,RE,0000104060
0000104060,1000,10,00,RG,0000104060
0000104061,1000,30,00,AG,0000104061
0000104061,1000,30,00,WE,0000104061
0000104061,1000,30,00,RE,0000104061
0000104061,1000,30,00,RG,0000104061
0000104062,2000,10,00,AG,0000104062
0000104062,2000,10,00,WE,0000104062
0000104062,2000,10,00,RE,0000104062
0000104062,2000,10,00,RG,0000104062
0000104063,1000,20,00,AG,0000104063
0000104063,1000,20,00,WE,0000104063
0000104063,1000,20,00,RE,0000104063
0000104063,1000,20,00,RG,0000104063
0000104064,2000,20,01,AG,0000104064
0000104064,2000,20,01,WE,0000104064
0000104064,2000,20,01,RE,0000104064
0000104064,2000,20,01,RG,0000104064
0000104065,2000,10,01,AG,0000104065
0000104065,2000,10,01,WE,0000104065
0000104065,2000,10,01,RE,0000104065
0000104065,2000,10,01,RG,0000104065
0000104066,2000,20,00,AG,0000104066
0000104066,2000,20,00,WE,0000104066
0000104066,2000,20,00,RE,0000104066
0000104066,2000,20,00,RG,0000104066
0000104067,1000,30,02,AG,0000104067
0000104067,1000,30,02,WE,0000104067
0000104067,1000,30,02,RE,0000104067
0000104067,1000,30,02,RG,0000104067
0000104068,2000,20,02,AG,0000104068
0000104068,2000,20,02,WE,0000104068
0000104068,2000,20,02,RE,0000104068
0000104068,2000,20,02,RG,0000104068
0000104068,2000,20,00,AG,0000104068
0000104068,2000,20,00,WE,0000104068
0000104068,2000,20,00,RE,0000104068
0000104068,2000,20,00,RG,0000104068
0000104069,1000,20,00,AG,0000104069
0000104069,1000,20,00,WE,0000104069
0000104069,1000,20,00,RE,0000104069
0000104069,1000,20,00,RG,0000104069
0000104070,2000,10,01,AG,0000104070
0000104070,2000,10,01,WE,0000104070
0000104070,2000,10,01,RE,0000104070
0000104070,2000,10,01,RG,0000104070
0000104071,1000,10,00,AG,0000104071
0000104071,1000,10,00,WE,0000104071
0000104071,1000,10,00,RE,0000104071
0000104071,1000,10,00,RG,0000104071
0000104072,1000,10,01,AG,0000104072
0000104072,1000,10,01,WE,0000104072
0000104072,1000,10,01,RE,0000104072
0000104072,1000,10,01,RG,0000104072
0000104073,1000,30,00,AG,0000104073
0000104073,1000,30,00,WE,0000104073
0000104073,1000,30,00,RE,0000104073
0000104073,1000,30,00,RG,0000104073
0000104074,1000,10,01,AG,0000104074
0000104074,1000,10,01,WE,0000104074
0000104074,1000,10,01,RE,0000104074
0000104074,1000,10,01,RG,0000104074
0000104075,1000,10,00,AG,0000104075
0000104075,1000,10,00,WE,0000104075
0000104075,1000,10,00,RE,0000104075
0000104075,1000,10,00,RG,0000104075
0000104075,3000,20,00,AG,0000104075
0000104075,3000,20,00,WE,0000104075
0000104075,3000,20,00,RE,0000104075
0000104075,3000,20,00,RG,0000104075
0000104076,2000,10,01,AG,0000104076
0000104076,2000,10,01,WE,0000104076
0000104076,2000,10,01,RE,0000104076
0000104076,2000,10,01,RG,0000104076
0000104076,1000,10,01,AG,0000104076
0000104076,1000,10,01,WE,0000104076
0000104076,1000,10,01,RE,0000104076
0000104076,1000,10,01,RG,0000104076
0000104077,2000,10,02,AG,0000104077
0000104077,2000,10,02,WE,0000104077
0000104077,2000,10,02,RE,0000104077
0000104077,2000,10,02,RG,0000104077
0000104077,2000,20,00,AG,0000104077
0000104077,2000,20,00,WE,0000104077
0000104077,2000,20,00,RE,0000104077
0000104077,2000,20,00,RG,0000104077
0000104078,1000,10,01,AG,0000104078
0000104078,1000,10,01,WE,0000104078
0000104078,1000,10,01,RE,0000104078
0000104078,1000,10,01,RG,0000104078
0000104079,2000,10,01,AG,0000104079
0000104079,2000,10,01,WE,0000104079
0000104079,2000,10,01,RE,0000104079
0000104079,2000,10,01,RG,0000104079
0000104079,1000,20,02,AG,0000104079
0000104079,1000,20,02,WE,0000104079
0000104079,1000,20,02,RE,0000104079
0000104079,1000,20,02,RG,0000104079
0000104079,2000,30,00,AG,0000104079
0000104079,2000,30,00,WE,0000104079
0000104079,2000,30,00,RE,0000104079
0000104079,2000,30,00,RG,0000104079
0000104080,1000,20,02,AG,0000104080
0000104080,1000,20,02,WE,0000104080
0000104080,1000,20,02,RE,0000104080
0000104080,1000,20,02,RG,0000104080
0000104080,1000,10,00,AG,0000104080
0000104080,1000,10,00,WE,0000104080
0000104080,1000,10,00,RE,0000104080
0000104080,1000,10,00,RG,0000104080
0000104081,1000,20,00,AG,0000104081
0000104081,1000,20,00,WE,0000104081
0000104081,1000,20,00,RE,0000104081
0000104081,1000,20,00,RG,0000104081
0000104082,1000,30,00,AG,0000104082
0000104082,1000,30,00,WE,0000104082
0000104082,1000,30,00,RE,0000104082
0000104082,1000,30,00,RG,0000104082
0000104082,1000,10,01,AG,0000104082
0000104082,1000,10,01,WE,0000104082
0000104082,1000,10,01,RE,0000104082
0000104082,1000,10,01,RG,0000104082
0000104083,1000,30,02,AG,0000104083
0000104083,1000,30,02,WE,0000104083
0000104083,1000,30,02,RE,0000104083
0000104083,1000,30,02,RG,0000104083
0000104084,2000,20,02,AG,0000104084
0000104084,2000,20,02,WE,0000104084
0000104084,2000,20,02,RE,0000104084
0000104084,2000,20,02,RG,0000104084
0000104084,3000,10,01,AG,0000104084
0000104084,3000,10,01,WE,0000104084
0000104084,3000,10,01,RE,0000104084
0000104084,3000,10,01,RG,0000104084
0000104085,1000,30,00,AG,0000104085
0000104085,1000,30,00,WE,0000104085
0000104085,1000,30,00,RE,0000104085
0000104085,1000,30,00,RG,0000104085
0000104086,1000,10,00,AG,0000104086
0000104086,1000,10,00,WE,0000104086
0000104086,1000,10,00,RE,0000104086
0000104086,1000,10,00,RG,0000104086
0000104087,1000,20,00,AG,0000104087
0000104087,1000,20,00,WE,0000104087
0000104087,1000,20,00,RE,0000104087
0000104087,1000,20,00,RG,0000104087
0000104088,1000,10,00,AG,0000104088
0000104088,1000,10,00,WE,0000104088
0000104088,1000,10,00,RE,0000104088
0000104088,1000,10,00,RG,0000104088
0000104089,1000,10,00,AG,0000104089
0000104089,1000,10,00,WE,0000104089
0000104089,1000,10,00,RE,0000104089
0000104089,1000,10,00,RG,0000104089
0000104090,1000,10,01,AG,0000104090
0000104090,1000,10,01,WE,0000104090
0000104090,1000,10,01,RE,0000104090
0000104090,1000,10,01,RG,0000104090
0000104091,1000,10,00,AG,0000104091
0000104091,1000,10,00,WE,0000104091
0000104091,1000,10,00,RE,0000104091
0000104091,1000,10,00,RG,0000104091
0000104092,2000,20,00,AG,0000104092
0000104092,2000,20,00,WE,0000104092
0000104092,2000,20,00,RE,0000104092
0000104092,2000,20,00,RG,0000104092
0000104093,1000,20,00,AG,0000104093
0000104093,1000,20,00,WE,0000104093
0000104093,1000,20,00,RE,0000104093
0000104093,1000,20,00,RG,0000104093
0000104093,2000,10,01,AG,0000104093
0000104093,2000,10,01,WE,0000104093
0000104093,2000,10,01,RE,0000104093
0000104093,2000,10,01,RG,0000104093
0000104094,1000,30,00,AG,0000104094
0000104094,1000,30,00,WE,0000104094
0000104094,1000,30,00,RE,0000104094
0000104094,1000,30,00,RG,0000104094
0000104095,1000,30,00,AG,0000104095
0000104095,1000,30,00,WE,0000104095
0000104095,1000,30,00,RE,0000104095
0000104095,1000,30,00,RG,0000104095
0000104096,1000,10,00,AG,0000104096
0000104096,1000,10,00,WE,0000104096
0000104096,1000,10,00,RE,0000104096
0000104096,1000,10,00,RG,0000104096
0000104097,2000,20,01,AG,0000104097
0000104097,2000,20,01,WE,0000104097
0000104097,2000,20,01,RE,0000104097
0000104097,2000,20,01,RG,0000104097
0000104098,1000,10,02,AG,0000104098
0000104098,1000,10,02,WE,0000104098
0000104098,1000,10,02,RE,0000104098
0000104098,1000,10,02,RG,0000104098
0000104098,2000,30,00,AG,0000104098
0000104098,2000,30,00,WE,0000104098
0000104098,2000,30,00,RE,0000104098
0000104098,2000,30,00,RG,0000104098
0000104099,2000,20,00,AG,0000104099
0000104099,2000,20,00,WE,0000104099
0000104099,2000,20,00,RE,0000104099
0000104099,2000,20,00,RG,0000104099
0000104100,2000,30,00,AG,0000104100
0000104100,2000,30,00,WE,0000104100
0000104100,2000,30,00,RE,0000104100
0000104100,2000,30,00,RG,0000104100
0000104100,2000,10,02,AG,0000104100
0000104100,2000,10,02,WE,0000104100
0000104100,2000,10,02,RE,0000104100
0000104100,2000,10,02,RG,0000104100
0000104100,1000,30,01,AG,0000104100
0000104100,1000,30,01,WE,0000104100
0000104100,1000,30,01,RE,0000104100
0000104100,1000,30,01,RG,0000104100
0000104101,1000,30,02,AG,0000104101
0000104101,1000,30,02,WE,0000104101
0000104101,1000,30,02,RE,0000104101
0000104101,1000,30,02,RG,0000104101
0000104102,1000,20,00,AG,0000104102
0000104102,1000,20,00,WE,0000104102
0000104102,1000,20,00,RE,0000104102
0000104102,1000,20,00,RG,0000104102
0000104102,1000,10,01,AG,0000104102
0000104102,1000,10,01,WE,0000104102
0000104102,1000,10,01,RE,0000104102
0000104102,1000,10,01,RG,0000104102
0000104102,2000,10,00,AG,0000104102
0000104102,2000,10,00,WE,0000104102
0000104102,2000,10,00,RE,0000104102
0000104102,2000,10,00,RG,0000104102
0000104103,1000,20,02,AG,0000104103
0000104103,1000,20,02,WE,0000104103
0000104103,1000,20,02,RE,0000104103
0000104103,1000,20,02,RG,0000104103
0000104104,2000,30,02,AG,0000104104
0000104104,2000,30,02,WE,0000104104
0000104104,2000,30,02,RE,0000104104
0000104104,2000,30,02,RG,0000104104
0000104105,2000,10,02,AG,0000104105
0000104105,2000,10,02,WE,0000104105
0000104105,2000,10,02,RE,0000104105
0000104105,2000,10,02,RG,0000104105
0000104105,2000,10,00,AG,0000104105
0000104105,2000,10,00,WE,0000104105
0000104105,2000,10,00,RE,0000104105
0000104105,2000,10,00,RG,0000104105
0000104106,2000,10,00,AG,0000104106
0000104106,2000,10,00,WE,0000104106
0000104106,2000,10,00,RE,0000104106
0000104106,2000,10,00,RG,0000104106
0000104107,1000,10,02,AG,0000104107
0000104107,1000,10,02,WE,0000104107
0000104107,1000,10,02,RE,0000104107
0000104107,1000,10,02,RG,0000104107
0000104108,1000,20,02,AG,0000104108
0000104108,1000,20,02,WE,0000104108
0000104108,1000,20,02,RE,0000104108
0000104108,1000,20,02,RG,0000104108
0000104109,1000,30,00,AG,0000104109
0000104109,1000,30,00,WE,0000104109
0000104109,1000,30,00,RE,0000104109
0000104109,1000,30,00,RG,0000104109
0000104109,2000,30,01,AG,0000104109
0000104109,2000,30,01,WE,0000104109
0000104109,2000,30,01,RE,0000104109
0000104109,2000,30,01,RG,0000104109
0000104109,1000,10,02,AG,0000104109
0000104109,1000,10,02,WE,0000104109
0000104109,1000,10,02,RE,0000104109
0000104109,1000,10,02,RG,0000104109
0000104110,2000,20,02,AG,0000104110
0000104110,2000,20,02,WE,0000104110
0000104110,2000,20,02,RE,0000104110
0000104110,2000,20,02,RG,0000104110
0000104110,1000,10,02,AG,0000104110
0000104110,1000,10,02,WE,0000104110
0000104110,1000,10,02,RE,0000104110
0000104110,1000,10,02,RG,0000104110
0000104111,2000,20,00,AG,0000104111
0000104111,2000,20,00,WE,0000104111
0000104111,2000,20,00,RE,0000104111
0000104111,2000,20,00,RG,0000104111
0000104111,1000,20,02,AG,0000104111
0000104111,1000,20,02,WE,0000104111
0000104111,1000,20,02,RE,0000104111
0000104111,1000,20,02,RG,0000104111
0000104112,1000,20,01,AG,0000104112
0000104112,1000,20,01,WE,0000104112
0000104112,1000,20,01,RE,0000104112
0000104112,1000,20,01,RG,0000104112
0000104112,2000,10,02,AG,0000104112
0000104112,2000,10,02,WE,0000104112
0000104112,2000,10,02,RE,0000104112
0000104112,2000,10,02,RG,0000104112
0000104112,2000,30,00,AG,0000104112
0000104112,2000,30,00,WE,0000104112
0000104112,2000,30,00,RE,0000104112
0000104112,2000,30,00,RG,0000104112
0000104113,1000,30,01,AG,0000104113
0000104113,1000,30,01,WE,0000104113
0000104113,1000,30,01,RE,0000104113
0000104113,1000,30,01,RG,0000104113
0000104114,1000,20,00,AG,0000104114
0000104114,1000,20,00,WE,0000104114
0000104114,1000,20,00,RE,0000104114
0000104114,1000,20,00,RG,0000104114
0000104115,1000,10,01,AG,0000104115
0000104115,1000,10,01,WE,0000104115
0000104115,1000,10,01,RE,0000104115
0000104115,1000,10,01,RG,0000104115
0000104115,1000,10,02,AG,0000104115
0000104115,1000,10,02,WE,0000104115
0000104115,1000,10,02,RE,0000104115
0000104115,1000,10,02,RG,0000104115
0000104115,2000,10,02,AG,0000104115
0000104115,2000,10,02,WE,0000104115
0000104115,2000,10,02,RE,0000104115
0000104115,2000,10,02,RG,0000104115
0000104116,2000,10,00,AG,0000104116
0000104116,2000,10,00,WE,0000104116
0000104116,2000,10,00,RE,0000104116
0000104116,2000,10,00,RG,0000104116
0000104116,3000,10,00,AG,0000104116
0000104116,3000,10,00,WE,0000104116
0000104116,3000,10,00,RE,0000104116
0000104116,3000,10,00,RG,0000104116
0000104116,2000,20,00,AG,0000104116
0000104116,2000,20,00,WE,0000104116
0000104116,2000,20,00,RE,0000104116
0000104116,2000,20,00,RG,0000104116
0000104117,1000,10,01,AG,0000104117
0000104117,1000,10,01,WE,0000104117
0000104117,1000,10,01,RE,0000104117
0000104117,1000,10,01,RG,0000104117
0000104118,2000,20,00,AG,0000104118
0000104118,2000,20,00,WE,0000104118
0000104118,2000,20,00,RE,0000104118
0000104118,2000,20,00,RG,0000104118
0000104119,2000,10,01,AG,0000104119
0000104119,2000,10,01,WE,0000104119
0000104119,2000,10,01,RE,0000104119
0000104119,2000,10,01,RG,0000104119
0000104119,1000,10,00,AG,0000104119
0000104119,1000,10,00,WE,0000104119
0000104119,1000,10,00,RE,0000104119
0000104119,1000,10,00,RG,0000104119
0000104120,1000,20,00,AG,0000104120
0000104120,1000,20,00,WE,0000104120
0000104120,1000,20,00,RE,0000104120
0000104120,1000,20,00,RG,0000104120
0000104121,1000,10,02,AG,0000104121
0000104121,1000,10,02,WE,0000104121
0000104121,1000,10,02,RE,0000104121
0000104121,1000,10,02,RG,0000104121
0000104121,1000,20,01,AG,0000104121
0000104121,1000,20,01,WE,0000104121
0000104121,1000,20,01,RE,0000104121
0000104121,1000,20,01,RG,0000104121
0000104122,1000,30,00,AG,0000104122
0000104122,1000,30,00,WE,0000104122
0000104122,1000,30,00,RE,0000104122
0000104122,1000,30,00,RG,0000104122
0000104123,1000,10,02,AG,0000104123
0000104123,1000,10,02,WE,0000104123
0000104123,1000,10,02,RE,0000104123
0000104123,1000,10,02,RG,0000104123
0000104124,2000,10,01,AG,0000104124
0000104124,2000,10,01,WE,0000104124
0000104124,2000,10,01,RE,0000104124
0000104124,2000,10,01,RG,0000104124
0000104125,2000,10,00,AG,0000104125
0000104125,2000,10,00,WE,0000104125
0000104125,2000,10,00,RE,0000104125
0000104125,2000,10,00,RG,0000104125
0000104125,2000,10,02,AG,0000104125
0000104125,2000,10,02,WE,0000104125
0000104125,2000,10,02,RE,0000104125
0000104125,2000,10,02,RG,0000104125
0000104125,1000,20,01,AG,0000104125
0000104125,1000,20,01,WE,0000104125
0000104125,1000,20,01,RE,0000104125
0000104125,1000,20,01,RG,0000104125
0000104126,1000,10,01,AG,0000104126
0000104126,1000,10,01,WE,0000104126
0000104126,1000,10,01,RE,0000104126
0000104126,1000,10,01,RG,0000104126
0000104127,3000,30,02,AG,0000104127
0000104127,3000,30,02,WE,0000104127
0000104127,3000,30,02,RE,0000104127
0000104127,3000,30,02,RG,0000104127
0000104128,2000,10,01,AG,0000104128
0000104128,2000,10,01,WE,0000104128
0000104128,2000,10,01,RE,0000104128
0000104128,2000,10,01,RG,0000104128
0000104129,3000,20,00,AG,0000104129
0000104129,3000,20,00,WE,0000104129
0000104129,3000,20,00,RE,0000104129
0000104129,3000,20,00,RG,0000104129
0000104130,1000,30,00,AG,0000104130
0000104130,1000,30,00,WE,0000104130
0000104130,1000,30,00,RE,0000104130
0000104130,1000,30,00,RG,0000104130
0000104131,2000,10,00,AG,0000104131
0000104131,2000,10,00,WE,0000104131
0000104131,2000,10,00,RE,0000104131
0000104131,2000,10,00,RG,0000104131
0000104132,1000,20,02,AG,0000104132
0000104132,1000,20,02,WE,0000104132
0000104132,1000,20,02,RE,0000104132
0000104132,1000,20,02,RG,0000104132
0000104133,1000,10,02,AG,0000104133
0000104133,1000,10,02,WE,0000104133
0000104133,1000,10,02,RE,0000104133
0000104133,1000,10,02,RG,0000104133
0000104134,1000,10,02,AG,0000104134
0000104134,1000,10,02,WE,0000104134
0000104134,1000,10,02,RE,0000104134
0000104134,1000,10,02,RG,0000104134
0000104135,1000,10,00,AG,0000104135
0000104135,1000,10,00,WE,0000104135
0000104135,1000,10,00,RE,0000104135
0000104135,1000,10,00,RG,0000104135
0000104135,1000,10,00,AG,0000104135
0000104135,1000,10,00,WE,0000104135
0000104135,1000,10,00,RE,0000104135
0000104135,1000,10,00,RG,0000104135
0000104136,2000,20,01,AG,0000104136
0000104136,2000,20,01,WE,0000104136
0000104136,2000,20,01,RE,0000104136
0000104136,2000,20,01,RG,0000104136
0000104136,1000,20,00,AG,0000104136
0000104136,1000,20,00,WE,0000104136
0000104136,1000,20,00,RE,0000104136
0000104136,1000,20,00,RG,0000104136
0000104137,1000,30,00,AG,0000104137
0000104137,1000,30,00,WE,0000104137
0000104137,1000,30,00,RE,0000104137
0000104137,1000,30,00,RG,0000104137
0000104138,1000,10,02,AG,0000104138
0000104138,1000,10,02,WE,0000104138
0000104138,1000,10,02,RE,0000104138
0000104138,1000,10,02,RG,0000104138
0000104139,2000,10,00,AG,0000104139
0000104139,2000,10,00,WE,0000104139
0000104139,2000,10,00,RE,0000104139
0000104139,2000,10,00,RG,0000104139
0000104140,1000,20,00,AG,0000104140
0000104140,1000,20,00,WE,0000104140
0000104140,1000,20,00,RE,0000104140
0000104140,1000,20,00,RG,0000104140
0000104141,1000,20,00,AG,0000104141
0000104141,1000,20,00,WE,0000104141
0000104141,1000,20,00,RE,0000104141
0000104141,1000,20,00,RG,0000104141
0000104142,2000,10,01,AG,0000104142
0000104142,2000,10,01,WE,0000104142
0000104142,2000,10,01,RE,0000104142
0000104142,2000,10,01,RG,0000104142
0000104142,2000,10,01,AG,0000104142
0000104142,2000,10,01,WE,0000104142
0000104142,2000,10,01,RE,0000104142
0000104142,2000,10,01,RG,0000104142
0000104143,1000,10,00,AG,0000104143
0000104143,1000,10,00,WE,0000104143
0000104143,1000,10,00,RE,0000104143
0000104143,1000,10,00,RG,0000104143
0000104144,2000,30,00,AG,0000104144
0000104144,2000,30,00,WE,0000104144
0000104144,2000,30,00,RE,0000104144
0000104144,2000,30,00,RG,0000104144
0000104145,2000,20,00,AG,0000104145
0000104145,2000,20,00,WE,0000104145
0000104145,2000,20,00,RE,0000104145
0000104145,2000,20,00,RG,0000104145
0000104145,2000,10,00,AG,0000104145
0000104145,2000,10,00,WE,0000104145
0000104145,2000,10,00,RE,0000104145
0000104145,2000,10,00,RG,0000104145
0000104146,2000,10,00,AG,0000104146
0000104146,2000,10,00,WE,0000104146
0000104146,2000,10,00,RE,0000104146
0000104146,2000,10,00,RG,0000104146
0000104147,2000,10,00,AG,0000104147
0000104147,2000,10,00,WE,0000104147
0000104147,2000,10,00,RE,0000104147
0000104147,2000,10,00,RG,0000104147
0000104148,1000,10,00,AG,0000104148
0000104148,1000,10,00,WE,0000104148
0000104148,1000,10,00,RE,0000104148
0000104148,1000,10,00,RG,0000104148
0000104148,1000,10,00,AG,0000104148
0000104148,1000,10,00,WE,0000104148
0000104148,1000,10,00,RE,0000104148
0000104148,1000,10,00,RG,0000104148
0000104148,1000,10,00,AG,0000104148
0000104148,1000,10,00,WE,0000104148
0000104148,1000,10,00,RE,0000104148
0000104148,1000,10,00,RG,0000104148
0000104149,3000,30,02,AG,0000104149
0000104149,3000,30,02,WE,0000104149
0000104149,3000,30,02,RE,0000104149
0000104149,3000,30,02,RG,0000104149
0000104150,1000,30,02,AG,0000104150
0000104150,1000,30,02,WE,0000104150
0000104150,1000,30,02,RE,0000104150
0000104150,1000,30,02,RG,0000104150
0000104151,1000,20,00,AG,0000104151
0000104151,1000,20,00,WE,0000104151
0000104151,1000,20,00,RE,0000104151
0000104151,1000,20,00,RG,0000104151
0000104152,1000,10,01,AG,0000104152
0000104152,1000,10,01,WE,0000104152
0000104152,1000,10,01,RE,0000104152
0000104152,1000,10,01,RG,0000104152
0000104153,2000,10,00,AG,0000104153
0000104153,2000,10,00,WE,0000104153
0000104153,2000,10,00,RE,0000104153
0000104153,2000,10,00,RG,0000104153
0000104154,1000,30,01,AG,0000104154
0000104154,1000,30,01,WE,0000104154
0000104154,1000,30,01,RE,0000104154
0000104154,1000,30,01,RG,0000104154
0000104155,3000,10,00,AG,0000104155
0000104155,3000,10,00,WE,0000104155
0000104155,3000,10,00,RE,0000104155
0000104155,3000,10,00,RG,0000104155
0000104156,1000,10,02,AG,0000104156
0000104156,1000,10,02,WE,0000104156
0000104156,1000,10,02,RE,0000104156
0000104156,1000,10,02,RG,0000104156
0000104157,1000,20,00,AG,0000104157
0000104157,1000,20,00,WE,0000104157
0000104157,1000,20,00,RE,0000104157
0000104157,1000,20,00,RG,0000104157
0000104157,1000,10,00,AG,0000104157
0000104157,1000,10,00,WE,0000104157
0000104157,1000,10,00,RE,0000104157
0000104157,1000,10,00,RG,0000104157
0000104158,1000,10,02,AG,0000104158
0000104158,1000,10,02,WE,0000104158
0000104158,1000,10,02,RE,0000104158
0000104158,1000,10,02,RG,0000104158
0000104158,1000,30,01,AG,0000104158
0000104158,1000,30,01,WE,0000104158
0000104158,1000,30,01,RE,0000104158
0000104158,1000,30,01,RG,0000104158
0000104159,1000,20,01,AG,0000104159
0000104159,1000,20,01,WE,0000104159
0000104159,1000,20,01,RE,0000104159
0000104159,1000,20,01,RG,0000104159
0000104159,2000,30,00,AG,0000104159
0000104159,2000,30,00,WE,0000104159
0000104159,2000,30,00,RE,0000104159
0000104159,2000,30,00,RG,0000104159
0000104159,2000,20,00,AG,0000104159
0000104159,2000,20,00,WE,0000104159
0000104159,2000,20,00,RE,0000104159
0000104159,2000,20,00,RG,0000104159
0000104160,1000,10,00,AG,0000104160
0000104160,1000,10,00,WE,0000104160
0000104160,1000,10,00,RE,0000104160
0000104160,1000,10,00,RG,0000104160
0000104161,2000,10,01,AG,0000104161
0000104161,2000,10,01,WE,0000104161
0000104161,2000,10,01,RE,0000104161
0000104161,2000,10,01,RG,0000104161
0000104161,1000,30,01,AG,0000104161
0000104161,1000,30,01,WE,0000104161
0000104161,1000,30,01,RE,0000104161
0000104161,1000,30,01,RG,0000104161
0000104162,2000,10,00,AG,0000104162
0000104162,2000,10,00,WE,0000104162
0000104162,2000,10,00,RE,0000104162
0000104162,2000,10,00,RG,0000104162
0000104163,1000,10,00,AG,0000104163
0000104163,1000,10,00,WE,0000104163
0000104163,1000,10,00,RE,0000104163
0000104163,1000,10,00,RG,0000104163
0000104164,1000,10,01,AG,0000104164
0000104164,1000,10,01,WE,0000104164
0000104164,1000,10,01,RE,0000104164
0000104164,1000,10,01,RG,0000104164
0000104164,1000,10,01,AG,0000104164
0000104164,1000,10,01,WE,0000104164
