VBELN,ERNAM,ERDAT,ERZET,WADAT_IST,WADAT,LFART,VKORG,VSTEL,KUNNR,INCO1,LIFSK,KODAT
8000006272,WHSUSER,20251024,154300,20251024,20251025,LF,1000,10001,0000102749,EXW,,20251024
8000006273,WHSUSER,20251001,125500,20251001,20251002,LF,2000,20001,0000102135,EXW,,20251001
8000006274,WHSUSER,20251008,154500,20251008,20251009,LF,2000,20001,0000103952,EXW,,20251008
8000006275,WHSUSER,20251001,123900,20251001,20251002,LF,2000,20001,0000102759,EXW,,20251001
8000006276,WHSUSER,20251020,091300,20251020,20251021,LF,2000,20001,0000102630,EXW,,20251020
8000006277,WHSUSER,20251007,122800,20251007,20251008,LF,1000,10001,0000103637,EXW,,20251007
8000006278,WHSUSER,20251014,160600,20251014,20251015,LF,1000,10001,0000104403,EXW,,20251014
8000006279,WHSUSER,20251021,142200,20251021,20251022,LF,1000,10001,0000101382,EXW,,20251021
8000006280,WHSUSER,20251021,135400,20251021,20251022,LF,3000,30001,0000103810,EXW,,20251021
8000006281,WHSUSER,20251024,163500,20251024,20251025,LF,1000,10001,0000100918,EXW,,20251024
8000006282,WHSUSER,20251014,110000,20251014,20251015,LF,1000,10001,0000100012,EXW,,20251014
8000006283,WHSUSER,20250930,081400,20250930,20251001,LF,1000,10001,0000102915,EXW,,20250930
8000006284,WHSUSER,20251002,113800,20251002,20251003,LF,1000,10001,0000100236,EXW,,20251002
8000006285,WHSUSER,20251022,162700,20251022,20251023,LF,1000,10001,0000100154,EXW,,20251022
8000006286,WHSUSER,20251030,082100,20251030,20251031,LF,1000,10001,0000104944,EXW,,20251030
8000006287,WHSUSER,20251003,102500,20251003,20251004,LF,1000,10001,0000100009,EXW,,20251003
8000006288,WHSUSER,20251005,141500,20251005,20251006,LF,2000,20001,0000100332,EXW,,20251005
8000006289,WHSUSER,20251002,090400,20251002,20251003,LF,1000,10001,0000103243,EXW,,20251002
8000006290,WHSUSER,20251026,130200,20251026,20251027,LF,1000,10001,0000104614,EXW,,20251026
8000006291,WHSUSER,20251019,154000,20251019,20251020,LF,1000,10001,0000101178,EXW,,20251019
8000006292,WHSUSER,20251011,105800,20251011,20251012,LF,1000,10001,0000104811,EXW,,20251011
8000006293,WHSUSER,20251005,115200,20251005,20251006,LF,1000,10001,0000104349,EXW,,20251005
8000006294,WHSUSER,20251025,094300,20251025,20251026,LF,1000,10001,0000102842,EXW,,20251025
8000006295,WHSUSER,20251022,152300,20251022,20251023,LF,1000,10001,0000100430,EXW,,20251022
8000006296,WHSUSER,20251007,151400,20251007,20251008,LF,1000,10001,0000100881,EXW,,20251007
8000006297,WHSUSER,20251031,145800,20251031,20251101,LF,2000,20001,0000101906,EXW,,20251031
8000006298,WHSUSER,20251019,174300,20251019,20251020,LF,2000,20001,0000101500,EXW,,20251019
8000006299,WHSUSER,20251015,171600,20251015,20251016,LF,1000,10001,0000104936,EXW,,20251015
8000006300,WHSUSER,20251017,131900,20251017,20251018,LF,1000,10001,0000101843,EXW,,20251017
8000006301,WHSUSER,20251009,113200,20251009,20251010,LF,2000,20001,0000103258,EXW,,20251009
8000006302,WHSUSER,20251027,145000,20251027,20251028,LF,1000,10001,0000104185,EXW,,20251027
8000006303,WHSUSER,20251026,114100,20251026,20251027,LF,3000,30001,0000104901,EXW,,20251026
8000006304,WHSUSER,20250929,120700,20250929,20250930,LF,2000,20001,0000102223,EXW,,20250929
8000006305,WHSUSER,20250930,143800,20250930,20251001,LF,2000,20001,0000104752,EXW,,20250930
8000006306,WHSUSER,20250928,171100,20250928,20250929,LF,1000,10001,0000103171,EXW,,20250928
8000006307,WHSUSER,20251006,100700,20251006,20251007,LF,3000,30001,0000102777,EXW,,20251006
8000006308,WHSUSER,20251019,115100,20251019,20251020,LF,3000,30001,0000102823,EXW,,20251019
8000006309,WHSUSER,20251025,130700,20251025,20251026,LF,1000,10001,0000103121,EXW,,20251025
8000006310,WHSUSER,20251007,100100,20251007,20251008,LF,1000,10001,0000101089,EXW,,20251007
8000006311,WHSUSER,20251010,172700,20251010,20251011,LF,1000,10001,0000100133,EXW,,20251010
8000006312,WHSUSER,20251005,172500,20251005,20251006,LF,1000,10001,0000100422,EXW,,20251005
8000006313,WHSUSER,20251011,130400,20251011,20251012,LF,2000,20001,0000103490,EXW,,20251011
8000006314,WHSUSER,20251021,131600,20251021,20251022,LF,2000,20001,0000102758,EXW,,20251021
8000006315,WHSUSER,20251013,153200,20251013,20251014,LF,1000,10001,0000101437,EXW,,20251013
8000006316,WHSUSER,20251005,092900,20251005,20251006,LF,1000,10001,0000101534,EXW,,20251005
8000006317,WHSUSER,20251009,134700,20251009,20251010,LF,1000,10001,0000104740,EXW,,20251009
8000006318,WHSUSER,20251024,130800,20251024,20251025,LF,2000,20001,0000104864,EXW,,20251024
8000006319,WHSUSER,20251019,131800,20251019,20251020,LF,1000,10001,0000100997,EXW,,20251019
8000006320,WHSUSER,20251010,121400,20251010,20251011,LF,2000,20001,0000102990,EXW,,20251010
8000006321,WHSUSER,20251014,100400,20251014,20251015,LF,1000,10001,0000102782,EXW,,20251014
8000006322,WHSUSER,20251014,125400,20251014,20251015,LF,1000,10001,0000103060,EXW,,20251014
8000006323,WHSUSER,20251003,133900,20251003,20251004,LF,2000,20001,0000101172,EXW,,20251003
8000006324,WHSUSER,20250927,160400,20250927,20250928,LF,2000,20001,0000101811,EXW,,20250927
8000006325,WHSUSER,20251015,095200,20251015,20251016,LF,1000,10001,0000104161,EXW,,20251015
8000006326,WHSUSER,20251006,162800,20251006,20251007,LF,2000,20001,0000104890,EXW,,20251006
8000006327,WHSUSER,20251006,121600,20251006,20251007,LF,1000,10001,0000100817,EXW,,20251006
8000006328,WHSUSER,20251008,121600,20251008,20251009,LF,1000,10001,0000102557,EXW,,20251008
8000006329,WHSUSER,20251024,143100,20251024,20251025,LF,1000,10001,0000102797,EXW,,20251024
8000006330,WHSUSER,20251025,170300,20251025,20251026,LF,3000,30001,0000102004,EXW,,20251025
8000006331,WHSUSER,20251021,150800,20251021,20251022,LF,1000,10001,0000103487,EXW,,20251021
8000006332,WHSUSER,20251005,135500,20251005,20251006,LF,1000,10001,0000103868,EXW,,20251005
8000006333,WHSUSER,20251017,094800,20251017,20251018,LF,1000,10001,0000104403,EXW,,20251017
8000006334,WHSUSER,20251019,091200,20251019,20251020,LF,1000,10001,0000100928,EXW,,20251019
8000006335,WHSUSER,20250930,113100,20250930,20251001,LF,3000,30001,0000104729,EXW,,20250930
8000006336,WHSUSER,20251024,164900,20251024,20251025,LF,2000,20001,0000100640,EXW,,20251024
8000006337,WHSUSER,20251001,082600,20251001,20251002,LF,2000,20001,0000101459,EXW,,20251001
8000006338,WHSUSER,20250930,144800,20250930,20251001,LF,1000,10001,0000104030,EXW,,20250930
8000006339,WHSUSER,20250930,103000,20250930,20251001,LF,1000,10001,0000102833,EXW,,20250930
8000006340,WHSUSER,20251001,082000,20251001,20251002,LF,1000,10001,0000103790,EXW,,20251001
8000006341,WHSUSER,20251004,084100,20251004,20251005,LF,2000,20001,0000103135,EXW,,20251004
8000006342,WHSUSER,20251014,114000,20251014,20251015,LF,1000,10001,0000102032,EXW,,20251014
8000006343,WHSUSER,20251006,125100,20251006,20251007,LF,2000,20001,0000100765,EXW,,20251006
8000006344,WHSUSER,20251002,092500,20251002,20251003,LF,1000,10001,0000102426,EXW,,20251002
8000006345,WHSUSER,20251020,082400,20251020,20251021,LF,1000,10001,0000104282,EXW,,20251020
8000006346,WHSUSER,20251018,171700,20251018,20251019,LF,3000,30001,0000102306,EXW,,20251018
8000006347,WHSUSER,20251003,142500,20251003,20251004,LF,3000,30001,0000101976,EXW,,20251003
8000006348,WHSUSER,20251010,134100,20251010,20251011,LF,3000,30001,0000100460,EXW,,20251010
8000006349,WHSUSER,20251014,164200,20251014,20251015,LF,2000,20001,0000103512,EXW,,20251014
8000006350,WHSUSER,20251001,133200,20251001,20251002,LF,2000,20001,0000102149,EXW,,20251001
8000006351,WHSUSER,20251013,175800,20251013,20251014,LF,3000,30001,0000103364,EXW,,20251013
8000006352,WHSUSER,20251006,155500,20251006,20251007,LF,2000,20001,0000104147,EXW,,20251006
8000006353,WHSUSER,20251015,112200,20251015,20251016,LF,2000,20001,0000102231,EXW,,20251015
8000006354,WHSUSER,20251019,130500,20251019,20251020,LF,1000,10001,0000101879,EXW,,20251019
8000006355,WHSUSER,20251007,080800,20251007,20251008,LF,2000,20001,0000100791,EXW,,20251007
8000006356,WHSUSER,20251006,125900,20251006,20251007,LF,1000,10001,0000100103,EXW,,20251006
8000006357,WHSUSER,20251021,142700,20251021,20251022,LF,3000,30001,0000103670,EXW,,20251021
8000006358,WHSUSER,20251018,103100,20251018,20251019,LF,2000,20001,0000103389,EXW,,20251018
8000006359,WHSUSER,20251011,141400,20251011,20251012,LF,1000,10001,0000102023,EXW,,20251011
8000006360,WHSUSER,20251004,161600,20251004,20251005,LF,2000,20001,0000100003,EXW,,20251004
8000006361,WHSUSER,20251006,141700,20251006,20251007,LF,1000,10001,0000100826,EXW,,20251006
8000006362,WHSUSER,20251013,115600,20251013,20251014,LF,1000,10001,0000103646,EXW,,20251013
8000006363,WHSUSER,20251021,151700,20251021,20251022,LF,1000,10001,0000103290,EXW,,20251021
8000006364,WHSUSER,20251003,080300,20251003,20251004,LF,2000,20001,0000102489,EXW,,20251003
8000006365,WHSUSER,20251030,091300,20251030,20251031,LF,1000,10001,0000104533,EXW,,20251030
8000006366,WHSUSER,20251018,162200,20251018,20251019,LF,2000,20001,0000104994,EXW,,20251018
8000006367,WHSUSER,20251001,082900,20251001,20251002,LF,2000,20001,0000100582,EXW,,20251001
8000006368,WHSUSER,20251008,122200,20251008,20251009,LF,1000,10001,0000101702,EXW,,20251008
8000006369,WHSUSER,20251004,164600,20251004,20251005,LF,2000,20001,0000104590,EXW,,20251004
8000006370,WHSUSER,20251024,112000,20251024,20251025,LF,1000,10001,0000103081,EXW,,20251024
8000006371,WHSUSER,20251027,093300,20251027,20251028,LF,1000,10001,0000100119,EXW,,20251027
8000006372,WHSUSER,20251007,133800,20251007,20251008,LF,2000,20001,0000101373,EXW,,20251007
8000006373,WHSUSER,20251006,164400,20251006,20251007,LF,2000,20001,0000100219,EXW,,20251006
8000006374,WHSUSER,20251012,151300,20251012,20251013,LF,2000,20001,0000101529,EXW,,20251012
8000006375,WHSUSER,20251020,083400,20251020,20251021,LF,1000,10001,0000102494,EXW,,20251020
8000006376,WHSUSER,20251013,104700,20251013,20251014,LF,1000,10001,0000102162,EXW,,20251013
8000006377,WHSUSER,20251017,151000,20251017,20251018,LF,2000,20001,0000101128,EXW,,20251017
8000006378,WHSUSER,20251007,122400,20251007,20251008,LF,1000,10001,0000104065,EXW,,20251007
8000006379,WHSUSER,20251009,085200,20251009,20251010,LF,2000,20001,0000103993,EXW,,20251009
8000006380,WHSUSER,20251013,141700,20251013,20251014,LF,1000,10001,0000103860,EXW,,20251013
8000006381,WHSUSER,20251021,085100,20251021,20251022,LF,1000,10001,0000103171,EXW,,20251021
8000006382,WHSUSER,20251015,125600,20251015,20251016,LF,1000,10001,0000101890,EXW,,20251015
8000006383,WHSUSER,20250930,142900,20250930,20251001,LF,1000,10001,0000101821,EXW,,20250930
8000006384,WHSUSER,20251013,151700,20251013,20251014,LF,2000,20001,0000100121,EXW,,20251013
8000006385,WHSUSER,20251020,174200,20251020,20251021,LF,2000,20001,0000103063,EXW,,20251020
8000006386,WHSUSER,20251026,093800,20251026,20251027,LF,2000,20001,0000101353,EXW,,20251026
8000006387,WHSUSER,20251010,094700,20251010,20251011,LF,1000,10001,0000104046,EXW,,20251010
8000006388,WHSUSER,20251008,133900,20251008,20251009,LF,2000,20001,0000101234,EXW,,20251008
8000006389,WHSUSER,20251008,113800,20251008,20251009,LF,1000,10001,0000104494,EXW,,20251008
8000006390,WHSUSER,20250928,105900,20250928,20250929,LF,1000,10001,0000101354,EXW,,20250928
8000006391,WHSUSER,20251018,084400,20251018,20251019,LF,1000,10001,0000101288,EXW,,20251018
8000006392,WHSUSER,20251011,120600,20251011,20251012,LF,1000,10001,0000104899,EXW,,20251011
8000006393,WHSUSER,20251015,135800,20251015,20251016,LF,1000,10001,0000103896,EXW,,20251015
8000006394,WHSUSER,20250929,160500,20250929,20250930,LF,2000,20001,0000100047,EXW,,20250929
8000006395,WHSUSER,20251011,115900,20251011,20251012,LF,2000,20001,0000102408,EXW,,20251011
8000006396,WHSUSER,20251023,120900,20251023,20251024,LF,1000,10001,0000103979,EXW,,20251023
8000006397,WHSUSER,20251027,172700,20251027,20251028,LF,1000,10001,0000100744,EXW,,20251027
8000006398,WHSUSER,20251009,164500,20251009,20251010,LF,2000,20001,0000101176,EXW,,20251009
8000006399,WHSUSER,20251004,091200,20251004,20251005,LF,2000,20001,0000101111,EXW,,20251004
8000006400,WHSUSER,20251020,090600,20251020,20251021,LF,1000,10001,0000103711,EXW,,20251020
8000006401,WHSUSER,20251009,170200,20251009,20251010,LF,2000,20001,0000101264,EXW,,20251009
8000006402,WHSUSER,20251005,123300,20251005,20251006,LF,1000,10001,0000102768,EXW,,20251005
8000006403,WHSUSER,20251022,105900,20251022,20251023,LF,1000,10001,0000101691,EXW,,20251022
8000006404,WHSUSER,20251012,175100,20251012,20251013,LF,1000,10001,0000103210,EXW,,20251012
8000006405,WHSUSER,20251022,081000,20251022,20251023,LF,1000,10001,0000103617,EXW,,20251022
8000006406,WHSUSER,20250929,080100,20250929,20250930,LF,1000,10001,0000103886,EXW,,20250929
8000006407,WHSUSER,20251014,142400,20251014,20251015,LF,2000,20001,0000100833,EXW,,20251014
8000006408,WHSUSER,20251022,103200,20251022,20251023,LF,1000,10001,0000101800,EXW,,20251022
8000006409,WHSUSER,20251004,083300,20251004,20251005,LF,1000,10001,0000100540,EXW,,20251004
8000006410,WHSUSER,20251024,085300,20251024,20251025,LF,1000,10001,0000100107,EXW,,20251024
8000006411,WHSUSER,20251017,083700,20251017,20251018,LF,2000,20001,0000104075,EXW,,20251017
8000006412,WHSUSER,20251020,093700,20251020,20251021,LF,1000,10001,0000101794,EXW,,20251020
8000006413,WHSUSER,20251025,105000,20251025,20251026,LF,2000,20001,0000103366,EXW,,20251025
8000006414,WHSUSER,20251016,080200,20251016,20251017,LF,1000,10001,0000100576,EXW,,20251016
8000006415,WHSUSER,20251015,135700,20251015,20251016,LF,2000,20001,0000104350,EXW,,20251015
8000006416,WHSUSER,20251015,154600,20251015,20251016,LF,1000,10001,0000104859,EXW,,20251015
8000006417,WHSUSER,20251025,094100,20251025,20251026,LF,1000,10001,0000102362,EXW,,20251025
8000006418,WHSUSER,20251007,123600,20251007,20251008,LF,2000,20001,0000100003,EXW,,20251007
8000006419,WHSUSER,20251002,145700,20251002,20251003,LF,1000,10001,0000100143,EXW,,20251002
8000006420,WHSUSER,20251031,145400,20251031,20251101,LF,1000,10001,0000103689,EXW,,20251031
8000006421,WHSUSER,20251010,084700,20251010,20251011,LF,1000,10001,0000101958,EXW,,20251010
8000006422,WHSUSER,20250927,165000,20250927,20250928,LF,2000,20001,0000101807,EXW,,20250927
8000006423,WHSUSER,20251025,115000,20251025,20251026,LF,2000,20001,0000104581,EXW,,20251025
8000006424,WHSUSER,20251024,174400,20251024,20251025,LF,1000,10001,0000104174,EXW,,20251024
8000006425,WHSUSER,20251014,143800,20251014,20251015,LF,2000,20001,0000102570,EXW,,20251014
8000006426,WHSUSER,20251019,143600,20251019,20251020,LF,1000,10001,0000102078,EXW,,20251019
8000006427,WHSUSER,20251006,131000,20251006,20251007,LF,3000,30001,0000100142,EXW,,20251006
8000006428,WHSUSER,20251019,160500,20251019,20251020,LF,1000,10001,0000103077,EXW,,20251019
8000006429,WHSUSER,20251017,150200,20251017,20251018,LF,2000,20001,0000101847,EXW,,20251017
8000006430,WHSUSER,20250928,110300,20250928,20250929,LF,2000,20001,0000100836,EXW,,20250928
8000006431,WHSUSER,20251002,162300,20251002,20251003,LF,2000,20001,0000100346,EXW,,20251002
8000006432,WHSUSER,20251019,090000,20251019,20251020,LF,1000,10001,0000101368,EXW,,20251019
8000006433,WHSUSER,20251009,091600,20251009,20251010,LF,2000,20001,0000101442,EXW,,20251009
8000006434,WHSUSER,20251019,140900,20251019,20251020,LF,3000,30001,0000102796,EXW,,20251019
8000006435,WHSUSER,20251011,112100,20251011,20251012,LF,2000,20001,0000101337,EXW,,20251011
8000006436,WHSUSER,20251026,093700,20251026,20251027,LF,2000,20001,0000101459,EXW,,20251026
8000006437,WHSUSER,20251030,131800,20251030,20251031,LF,1000,10001,0000104038,EXW,,20251030
8000006438,WHSUSER,20251025,082300,20251025,20251026,LF,1000,10001,0000101948,EXW,,20251025
8000006439,WHSUSER,20251014,125000,20251014,20251015,LF,3000,30001,0000101552,EXW,,20251014
8000006440,WHSUSER,20251026,082100,20251026,20251027,LF,1000,10001,0000100856,EXW,,20251026
8000006441,WHSUSER,20251003,152600,20251003,20251004,LF,2000,20001,0000102723,EXW,,20251003
8000006442,WHSUSER,20251008,112400,20251008,20251009,LF,1000,10001,0000100177,EXW,,20251008
8000006443,WHSUSER,20251014,124300,20251014,20251015,LF,2000,20001,0000100263,EXW,,20251014
8000006444,WHSUSER,20251012,110400,20251012,20251013,LF,2000,20001,0000102790,EXW,,20251012
8000006445,WHSUSER,20251001,133400,20251001,20251002,LF,1000,10001,0000101273,EXW,,20251001
8000006446,WHSUSER,20251023,163600,20251023,20251024,LF,1000,10001,0000104202,EXW,,20251023
8000006447,WHSUSER,20251023,112800,20251023,20251024,LF,2000,20001,0000102508,EXW,,20251023
8000006448,WHSUSER,20251016,142600,20251016,20251017,LF,1000,10001,0000102896,EXW,,20251016
8000006449,WHSUSER,20251008,125600,20251008,20251009,LF,2000,20001,0000100129,EXW,,20251008
8000006450,WHSUSER,20251007,122500,20251007,20251008,LF,1000,10001,0000103583,EXW,,20251007
8000006451,WHSUSER,20251008,101600,20251008,20251009,LF,1000,10001,0000101921,EXW,,20251008
8000006452,WHSUSER,20251012,131900,20251012,20251013,LF,1000,10001,0000104366,EXW,,20251012
8000006453,WHSUSER,20251006,081100,20251006,20251007,LF,1000,10001,0000103849,EXW,,20251006
8000006454,WHSUSER,20250926,172500,20250926,20250927,LF,1000,10001,0000103491,EXW,,20250926
8000006455,WHSUSER,20251007,103900,20251007,20251008,LF,1000,10001,0000100326,EXW,,20251007
8000006456,WHSUSER,20251029,120600,20251029,20251030,LF,3000,30001,0000101994,EXW,,20251029
8000006457,WHSUSER,20251002,123700,20251002,20251003,LF,1000,10001,0000103248,EXW,,20251002
8000006458,WHSUSER,20251009,131800,20251009,20251010,LF,1000,10001,0000101667,EXW,,20251009
8000006459,WHSUSER,20251028,105500,20251028,20251029,LF,1000,10001,0000100947,EXW,,20251028
8000006460,WHSUSER,20251025,114400,20251025,20251026,LF,1000,10001,0000103081,EXW,,20251025
8000006461,WHSUSER,20251012,083300,20251012,20251013,LF,2000,20001,0000102661,EXW,,20251012
8000006462,WHSUSER,20251025,165600,20251025,20251026,LF,2000,20001,0000102801,EXW,,20251025
8000006463,WHSUSER,20251007,145900,20251007,20251008,LF,1000,10001,0000104104,EXW,,20251007
8000006464,WHSUSER,20251015,091700,20251015,20251016,LF,3000,30001,0000101147,EXW,,20251015
8000006465,WHSUSER,20251028,082400,20251028,20251029,LF,1000,10001,0000104091,EXW,,20251028
8000006466,WHSUSER,20251014,092700,20251014,20251015,LF,1000,10001,0000101669,EXW,,20251014
8000006467,WHSUSER,20251020,092100,20251020,20251021,LF,1000,10001,0000100970,EXW,,20251020
8000006468,WHSUSER,20251021,150700,20251021,20251022,LF,2000,20001,0000101121,EXW,,20251021
8000006469,WHSUSER,20251013,100100,20251013,20251014,LF,1000,10001,0000101972,EXW,,20251013
8000006470,WHSUSER,20251029,082400,20251029,20251030,LF,2000,20001,0000101537,EXW,,20251029
8000006471,WHSUSER,20251020,125600,20251020,20251021,LF,1000,10001,0000101813,EXW,,20251020
8000006472,WHSUSER,20251027,154800,20251027,20251028,LF,3000,30001,0000101886,EXW,,20251027
8000006473,WHSUSER,20251009,114900,20251009,20251010,LF,1000,10001,0000101069,EXW,,20251009
8000006474,WHSUSER,20251022,173600,20251022,20251023,LF,1000,10001,0000101216,EXW,,20251022
8000006475,WHSUSER,20251003,171800,20251003,20251004,LF,3000,30001,0000100589,EXW,,20251003
8000006476,WHSUSER,20251004,100700,20251004,20251005,LF,1000,10001,0000102277,EXW,,20251004
8000006477,WHSUSER,20251024,173000,20251024,20251025,LF,1000,10001,0000103040,EXW,,20251024
8000006478,WHSUSER,20251009,101500,20251009,20251010,LF,1000,10001,0000104558,EXW,,20251009
8000006479,WHSUSER,20250929,172100,20250929,20250930,LF,1000,10001,0000102455,EXW,,20250929
8000006480,WHSUSER,20251014,155800,20251014,20251015,LF,1000,10001,0000100982,EXW,,20251014
8000006481,WHSUSER,20251016,163500,20251016,20251017,LF,2000,20001,0000101106,EXW,,20251016
8000006482,WHSUSER,20251026,105800,20251026,20251027,LF,1000,10001,0000102963,EXW,,20251026
8000006483,WHSUSER,20251025,160700,20251025,20251026,LF,1000,10001,0000101583,EXW,,20251025
8000006484,WHSUSER,20251022,122000,20251022,20251023,LF,1000,10001,0000103717,EXW,,20251022
8000006485,WHSUSER,20251018,091300,20251018,20251019,LF,2000,20001,0000103000,EXW,,20251018
8000006486,WHSUSER,20251005,104300,20251005,20251006,LF,2000,20001,0000100458,EXW,,20251005
8000006487,WHSUSER,20251011,154400,20251011,20251012,LF,2000,20001,0000104573,EXW,,20251011
8000006488,WHSUSER,20250930,155300,20250930,20251001,LF,1000,10001,0000101016,EXW,,20250930
8000006489,WHSUSER,20251029,111600,20251029,20251030,LF,1000,10001,0000102223,EXW,,20251029
8000006490,WHSUSER,20251012,150000,20251012,20251013,LF,2000,20001,0000100317,EXW,,20251012
8000006491,WHSUSER,20251018,152800,20251018,20251019,LF,1000,10001,0000100427,EXW,,20251018
8000006492,WHSUSER,20251003,130400,20251003,20251004,LF,1000,10001,0000103979,EXW,,20251003
8000006493,WHSUSER,20251015,082300,20251015,20251016,LF,2000,20001,0000100799,EXW,,20251015
8000006494,WHSUSER,20251026,103900,20251026,20251027,LF,2000,20001,0000102327,EXW,,20251026
8000006495,WHSUSER,20251016,095800,20251016,20251017,LF,1000,10001,0000103610,EXW,,20251016
8000006496,WHSUSER,20251027,115700,20251027,20251028,LF,1000,10001,0000103438,EXW,,20251027
8000006497,WHSUSER,20250927,175400,20250927,20250928,LF,2000,20001,0000103362,EXW,,20250927
8000006498,WHSUSER,20251023,145600,20251023,20251024,LF,1000,10001,0000103428,EXW,,20251023
8000006499,WHSUSER,20251004,085300,20251004,20251005,LF,1000,10001,0000102494,EXW,,20251004
8000006500,WHSUSER,20251018,101200,20251018,20251019,LF,1000,10001,0000104326,EXW,,20251018
8000006501,WHSUSER,20251025,113200,20251025,20251026,LF,2000,20001,0000100567,EXW,,20251025
8000006502,WHSUSER,20251014,160400,20251014,20251015,LF,3000,30001,0000100479,EXW,,20251014
8000006503,WHSUSER,20251005,104600,20251005,20251006,LF,1000,10001,0000101057,EXW,,20251005
8000006504,WHSUSER,20251022,104600,20251022,20251023,LF,1000,10001,0000102274,EXW,,20251022
8000006505,WHSUSER,20251013,174600,20251013,20251014,LF,1000,10001,0000102622,EXW,,20251013
8000006506,WHSUSER,20250930,161700,20250930,20251001,LF,1000,10001,0000103270,EXW,,20250930
8000006507,WHSUSER,20251005,145300,20251005,20251006,LF,1000,10001,0000102692,EXW,,20251005
8000006508,WHSUSER,20251027,132700,20251027,20251028,LF,1000,10001,0000103903,EXW,,20251027
8000006509,WHSUSER,20251024,103500,20251024,20251025,LF,2000,20001,0000100054,EXW,,20251024
8000006510,WHSUSER,20251024,155400,20251024,20251025,LF,3000,30001,0000102077,EXW,,20251024
8000006511,WHSUSER,20251023,155200,20251023,20251024,LF,3000,30001,0000100629,EXW,,20251023
8000006512,WHSUSER,20251018,142000,20251018,20251019,LF,1000,10001,0000103723,EXW,,20251018
8000006513,WHSUSER,20250927,163700,20250927,20250928,LF,1000,10001,0000104998,EXW,,20250927
8000006514,WHSUSER,20251018,104200,20251018,20251019,LF,1000,10001,0000101602,EXW,,20251018
8000006515,WHSUSER,20251030,102700,20251030,20251031,LF,1000,10001,0000104333,EXW,,20251030
8000006516,WHSUSER,20251011,144300,20251011,20251012,LF,2000,20001,0000102979,EXW,,20251011
8000006517,WHSUSER,20251027,161500,20251027,20251028,LF,1000,10001,0000103995,EXW,,20251027
8000006518,WHSUSER,20251013,175900,20251013,20251014,LF,2000,20001,0000101235,EXW,,20251013
8000006519,WHSUSER,20250930,172300,20250930,20251001,LF,1000,10001,0000101909,EXW,,20250930
8000006520,WHSUSER,20251022,120200,20251022,20251023,LF,1000,10001,0000101673,EXW,,20251022
8000006521,WHSUSER,20251006,091300,20251006,20251007,LF,1000,10001,0000100669,EXW,,20251006
8000006522,WHSUSER,20251016,150900,20251016,20251017,LF,1000,10001,0000104434,EXW,,20251016
8000006523,WHSUSER,20251010,121400,20251010,20251011,LF,1000,10001,0000104916,EXW,,20251010
8000006524,WHSUSER,20251011,085600,20251011,20251012,LF,2000,20001,0000104165,EXW,,20251011
8000006525,WHSUSER,20251010,120400,20251010,20251011,LF,1000,10001,0000103760,EXW,,20251010
8000006526,WHSUSER,20251019,103800,20251019,20251020,LF,1000,10001,0000100399,EXW,,20251019
8000006527,WHSUSER,20251025,092400,20251025,20251026,LF,2000,20001,0000104193,EXW,,20251025
8000006528,WHSUSER,20251002,113900,20251002,20251003,LF,1000,10001,0000100216,EXW,,20251002
8000006529,WHSUSER,20251016,085400,20251016,20251017,LF,3000,30001,0000100021,EXW,,20251016
8000006530,WHSUSER,20251016,175600,20251016,20251017,LF,2000,20001,0000101963,EXW,,20251016
8000006531,WHSUSER,20251016,123200,20251016,20251017,LF,1000,10001,0000104791,EXW,,20251016
8000006532,WHSUSER,20251018,101600,20251018,20251019,LF,1000,10001,0000104189,EXW,,20251018
8000006533,WHSUSER,20251021,165500,20251021,20251022,LF,3000,30001,0000100202,EXW,,20251021
8000006534,WHSUSER,20251005,113800,20251005,20251006,LF,2000,20001,0000100867,EXW,,20251005
8000006535,WHSUSER,20251020,114600,20251020,20251021,LF,2000,20001,0000104922,EXW,,20251020
8000006536,WHSUSER,20251023,164600,20251023,20251024,LF,2000,20001,0000100645,EXW,,20251023
8000006537,WHSUSER,20250929,172100,20250929,20250930,LF,1000,10001,0000101212,EXW,,20250929
8000006538,WHSUSER,20251019,091200,20251019,20251020,LF,1000,10001,0000102479,EXW,,20251019
8000006539,WHSUSER,20251028,100700,20251028,20251029,LF,1000,10001,0000104545,EXW,,20251028
8000006540,WHSUSER,20250927,161700,20250927,20250928,LF,1000,10001,0000104867,EXW,,20250927
8000006541,WHSUSER,20251013,143800,20251013,20251014,LF,1000,10001,0000104161,EXW,,20251013
8000006542,WHSUSER,20251015,165700,20251015,20251016,LF,3000,30001,0000102713,EXW,,20251015
8000006543,WHSUSER,20251013,141400,20251013,20251014,LF,1000,10001,0000101913,EXW,,20251013
8000006544,WHSUSER,20251028,161900,20251028,20251029,LF,1000,10001,0000102356,EXW,,20251028
8000006545,WHSUSER,20251006,132500,20251006,20251007,LF,1000,10001,0000101869,EXW,,20251006
8000006546,WHSUSER,20251025,122200,20251025,20251026,LF,1000,10001,0000104763,EXW,,20251025
8000006547,WHSUSER,20250930,153000,20250930,20251001,LF,1000,10001,0000103724,EXW,,20250930
8000006548,WHSUSER,20251017,174500,20251017,20251018,LF,1000,10001,0000100169,EXW,,20251017
8000006549,WHSUSER,20250930,093900,20250930,20251001,LF,2000,20001,0000104740,EXW,,20250930
