TKNUM,SHTYP,ERNAM,ERDAT,DATEN,DATBI,VSTEL,TDLNR
0700002539,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700002540,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR1
0700002541,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700002542,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR2
0700002543,ZSTD,SHIPUSER,20251016,20251016,20251018,30001,CARR4
0700002544,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR4
0700002545,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR5
0700002546,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700002547,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700002548,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR5
0700002549,ZSTD,SHIPUSER,20250930,20250930,20251002,30001,CARR3
0700002550,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR3
0700002551,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR2
0700002552,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR4
0700002553,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR2
0700002554,ZSTD,SHIPUSER,20251005,20251005,20251007,30001,CARR4
0700002555,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700002556,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR5
0700002557,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR4
0700002558,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700002559,ZSTD,SHIPUSER,20250927,20250927,20250929,20001,CARR5
0700002560,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700002561,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR5
0700002562,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR3
0700002563,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR2
0700002564,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700002565,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR2
0700002566,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700002567,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR1
0700002568,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR5
0700002569,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR5
0700002570,ZSTD,SHIPUSER,20251004,20251004,20251006,30001,CARR5
0700002571,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700002572,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002573,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR1
0700002574,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR1
0700002575,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR3
0700002576,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR5
0700002577,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR4
0700002578,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR4
0700002579,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR4
0700002580,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR4
0700002581,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR3
0700002582,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR2
0700002583,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR5
0700002584,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700002585,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700002586,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700002587,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700002588,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR5
0700002589,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR2
0700002590,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR4
0700002591,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR1
0700002592,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700002593,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700002594,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700002595,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR1
0700002596,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR3
0700002597,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700002598,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700002599,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700002600,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700002601,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700002602,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700002603,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR5
0700002604,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700002605,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR3
0700002606,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700002607,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002608,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR1
0700002609,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700002610,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700002611,ZSTD,SHIPUSER,20251005,20251005,20251007,30001,CARR1
0700002612,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR5
0700002613,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR3
0700002614,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700002615,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700002616,ZSTD,SHIPUSER,20251012,20251012,20251014,30001,CARR3
0700002617,ZSTD,SHIPUSER,20251004,20251004,20251006,30001,CARR3
0700002618,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR4
0700002619,ZSTD,SHIPUSER,20251015,20251015,20251017,30001,CARR3
0700002620,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700002621,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700002622,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR4
0700002623,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700002624,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR4
0700002625,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR2
0700002626,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR5
0700002627,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR2
0700002628,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR5
0700002629,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR1
0700002630,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700002631,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR1
0700002632,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700002633,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700002634,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR4
0700002635,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR2
0700002636,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700002637,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR5
0700002638,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR4
0700002639,ZSTD,SHIPUSER,20251016,20251016,20251018,30001,CARR4
0700002640,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR1
0700002641,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR2
0700002642,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR4
0700002643,ZSTD,SHIPUSER,20251006,20251006,20251008,30001,CARR4
0700002644,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700002645,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR3
0700002646,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR4
0700002647,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700002648,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR1
0700002649,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR1
0700002650,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR1
0700002651,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR5
0700002652,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR1
0700002653,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR5
0700002654,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700002655,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR3
0700002656,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002657,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR4
0700002658,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700002659,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR2
0700002660,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700002661,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR2
0700002662,ZSTD,SHIPUSER,20251012,20251012,20251014,30001,CARR3
0700002663,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700002664,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700002665,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR5
0700002666,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR4
0700002667,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700002668,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR5
0700002669,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR2
0700002670,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700002671,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700002672,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR4
0700002673,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR1
0700002674,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR1
0700002675,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR2
0700002676,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR4
0700002677,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR5
0700002678,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700002679,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700002680,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR4
0700002681,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002682,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700002683,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700002684,ZSTD,SHIPUSER,20250926,20250926,20250928,10001,CARR3
0700002685,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700002686,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR4
0700002687,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700002688,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700002689,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700002690,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR1
0700002691,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR2
0700002692,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR2
0700002693,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR1
0700002694,ZSTD,SHIPUSER,20251031,20251031,20251102,10001,CARR3
0700002695,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR5
0700002696,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700002697,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR3
0700002698,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700002699,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700002700,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700002701,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR4
0700002702,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR2
0700002703,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR2
0700002704,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700002705,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR4
0700002706,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR4
0700002707,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR3
0700002708,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR1
0700002709,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700002710,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR5
0700002711,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR1
0700002712,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700002713,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700002714,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR2
0700002715,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR1
0700002716,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR5
0700002717,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR5
0700002718,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR1
0700002719,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR5
0700002720,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR3
0700002721,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700002722,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR1
0700002723,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700002724,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR4
0700002725,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR3
0700002726,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700002727,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR4
0700002728,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR2
0700002729,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR5
0700002730,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700002731,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700002732,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700002733,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700002734,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700002735,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700002736,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR1
0700002737,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR3
0700002738,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR3
0700002739,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR5
0700002740,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700002741,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700002742,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR4
0700002743,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR2
0700002744,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR4
0700002745,ZSTD,SHIPUSER,20251014,20251014,20251016,30001,CARR3
0700002746,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700002747,ZSTD,SHIPUSER,20251005,20251005,20251007,30001,CARR1
0700002748,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR2
0700002749,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR5
0700002750,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR3
0700002751,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR5
0700002752,ZSTD,SHIPUSER,20250926,20250926,20250928,10001,CARR5
0700002753,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700002754,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR3
0700002755,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR5
0700002756,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR1
0700002757,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR5
0700002758,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700002759,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR4
0700002760,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR3
0700002761,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR3
0700002762,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700002763,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR5
0700002764,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002765,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR2
0700002766,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700002767,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR5
0700002768,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700002769,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700002770,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR1
0700002771,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR4
0700002772,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR2
0700002773,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700002774,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR2
0700002775,ZSTD,SHIPUSER,20251010,20251010,20251012,30001,CARR1
0700002776,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR1
0700002777,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR2
0700002778,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700002779,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR5
0700002780,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700002781,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700002782,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700002783,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR1
0700002784,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700002785,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR5
0700002786,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700002787,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR4
0700002788,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700002789,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR3
0700002790,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700002791,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR5
0700002792,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700002793,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR5
0700002794,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR3
0700002795,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR5
0700002796,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700002797,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR5
0700002798,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700002799,ZSTD,SHIPUSER,20250928,20250928,20250930,20001,CARR2
0700002800,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR2
0700002801,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR4
0700002802,ZSTD,SHIPUSER,20250926,20250926,20250928,10001,CARR3
0700002803,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR5
0700002804,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700002805,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR2
0700002806,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR5
0700002807,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR1
0700002808,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700002809,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR2
0700002810,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR5
0700002811,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR1
0700002812,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR5
0700002813,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR5
0700002814,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR3
0700002815,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700002816,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002817,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR5
0700002818,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR4
0700002819,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR2
0700002820,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR4
0700002821,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700002822,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700002823,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700002824,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR4
0700002825,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700002826,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR3
0700002827,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700002828,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR3
0700002829,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR5
0700002830,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700002831,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR4
0700002832,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700002833,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700002834,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR2
0700002835,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700002836,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR5
0700002837,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR1
0700002838,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700002839,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700002840,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR4
0700002841,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR5
0700002842,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700002843,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR4
0700002844,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700002845,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700002846,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR5
0700002847,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR3
0700002848,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR4
0700002849,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR4
0700002850,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR5
0700002851,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR3
0700002852,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR2
0700002853,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700002854,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR3
0700002855,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR4
0700002856,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700002857,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR1
0700002858,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR4
0700002859,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR2
0700002860,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR1
0700002861,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR1
0700002862,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700002863,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR4
0700002864,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700002865,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700002866,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR5
0700002867,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR2
0700002868,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700002869,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR5
0700002870,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700002871,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700002872,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR3
0700002873,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700002874,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700002875,ZSTD,SHIPUSER,20251014,20251014,20251016,30001,CARR3
0700002876,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR3
0700002877,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700002878,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700002879,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR1
0700002880,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700002881,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR4
0700002882,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR4
0700002883,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR2
0700002884,ZSTD,SHIPUSER,20251014,20251014,20251016,30001,CARR5
0700002885,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR5
0700002886,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR5
0700002887,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR4
0700002888,ZSTD,SHIPUSER,20251004,20251004,20251006,30001,CARR4
0700002889,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR4
0700002890,ZSTD,SHIPUSER,20251022,20251022,20251024,30001,CARR1
0700002891,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700002892,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR4
0700002893,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR5
0700002894,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700002895,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR1
