TKNUM,TPNUM,VBELN,ERDAT
0700002562,0001,8000006637,20250928
0700002562,0002,8000004269,20250928
0700002563,0001,8000007891,20251022
0700002563,0002,8000003095,20251022
0700002564,0001,8000003179,20251017
0700002565,0001,8000006683,20251020
0700002565,0002,8000004403,20251020
0700002566,0001,8000004143,20251006
0700002566,0002,8000005981,20251006
0700002567,0001,8000006376,20251001
0700002567,0002,8000007216,20251001
0700002567,0003,8000000867,20251001
0700002568,0001,8000002696,20251026
0700002568,0002,8000001930,20251026
0700002569,0001,8000001152,20251015
0700002570,0001,8000007703,20251004
0700002571,0001,8000003305,20251017
0700002572,0001,8000005482,20251015
0700002572,0002,8000000913,20251015
0700002573,0001,8000007497,20251013
0700002574,0001,8000004501,20250928
0700002574,0002,8000002178,20250928
0700002575,0001,8000005874,20251007
0700002576,0001,8000003814,20251004
0700002577,0001,8000007928,20251021
0700002578,0001,8000004134,20251023
0700002579,0001,8000008343,20251002
0700002579,0002,8000002519,20251002
0700002579,0003,8000008083,20251002
0700002580,0001,8000006356,20251015
0700002581,0001,8000004914,20251016
0700002582,0001,8000002167,20251018
0700002583,0001,8000005961,20251002
0700002584,0001,8000005906,20251022
0700002585,0001,8000008494,20251024
0700002586,0001,8000007900,20251023
0700002587,0001,8000003090,20251017
0700002588,0001,8000007538,20251002
0700002589,0001,8000005522,20251003
0700002589,0002,8000003792,20251003
0700002590,0001,8000006585,20251020
0700002591,0001,8000002815,20251003
0700002592,0001,8000008421,20251013
0700002592,0002,8000005205,20251013
0700002593,0001,8000002739,20251006
0700002593,0002,8000001290,20251006
0700002594,0001,8000000900,20251012
0700002595,0001,8000004949,20251021
0700002595,0002,8000006559,20251021
0700002596,0001,8000002156,20251028
0700002597,0001,8000005457,20251002
0700002597,0002,8000000382,20251002
0700002598,0001,8000002046,20251025
0700002599,0001,8000005701,20251010
0700002600,0001,8000006065,20251017
0700002601,0001,8000006982,20251013
0700002601,0002,8000004297,20251013
0700002602,0001,8000004190,20251013
0700002603,0001,8000005176,20251020
0700002604,0001,8000002255,20251005
0700002604,0002,8000007004,20251005
0700002604,0003,8000005472,20251005
0700002605,0001,8000003052,20251009
0700002606,0001,8000006819,20251021
0700002607,0001,8000006413,20251015
0700002608,0001,8000004465,20251007
0700002609,0001,8000004968,20251015
0700002610,0001,8000003068,20251028
0700002611,0001,8000003381,20251005
0700002611,0002,8000000208,20251005
0700002611,0003,8000000158,20251005
0700002612,0001,8000007692,20251015
0700002612,0002,8000003686,20251015
0700002612,0003,8000008432,20251015
0700002613,0001,8000004302,20251020
0700002613,0002,8000003958,20251020
0700002614,0001,8000002161,20251011
0700002614,0002,8000007209,20251011
0700002614,0003,8000006708,20251011
0700002615,0001,8000006101,20251020
0700002615,0002,8000008246,20251020
0700002616,0001,8000006098,20251012
0700002617,0001,8000007254,20251004
0700002618,0001,8000003545,20251028
0700002618,0002,8000002203,20251028
0700002618,0003,8000004661,20251028
0700002619,0001,8000005045,20251015
0700002619,0002,8000004410,20251015
0700002619,0003,8000001492,20251015
0700002620,0001,8000005274,20251022
0700002621,0001,8000001247,20251001
0700002621,0002,8000003321,20251001
0700002622,0001,8000008061,20251012
0700002623,0001,8000008310,20250930
0700002624,0001,8000004335,20251009
0700002624,0002,8000003957,20251009
0700002625,0001,8000004516,20251003
0700002626,0001,8000002025,20251029
0700002626,0002,8000004227,20251029
0700002627,0001,8000007349,20251018
0700002627,0002,8000006850,20251018
0700002628,0001,8000002720,20251027
0700002629,0001,8000007577,20251009
0700002629,0002,8000005258,20251009
0700002630,0001,8000003843,20251003
0700002631,0001,8000002880,20251021
0700002632,0001,8000002553,20251010
0700002632,0002,8000007391,20251010
0700002633,0001,8000002670,20251009
0700002633,0002,8000004016,20251009
0700002634,0001,8000004118,20251009
0700002635,0001,8000008103,20251013
0700002636,0001,8000001642,20251006
0700002636,0002,8000004348,20251006
0700002637,0001,8000007126,20251023
0700002637,0002,8000003213,20251023
0700002638,0001,8000000669,20251011
0700002638,0002,8000005540,20251011
0700002639,0001,8000007016,20251016
0700002640,0001,8000004672,20251021
0700002640,0002,8000002990,20251021
0700002641,0001,8000007951,20251022
0700002642,0001,8000005623,20251023
0700002642,0002,8000002577,20251023
0700002643,0001,8000000256,20251006
0700002644,0001,8000003905,20251015
0700002644,0002,8000000675,20251015
0700002645,0001,8000008282,20251020
0700002646,0001,8000004971,20251020
0700002646,0002,8000008356,20251020
0700002647,0001,8000006503,20251006
0700002647,0002,8000003542,20251006
0700002648,0001,8000006432,20251019
0700002648,0002,8000007062,20251019
0700002649,0001,8000000632,20251003
0700002650,0001,8000005351,20251007
0700002650,0002,8000006266,20251007
0700002651,0001,8000001124,20251003
0700002651,0002,8000007075,20251003
0700002652,0001,8000004782,20251002
0700002653,0001,8000003598,20251002
0700002653,0002,8000002213,20251002
0700002654,0001,8000002021,20251009
0700002655,0001,8000005730,20251015
0700002656,0001,8000006175,20251015
0700002657,0001,8000008166,20251016
0700002657,0002,8000002849,20251016
0700002658,0001,8000008538,20251015
0700002658,0002,8000007103,20251015
0700002659,0001,8000003030,20251019
0700002660,0001,8000004712,20251015
0700002661,0001,8000004564,20251022
0700002661,0002,8000001837,20251022
0700002661,0003,8000003756,20251022
0700002662,0001,8000007359,20251012
0700002663,0001,8000003124,20251020
0700002664,0001,8000007320,20251022
0700002665,0001,8000004243,20251002
0700002666,0001,8000000049,20251003
0700002666,0002,8000003594,20251003
0700002667,0001,8000005413,20251003
0700002668,0001,8000007661,20251023
0700002669,0001,8000004704,20251009
0700002670,0001,8000006172,20251004
0700002671,0001,8000008347,20251021
0700002672,0001,8000000604,20251022
0700002673,0001,8000005783,20251015
0700002674,0001,8000007493,20251003
0700002674,0002,8000004829,20251003
0700002674,0003,8000001380,20251003
0700002675,0001,8000005202,20251003
0700002676,0001,8000002998,20251022
0700002676,0002,8000002340,20251022
0700002677,0001,8000007308,20251017
0700002677,0002,8000004432,20251017
0700002678,0001,8000002284,20251026
0700002679,0001,8000005343,20251008
0700002679,0002,8000000390,20251008
0700002680,0001,8000004399,20251008
0700002680,0002,8000002566,20251008
0700002680,0003,8000007772,20251008
0700002681,0001,8000003355,20251015
0700002682,0001,8000001768,20251010
0700002682,0002,8000001046,20251010
0700002682,0003,8000001413,20251010
0700002683,0001,8000002216,20250930
0700002683,0002,8000001173,20250930
0700002684,0001,8000005452,20250926
0700002684,0002,8000002045,20250926
0700002685,0001,8000005663,20250930
0700002685,0002,8000007509,20250930
0700002686,0001,8000005241,20251001
0700002687,0001,8000000265,20251006
0700002688,0001,8000002951,20251022
0700002688,0002,8000005038,20251022
0700002689,0001,8000000505,20251015
0700002689,0002,8000003623,20251015
0700002690,0001,8000003460,20251022
0700002691,0001,8000000376,20251002
0700002691,0002,8000000757,20251002
0700002692,0001,8000002433,20251002
0700002693,0001,8000001657,20251015
0700002693,0002,8000005287,20251015
0700002694,0001,8000005523,20251031
0700002695,0001,8000001493,20251012
0700002695,0002,8000000469,20251012
0700002696,0001,8000007892,20251017
0700002696,0002,8000004091,20251017
0700002696,0003,8000007394,20251017
0700002697,0001,8000007001,20251020
0700002698,0001,8000004246,20251019
0700002699,0001,8000002691,20251022
0700002699,0002,8000003579,20251022
0700002700,0001,8000002789,20251011
0700002700,0002,8000005056,20251011
0700002701,0001,8000004947,20251004
0700002701,0002,8000002222,20251004
0700002702,0001,8000000915,20251013
0700002703,0001,8000008013,20251016
0700002704,0001,8000001969,20251023
0700002704,0002,8000006984,20251023
0700002705,0001,8000003941,20251018
0700002706,0001,8000000391,20251027
0700002706,0002,8000002733,20251027
0700002707,0001,8000004035,20251029
0700002707,0002,8000005192,20251029
0700002708,0001,8000003892,20251012
0700002709,0001,8000000630,20251017
0700002709,0002,8000000799,20251017
0700002710,0001,8000006830,20251021
0700002711,0001,8000005328,20251006
0700002712,0001,8000005068,20251025
0700002713,0001,8000002673,20251024
0700002713,0002,8000002224,20251024
0700002714,0001,8000001330,20251029
0700002714,0002,8000002913,20251029
0700002714,0003,8000006409,20251029
0700002715,0001,8000006144,20251009
0700002715,0002,8000001677,20251009
0700002716,0001,8000005673,20251028
0700002716,0002,8000002090,20251028
0700002717,0001,8000006945,20251009
0700002717,0002,8000003651,20251009
0700002717,0003,8000001914,20251009
0700002718,0001,8000007475,20251008
0700002719,0001,8000000958,20251016
0700002720,0001,8000003090,20251014
0700002720,0002,8000004870,20251014
0700002721,0001,8000005590,20250930
0700002722,0001,8000003353,20250929
0700002722,0002,8000007650,20250929
0700002723,0001,8000003717,20251006
0700002724,0001,8000008449,20251025
0700002724,0002,8000007766,20251025
0700002724,0003,8000005323,20251025
0700002725,0001,8000001251,20251005
0700002725,0002,8000005717,20251005
0700002726,0001,8000008010,20251015
0700002727,0001,8000007965,20251014
0700002728,0001,8000002437,20251013
0700002728,0002,8000006331,20251013
0700002729,0001,8000005496,20251028
0700002730,0001,8000008493,20251021
0700002731,0001,8000001293,20251010
0700002732,0001,8000000963,20251024
0700002733,0001,8000006344,20251010
0700002733,0002,8000002397,20251010
0700002733,0003,8000000503,20251010
0700002734,0001,8000003111,20251005
0700002735,0001,8000006557,20251006
0700002735,0002,8000006457,20251006
0700002735,0003,8000007264,20251006
0700002736,0001,8000000798,20251018
0700002737,0001,8000002320,20251011
0700002738,0001,8000000693,20251012
0700002738,0002,8000001357,20251012
0700002738,0003,8000006144,20251012
0700002739,0001,8000006659,20251014
0700002739,0002,8000006680,20251014
0700002740,0001,8000006297,20251023
0700002741,0001,8000007539,20251023
0700002741,0002,8000006610,20251023
0700002741,0003,8000002160,20251023
0700002742,0001,8000007883,20250929
0700002742,0002,8000006225,20250929
0700002743,0001,8000001226,20250928
0700002744,0001,8000008187,20251029
0700002745,0001,8000005478,20251014
0700002746,0001,8000007428,20251022
0700002747,0001,8000007772,20251005
0700002747,0002,8000007158,20251005
0700002747,0003,8000000541,20251005
0700002748,0001,8000000784,20251003
0700002749,0001,8000007733,20251002
0700002750,0001,8000008277,20251007
0700002751,0001,8000006982,20251008
0700002751,0002,8000006212,20251008
0700002752,0001,8000005547,20250926
0700002753,0001,8000007956,20251006
0700002753,0002,8000005802,20251006
0700002754,0001,8000006406,20251006
0700002755,0001,8000004545,20251003
0700002755,0002,8000003629,20251003
0700002756,0001,8000006380,20251005
0700002757,0001,8000007719,20251013
0700002758,0001,8000000477,20251010
0700002759,0001,8000001165,20251021
0700002760,0001,8000006141,20251028
0700002761,0001,8000002441,20251020
0700002762,0001,8000000111,20251022
0700002763,0001,8000004117,20251018
0700002763,0002,8000001737,20251018
0700002764,0001,8000001388,20251015
0700002765,0001,8000001030,20251021
0700002765,0002,8000006974,20251021
0700002766,0001,8000001232,20250930
0700002766,0002,8000004194,20250930
0700002766,0003,8000005115,20250930
0700002767,0001,8000002217,20251003
0700002768,0001,8000008081,20251010
0700002768,0002,8000000760,20251010
0700002769,0001,8000003042,20251003
0700002770,0001,8000005704,20250930
0700002770,0002,8000000983,20250930
0700002771,0001,8000006992,20251016
0700002771,0002,8000005892,20251016
0700002772,0001,8000008213,20251018
0700002772,0002,8000008451,20251018
0700002773,0001,8000001269,20251019
0700002773,0002,8000000918,20251019
0700002774,0001,8000001540,20251005
0700002775,0001,8000008034,20251010
0700002776,0001,8000000349,20251005
0700002776,0002,8000008164,20251005
0700002777,0001,8000006819,20251019
0700002778,0001,8000000937,20251023
0700002778,0002,8000004348,20251023
0700002779,0001,8000004756,20250929
0700002780,0001,8000005787,20251021
0700002781,0001,8000002400,20251015
0700002782,0001,8000001122,20251003
0700002782,0002,8000004367,20251003
0700002783,0001,8000005633,20251017
0700002784,0001,8000002924,20251019
0700002784,0002,8000002703,20251019
0700002785,0001,8000003830,20251023
0700002785,0002,8000003985,20251023
0700002786,0001,8000000081,20251002
0700002787,0001,8000001359,20251017
0700002787,0002,8000005204,20251017
0700002788,0001,8000000205,20251005
0700002789,0001,8000006446,20251021
0700002790,0001,8000005864,20251015
0700002791,0001,8000002680,20251013
0700002792,0001,8000002457,20251006
0700002792,0002,8000003437,20251006
0700002793,0001,8000000971,20251017
0700002793,0002,8000004455,20251017
0700002794,0001,8000006631,20251002
0700002794,0002,8000000847,20251002
0700002795,0001,8000007788,20251026
0700002796,0001,8000004964,20251019
0700002796,0002,8000006473,20251019
0700002797,0001,8000000682,20251017
0700002797,0002,8000003522,20251017
0700002797,0003,8000003621,20251017
0700002798,0001,8000005266,20251023
0700002798,0002,8000007933,20251023
0700002799,0001,8000006163,20250928
0700002799,0002,8000001796,20250928
0700002800,0001,8000003977,20251021
0700002801,0001,8000005582,20251003
0700002802,0001,8000000701,20250926
0700002802,0002,8000007663,20250926
0700002803,0001,8000006767,20251020
0700002803,0002,8000004045,20251020
0700002804,0001,8000001688,20251019
0700002805,0001,8000002823,20251029
0700002806,0001,8000006114,20251018
0700002807,0001,8000001882,20251026
0700002808,0001,8000000571,20251015
0700002808,0002,8000004410,20251015
0700002809,0001,8000004863,20251019
0700002810,0001,8000002683,20251007
0700002811,0001,8000004623,20251023
0700002811,0002,8000000165,20251023
0700002812,0001,8000007993,20251013
0700002813,0001,8000000474,20251012
0700002814,0001,8000006139,20251025
0700002815,0001,8000005098,20251003
0700002815,0002,8000006146,20251003
0700002816,0001,8000003458,20251015
0700002817,0001,8000004472,20251012
0700002818,0001,8000006540,20251012
0700002819,0001,8000002504,20251028
0700002820,0001,8000000054,20251021
0700002821,0001,8000001585,20251021
0700002822,0001,8000003873,20251022
0700002823,0001,8000003753,20251004
0700002824,0001,8000003207,20251027
0700002824,0002,8000008497,20251027
0700002825,0001,8000006636,20251017
0700002825,0002,8000005028,20251017
0700002826,0001,8000004629,20251014
0700002826,0002,8000003523,20251014
0700002826,0003,8000003941,20251014
0700002827,0001,8000006749,20251021
0700002828,0001,8000005015,20251028
0700002829,0001,8000000829,20251029
0700002830,0001,8000004408,20251006
0700002831,0001,8000004781,20251016
0700002831,0002,8000003498,20251016
0700002831,0003,8000004714,20251016
0700002832,0001,8000006768,20251005
0700002832,0002,8000007754,20251005
0700002833,0001,8000002582,20251023
0700002834,0001,8000001805,20251012
0700002834,0002,8000006862,20251012
0700002834,0003,8000007851,20251012
0700002835,0001,8000004979,20251009
0700002835,0002,8000008429,20251009
0700002836,0001,8000002289,20250927
0700002836,0002,8000004075,20250927
0700002837,0001,8000006439,20251014
0700002838,0001,8000000361,20251023
0700002838,0002,8000004532,20251023
0700002839,0001,8000006249,20251018
0700002840,0001,8000007878,20251016
0700002840,0002,8000003422,20251016
0700002841,0001,8000004011,20251029
0700002842,0001,8000002027,20251004
0700002843,0001,8000001205,20251030
0700002844,0001,8000003396,20251004
0700002844,0002,8000004236,20251004
0700002844,0003,8000004579,20251004
0700002845,0001,8000000576,20251003
0700002846,0001,8000005176,20251004
0700002847,0001,8000004483,20251002
0700002847,0002,8000006438,20251002
0700002848,0001,8000002025,20251001
0700002848,0002,8000006217,20251001
0700002849,0001,8000008465,20251007
0700002850,0001,8000008237,20251014
0700002851,0001,8000001957,20251011
0700002852,0001,8000001033,20251028
0700002853,0001,8000000755,20251022
0700002853,0002,8000002326,20251022
0700002854,0001,8000003440,20250927
0700002855,0001,8000000775,20251004
0700002856,0001,8000002265,20251014
0700002857,0001,8000005546,20251005
0700002857,0002,8000006802,20251005
0700002858,0001,8000002448,20251004
0700002858,0002,8000000204,20251004
0700002859,0001,8000003125,20251029
0700002859,0002,8000000181,20251029
0700002860,0001,8000001464,20251010
0700002860,0002,8000005314,20251010
0700002861,0001,8000008197,20251028
0700002862,0001,8000001271,20251006
0700002862,0002,8000004013,20251006
0700002863,0001,8000000942,20251003
0700002864,0001,8000006482,20251018
0700002865,0001,8000001249,20251016
0700002866,0001,8000004820,20251007
0700002866,0002,8000008055,20251007
0700002866,0003,8000005222,20251007
0700002867,0001,8000003572,20251002
0700002867,0002,8000001895,20251002
0700002868,0001,8000006278,20251017
0700002869,0001,8000000897,20251024
0700002870,0001,8000006277,20251001
0700002870,0002,8000001336,20251001
0700002871,0001,8000000334,20251018
0700002872,0001,8000003007,20251030
0700002873,0001,8000001863,20251005
0700002873,0002,8000006970,20251005
0700002874,0001,8000005411,20251015
0700002875,0001,8000003819,20251014
0700002875,0002,8000007636,20251014
0700002876,0001,8000000192,20250927
0700002876,0002,8000007208,20250927
0700002876,0003,8000002854,20250927
0700002877,0001,8000003270,20251021
0700002878,0001,8000000779,20251006
0700002879,0001,8000008568,20251012
0700002879,0002,8000001667,20251012
0700002880,0001,8000006588,20251012
0700002881,0001,8000000875,20251007
0700002882,0001,8000003951,20251025
0700002883,0001,8000006456,20251006
0700002884,0001,8000005239,20251014
0700002885,0001,8000002800,20251027
0700002886,0001,8000006590,20251002
0700002886,0002,8000004907,20251002
0700002887,0001,8000006451,20251027
0700002888,0001,8000007669,20251004
0700002889,0001,8000001721,20251007
0700002889,0002,8000005963,20251007
0700002890,0001,8000000840,20251022
0700002891,0001,8000004780,20251019
0700002892,0001,8000001718,20251024
0700002893,0001,8000001096,20251009
0700002894,0001,8000001610,20250930
0700002894,0002,8000004381,20250930
0700002895,0001,8000004427,20250929
0700002896,0001,8000008057,20251001
0700002897,0001,8000006986,20251022
0700002897,0002,8000003299,20251022
0700002897,0003,8000002229,20251022
0700002898,0001,8000005685,20251011
0700002899,0001,8000004021,20251008
0700002900,0001,8000003783,20251010
0700002901,0001,8000001584,20251021
0700002902,0001,8000007494,20251014
0700002903,0001,8000004576,20251012
0700002903,0002,8000005700,20251012
0700002904,0001,8000000402,20251002
0700002905,0001,8000004355,20251017
0700002906,0001,8000007038,20251022
0700002906,0002,8000002215,20251022
0700002907,0001,8000007092,20251018
0700002907,0002,8000002813,20251018
0700002907,0003,8000006043,20251018
0700002908,0001,8000006991,20251010
0700002909,0001,8000001197,20251008
0700002910,0001,8000007484,20251008
0700002911,0001,8000005595,20251007
0700002911,0002,8000002269,20251007
0700002912,0001,8000004217,20251020
0700002913,0001,8000001479,20251026
0700002913,0002,8000006669,20251026
0700002914,0001,8000000972,20251013
0700002914,0002,8000005207,20251013
0700002915,0001,8000002433,20251001
0700002916,0001,8000005283,20251006
0700002916,0002,8000003349,20251006
0700002917,0001,8000006763,20251010
0700002918,0001,8000006460,20250926
0700002919,0001,8000008373,20251017
0700002920,0001,8000006665,20251004
0700002920,0002,8000007041,20251004
0700002920,0003,8000004195,20251004
0700002921,0001,8000001157,20251008
0700002921,0002,8000008037,20251008
0700002922,0001,8000003051,20251007
0700002922,0002,8000001487,20251007
0700002923,0001,8000000017,20251021
0700002923,0002,8000003779,20251021
0700002923,0003,8000008246,20251021
0700002924,0001,8000002577,20251011
0700002925,0001,8000003969,20251011
0700002926,0001,8000007498,20250926
0700002926,0002,8000003780,20250926
0700002927,0001,8000004854,20251013
0700002928,0001,8000005149,20250929
0700002929,0001,8000005607,20251003
0700002929,0002,8000004132,20251003
0700002930,0001,8000004937,20250926
0700002931,0001,8000007245,20251002
0700002932,0001,8000005715,20251002
0700002932,0002,8000004964,20251002
0700002933,0001,8000003681,20251017
0700002933,0002,8000004660,20251017
0700002934,0001,8000004617,20251020
0700002934,0002,8000006114,20251020
0700002935,0001,8000007931,20251002
0700002936,0001,8000002935,20251021
0700002936,0002,8000002963,20251021
0700002937,0001,8000003374,20251010
0700002938,0001,8000005487,20251010
0700002939,0001,8000006546,20251009
0700002940,0001,8000005453,20251024
0700002941,0001,8000005131,20251015
0700002942,0001,8000005434,20251019
0700002942,0002,8000001702,20251019
0700002943,0001,8000002893,20251017
0700002943,0002,8000001262,20251017
0700002944,0001,8000004948,20251025
0700002945,0001,8000006308,20251024
0700002946,0001,8000000098,20251008
0700002946,0002,8000008526,20251008
0700002947,0001,8000005938,20251024
0700002947,0002,8000006721,20251024
0700002947,0003,8000005545,20251024
0700002948,0001,8000002628,20251021
0700002949,0001,8000001005,20251018
0700002949,0002,8000007912,20251018
0700002950,0001,8000007634,20251014
0700002951,0001,8000005414,20251001
0700002952,0001,8000006247,20251005
0700002953,0001,8000005789,20251021
0700002953,0002,8000007102,20251021
0700002954,0001,8000004038,20251028
0700002955,0001,8000004383,20250930
0700002956,0001,8000000814,20251023
0700002956,0002,8000001064,20251023
0700002956,0003,8000004323,20251023
0700002957,0001,8000002275,20251017
0700002958,0001,8000003668,20250929
0700002959,0001,8000006956,20251006
0700002960,0001,8000006127,20251014
0700002961,0001,8000001919,20251015
0700002961,0002,8000007951,20251015
0700002962,0001,8000001173,20250930
0700002963,0001,8000003762,20251019
0700002964,0001,8000001785,20251009
0700002965,0001,8000000275,20251013
0700002966,0001,8000007672,20251014
0700002966,0002,8000005376,20251014
0700002967,0001,8000004353,20251004
0700002968,0001,8000006896,20251011
0700002968,0002,8000000404,20251011
0700002969,0001,8000006247,20251013
0700002970,0001,8000003495,20251009
0700002970,0002,8000001470,20251009
0700002971,0001,8000007871,20251022
0700002971,0002,8000007352,20251022
0700002972,0001,8000005180,20250929
0700002973,0001,8000005440,20251026
0700002974,0001,8000007619,20251018
0700002974,0002,8000000184,20251018
0700002975,0001,8000006631,20251005
0700002976,0001,8000007481,20250929
0700002977,0001,8000007065,20251027
0700002978,0001,8000006662,20251012
0700002979,0001,8000007216,20251010
0700002979,0002,8000004106,20251010
0700002980,0001,8000008275,20251020
0700002981,0001,8000000134,20251005
0700002981,0002,8000003595,20251005
0700002981,0003,8000002659,20251005
0700002982,0001,8000002565,20250926
0700002983,0001,8000008182,20251021
0700002984,0001,8000002650,20251028
0700002985,0001,8000005776,20251029
0700002985,0002,8000000406,20251029
0700002986,0001,8000003764,20251008
0700002986,0002,8000004603,20251008
0700002986,0003,8000000233,20251008
0700002987,0001,8000000625,20251024
0700002988,0001,8000002295,20251005
0700002988,0002,8000005205,20251005
0700002989,0001,8000007160,20251014
0700002990,0001,8000004751,20251015
0700002991,0001,8000007596,20250930
0700002992,0001,8000000735,20251007
0700002993,0001,8000006918,20251024
0700002994,0001,8000007224,20251006
0700002995,0001,8000000788,20250927
0700002995,0002,8000000384,20250927
0700002996,0001,8000007514,20251020
0700002997,0001,8000000321,20251025
0700002998,0001,8000003700,20251012
0700002999,0001,8000006089,20251009
0700003000,0001,8000008541,20251015
0700003001,0001,8000005663,20251024
0700003001,0002,8000001126,20251024
0700003002,0001,8000007793,20251012
0700003003,0001,8000007708,20250927
0700003004,0001,8000001556,20251020
0700003005,0001,8000006272,20251013
0700003006,0001,8000007817,20251014
0700003006,0002,8000008083,20251014
0700003007,0001,8000006320,20251014
0700003008,0001,8000000134,20251026
0700003009,0001,8000001878,20251003
0700003010,0001,8000007674,20250927
0700003011,0001,8000001386,20251012
0700003012,0001,8000007235,20251031
0700003013,0001,8000004570,20251022
0700003014,0001,8000008045,20251012
0700003015,0001,8000004151,20251011
0700003016,0001,8000004011,20251008
0700003016,0002,8000000201,20251008
0700003016,0003,8000004593,20251008
0700003017,0001,8000000818,20251006
0700003017,0002,8000002379,20251006
0700003018,0001,8000002766,20251014
0700003018,0002,8000008258,20251014
0700003019,0001,8000008039,20250930
0700003019,0002,8000006793,20250930
0700003020,0001,8000001969,20251024
0700003020,0002,8000003312,20251024
0700003021,0001,8000007900,20251014
0700003021,0002,8000001874,20251014
0700003022,0001,8000001341,20251018
0700003022,0002,8000000970,20251018
0700003023,0001,8000004750,20251020
0700003023,0002,8000007235,20251020
0700003024,0001,8000006087,20251005
0700003025,0001,8000002734,20251005
0700003025,0002,8000007199,20251005
0700003026,0001,8000003357,20251013
0700003026,0002,8000007916,20251013
0700003026,0003,8000003677,20251013
0700003027,0001,8000006749,20251016
0700003027,0002,8000005671,20251016
0700003028,0001,8000005759,20251004
0700003028,0002,8000005941,20251004
0700003029,0001,8000004174,20251025
0700003029,0002,8000006105,20251025
0700003030,0001,8000003823,20251026
0700003031,0001,8000005064,20251010
0700003032,0001,8000006268,20251017
0700003032,0002,8000006691,20251017
0700003033,0001,8000004066,20251026
0700003034,0001,8000003663,20251008
0700003034,0002,8000002910,20251008
0700003035,0001,8000008106,20251014
0700003035,0002,8000007746,20251014
0700003036,0001,8000002117,20251024
0700003037,0001,8000005287,20250930
0700003038,0001,8000002757,20251013
0700003039,0001,8000001610,20251003
0700003040,0001,8000002171,20251026
0700003041,0001,8000008283,20250930
0700003041,0002,8000003604,20250930
0700003042,0001,8000005068,20251015
0700003042,0002,8000004466,20251015
0700003042,0003,8000006838,20251015
0700003043,0001,8000003020,20251016
0700003044,0001,8000005348,20251005
0700003045,0001,8000003370,20251018
0700003046,0001,8000005997,20251009
0700003047,0001,8000003663,20251019
0700003048,0001,8000003488,20251018
0700003049,0001,8000005983,20251003
0700003050,0001,8000008100,20251010
0700003051,0001,8000005274,20251001
0700003051,0002,8000007865,20251001
0700003052,0001,8000007156,20250929
0700003053,0001,8000001251,20251010
0700003053,0002,8000007843,20251010
0700003054,0001,8000003430,20251009
0700003055,0001,8000004353,20251020
0700003056,0001,8000002595,20251014
0700003056,0002,8000002359,20251014
0700003057,0001,8000000215,20251023
0700003057,0002,8000002995,20251023
0700003058,0001,8000007990,20251008
0700003058,0002,8000006143,20251008
0700003058,0003,8000003376,20251008
0700003059,0001,8000005576,20251002
0700003059,0002,8000006787,20251002
0700003059,0003,8000000510,20251002
0700003060,0001,8000001757,20250929
0700003061,0001,8000001913,20251009
0700003062,0001,8000006085,20251009
0700003063,0001,8000005820,20251014
0700003064,0001,8000008090,20251004
0700003064,0002,8000006943,20251004
0700003065,0001,8000007737,20251012
0700003066,0001,8000004874,20251002
0700003067,0001,8000003411,20251001
0700003068,0001,8000005909,20251014
0700003069,0001,8000004491,20251010
0700003070,0001,8000002747,20251008
0700003070,0002,8000006642,20251008
0700003071,0001,8000005490,20251008
0700003071,0002,8000005924,20251008
0700003071,0003,8000004688,20251008
0700003072,0001,8000005019,20251010
0700003073,0001,8000005191,20251027
0700003073,0002,8000000069,20251027
0700003074,0001,8000000192,20251003
0700003075,0001,8000002963,20251020
0700003076,0001,8000008042,20251023
0700003077,0001,8000006278,20251009
0700003077,0002,8000006716,20251009
0700003077,0003,8000005614,20251009
0700003078,0001,8000005842,20251009
0700003079,0001,8000003576,20251028
0700003080,0001,8000001394,20251021
0700003081,0001,8000008464,20251007
0700003081,0002,8000007765,20251007
0700003081,0003,8000000919,20251007
0700003082,0001,8000005405,20251008
0700003082,0002,8000000913,20251008
0700003083,0001,8000004804,20251008
0700003083,0002,8000006296,20251008
0700003084,0001,8000004129,20251011
0700003085,0001,8000003547,20251021
0700003086,0001,8000004608,20251017
0700003087,0001,8000000364,20251029
0700003088,0001,8000001198,20251020
0700003088,0002,8000004228,20251020
0700003088,0003,8000002186,20251020
0700003089,0001,8000006937,20251006
0700003089,0002,8000007653,20251006
0700003090,0001,8000006367,20251024
0700003091,0001,8000004582,20251025
0700003092,0001,8000006149,20251028
0700003092,0002,8000001765,20251028
0700003093,0001,8000006330,20251027
0700003093,0002,8000002498,20251027
0700003094,0001,8000007861,20251023
0700003095,0001,8000006587,20251017
0700003096,0001,8000005937,20251010
0700003096,0002,8000003057,20251010
0700003096,0003,8000005684,20251010
0700003097,0001,8000004944,20251015
0700003098,0001,8000005902,20251009
0700003099,0001,8000007440,20251023
0700003100,0001,8000006444,20251007
0700003101,0001,8000000356,20251017
0700003101,0002,8000008281,20251017
0700003102,0001,8000005844,20251022
0700003103,0001,8000002761,20251004
0700003104,0001,8000004598,20251023
0700003104,0002,8000006250,20251023
0700003105,0001,8000002903,20251023
0700003106,0001,8000005982,20251013
0700003107,0001,8000001833,20251021
0700003107,0002,8000001835,20251021
0700003108,0001,8000004534,20251009
0700003109,0001,8000004604,20251020
0700003110,0001,8000001483,20251021
0700003110,0002,8000001895,20251021
0700003110,0003,8000000835,20251021
0700003111,0001,8000002095,20251018
0700003112,0001,8000000457,20251014
