Id,Name,AccountNumber,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00100010766,Koch PLC,ACC-010766,Competitor,Telecommunications,87229089.64,669,52786 Aaron Rapids Apt. 071,North Brandon,FL,94391,USA,323-844-7305x777,www.byrd.info,Hot,0050017,2025-07-24 17:21:13,2025-08-13 17:21:13,False
00100010767,Bennett Ltd,ACC-010767,Customer - Channel,Energy,433114.61,5023,6676 Williams Ridge Suite 833,Kimberlytown,AK,81109,USA,001-452-424-2653x793,www.riley.com,Warm,0050015,2024-02-09 17:21:13,2024-10-19 17:21:13,False
00100010768,"Warner, Ellis and Cox",ACC-010768,Customer - Channel,Energy,920842.25,560,3601 Vasquez Route Apt. 150,North Chadberg,MT,01669,USA,6809265893,www.harper-boyer.com,Hot,0050013,2025-03-01 17:21:13,2025-04-20 17:21:13,False
00100010769,Flores PLC,ACC-010769,Competitor,Technology,9965190.09,113,7192 Justin Lodge,Hudsonview,MS,32281,USA,001-886-864-3203x172,www.thomas-stone.com,Hot,0050001,2024-07-01 17:21:13,2025-04-03 17:21:13,False
00100010770,Ryan-Baker,ACC-010770,Customer - Channel,Energy,45333627.83,47,724 Benjamin Bypass,North Amy,TN,07006,USA,746-605-1908,www.holloway.com,Warm,0050015,2025-01-20 17:21:13,2025-08-07 17:21:13,False
00100010771,Best-Harris,ACC-010771,Prospect,Manufacturing,73008187.66,1,335 Kirk Forge,Georgeborough,AS,02187,USA,500-309-0899,www.ramos.com,Cold,0050018,2023-04-09 17:21:13,2023-10-16 17:21:13,False
00100010772,"Coffey, Thompson and Schneider",ACC-010772,Competitor,Transportation,268662.06,16,4158 Colleen Causeway,North Sandra,VT,29418,USA,+1-476-461-3662x8081,www.reid.org,Warm,0050007,2022-01-20 17:21:13,2023-01-12 17:21:13,False
00100010773,Chan-Shannon,ACC-010773,Prospect,Manufacturing,9130553.31,6210,0531 Benjamin Keys Apt. 309,Crawfordborough,PA,59203,USA,+1-584-921-8914x269,www.quinn-kelly.com,Warm,0050001,2022-10-14 17:21:13,2023-05-17 17:21:13,False
00100010774,"Garcia, Burnett and Simmons",ACC-010774,Customer - Direct,Financial Services,34852924.93,4220,776 Dominique Plains,South Sara,NE,71902,USA,850.916.2762x92266,www.rivas.com,Warm,0050015,2022-07-10 17:21:13,2022-09-28 17:21:13,False
00100010775,Schneider-Miller,ACC-010775,Partner,Technology,2522944.39,9,2289 Steven Prairie Apt. 598,East Marcusfort,NJ,61430,USA,(565)797-6408,www.patel.com,Warm,0050004,2020-11-06 17:21:13,2021-06-07 17:21:13,False
00100010776,Mejia Inc,ACC-010776,Customer - Channel,Transportation,355078.56,1471,7893 Stephanie Dam Suite 651,Millerville,MP,40919,USA,960.905.0092x44928,www.fowler-riddle.com,Hot,0050005,2022-02-21 17:21:13,2022-04-13 17:21:13,False
00100010777,"Smith, Thomas and Gonzalez",ACC-010777,Customer - Direct,Retail,768364.37,100,25018 Houston Camp,Hillshire,WV,03510,USA,(295)822-2336x9318,www.tanner.info,Hot,0050001,2021-02-20 17:21:13,2021-10-29 17:21:13,False
00100010778,"Gonzalez, Shepard and Burnett",ACC-010778,Customer - Direct,Retail,1728466.56,1292,6249 Cox Mountains,Virginiamouth,NM,90990,USA,244-869-5674,www.leach.com,Warm,0050009,2022-05-13 17:21:13,2022-12-08 17:21:13,False
00100010779,Case-Robinson,ACC-010779,Customer - Direct,Technology,12304205.26,29,146 Kemp Plain Suite 583,Williamport,OH,97679,USA,858.662.6736,www.edwards.info,Warm,0050010,2024-03-31 17:21:13,2024-04-17 17:21:13,False
00100010780,Diaz-Ruiz,ACC-010780,Customer - Channel,Manufacturing,511381.57,1259,26983 Turner Well Suite 958,West Andrewport,MD,08309,USA,(509)628-4672x007,www.hardin.com,Warm,0050017,2021-12-11 17:21:13,2022-06-19 17:21:13,False
00100010781,"Williams, Mcdonald and Perez",ACC-010781,Customer - Direct,Technology,692594017.63,168,95450 Anna Burgs Apt. 625,Danielton,TX,17888,USA,001-304-450-2814x353,www.carlson-ingram.com,Warm,0050012,2024-08-06 17:21:13,2025-03-22 17:21:13,False
00100010782,Christensen PLC,ACC-010782,Customer - Direct,Retail,162567931.36,114,11123 Johnston Harbor Apt. 652,Montoyaberg,OH,57403,USA,+1-762-651-0857x38385,www.blevins-green.biz,Warm,0050017,2023-04-28 17:21:13,2023-08-27 17:21:13,False
00100010783,Yates Ltd,ACC-010783,Customer - Channel,Retail,87413.48,389,351 Thomas Hollow,Mariamouth,WV,90188,USA,870.962.7281,www.wright.biz,Warm,0050003,2021-01-07 17:21:13,2021-07-12 17:21:13,False
00100010784,Cuevas and Sons,ACC-010784,Customer - Channel,Telecommunications,8153311.56,2050,575 Ball Track,Port Ronald,FM,13805,USA,(860)484-8187,www.lawrence.biz,Warm,0050004,2025-04-04 17:21:13,2026-03-22 17:21:13,False
00100010785,"Young, Munoz and Reynolds",ACC-010785,Partner,Energy,1074926.14,114,99516 Everett Inlet,Antoniomouth,VA,81181,USA,001-582-626-7312,www.carey.net,Warm,0050016,2023-10-03 17:21:13,2024-07-08 17:21:13,False
00100010786,"Bernard, Parker and Cooper",ACC-010786,Customer - Direct,Media,741205.46,1965,420 Mike Via,South Kenneth,AZ,89567,USA,(782)731-3427,www.gray-lopez.org,Warm,0050016,2022-03-14 17:21:13,2022-09-14 17:21:13,False
00100010787,Rodriguez LLC,ACC-010787,Prospect,Telecommunications,1283223.44,143,044 Paula Pike Apt. 436,Jeffreyland,FM,05499,USA,+1-429-877-1150x62917,www.lamb-browning.com,Warm,0050003,2025-06-22 17:21:13,2026-01-12 17:21:13,False
00100010788,Hicks Group,ACC-010788,Competitor,Manufacturing,557759.44,0,910 Perez River,East Corey,OH,32769,USA,(991)957-3767x1052,www.ramos.com,Cold,0050012,2024-04-07 17:21:13,2024-07-14 17:21:13,False
00100010789,"Yang, Pittman and Miller",ACC-010789,Customer - Channel,Media,32140236.53,1766,44500 Adam Trail,Newtonhaven,IA,73961,USA,989.803.4502x9586,www.young.com,Warm,0050016,2025-02-16 17:21:13,2025-10-07 17:21:13,False
00100010790,Jacobs Ltd,ACC-010790,Customer - Direct,Manufacturing,3075934.57,120,6754 Amanda Stream,East Kristina,ND,66690,USA,201-738-2721,www.sanchez.biz,Warm,0050017,2025-04-20 17:21:13,2026-03-26 17:21:13,False
00100010791,Garcia LLC,ACC-010791,Partner,Manufacturing,8434729.45,35,01388 Michael Freeway,North Kelli,WA,26320,USA,+1-516-881-6360x38917,www.smith.com,Warm,0050012,2024-08-16 17:21:13,2025-07-11 17:21:13,False
00100010792,"Tucker, Olson and Williams",ACC-010792,Prospect,Healthcare,103879.87,33,2141 Tammy Branch,Wilsonbury,KY,73983,USA,(308)395-1237x085,www.molina.com,Cold,0050014,2022-03-25 17:21:13,2023-01-25 17:21:13,False
00100010793,Green-Cox,ACC-010793,Customer - Direct,Healthcare,1625167.34,31,96556 Carol Motorway Suite 713,Griffinville,UT,99492,USA,+1-988-562-6395x61266,www.watson.com,Cold,0050019,2025-09-11 17:21:13,2025-10-07 17:21:13,False
00100010794,Garcia-Stephens,ACC-010794,Customer - Direct,Financial Services,18017298.88,70,402 Jeff Shoal Suite 614,Kristinfurt,HI,65281,USA,(433)604-1176x14215,www.perez.biz,Hot,0050016,2021-05-27 17:21:13,2021-11-14 17:21:13,False
00100010795,Eaton Group,ACC-010795,Customer - Direct,Retail,1867317.37,11,0465 Ryan Port Suite 987,East Nicholasside,WI,30821,USA,5043837936,www.ray-white.com,Hot,0050005,2024-06-13 17:21:13,2024-08-17 17:21:13,False
00100010796,"Travis, Wheeler and Stanley",ACC-010796,Customer - Direct,Financial Services,1023463.88,43,0659 Joshua Cape,Brendanberg,OR,12846,USA,387-522-8247,www.miller.info,Hot,0050011,2021-05-27 17:21:13,2022-03-13 17:21:13,False
00100010797,"Silva, Zhang and Morales",ACC-010797,Prospect,Media,563783.86,1294,5789 Wall Neck,Bonniemouth,RI,79179,USA,8527217114,www.kelly-rojas.net,Warm,0050010,2024-08-30 17:21:13,2024-10-05 17:21:13,False
00100010798,"Nichols, Garcia and Shepard",ACC-010798,Competitor,Telecommunications,968541.86,306,1735 Hensley Court,Gonzalezville,GA,78669,USA,555.972.6169x496,www.hunter.com,Warm,0050019,2021-02-28 17:21:13,2021-12-09 17:21:13,False
00100010799,"Farrell, Page and Wong",ACC-010799,Customer - Channel,Telecommunications,327635.14,296,8201 Dawn Bridge,Jonesfort,MI,25211,USA,+1-621-263-3613x17985,www.collins.com,Warm,0050004,2024-08-26 17:21:13,2025-06-23 17:21:13,False
00100010800,Alvarez and Sons,ACC-010800,Prospect,Financial Services,3813150.4,190,458 Gordon Junctions Suite 399,East Timothyview,VA,29052,USA,+1-322-655-1741x925,www.dillon-villanueva.com,Warm,0050008,2024-08-08 17:21:13,2024-12-06 17:21:13,False
00100010801,"Frey, Mann and Sullivan",ACC-010801,Customer - Direct,Transportation,1985282.53,22099,86399 Howard Courts,Lake Kendra,KS,42226,USA,915.863.0930,www.stanley.com,Warm,0050011,2023-12-22 17:21:13,2024-03-07 17:21:13,False
00100010802,"Matthews, Dominguez and Torres",ACC-010802,Customer - Direct,Healthcare,9882719.78,49,40899 Jacqueline Mount Suite 351,Moralesland,CA,27527,USA,397.936.7072,www.perez.com,Hot,0050010,2021-05-23 17:21:13,2022-03-25 17:21:13,False
00100010803,Anderson-Jackson,ACC-010803,Customer - Channel,Energy,14752496.83,510,419 Lisa Circle,Nunezbury,HI,96644,USA,665.640.1814,www.phillips.com,Hot,0050007,2025-10-19 17:21:13,2026-03-10 17:21:13,False
00100010804,Caldwell Ltd,ACC-010804,Partner,Telecommunications,52566.48,157,43509 Gonzales Keys,North Elizabethhaven,NE,86663,USA,656-940-9941,www.lee-ryan.com,Cold,0050012,2020-12-31 17:21:13,2021-03-16 17:21:13,False
00100010805,Mcdonald LLC,ACC-010805,Customer - Direct,Telecommunications,989029.4,208,245 Gabrielle Road Apt. 826,Lake Rachelland,AK,84780,USA,456.259.4299,www.frye.biz,Warm,0050008,2025-01-31 17:21:13,2025-11-04 17:21:13,False
00100010806,Aguilar-Zuniga,ACC-010806,Customer - Direct,Energy,212412.04,485,229 Hall Plain Suite 194,Port Cameronside,WY,99394,USA,690.293.4242,www.coleman-thompson.com,Warm,0050018,2024-05-29 17:21:13,2024-08-27 17:21:13,False
00100010807,Ortiz-Harris,ACC-010807,Customer - Direct,Transportation,35536722.95,110,889 Stephanie Glens Apt. 751,Grahamview,VA,05387,USA,765.242.4382x69285,www.adams-morgan.com,Hot,0050010,2025-03-13 17:21:13,2026-02-15 17:21:13,False
00100010808,"Atkins, Martin and Malone",ACC-010808,Customer - Channel,Healthcare,4543534.04,136,470 Ashley Valley Suite 453,Carolynfort,MO,43510,USA,7476188300,www.pierce.com,Warm,0050002,2020-12-15 17:21:13,2020-12-29 17:21:13,False
00100010809,Odom-Stevenson,ACC-010809,Customer - Channel,Media,2790873.86,46,686 Cole Plain Suite 706,South Isabellatown,VI,57285,USA,001-501-649-7110,www.randolph.info,Cold,0050018,2025-01-28 17:21:13,2025-02-05 17:21:13,False
00100010810,Barnes-Luna,ACC-010810,Customer - Direct,Retail,2892975.67,49,518 Acevedo Spur,South Travisport,KS,74291,USA,001-723-243-5969x8504,www.rogers.org,Warm,0050018,2023-10-22 17:21:13,2024-02-21 17:21:13,False
00100010811,Washington LLC,ACC-010811,Customer - Direct,Media,19472220.76,255,42861 Decker Plain,West Laurie,DE,39909,USA,4258038576,www.palmer-clarke.biz,Warm,0050017,2022-07-07 17:21:13,2022-12-20 17:21:13,False
00100010812,Holmes LLC,ACC-010812,Competitor,Healthcare,84683.83,196,680 Gonzalez Passage,Jeffreyland,AK,10916,USA,001-727-489-6951x93048,www.burns.info,Warm,0050010,2025-09-22 17:21:13,2025-12-21 17:21:13,False
00100010813,Snow Group,ACC-010813,Prospect,Retail,521411.66,40,2036 Jon Springs Suite 394,Romerofurt,WA,97330,USA,001-333-918-1233x576,www.kirby.com,Warm,0050016,2024-04-29 17:21:13,2024-05-26 17:21:13,False
00100010814,Blackwell LLC,ACC-010814,Customer - Direct,Media,488809.68,99,7762 Zamora Loaf Apt. 678,Heatherhaven,RI,73150,USA,+1-777-447-5944x348,www.gomez.com,Hot,0050016,2025-02-07 17:21:13,2025-09-11 17:21:13,False
00100010815,Rivers and Sons,ACC-010815,Prospect,Energy,700279.01,12,7687 Johnson Well Apt. 076,Gomezport,PA,58847,USA,(234)211-5733x099,www.robbins.com,Cold,0050012,2022-11-12 17:21:13,2023-01-10 17:21:13,False
00100010816,Watson-Kelly,ACC-010816,Competitor,Manufacturing,50631644.41,5,44538 Pena Manors,Johnburgh,PW,26752,USA,+1-526-660-0047x09110,www.mayo.com,Hot,0050005,2021-08-19 17:21:13,2021-09-21 17:21:13,False
00100010817,Greene PLC,ACC-010817,Customer - Direct,Media,1889164.02,123,1181 Shaw Summit Suite 466,West Jessicafort,NV,56213,USA,886-887-0479,www.curtis.com,Cold,0050009,2023-02-22 17:21:13,2023-10-10 17:21:13,False
00100010818,"Mendez, Yang and Joseph",ACC-010818,Customer - Channel,Retail,210505.33,206,5995 Alison River Apt. 423,North Jessica,OK,92824,USA,(876)440-5473,www.jones.com,Cold,0050009,2021-06-14 17:21:13,2021-12-17 17:21:13,False
00100010819,Robinson Inc,ACC-010819,Customer - Direct,Manufacturing,2768074.69,1674,0474 Dillon Forest Apt. 478,Garymouth,ME,40143,USA,(403)559-4410,www.castillo.com,Warm,0050003,2022-12-08 17:21:13,2023-10-08 17:21:13,False
00100010820,"Moon, Fleming and Fischer",ACC-010820,Customer - Direct,Healthcare,2358525.38,3788,4774 James Ford Suite 183,East Michaelstad,ID,35567,USA,(758)715-3988x52178,www.roman.com,Warm,0050005,2025-03-15 17:21:13,2025-11-02 17:21:13,False
00100010821,"Mercado, Leon and Jones",ACC-010821,Competitor,Retail,312844.3,120,655 Nicholas Key,East Amanda,PR,13228,USA,001-534-389-1800,www.cline-lopez.com,Cold,0050008,2022-12-28 17:21:13,2023-04-21 17:21:13,False
00100010822,"Lawson, Velasquez and Collins",ACC-010822,Customer - Direct,Healthcare,7252724.34,355,95973 Mary Street,East Bryanmouth,FL,62390,USA,341.714.6133,www.kelly.com,Warm,0050012,2022-05-14 17:21:13,2022-06-06 17:21:13,False
00100010823,Walker-Lopez,ACC-010823,Customer - Channel,Retail,19680.12,196,0778 Emily Courts Apt. 965,Elizabethmouth,MD,60350,USA,(663)745-4182x99126,www.brown.com,Warm,0050003,2021-09-26 17:21:13,2022-08-30 17:21:13,False
00100010824,"Lowery, Lara and Johnson",ACC-010824,Customer - Direct,Manufacturing,363218.24,2542,669 Andre Terrace,East Elizabeth,DC,97501,USA,968-726-8221,www.morales.org,Cold,0050004,2022-11-22 17:21:13,2023-04-26 17:21:13,False
00100010825,"Maxwell, Blevins and Johnson",ACC-010825,Prospect,Telecommunications,25024673.23,692,479 Julie Branch,Ashleyberg,TN,83619,USA,+1-957-622-8703x2200,www.morgan.com,Cold,0050010,2023-03-31 17:21:13,2024-02-24 17:21:13,False
00100010826,"Ford, Martinez and Bishop",ACC-010826,Customer - Direct,Energy,581828.02,5,5205 Jasmine Drive,Smithfurt,AZ,38254,USA,+1-902-624-0654,www.blevins-ross.org,Warm,0050010,2025-08-22 17:21:13,2025-09-23 17:21:13,False
00100010827,Williams-Riley,ACC-010827,Customer - Direct,Healthcare,437264.2,4,89856 Mccarty Green Apt. 016,Courtneystad,NE,18135,USA,788.878.8876,www.haas.com,Warm,0050005,2023-02-17 17:21:13,2023-09-11 17:21:13,False
00100010828,Harris Ltd,ACC-010828,Customer - Channel,Retail,845359.77,16,2290 Victoria Union,New Patrick,KY,63676,USA,001-247-519-9038,www.martinez-le.com,Cold,0050004,2023-06-04 17:21:13,2024-05-21 17:21:13,False
00100010829,"Matthews, Mooney and Morris",ACC-010829,Customer - Channel,Manufacturing,608520.05,665,294 Jones Station,West Steveshire,VA,06763,USA,(534)272-8395x167,www.rivera.biz,Hot,0050005,2025-03-17 17:21:13,2025-11-24 17:21:13,False
00100010830,Smith-Hawkins,ACC-010830,Customer - Direct,Technology,1316399.04,18,865 Barker Drive Apt. 582,New Rebecca,VT,70823,USA,8187323530,www.nichols-evans.biz,Warm,0050003,2021-10-27 17:21:13,2022-06-12 17:21:13,False
00100010831,Knox-Fowler,ACC-010831,Prospect,Energy,6048696.23,16,645 Timothy Grove,Autumnshire,NJ,44373,USA,(713)453-1755,www.graves.info,Warm,0050004,2025-05-27 17:21:13,2025-07-08 17:21:13,False
00100010832,Miller-Jennings,ACC-010832,Prospect,Transportation,151745.87,434,626 Morris Crest Apt. 997,Scottbury,KY,80864,USA,(555)215-6419x67896,www.knight.com,Cold,0050008,2024-01-04 17:21:13,2024-11-11 17:21:13,False
00100010833,"Gordon, White and Conley",ACC-010833,Prospect,Media,4414683.53,2,01597 Gerald Harbors Apt. 284,West Kelsey,PA,22441,USA,666.280.9846x0180,www.gonzalez.net,Cold,0050017,2024-12-25 17:21:13,2025-01-28 17:21:13,False
00100010834,Jones LLC,ACC-010834,Prospect,Transportation,7008394.65,276,3586 Hatfield Oval,West Markview,MT,02568,USA,(939)426-0967x462,www.soto.com,Warm,0050012,2025-02-08 17:21:13,2025-06-29 17:21:13,False
00100010835,Schaefer-Phelps,ACC-010835,Customer - Channel,Financial Services,1167569.33,241,911 Jennifer View Suite 672,Joannburgh,CO,47348,USA,438-830-7755x82126,www.robinson-lawson.biz,Cold,0050017,2022-04-25 17:21:13,2023-03-16 17:21:13,False
00100010836,Davidson-Adams,ACC-010836,Customer - Direct,Retail,23684525.92,96,78907 Miller Tunnel Apt. 981,Webbstad,CA,20578,USA,001-344-814-9253,www.harvey-thompson.com,Warm,0050015,2022-07-14 17:21:13,2023-04-21 17:21:13,False
00100010837,"Norman, Rogers and Hudson",ACC-010837,Partner,Retail,3770237.79,0,7656 Aguilar Camp Suite 055,Jessicaview,SD,93347,USA,843.468.7715,www.swanson.com,Cold,0050019,2021-10-27 17:21:13,2022-04-12 17:21:13,False
00100010838,"Garrison, Brown and Sullivan",ACC-010838,Customer - Direct,Manufacturing,3637601.02,10,1535 Owens Center,North Davidmouth,SD,33565,USA,473.749.4314x872,www.mcdonald-mason.biz,Cold,0050019,2023-09-05 17:21:13,2024-07-07 17:21:13,False
00100010839,Garcia-Cooper,ACC-010839,Customer - Channel,Telecommunications,32064425.34,61,1685 Mcdonald River Suite 232,Tammystad,OH,02814,USA,001-695-379-4758x16602,www.jenkins.com,Hot,0050010,2022-11-03 17:21:13,2023-04-03 17:21:13,False
00100010840,"Fitzgerald, Cobb and Little",ACC-010840,Customer - Direct,Telecommunications,2682385.68,1044,40714 Roman Mills Apt. 479,Lebury,LA,16817,USA,+1-655-795-0837,www.wang.com,Cold,0050019,2023-04-09 17:21:13,2023-12-24 17:21:13,False
00100010841,"Summers, Garcia and Miller",ACC-010841,Customer - Channel,Technology,467752.79,1058,001 Brady Lights Suite 949,South Amyburgh,NC,41474,USA,716-521-5938x96763,www.tucker-allen.com,Hot,0050017,2022-06-03 17:21:13,2023-01-10 17:21:13,False
00100010842,"Rose, Russell and Burns",ACC-010842,Customer - Direct,Retail,12620313.27,113,28834 Tammy Fort Suite 139,North Josephton,PA,61855,USA,927-349-3663x5796,www.adams.com,Warm,0050019,2025-04-04 17:21:13,2026-03-30 17:21:13,False
00100010843,"Williams, Bryant and Le",ACC-010843,Partner,Technology,5410492.74,24,658 Peter Burg Apt. 526,Lake Thomas,OR,35158,USA,001-512-488-6691x122,www.baker.com,Warm,0050011,2025-03-04 17:21:13,2026-02-03 17:21:13,False
00100010844,Delacruz-Trujillo,ACC-010844,Customer - Channel,Energy,3705586.49,177,97892 Patrick Way,Phillipmouth,NV,35117,USA,+1-346-753-2554x4118,www.lewis.com,Warm,0050016,2022-03-01 17:21:13,2022-12-09 17:21:13,False
00100010845,"Burch, Mcdaniel and Thomas",ACC-010845,Competitor,Telecommunications,3734171.56,41,819 Sean Stravenue,Palmerville,ND,37130,USA,714.662.2014x8333,www.lam.com,Cold,0050005,2021-10-09 17:21:13,2022-01-28 17:21:13,False
00100010846,Jackson-Clark,ACC-010846,Customer - Direct,Manufacturing,6256522.45,115,30876 Harrison Orchard Apt. 906,Grahamside,IA,61453,USA,(429)250-7671x6217,www.gardner-singleton.biz,Cold,0050001,2023-05-28 17:21:13,2024-01-15 17:21:13,False
00100010847,"Williams, Evans and Mason",ACC-010847,Competitor,Financial Services,1473759.4,1588,32645 Scott Meadow,Evansshire,RI,11421,USA,(505)639-0649x0970,www.rogers.com,Warm,0050013,2020-11-01 17:21:13,2021-02-26 17:21:13,False
00100010848,"Ali, Hayes and Brown",ACC-010848,Customer - Channel,Telecommunications,2774819.98,1315,589 Jacob Plains,New Peter,AL,61104,USA,821-253-1936x252,www.thompson.org,Cold,0050006,2023-06-30 17:21:13,2023-12-21 17:21:13,False
00100010849,"Hickman, Johnson and Zimmerman",ACC-010849,Customer - Direct,Technology,3580392.37,453,4802 James Land Apt. 843,North Rickymouth,IA,43266,USA,374-254-6935,www.navarro.com,Hot,0050015,2021-03-05 17:21:13,2021-10-24 17:21:13,False
00100010850,Hernandez PLC,ACC-010850,Customer - Channel,Healthcare,669378.54,586,19558 Knight Bridge,West Lindsey,VI,79524,USA,917.271.7030x568,www.turner.biz,Cold,0050007,2023-07-31 17:21:13,2024-02-29 17:21:13,False
00100010851,Rivera Group,ACC-010851,Customer - Channel,Healthcare,1161041.37,81,389 Clark Mission Suite 841,Gallagherfurt,NH,61421,USA,+1-560-206-4345x97317,www.perez.org,Warm,0050010,2021-09-21 17:21:13,2021-11-09 17:21:13,False
00100010852,Goodman-Sharp,ACC-010852,Competitor,Manufacturing,42851517.65,43,7451 Kevin Harbors Apt. 947,Port Dave,CO,45647,USA,(905)842-7079x9594,www.garcia.info,Hot,0050017,2024-01-23 17:21:13,2024-08-29 17:21:13,False
00100010853,"Kennedy, Parker and Cole",ACC-010853,Partner,Transportation,2758949.78,3041,565 Hernandez Port Suite 226,West William,KY,89669,USA,7398098468,www.cameron.org,Cold,0050019,2024-01-23 17:21:13,2024-12-29 17:21:13,False
00100010854,"Harper, Weeks and Finley",ACC-010854,Customer - Direct,Healthcare,715678.75,35,38268 Johnson Trafficway Suite 777,Taylorborough,OK,74556,USA,(726)337-7927x11073,www.spencer.com,Warm,0050015,2024-05-20 17:21:13,2024-11-28 17:21:13,False
00100010855,Guerrero Inc,ACC-010855,Customer - Direct,Telecommunications,9809.15,484,243 Jesse Spur Apt. 023,West Joshua,AK,53078,USA,001-706-994-3069x523,www.hobbs.com,Cold,0050018,2024-12-16 17:21:13,2025-12-03 17:21:13,False
00100010856,Taylor LLC,ACC-010856,Prospect,Technology,27072596.25,220,0064 Schmidt Views,Justinfort,WI,45149,USA,711.698.0425,www.moreno.com,Warm,0050002,2023-02-26 17:21:13,2023-04-02 17:21:13,False
00100010857,Mccann Group,ACC-010857,Customer - Direct,Manufacturing,1490998.5,43,55078 Pierce Route Suite 860,North Jeremy,OR,17548,USA,(813)817-0195,www.bean.com,Warm,0050009,2025-04-21 17:21:13,2025-06-04 17:21:13,False
00100010858,"Shepherd, Knight and Frank",ACC-010858,Customer - Direct,Financial Services,14932188.98,82,731 Solis Valley,Ashleychester,HI,76034,USA,579-564-4160,www.weaver.com,Cold,0050012,2025-04-17 17:21:13,2025-11-25 17:21:13,False
00100010859,Smith-Nguyen,ACC-010859,Customer - Direct,Energy,1035194.71,73,87451 Sheila Drive,Lake Jacqueline,WV,00976,USA,975-445-4164,www.hancock.com,Warm,0050004,2025-04-10 17:21:13,2025-10-18 17:21:13,False
00100010860,Perry-Baxter,ACC-010860,Partner,Transportation,215960.75,17,015 Richard Springs Suite 442,East Mindyfurt,AR,63583,USA,+1-954-483-3095,www.barker.biz,Warm,0050005,2021-04-06 17:21:13,2021-06-12 17:21:13,False
00100010861,"Mann, Smith and Williams",ACC-010861,Prospect,Energy,3875728.16,3604,5792 Dennis Oval,West Judithside,MA,66058,USA,001-919-470-1501x967,www.williamson.com,Cold,0050015,2022-09-11 17:21:13,2022-10-12 17:21:13,False
00100010862,"Anderson, Wilson and Hart",ACC-010862,Prospect,Technology,15526514.53,16,33297 Marie Ports Apt. 795,New Regina,MA,70693,USA,+1-255-911-6397x1492,www.rivas-stevens.com,Cold,0050007,2022-07-11 17:21:13,2023-04-25 17:21:13,False
00100010863,Melendez-Evans,ACC-010863,Prospect,Energy,6327383.43,146,96262 Burke Path Apt. 124,Lunabury,WV,85142,USA,(977)424-4343x54978,www.villegas.com,Warm,0050002,2022-08-31 17:21:13,2023-02-16 17:21:13,False
00100010864,Goodwin-York,ACC-010864,Partner,Energy,2475367.33,1652,029 Kathryn Fork,Sarahtown,SD,39406,USA,(647)296-0009,www.jones.info,Warm,0050010,2022-01-21 17:21:13,2022-03-25 17:21:13,False
00100010865,Anderson-Koch,ACC-010865,Customer - Direct,Technology,16665475.42,11747,2254 Sandra Forges Suite 930,Lake Susanton,PW,13641,USA,+1-952-773-1172x26414,www.duncan-french.com,Hot,0050007,2023-07-06 17:21:13,2024-01-04 17:21:13,False
00100010866,"Jones, Adams and Hull",ACC-010866,Prospect,Healthcare,1401148.53,9,59847 Martin Ports,Port Laura,WV,85354,USA,001-859-466-7715x39022,www.turner.com,Cold,0050013,2020-11-30 17:21:13,2021-11-06 17:21:13,False
00100010867,Williams and Sons,ACC-010867,Customer - Direct,Media,185897.0,2,909 Jacqueline Roads,South Kevinmouth,MT,09355,USA,+1-444-527-8735x5404,www.morales.org,Warm,0050016,2021-08-10 17:21:13,2022-03-15 17:21:13,False
00100010868,Ramsey Ltd,ACC-010868,Customer - Direct,Media,70130387.16,158,675 Shah Fork,West Stephanie,TX,75810,USA,(590)745-3925x2878,www.gonzalez-wilcox.net,Cold,0050014,2020-12-12 17:21:13,2021-01-08 17:21:13,False
00100010869,Mcclain and Sons,ACC-010869,Customer - Direct,Energy,342836.11,1416,3453 Brent Forks,Collinsburgh,FL,38920,USA,001-274-709-8537x20335,www.ross.com,Hot,0050009,2024-03-14 17:21:13,2025-01-16 17:21:13,False
00100010870,Murphy Inc,ACC-010870,Competitor,Healthcare,949610.1,52,155 Ferguson Parks Apt. 940,Edwinport,MA,52047,USA,211-999-2551x2538,www.jones.com,Cold,0050015,2024-01-24 17:21:13,2024-07-23 17:21:13,False
00100010871,Bailey Ltd,ACC-010871,Customer - Direct,Financial Services,1288010.73,4,494 Christina Well,Rodriguezfort,PR,99650,USA,857-316-6328x24630,www.jenkins.net,Cold,0050007,2025-03-26 17:21:13,2026-01-16 17:21:13,False
00100010872,"Diaz, Fry and Reynolds",ACC-010872,Competitor,Transportation,4509824.36,23,00761 Williams Drives Apt. 598,Masonstad,TN,85977,USA,(397)271-4336x08090,www.hendricks.com,Warm,0050010,2022-12-20 17:21:13,2023-04-08 17:21:13,False
00100010873,Oconnor PLC,ACC-010873,Customer - Direct,Media,123039790.64,4,8888 Amanda Fords,West Laurenfurt,TN,15519,USA,(838)281-6878x5185,www.burton-guerrero.biz,Hot,0050005,2024-12-12 17:21:13,2025-11-14 17:21:13,False
00100010874,Holder-Blake,ACC-010874,Customer - Channel,Telecommunications,4724468.12,11,7280 Timothy Drives,Mooretown,VA,84166,USA,+1-814-672-3735,www.owens.com,Cold,0050003,2023-02-10 17:21:13,2023-06-05 17:21:13,False
