VBELN,ERDAT,ERZET,ERNAM,AEDAT,AUDAT,VBTYP,AUART,VKORG,VTWEG,SPART,KUNNR,VKBUR,VKGRP,NETWR,WAERK,GBSTK,ABSTK,LIFSK,FAKSK
0001010610,20251017,093556,SALESUSER,20251017,20251017,C,ZOR,3000,10,00,0000101801,30001,001,0,EUR,B,,,
0001010611,20251017,091037,SALESUSER,,20251017,C,OR,1000,10,00,0000101289,10001,001,0,USD,C,,,
0001010612,20251017,095710,SALESUSER,,20251017,C,ZOR,3000,10,01,0000101378,30001,001,0,EUR,B,,,
0001010613,20251017,091446,SALESUSER,20251017,20251017,C,OR,2000,20,01,0000100345,20001,001,0,EUR,A,,,
0001010614,20251017,091225,SALESUSER,,20251017,C,OR,1000,10,02,0000100795,10001,001,0,USD,A,,,
0001010615,20251017,091352,SALESUSER,,20251017,C,OR,1000,10,00,0000104759,10001,001,0,USD,C,,,
0001010616,20251017,094301,SALESUSER,,20251017,C,OR,1000,10,02,0000104627,10001,001,0,USD,C,,01,
0001010617,20251017,094049,SALESUSER,,20251017,C,QT,2000,30,00,0000103088,20001,001,0,EUR,C,,,
0001010618,20251017,092916,SALESUSER,20251017,20251017,C,OR,2000,10,01,0000100434,20001,001,0,EUR,C,,,
0001010619,20251017,091454,SALESUSER,,20251017,C,ZOR,2000,20,00,0000103092,20001,001,0,EUR,B,,,
0001010620,20251017,091431,SALESUSER,,20251017,C,OR,2000,20,02,0000103629,20001,001,0,EUR,C,,,
0001010621,20251017,095208,SALESUSER,,20251017,C,OR,3000,10,01,0000104113,30001,001,0,EUR,C,,,
0001010622,20251017,092107,SALESUSER,,20251017,C,ZOR,1000,20,01,0000100929,10001,001,0,USD,B,,,
0001010623,20251017,094515,SALESUSER,20251017,20251017,C,OR,1000,10,02,0000102396,10001,001,0,USD,A,,,
0001010624,20251017,090215,SALESUSER,,20251017,C,OR,1000,10,01,0000100559,10001,001,0,USD,B,,,
0001010625,20251017,093712,SALESUSER,,20251017,C,OR,1000,10,00,0000103466,10001,001,0,USD,B,,01,
0001010626,20251017,092028,SALESUSER,20251017,20251017,C,ZOR,2000,30,01,0000104423,20001,001,0,EUR,A,,,
0001010627,20251017,091122,SALESUSER,,20251017,C,OR,1000,20,02,0000104655,10001,001,0,USD,A,,,
0001010628,20251017,095746,SALESUSER,,20251017,C,OR,3000,20,00,0000103687,30001,001,0,EUR,B,,,
0001010629,20251017,095559,SALESUSER,,20251017,C,OR,1000,20,00,0000102768,10001,001,0,USD,A,,01,
0001010630,20251017,094357,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000101290,10001,001,0,USD,B,,,
0001010631,20251017,091932,SALESUSER,20251017,20251017,C,OR,3000,10,02,0000102437,30001,001,0,EUR,C,,,
0001010632,20251017,095609,SALESUSER,,20251017,C,OR,2000,10,01,0000104592,20001,001,0,EUR,A,,,
0001010633,20251017,092120,SALESUSER,,20251017,C,OR,3000,20,02,0000101838,30001,001,0,EUR,A,,,
0001010634,20251017,090650,SALESUSER,,20251017,C,OR,1000,30,00,0000101608,10001,001,0,USD,A,,,
0001010635,20251017,095918,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000101503,10001,001,0,USD,C,,,
0001010636,20251017,092620,SALESUSER,,20251017,C,OR,1000,10,02,0000103941,10001,001,0,USD,A,,01,
0001010637,20251017,094008,SALESUSER,,20251017,C,OR,1000,10,00,0000102373,10001,001,0,USD,B,,,
0001010638,20251017,105146,SALESUSER,,20251017,C,OR,2000,10,02,0000101522,20001,001,0,EUR,B,,,01
0001010639,20251017,103128,SALESUSER,20251017,20251017,C,QT,3000,10,02,0000102394,30001,001,0,EUR,C,,,
0001010640,20251017,105222,SALESUSER,20251017,20251017,C,OR,1000,30,00,0000101916,10001,001,0,USD,B,,,
0001010641,20251017,102320,SALESUSER,,20251017,C,OR,3000,10,01,0000100809,30001,001,0,EUR,A,,,
0001010642,20251017,103058,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000104282,10001,001,0,USD,A,,,
0001010643,20251017,101203,SALESUSER,,20251017,C,ZOR,2000,30,00,0000102989,20001,001,0,EUR,A,,,
0001010644,20251017,104656,SALESUSER,,20251017,C,ZOR,1000,20,00,0000103487,10001,001,0,USD,B,,,
0001010645,20251017,105906,SALESUSER,,20251017,C,OR,1000,10,00,0000103208,10001,001,0,USD,C,,,
0001010646,20251017,102022,SALESUSER,20251017,20251017,C,OR,2000,10,01,0000102186,20001,001,0,EUR,A,,,
0001010647,20251017,105722,SALESUSER,,20251017,C,OR,1000,10,00,0000103685,10001,001,0,USD,C,,,
0001010648,20251017,104342,SALESUSER,,20251017,C,OR,2000,10,00,0000102232,20001,001,0,EUR,B,,,
0001010649,20251017,100559,SALESUSER,20251017,20251017,C,OR,3000,20,00,0000104234,30001,001,0,EUR,B,,01,
0001010650,20251017,105617,SALESUSER,,20251017,C,OR,3000,10,00,0000101026,30001,001,0,EUR,B,,,
0001010651,20251017,100719,SALESUSER,,20251017,C,ZOR,2000,10,00,0000100886,20001,001,0,EUR,A,,,
0001010652,20251017,101025,SALESUSER,,20251017,C,OR,1000,30,02,0000102987,10001,001,0,USD,B,,01,
0001010653,20251017,100409,SALESUSER,,20251017,C,OR,2000,20,00,0000103709,20001,001,0,EUR,A,,,
0001010654,20251017,104840,SALESUSER,20251017,20251017,C,OR,1000,20,00,0000100356,10001,001,0,USD,C,,,
0001010655,20251017,101732,SALESUSER,,20251017,C,QT,1000,10,00,0000103160,10001,001,0,USD,B,,,
0001010656,20251017,102431,SALESUSER,,20251017,C,QT,1000,20,02,0000101996,10001,001,0,USD,A,,01,
0001010657,20251017,102048,SALESUSER,,20251017,C,OR,1000,10,00,0000104460,10001,001,0,USD,C,,,
0001010658,20251017,102843,SALESUSER,,20251017,C,ZOR,1000,20,00,0000100320,10001,001,0,USD,A,,,
0001010659,20251017,105614,SALESUSER,,20251017,C,OR,2000,20,00,0000104050,20001,001,0,EUR,B,,,
0001010660,20251017,105303,SALESUSER,,20251017,C,OR,1000,20,02,0000103068,10001,001,0,USD,C,,,
0001010661,20251017,103145,SALESUSER,,20251017,C,OR,2000,10,00,0000102607,20001,001,0,EUR,A,,,01
0001010662,20251017,105915,SALESUSER,20251017,20251017,C,OR,1000,10,02,0000103067,10001,001,0,USD,A,,,
0001010663,20251017,102530,SALESUSER,,20251017,C,OR,1000,20,00,0000104708,10001,001,0,USD,B,,,
0001010664,20251017,101635,SALESUSER,,20251017,C,ZOR,2000,20,01,0000104426,20001,001,0,EUR,C,,,
0001010665,20251017,105903,SALESUSER,,20251017,C,ZOR,1000,10,00,0000104904,10001,001,0,USD,A,,,
0001010666,20251017,103706,SALESUSER,,20251017,C,OR,1000,10,01,0000102554,10001,001,0,USD,C,,,
0001010667,20251017,104406,SALESUSER,,20251017,C,OR,1000,20,00,0000104506,10001,001,0,USD,C,,,
0001010668,20251017,104748,SALESUSER,,20251017,C,OR,2000,10,00,0000100495,20001,001,0,EUR,A,,,
0001010669,20251017,101445,SALESUSER,,20251017,C,OR,1000,10,02,0000103055,10001,001,0,USD,A,,,
0001010670,20251017,103223,SALESUSER,20251017,20251017,C,OR,1000,30,00,0000102301,10001,001,0,USD,B,,,
0001010671,20251017,103929,SALESUSER,,20251017,C,OR,1000,20,00,0000101471,10001,001,0,USD,A,,,01
0001010672,20251017,103614,SALESUSER,,20251017,C,ZOR,1000,20,00,0000101111,10001,001,0,USD,B,,,
0001010673,20251017,104928,SALESUSER,,20251017,C,ZOR,1000,10,01,0000101199,10001,001,0,USD,A,,,
0001010674,20251017,101517,SALESUSER,,20251017,C,ZOR,1000,20,00,0000104908,10001,001,0,USD,A,,01,
0001010675,20251017,104840,SALESUSER,,20251017,C,ZOR,2000,20,01,0000104480,20001,001,0,EUR,A,,,01
0001010676,20251017,101121,SALESUSER,20251017,20251017,C,ZOR,1000,10,00,0000100156,10001,001,0,USD,C,,,
0001010677,20251017,101344,SALESUSER,,20251017,C,OR,2000,10,00,0000102008,20001,001,0,EUR,A,,01,
0001010678,20251017,103646,SALESUSER,,20251017,C,ZOR,1000,20,00,0000100752,10001,001,0,USD,B,,,
0001010679,20251017,103410,SALESUSER,,20251017,C,ZOR,3000,10,00,0000102157,30001,001,0,EUR,C,,,
0001010680,20251017,111434,SALESUSER,20251017,20251017,C,ZOR,1000,20,00,0000104068,10001,001,0,USD,A,,,
0001010681,20251017,113157,SALESUSER,,20251017,C,OR,1000,30,00,0000103374,10001,001,0,USD,C,,,
0001010682,20251017,113900,SALESUSER,20251017,20251017,C,OR,1000,10,01,0000101171,10001,001,0,USD,A,,,
0001010683,20251017,110639,SALESUSER,,20251017,C,QT,2000,10,02,0000100806,20001,001,0,EUR,C,,,
0001010684,20251017,113403,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000102457,10001,001,0,USD,A,,,
0001010685,20251017,115800,SALESUSER,,20251017,C,OR,2000,20,01,0000102997,20001,001,0,EUR,B,,,01
0001010686,20251017,115140,SALESUSER,20251017,20251017,C,OR,1000,20,02,0000100203,10001,001,0,USD,C,,,
0001010687,20251017,111122,SALESUSER,,20251017,C,OR,1000,10,01,0000104142,10001,001,0,USD,A,,,
0001010688,20251017,112949,SALESUSER,20251017,20251017,C,OR,2000,20,01,0000103562,20001,001,0,EUR,B,,,
0001010689,20251017,111759,SALESUSER,,20251017,C,OR,1000,20,00,0000100689,10001,001,0,USD,C,,,
0001010690,20251017,111105,SALESUSER,,20251017,C,ZOR,2000,20,02,0000100608,20001,001,0,EUR,A,,,
0001010691,20251017,111041,SALESUSER,20251017,20251017,C,OR,1000,20,02,0000103249,10001,001,0,USD,B,,,
0001010692,20251017,112359,SALESUSER,20251017,20251017,C,OR,1000,30,01,0000103325,10001,001,0,USD,B,,,
0001010693,20251017,114824,SALESUSER,,20251017,C,OR,1000,20,00,0000104288,10001,001,0,USD,A,,,
0001010694,20251017,113236,SALESUSER,,20251017,C,OR,2000,20,02,0000100944,20001,001,0,EUR,B,,,
0001010695,20251017,115122,SALESUSER,,20251017,C,ZOR,2000,20,01,0000100645,20001,001,0,EUR,A,,,
0001010696,20251017,112709,SALESUSER,,20251017,C,OR,2000,30,00,0000100521,20001,001,0,EUR,A,,,
0001010697,20251017,115206,SALESUSER,20251017,20251017,C,OR,1000,10,02,0000102811,10001,001,0,USD,C,,,
0001010698,20251017,113144,SALESUSER,,20251017,C,QT,2000,10,00,0000103510,20001,001,0,EUR,B,,,
0001010699,20251017,115136,SALESUSER,,20251017,C,QT,2000,30,02,0000102508,20001,001,0,EUR,B,,,
0001010700,20251017,111244,SALESUSER,20251017,20251017,C,OR,1000,30,01,0000100058,10001,001,0,USD,B,,,
0001010701,20251017,115205,SALESUSER,20251017,20251017,C,ZOR,1000,10,01,0000104775,10001,001,0,USD,C,,,
0001010702,20251017,112508,SALESUSER,,20251017,C,OR,1000,30,02,0000102639,10001,001,0,USD,A,,,
0001010703,20251017,114232,SALESUSER,,20251017,C,ZOR,1000,30,01,0000101174,10001,001,0,USD,C,,,
0001010704,20251017,114608,SALESUSER,,20251017,C,OR,1000,10,00,0000100444,10001,001,0,USD,B,,,
0001010705,20251017,111043,SALESUSER,20251017,20251017,C,ZOR,1000,20,00,0000104573,10001,001,0,USD,A,,,01
0001010706,20251017,112114,SALESUSER,,20251017,C,OR,3000,20,00,0000102208,30001,001,0,EUR,C,,,
0001010707,20251017,115631,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000104574,10001,001,0,USD,C,,,
0001010708,20251017,113705,SALESUSER,,20251017,C,OR,1000,20,00,0000100997,10001,001,0,USD,B,,,
0001010709,20251017,115826,SALESUSER,20251017,20251017,C,OR,2000,30,01,0000100302,20001,001,0,EUR,B,,,
0001010710,20251017,112303,SALESUSER,20251017,20251017,C,ZOR,1000,10,00,0000101933,10001,001,0,USD,C,,,
0001010711,20251017,112901,SALESUSER,,20251017,C,OR,2000,20,00,0000100982,20001,001,0,EUR,B,,,
0001010712,20251017,114746,SALESUSER,,20251017,C,OR,1000,10,00,0000101991,10001,001,0,USD,A,,,
0001010713,20251017,115904,SALESUSER,,20251017,C,ZOR,3000,20,00,0000101083,30001,001,0,EUR,A,,,
0001010714,20251017,112812,SALESUSER,,20251017,C,OR,2000,20,01,0000104700,20001,001,0,EUR,B,,,
0001010715,20251017,115349,SALESUSER,20251017,20251017,C,OR,1000,10,01,0000101549,10001,001,0,USD,C,,,01
0001010716,20251017,112317,SALESUSER,20251017,20251017,C,ZOR,1000,10,01,0000103624,10001,001,0,USD,A,,,
0001010717,20251017,114740,SALESUSER,,20251017,C,OR,3000,10,00,0000104089,30001,001,0,EUR,C,,,
0001010718,20251017,115443,SALESUSER,,20251017,C,OR,1000,10,01,0000102374,10001,001,0,USD,B,,,
0001010719,20251017,111455,SALESUSER,,20251017,C,OR,2000,20,00,0000100021,20001,001,0,EUR,B,,,
0001010720,20251017,110819,SALESUSER,,20251017,C,ZOR,3000,10,02,0000101836,30001,001,0,EUR,B,,,
0001010721,20251017,122527,SALESUSER,,20251017,C,OR,2000,30,01,0000100556,20001,001,0,EUR,C,,,
0001010722,20251017,125119,SALESUSER,20251017,20251017,C,QT,1000,10,02,0000101562,10001,001,0,USD,A,,,
0001010723,20251017,123225,SALESUSER,,20251017,C,OR,2000,10,00,0000102525,20001,001,0,EUR,B,,,
0001010724,20251017,122640,SALESUSER,,20251017,C,ZOR,1000,20,00,0000104207,10001,001,0,USD,A,,,
0001010725,20251017,121530,SALESUSER,,20251017,C,OR,2000,20,02,0000101706,20001,001,0,EUR,B,,,
0001010726,20251017,121100,SALESUSER,,20251017,C,ZOR,2000,30,00,0000103291,20001,001,0,EUR,A,,,
0001010727,20251017,123110,SALESUSER,,20251017,C,OR,1000,10,00,0000100254,10001,001,0,USD,B,,,
0001010728,20251017,125126,SALESUSER,,20251017,C,ZOR,3000,20,00,0000103360,30001,001,0,EUR,B,,,
0001010729,20251017,123921,SALESUSER,,20251017,C,OR,2000,30,00,0000104922,20001,001,0,EUR,B,,01,
0001010730,20251017,120141,SALESUSER,,20251017,C,QT,1000,30,01,0000103745,10001,001,0,USD,B,,,
0001010731,20251017,122003,SALESUSER,20251017,20251017,C,OR,3000,10,01,0000100295,30001,001,0,EUR,A,,,
0001010732,20251017,125913,SALESUSER,,20251017,C,OR,1000,20,00,0000104371,10001,001,0,USD,C,,01,
0001010733,20251017,122709,SALESUSER,20251017,20251017,C,ZOR,1000,10,00,0000101988,10001,001,0,USD,B,,,
0001010734,20251017,123017,SALESUSER,,20251017,C,OR,2000,10,00,0000103903,20001,001,0,EUR,B,,,
0001010735,20251017,122424,SALESUSER,,20251017,C,OR,1000,10,00,0000103566,10001,001,0,USD,C,,,
0001010736,20251017,121328,SALESUSER,,20251017,C,OR,1000,20,00,0000100897,10001,001,0,USD,A,,,01
0001010737,20251017,124942,SALESUSER,,20251017,C,OR,2000,10,00,0000101465,20001,001,0,EUR,C,,,
0001010738,20251017,124536,SALESUSER,,20251017,C,OR,2000,30,00,0000104278,20001,001,0,EUR,A,,,
0001010739,20251017,124950,SALESUSER,20251017,20251017,C,ZOR,3000,20,02,0000101253,30001,001,0,EUR,A,,,
0001010740,20251017,124551,SALESUSER,,20251017,C,OR,2000,30,01,0000102906,20001,001,0,EUR,A,,,
0001010741,20251017,122908,SALESUSER,20251017,20251017,C,ZOR,3000,10,00,0000103315,30001,001,0,EUR,A,,,
0001010742,20251017,124204,SALESUSER,,20251017,C,OR,1000,20,02,0000101304,10001,001,0,USD,A,,,
0001010743,20251017,122026,SALESUSER,,20251017,C,OR,2000,20,01,0000101333,20001,001,0,EUR,A,,,
0001010744,20251017,121824,SALESUSER,,20251017,C,ZOR,1000,20,00,0000100877,10001,001,0,USD,A,,,
0001010745,20251017,123829,SALESUSER,,20251017,C,ZOR,2000,10,02,0000104412,20001,001,0,EUR,C,,,
0001010746,20251017,120552,SALESUSER,,20251017,C,OR,1000,10,02,0000104738,10001,001,0,USD,A,,,
0001010747,20251017,123344,SALESUSER,,20251017,C,ZOR,2000,10,00,0000101326,20001,001,0,EUR,C,,,
0001010748,20251017,122604,SALESUSER,,20251017,C,ZOR,2000,10,01,0000101949,20001,001,0,EUR,B,,,
0001010749,20251017,121334,SALESUSER,,20251017,C,OR,2000,10,02,0000103183,20001,001,0,EUR,A,,,
0001010750,20251017,124421,SALESUSER,20251017,20251017,C,OR,2000,30,00,0000101168,20001,001,0,EUR,C,,,
0001010751,20251017,123623,SALESUSER,20251017,20251017,C,ZOR,1000,20,01,0000100029,10001,001,0,USD,A,,,
0001010752,20251017,125241,SALESUSER,20251017,20251017,C,ZOR,2000,10,00,0000103174,20001,001,0,EUR,B,,,
0001010753,20251017,121532,SALESUSER,,20251017,C,QT,3000,20,00,0000104052,30001,001,0,EUR,C,,,
0001010754,20251017,121701,SALESUSER,,20251017,C,OR,1000,20,01,0000104660,10001,001,0,USD,B,,,
0001010755,20251017,125833,SALESUSER,,20251017,C,OR,2000,20,01,0000104977,20001,001,0,EUR,B,,01,
0001010756,20251017,121928,SALESUSER,,20251017,C,OR,1000,10,01,0000100434,10001,001,0,USD,B,,01,
0001010757,20251017,125718,SALESUSER,,20251017,C,ZOR,2000,10,00,0000100078,20001,001,0,EUR,A,,,
0001010758,20251017,121204,SALESUSER,,20251017,C,OR,2000,20,01,0000104909,20001,001,0,EUR,B,,,
0001010759,20251017,120719,SALESUSER,20251017,20251017,C,OR,3000,10,00,0000104193,30001,001,0,EUR,A,,,01
0001010760,20251017,125624,SALESUSER,,20251017,C,OR,3000,20,02,0000100522,30001,001,0,EUR,B,,01,
0001010761,20251017,125940,SALESUSER,,20251017,C,OR,3000,10,01,0000100253,30001,001,0,EUR,C,,,
0001010762,20251017,121630,SALESUSER,20251017,20251017,C,OR,3000,10,00,0000101637,30001,001,0,EUR,A,,,
0001010763,20251017,122256,SALESUSER,,20251017,C,ZOR,2000,10,01,0000102088,20001,001,0,EUR,B,,,
0001010764,20251017,121553,SALESUSER,,20251017,C,OR,1000,10,01,0000104587,10001,001,0,USD,A,,,
0001010765,20251017,135146,SALESUSER,,20251017,C,QT,1000,10,00,0000104001,10001,001,0,USD,B,,,
0001010766,20251017,134141,SALESUSER,,20251017,C,OR,1000,10,00,0000103608,10001,001,0,USD,A,,,
0001010767,20251017,135054,SALESUSER,,20251017,C,OR,1000,10,00,0000100941,10001,001,0,USD,C,,,
0001010768,20251017,133940,SALESUSER,20251017,20251017,C,QT,1000,30,00,0000103138,10001,001,0,USD,C,,,
0001010769,20251017,130443,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000103973,10001,001,0,USD,C,,,
0001010770,20251017,132406,SALESUSER,,20251017,C,OR,1000,10,00,0000102809,10001,001,0,USD,A,,,
0001010771,20251017,132328,SALESUSER,,20251017,C,OR,1000,20,01,0000104878,10001,001,0,USD,C,,,
0001010772,20251017,130242,SALESUSER,,20251017,C,OR,2000,10,01,0000103481,20001,001,0,EUR,B,,,
0001010773,20251017,130758,SALESUSER,,20251017,C,OR,2000,10,00,0000104780,20001,001,0,EUR,A,,,
0001010774,20251017,130108,SALESUSER,20251017,20251017,C,ZOR,1000,30,00,0000100154,10001,001,0,USD,C,,,
0001010775,20251017,135719,SALESUSER,,20251017,C,OR,1000,20,00,0000100951,10001,001,0,USD,C,,,
0001010776,20251017,132525,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000100117,10001,001,0,USD,A,,,
0001010777,20251017,134643,SALESUSER,,20251017,C,OR,3000,20,01,0000102031,30001,001,0,EUR,B,,,
0001010778,20251017,134104,SALESUSER,,20251017,C,OR,1000,10,02,0000101375,10001,001,0,USD,A,,,
0001010779,20251017,133717,SALESUSER,,20251017,C,OR,1000,30,01,0000100306,10001,001,0,USD,B,,,
0001010780,20251017,133027,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000103729,10001,001,0,USD,B,,,
0001010781,20251017,131117,SALESUSER,,20251017,C,OR,1000,30,02,0000104901,10001,001,0,USD,B,,,
0001010782,20251017,131513,SALESUSER,,20251017,C,ZOR,2000,20,02,0000100834,20001,001,0,EUR,A,,,01
0001010783,20251017,135810,SALESUSER,,20251017,C,OR,2000,20,00,0000100350,20001,001,0,EUR,B,,,
0001010784,20251017,132748,SALESUSER,20251017,20251017,C,OR,1000,30,00,0000104928,10001,001,0,USD,B,,01,
0001010785,20251017,130900,SALESUSER,20251017,20251017,C,OR,1000,30,01,0000101874,10001,001,0,USD,A,,,
0001010786,20251017,135614,SALESUSER,,20251017,C,OR,1000,30,02,0000100031,10001,001,0,USD,A,,,
0001010787,20251017,135856,SALESUSER,,20251017,C,OR,2000,20,01,0000104654,20001,001,0,EUR,C,,,
0001010788,20251017,132807,SALESUSER,,20251017,C,OR,2000,10,01,0000100631,20001,001,0,EUR,A,,,
0001010789,20251017,131043,SALESUSER,,20251017,C,OR,3000,10,02,0000102807,30001,001,0,EUR,B,,,
0001010790,20251017,131641,SALESUSER,,20251017,C,ZOR,2000,10,00,0000104630,20001,001,0,EUR,A,,,
0001010791,20251017,135328,SALESUSER,,20251017,C,OR,1000,20,02,0000101979,10001,001,0,USD,A,,,
0001010792,20251017,133525,SALESUSER,20251017,20251017,C,OR,2000,10,00,0000100026,20001,001,0,EUR,B,,,
0001010793,20251017,133142,SALESUSER,,20251017,C,OR,1000,10,00,0000101261,10001,001,0,USD,C,,,
0001010794,20251017,131216,SALESUSER,,20251017,C,OR,1000,20,01,0000101552,10001,001,0,USD,A,,,01
0001010795,20251017,135544,SALESUSER,20251017,20251017,C,OR,3000,20,00,0000101996,30001,001,0,EUR,A,,,
0001010796,20251017,133609,SALESUSER,20251017,20251017,C,OR,2000,10,00,0000100230,20001,001,0,EUR,B,,,
0001010797,20251017,132705,SALESUSER,,20251017,C,OR,1000,20,00,0000100776,10001,001,0,USD,A,,,
0001010798,20251017,134323,SALESUSER,20251017,20251017,C,OR,2000,20,01,0000100389,20001,001,0,EUR,A,,,
0001010799,20251017,131346,SALESUSER,,20251017,C,OR,3000,10,02,0000103474,30001,001,0,EUR,C,,,
0001010800,20251017,131141,SALESUSER,20251017,20251017,C,QT,1000,10,00,0000101128,10001,001,0,USD,B,,,
0001010801,20251017,130931,SALESUSER,,20251017,C,OR,1000,10,02,0000102477,10001,001,0,USD,B,,01,
0001010802,20251017,134256,SALESUSER,20251017,20251017,C,OR,1000,20,02,0000104801,10001,001,0,USD,A,,,
0001010803,20251017,130229,SALESUSER,20251017,20251017,C,OR,1000,30,00,0000102890,10001,001,0,USD,A,,,
0001010804,20251017,132715,SALESUSER,20251017,20251017,C,QT,1000,30,02,0000101036,10001,001,0,USD,A,,,
0001010805,20251017,134415,SALESUSER,,20251017,C,OR,1000,30,00,0000104902,10001,001,0,USD,B,,,
0001010806,20251017,135330,SALESUSER,,20251017,C,OR,1000,10,00,0000100797,10001,001,0,USD,B,,,
0001010807,20251017,133414,SALESUSER,20251017,20251017,C,OR,2000,30,00,0000104784,20001,001,0,EUR,C,,,
0001010808,20251017,134207,SALESUSER,,20251017,C,OR,1000,10,01,0000102682,10001,001,0,USD,A,,,
0001010809,20251017,141829,SALESUSER,20251017,20251017,C,ZOR,1000,30,01,0000101391,10001,001,0,USD,B,,,
0001010810,20251017,144009,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000100105,10001,001,0,USD,B,,,
0001010811,20251017,145859,SALESUSER,,20251017,C,OR,1000,10,00,0000100638,10001,001,0,USD,A,,,
0001010812,20251017,144509,SALESUSER,20251017,20251017,C,OR,1000,30,00,0000101076,10001,001,0,USD,B,,,
0001010813,20251017,145626,SALESUSER,20251017,20251017,C,ZOR,2000,10,01,0000102705,20001,001,0,EUR,C,,01,
0001010814,20251017,141349,SALESUSER,20251017,20251017,C,OR,1000,10,02,0000101489,10001,001,0,USD,A,,,
0001010815,20251017,142200,SALESUSER,,20251017,C,QT,1000,10,02,0000103318,10001,001,0,USD,C,,01,
0001010816,20251017,140111,SALESUSER,20251017,20251017,C,OR,1000,10,01,0000102564,10001,001,0,USD,A,,,
0001010817,20251017,144002,SALESUSER,,20251017,C,QT,2000,10,00,0000104626,20001,001,0,EUR,B,,,
0001010818,20251017,141259,SALESUSER,20251017,20251017,C,OR,1000,20,00,0000104685,10001,001,0,USD,B,,,
0001010819,20251017,141523,SALESUSER,,20251017,C,OR,2000,10,00,0000104425,20001,001,0,EUR,A,,01,
0001010820,20251017,141822,SALESUSER,,20251017,C,OR,2000,20,02,0000101030,20001,001,0,EUR,A,,,
0001010821,20251017,142150,SALESUSER,,20251017,C,OR,1000,20,01,0000101909,10001,001,0,USD,A,,,
0001010822,20251017,145548,SALESUSER,20251017,20251017,C,OR,1000,30,01,0000101172,10001,001,0,USD,A,,,
0001010823,20251017,141926,SALESUSER,,20251017,C,OR,2000,10,00,0000102290,20001,001,0,EUR,B,,,01
0001010824,20251017,144802,SALESUSER,20251017,20251017,C,ZOR,1000,20,00,0000101617,10001,001,0,USD,B,,01,
0001010825,20251017,140508,SALESUSER,,20251017,C,ZOR,2000,30,00,0000102926,20001,001,0,EUR,A,,,
0001010826,20251017,142043,SALESUSER,,20251017,C,OR,2000,20,01,0000101281,20001,001,0,EUR,A,,,01
0001010827,20251017,145155,SALESUSER,,20251017,C,OR,1000,10,00,0000103191,10001,001,0,USD,A,,,
0001010828,20251017,144624,SALESUSER,,20251017,C,OR,1000,20,00,0000104107,10001,001,0,USD,C,,,
0001010829,20251017,140353,SALESUSER,,20251017,C,OR,1000,10,00,0000100234,10001,001,0,USD,C,,,
0001010830,20251017,141648,SALESUSER,20251017,20251017,C,OR,1000,10,00,0000100478,10001,001,0,USD,C,,,
0001010831,20251017,142248,SALESUSER,20251017,20251017,C,OR,2000,30,00,0000100787,20001,001,0,EUR,A,,,
0001010832,20251017,142701,SALESUSER,,20251017,C,OR,1000,10,00,0000102136,10001,001,0,USD,C,,,
0001010833,20251017,142859,SALESUSER,,20251017,C,ZOR,1000,20,00,0000100827,10001,001,0,USD,A,,,
0001010834,20251017,142923,SALESUSER,20251017,20251017,C,OR,1000,10,01,0000102938,10001,001,0,USD,A,,,
0001010835,20251017,140316,SALESUSER,,20251017,C,OR,1000,10,02,0000102022,10001,001,0,USD,C,,,
0001010836,20251017,140527,SALESUSER,,20251017,C,OR,2000,20,00,0000100340,20001,001,0,EUR,A,,,
0001010837,20251017,145945,SALESUSER,20251017,20251017,C,ZOR,1000,10,02,0000100030,10001,001,0,USD,C,,,
0001010838,20251017,142929,SALESUSER,20251017,20251017,C,OR,3000,10,02,0000101591,30001,001,0,EUR,B,,,
0001010839,20251017,142752,SALESUSER,,20251017,C,QT,1000,20,02,0000104756,10001,001,0,USD,B,,,
0001010840,20251017,141745,SALESUSER,,20251017,C,OR,1000,10,00,0000101758,10001,001,0,USD,A,,,01
0001010841,20251017,143153,SALESUSER,,20251017,C,OR,3000,10,01,0000102391,30001,001,0,EUR,C,,,
0001010842,20251017,145447,SALESUSER,20251017,20251017,C,ZOR,1000,20,02,0000102676,10001,001,0,USD,B,,,
0001010843,20251017,140436,SALESUSER,20251017,20251017,C,ZOR,2000,20,00,0000103859,20001,001,0,EUR,B,,,
0001010844,20251017,140542,SALESUSER,20251017,20251017,C,OR,3000,20,02,0000100045,30001,001,0,EUR,A,,,
0001010845,20251017,144859,SALESUSER,,20251017,C,OR,1000,10,02,0000100386,10001,001,0,USD,A,,,
0001010846,20251017,140342,SALESUSER,,20251017,C,OR,1000,20,02,0000104873,10001,001,0,USD,A,,,
0001010847,20251017,144652,SALESUSER,,20251017,C,ZOR,2000,30,02,0000102403,20001,001,0,EUR,B,,,
0001010848,20251017,144723,SALESUSER,,20251017,C,OR,2000,20,02,0000103495,20001,001,0,EUR,C,,,
