VBELN,POSNR,ETENR,EDATU,BMENG,VRKME,ERDAT
0001011980,000020,0001,20251030,16.404,KG,20251019
0001011980,000030,0001,20251029,18.315,EA,20251019
0001011980,000040,0001,20251102,4.449,L,20251019
0001011980,000050,0001,20251102,40.696,KG,20251019
0001011981,000010,0001,20251031,8.62,EA,20251019
0001011981,000020,0001,20251031,2.596,EA,20251019
0001011981,000030,0001,20251031,35.109,L,20251019
0001011981,000040,0001,20251102,44.115,KG,20251019
0001011981,000050,0001,20251029,228.57,EA,20251019
0001011981,000060,0001,20251029,9.772,EA,20251019
0001011981,000070,0001,20251021,12.76,EA,20251019
0001011981,000080,0001,20251025,32.324,EA,20251019
0001011981,000090,0001,20251021,7.397,EA,20251019
0001011981,000100,0001,20251101,8.741,EA,20251019
0001011981,000110,0001,20251024,8.195,EA,20251019
0001011981,000120,0001,20251031,26.267,EA,20251019
0001011981,000130,0001,20251021,8.219,EA,20251019
0001011981,000140,0001,20251024,8.614,EA,20251019
0001011982,000010,0001,20251020,18.532,L,20251019
0001011982,000020,0001,20251025,36.273,EA,20251019
0001011982,000030,0001,20251101,42.951,EA,20251019
0001011982,000040,0001,20251020,17.593,EA,20251019
0001011982,000040,0002,20251028,17.593,EA,20251019
0001011982,000050,0001,20251025,13.257,EA,20251019
0001011983,000010,0001,20251020,225.401,EA,20251019
0001011983,000020,0001,20251030,5.118,KG,20251019
0001011983,000030,0001,20251021,6.2405,EA,20251019
0001011983,000030,0002,20251031,6.2405,EA,20251019
0001011983,000040,0001,20251023,2.705,EA,20251019
0001011983,000050,0001,20251030,41.056,EA,20251019
0001011983,000060,0001,20251024,191.41,EA,20251019
0001011983,000070,0001,20251027,271.395,EA,20251019
0001011984,000010,0001,20251030,7.573,KG,20251019
0001011984,000010,0002,20251024,7.573,KG,20251019
0001011984,000020,0001,20251031,23.916,KG,20251019
0001011984,000020,0002,20251022,23.916,KG,20251019
0001011985,000010,0001,20251029,28.826,EA,20251019
0001011985,000020,0001,20251031,42.659,EA,20251019
0001011985,000020,0002,20251026,42.659,EA,20251019
0001011985,000030,0001,20251023,2.681,EA,20251019
0001011985,000040,0001,20251101,4.77,EA,20251019
0001011985,000040,0002,20251026,4.77,EA,20251019
0001011985,000050,0001,20251024,24.385,EA,20251019
0001011985,000060,0001,20251021,2.7865,EA,20251019
0001011985,000060,0002,20251022,2.7865,EA,20251019
0001011986,000010,0001,20251022,36.5725,EA,20251019
0001011986,000010,0002,20251101,36.5725,EA,20251019
0001011986,000020,0001,20251026,35.092,EA,20251019
0001011986,000030,0001,20251024,36.985,EA,20251019
0001011986,000040,0001,20251027,71.572,KG,20251019
0001011986,000050,0001,20251022,1.238,EA,20251019
0001011986,000060,0001,20251025,11.637,EA,20251019
0001011986,000070,0001,20251031,6.459,EA,20251019
0001011987,000010,0001,20251024,37.712,L,20251019
0001011987,000020,0001,20251031,9.536,EA,20251019
0001011987,000020,0002,20251023,9.536,EA,20251019
0001011987,000030,0001,20251031,11.405,KG,20251019
0001011987,000040,0001,20251029,69.292,EA,20251019
0001011987,000050,0001,20251031,42.527,EA,20251019
0001011987,000060,0001,20251102,1.625,KG,20251019
0001011987,000070,0001,20251022,2.992,EA,20251019
0001011987,000070,0002,20251024,2.992,EA,20251019
0001011988,000010,0001,20251025,0.617,KG,20251019
0001011988,000010,0002,20251023,0.617,KG,20251019
0001011988,000020,0001,20251029,15.787,KG,20251019
0001011988,000030,0001,20251031,48.441,EA,20251019
0001011988,000040,0001,20251026,29.834,EA,20251019
0001011989,000010,0001,20251020,8.35,KG,20251019
0001011989,000020,0001,20251102,74.81,KG,20251019
0001011989,000030,0001,20251024,2.8405,EA,20251019
0001011989,000030,0002,20251022,2.8405,EA,20251019
0001011989,000040,0001,20251024,2.07,EA,20251019
0001011989,000050,0001,20251020,45.181,EA,20251019
0001011989,000060,0001,20251028,9.938,EA,20251019
0001011989,000060,0002,20251021,9.938,EA,20251019
0001011989,000070,0001,20251027,162.707,EA,20251019
0001011990,000010,0001,20251024,7.497,EA,20251019
0001011990,000020,0001,20251031,3.74,KG,20251019
0001011991,000010,0001,20251030,4.499,EA,20251019
0001011991,000020,0001,20251024,5.604,KG,20251019
0001011992,000010,0001,20251022,10.877,EA,20251019
0001011992,000020,0001,20251025,13.937,EA,20251019
0001011992,000030,0001,20251030,3.6985,KG,20251019
0001011992,000030,0002,20251023,3.6985,KG,20251019
0001011992,000040,0001,20251029,21.209,EA,20251019
0001011992,000050,0001,20251031,4.217,EA,20251019
0001011992,000060,0001,20251031,12.119,EA,20251019
0001011992,000070,0001,20251102,135.9045,L,20251019
0001011992,000070,0002,20251031,135.9045,L,20251019
0001011992,000080,0001,20251101,113.672,EA,20251019
0001011992,000090,0001,20251102,46.476,EA,20251019
0001011993,000010,0001,20251026,29.068,KG,20251019
0001011993,000020,0001,20251028,9.415,EA,20251019
0001011993,000030,0001,20251030,5.316,EA,20251019
0001011994,000010,0001,20251025,173.921,EA,20251019
0001011994,000020,0001,20251101,28.243,KG,20251019
0001011994,000030,0001,20251030,5.9385,EA,20251019
0001011994,000030,0002,20251022,5.9385,EA,20251019
0001011995,000010,0001,20251027,42.37,KG,20251019
0001011995,000020,0001,20251101,3.647,L,20251019
0001011995,000030,0001,20251102,17.368,EA,20251019
0001011995,000040,0001,20251026,6.768,L,20251019
0001011995,000040,0002,20251028,6.768,L,20251019
0001011995,000050,0001,20251102,22.259,KG,20251019
0001011995,000050,0002,20251022,22.259,KG,20251019
0001011995,000060,0001,20251020,99.813,KG,20251019
0001011996,000010,0001,20251029,38.03,EA,20251019
0001011996,000020,0001,20251021,4.808,EA,20251019
0001011996,000030,0001,20251028,17.418,KG,20251019
0001011996,000040,0001,20251030,6.31,EA,20251019
0001011996,000050,0001,20251028,2.265,EA,20251019
0001011996,000050,0002,20251021,2.265,EA,20251019
0001011996,000060,0001,20251022,32.366,EA,20251019
0001011996,000070,0001,20251022,2.834,EA,20251019
0001011997,000010,0001,20251024,113.063,L,20251019
0001011997,000020,0001,20251101,0.714,EA,20251019
0001011997,000030,0001,20251101,84.352,EA,20251019
0001011997,000040,0001,20251026,4.943,EA,20251019
0001011998,000010,0001,20251026,9.064,EA,20251019
0001011998,000020,0001,20251021,11.079,EA,20251019
0001011999,000010,0001,20251024,6.427,EA,20251019
0001011999,000020,0001,20251022,12.0495,KG,20251019
0001011999,000020,0002,20251101,12.0495,KG,20251019
0001011999,000030,0001,20251101,8.039,EA,20251019
0001012000,000010,0001,20251028,5.125,EA,20251019
0001012000,000020,0001,20251020,4.312,EA,20251019
0001012000,000030,0001,20251029,25.219,L,20251019
0001012000,000040,0001,20251101,160.193,EA,20251019
0001012001,000010,0001,20251027,8.8165,EA,20251019
0001012001,000010,0002,20251020,8.8165,EA,20251019
0001012001,000020,0001,20251022,19.804,KG,20251019
0001012001,000030,0001,20251020,46.621,EA,20251019
0001012001,000040,0001,20251029,86.54,KG,20251019
0001012001,000050,0001,20251101,127.777,EA,20251019
0001012002,000010,0001,20251102,26.939,EA,20251019
0001012002,000020,0001,20251027,64.0955,KG,20251019
0001012002,000020,0002,20251029,64.0955,KG,20251019
0001012002,000030,0001,20251031,83.333,EA,20251019
0001012002,000040,0001,20251020,97.055,KG,20251019
0001012002,000050,0001,20251029,18.8535,EA,20251019
0001012002,000050,0002,20251026,18.8535,EA,20251019
0001012003,000010,0001,20251030,38.406,EA,20251019
0001012003,000020,0001,20251023,3.399,L,20251019
0001012003,000030,0001,20251025,47.83,EA,20251019
0001012003,000040,0001,20251102,15.868,EA,20251019
0001012003,000040,0002,20251021,15.868,EA,20251019
0001012003,000050,0001,20251102,8.077,EA,20251019
0001012004,000010,0001,20251102,14.195,EA,20251019
0001012004,000020,0001,20251030,33.392,EA,20251019
0001012004,000030,0001,20251025,18.665,EA,20251019
0001012004,000040,0001,20251029,11.339,EA,20251019
0001012004,000040,0002,20251021,11.339,EA,20251019
0001012005,000010,0001,20251021,14.0705,EA,20251019
0001012005,000010,0002,20251027,14.0705,EA,20251019
0001012005,000020,0001,20251025,1.382,EA,20251019
0001012006,000010,0001,20251030,103.801,EA,20251019
0001012006,000020,0001,20251023,17.574,EA,20251019
0001012006,000030,0001,20251023,259.961,EA,20251019
0001012006,000040,0001,20251021,8.775,EA,20251019
0001012006,000040,0002,20251027,8.775,EA,20251019
0001012006,000050,0001,20251020,8.702,EA,20251019
0001012006,000060,0001,20251022,14.2805,EA,20251019
0001012006,000060,0002,20251030,14.2805,EA,20251019
0001012006,000070,0001,20251102,24.929,EA,20251019
0001012007,000010,0001,20251025,27.315,KG,20251019
0001012007,000020,0001,20251023,64.627,KG,20251019
0001012007,000030,0001,20251023,115.313,EA,20251019
0001012007,000040,0001,20251027,3.563,EA,20251019
0001012007,000040,0002,20251029,3.563,EA,20251019
0001012007,000050,0001,20251027,3.157,KG,20251019
0001012007,000050,0002,20251020,3.157,KG,20251019
0001012007,000060,0001,20251028,25.819,EA,20251019
0001012008,000010,0001,20251026,114.375,EA,20251019
0001012008,000020,0001,20251020,15.6395,KG,20251019
0001012008,000020,0002,20251024,15.6395,KG,20251019
0001012008,000030,0001,20251030,14.73,EA,20251019
0001012008,000030,0002,20251023,14.73,EA,20251019
0001012008,000040,0001,20251027,18.717,EA,20251019
0001012009,000010,0001,20251101,0.139,EA,20251019
0001012009,000010,0002,20251027,0.139,EA,20251019
0001012009,000020,0001,20251025,14.903,EA,20251019
0001012009,000020,0002,20251028,14.903,EA,20251019
0001012010,000010,0001,20251027,4.687,EA,20251019
0001012010,000020,0001,20251022,35.688,EA,20251019
0001012011,000010,0001,20251101,17.643,KG,20251019
0001012011,000020,0001,20251025,107.522,KG,20251019
0001012011,000030,0001,20251023,7.916,L,20251019
0001012011,000040,0001,20251027,53.98,EA,20251019
0001012011,000050,0001,20251021,30.671,KG,20251019
0001012012,000010,0001,20251027,3.966,EA,20251019
0001012012,000020,0001,20251022,69.396,EA,20251019
0001012012,000030,0001,20251020,50.02,L,20251019
0001012012,000030,0002,20251030,50.02,L,20251019
0001012012,000040,0001,20251021,4.216,EA,20251019
0001012012,000050,0001,20251025,58.281,EA,20251019
0001012012,000060,0001,20251023,23.217,EA,20251019
0001012012,000070,0001,20251023,6.908,EA,20251019
0001012012,000080,0001,20251023,30.161,KG,20251019
0001012012,000090,0001,20251020,10.544,KG,20251019
0001012012,000090,0002,20251020,10.544,KG,20251019
0001012013,000010,0001,20251023,6.478,EA,20251019
0001012013,000020,0001,20251102,48.752,EA,20251019
0001012013,000030,0001,20251022,32.159,L,20251019
0001012014,000010,0001,20251025,16.163,KG,20251019
0001012014,000020,0001,20251026,0.77,KG,20251019
0001012014,000030,0001,20251029,31.78,L,20251019
0001012014,000040,0001,20251101,70.224,EA,20251019
0001012015,000010,0001,20251026,29.847,EA,20251019
0001012015,000020,0001,20251024,37.366,L,20251019
0001012015,000030,0001,20251027,23.283,EA,20251019
0001012015,000040,0001,20251101,1.645,L,20251019
0001012015,000050,0001,20251024,4.103,KG,20251019
0001012015,000060,0001,20251021,12.91,EA,20251019
0001012016,000010,0001,20251023,47.619,EA,20251019
0001012016,000020,0001,20251023,11.196,L,20251019
0001012016,000030,0001,20251021,31.2215,EA,20251019
0001012016,000030,0002,20251021,31.2215,EA,20251019
0001012016,000040,0001,20251025,1.23,EA,20251019
0001012016,000050,0001,20251021,3.865,EA,20251019
0001012016,000060,0001,20251029,1.331,KG,20251019
0001012016,000070,0001,20251026,15.103,EA,20251019
0001012017,000010,0001,20251028,18.453,KG,20251019
0001012017,000020,0001,20251023,23.794,EA,20251019
0001012017,000030,0001,20251029,44.966,KG,20251019
0001012017,000040,0001,20251024,4.235,KG,20251019
0001012017,000050,0001,20251028,28.174,EA,20251019
0001012017,000060,0001,20251101,42.185,EA,20251019
0001012017,000070,0001,20251101,9.141,EA,20251019
0001012018,000010,0001,20251031,1.4045,EA,20251019
0001012018,000010,0002,20251024,1.4045,EA,20251019
0001012018,000020,0001,20251022,19.551,EA,20251019
0001012018,000030,0001,20251022,8.521,EA,20251019
0001012019,000010,0001,20251026,6.954,EA,20251019
0001012019,000020,0001,20251030,176.968,EA,20251019
0001012019,000030,0001,20251026,9.009,EA,20251019
0001012019,000030,0002,20251023,9.009,EA,20251019
0001012020,000010,0001,20251021,23.849,EA,20251019
0001012020,000020,0001,20251025,46.869,KG,20251019
0001012020,000030,0001,20251024,47.606,EA,20251019
0001012020,000040,0001,20251023,11.617,KG,20251019
0001012020,000040,0002,20251020,11.617,KG,20251019
0001012020,000050,0001,20251029,3.005,KG,20251019
0001012021,000010,0001,20251102,7.649,EA,20251019
0001012021,000020,0001,20251029,62.55,KG,20251019
0001012021,000030,0001,20251020,2.372,EA,20251019
0001012021,000040,0001,20251023,14.252,EA,20251019
0001012021,000050,0001,20251030,23.457,EA,20251019
0001012021,000060,0001,20251030,42.674,EA,20251019
0001012021,000070,0001,20251024,22.662,KG,20251019
0001012022,000010,0001,20251031,9.818,EA,20251019
0001012022,000020,0001,20251029,37.672,EA,20251019
0001012022,000030,0001,20251021,18.8695,KG,20251019
0001012022,000030,0002,20251023,18.8695,KG,20251019
0001012022,000040,0001,20251021,34.014,L,20251019
0001012022,000050,0001,20251025,35.763,EA,20251019
0001012022,000060,0001,20251102,4.291,EA,20251019
0001012022,000070,0001,20251026,16.638,KG,20251019
0001012022,000080,0001,20251030,22.952,KG,20251019
0001012022,000080,0002,20251025,22.952,KG,20251019
0001012022,000090,0001,20251023,8.047,EA,20251019
0001012023,000010,0001,20251102,29.265,KG,20251019
0001012023,000020,0001,20251102,6.428,L,20251019
0001012023,000030,0001,20251031,15.318,EA,20251019
0001012023,000040,0001,20251026,9.605,KG,20251019
0001012023,000050,0001,20251026,0.428,EA,20251019
0001012023,000050,0002,20251027,0.428,EA,20251019
0001012023,000060,0001,20251021,19.639,KG,20251019
0001012023,000070,0001,20251023,1.913,KG,20251019
0001012023,000070,0002,20251026,1.913,KG,20251019
0001012023,000080,0001,20251024,392.145,L,20251019
0001012023,000090,0001,20251026,102.929,EA,20251019
0001012023,000100,0001,20251031,6.191,EA,20251019
0001012023,000110,0001,20251023,183.446,KG,20251019
0001012024,000010,0001,20251025,107.791,EA,20251019
0001012024,000020,0001,20251021,12.333,L,20251019
0001012024,000030,0001,20251031,25.83,EA,20251019
0001012024,000030,0002,20251024,25.83,EA,20251019
0001012024,000040,0001,20251025,19.01,EA,20251019
0001012025,000010,0001,20251022,86.281,EA,20251019
0001012025,000020,0001,20251022,330.641,KG,20251019
0001012025,000030,0001,20251028,3.763,EA,20251019
0001012025,000040,0001,20251101,10.374,KG,20251019
0001012025,000050,0001,20251030,9.548,EA,20251019
0001012025,000060,0001,20251022,144.487,EA,20251019
0001012026,000010,0001,20251023,31.418,EA,20251019
0001012026,000020,0001,20251022,50.312,EA,20251019
0001012026,000030,0001,20251025,247.95,EA,20251019
0001012026,000040,0001,20251030,3.368,L,20251019
0001012026,000050,0001,20251023,18.971,EA,20251019
0001012027,000010,0001,20251102,20.998,EA,20251019
0001012027,000020,0001,20251024,282.829,KG,20251019
0001012027,000030,0001,20251028,17.29,EA,20251019
0001012027,000040,0001,20251030,34.069,L,20251019
0001012027,000050,0001,20251025,42.797,EA,20251019
0001012028,000010,0001,20251031,18.568,EA,20251019
0001012028,000020,0001,20251022,45.247,EA,20251019
0001012028,000030,0001,20251102,22.64,L,20251019
0001012028,000040,0001,20251031,20.941,KG,20251019
0001012028,000050,0001,20251029,170.238,KG,20251019
0001012028,000060,0001,20251027,2.703,EA,20251019
0001012029,000010,0001,20251101,0.5245,EA,20251019
0001012029,000010,0002,20251029,0.5245,EA,20251019
0001012029,000020,0001,20251029,10.1945,EA,20251019
0001012029,000020,0002,20251023,10.1945,EA,20251019
0001012029,000030,0001,20251031,88.331,EA,20251019
0001012029,000040,0001,20251024,6.4295,L,20251019
0001012029,000040,0002,20251029,6.4295,L,20251019
0001012030,000010,0001,20251102,14.227,KG,20251019
0001012030,000020,0001,20251026,7.5285,EA,20251019
0001012030,000020,0002,20251025,7.5285,EA,20251019
0001012030,000030,0001,20251027,0.545,EA,20251019
0001012030,000030,0002,20251027,0.545,EA,20251019
0001012030,000040,0001,20251025,8.609,KG,20251019
0001012030,000050,0001,20251028,7.475,KG,20251019
0001012030,000060,0001,20251023,8.929,EA,20251019
0001012030,000070,0001,20251030,2.8045,L,20251019
0001012030,000070,0002,20251023,2.8045,L,20251019
0001012031,000010,0001,20251025,160.3,EA,20251019
0001012031,000020,0001,20251022,6.399,EA,20251019
0001012031,000030,0001,20251021,15.137,EA,20251019
0001012031,000040,0001,20251030,29.621,EA,20251019
0001012031,000050,0001,20251029,7.195,EA,20251019
0001012032,000010,0001,20251027,11.892,EA,20251019
0001012033,000010,0001,20251020,9.268,L,20251019
0001012033,000020,0001,20251030,8.621,EA,20251019
0001012033,000030,0001,20251026,5.9815,EA,20251019
0001012033,000030,0002,20251024,5.9815,EA,20251019
0001012033,000040,0001,20251020,5.304,EA,20251019
0001012033,000040,0002,20251026,5.304,EA,20251019
0001012033,000050,0001,20251024,309.794,EA,20251019
0001012034,000010,0001,20251021,34.255,KG,20251019
0001012034,000020,0001,20251022,19.948,EA,20251019
0001012034,000030,0001,20251023,9.3,KG,20251019
0001012034,000040,0001,20251031,5.654,EA,20251019
0001012034,000050,0001,20251101,137.91,KG,20251019
0001012035,000010,0001,20251101,41.418,L,20251020
0001012035,000020,0001,20251031,8.502,EA,20251020
0001012035,000030,0001,20251022,9.299,EA,20251020
0001012035,000040,0001,20251026,10.811,L,20251020
0001012035,000050,0001,20251025,160.109,L,20251020
0001012035,000060,0001,20251021,7.435,KG,20251020
0001012036,000010,0001,20251023,12.704,EA,20251020
0001012036,000020,0001,20251025,22.634,EA,20251020
0001012036,000030,0001,20251025,2.626,EA,20251020
0001012036,000040,0001,20251028,10.904,EA,20251020
0001012036,000050,0001,20251029,18.8,EA,20251020
0001012037,000010,0001,20251024,22.541,KG,20251020
0001012037,000020,0001,20251021,45.6885,EA,20251020
0001012037,000020,0002,20251028,45.6885,EA,20251020
0001012037,000030,0001,20251026,15.268,EA,20251020
0001012038,000010,0001,20251021,42.281,KG,20251020
0001012038,000020,0001,20251022,3.1465,EA,20251020
0001012038,000020,0002,20251027,3.1465,EA,20251020
0001012038,000030,0001,20251024,88.856,KG,20251020
0001012038,000040,0001,20251023,54.851,EA,20251020
0001012038,000050,0001,20251028,32.441,L,20251020
0001012038,000060,0001,20251031,38.249,EA,20251020
0001012038,000070,0001,20251021,2.5335,L,20251020
0001012038,000070,0002,20251024,2.5335,L,20251020
0001012038,000080,0001,20251031,16.985,EA,20251020
0001012039,000010,0001,20251025,78.862,EA,20251020
0001012039,000020,0001,20251030,14.3465,EA,20251020
0001012039,000020,0002,20251022,14.3465,EA,20251020
0001012039,000030,0001,20251025,1.241,EA,20251020
0001012039,000040,0001,20251022,41.327,EA,20251020
0001012039,000040,0002,20251103,41.327,EA,20251020
0001012039,000050,0001,20251021,5.712,EA,20251020
0001012039,000060,0001,20251031,56.174,EA,20251020
0001012039,000070,0001,20251026,48.618,EA,20251020
0001012040,000010,0001,20251023,7.495,KG,20251020
0001012040,000020,0001,20251027,5.8925,EA,20251020
0001012040,000020,0002,20251030,5.8925,EA,20251020
0001012040,000030,0001,20251031,119.511,KG,20251020
0001012040,000040,0001,20251027,8.64,EA,20251020
0001012040,000050,0001,20251024,25.409,EA,20251020
0001012040,000060,0001,20251103,38.343,L,20251020
0001012040,000070,0001,20251027,10.7215,KG,20251020
0001012040,000070,0002,20251025,10.7215,KG,20251020
0001012041,000010,0001,20251023,13.752,L,20251020
0001012041,000020,0001,20251028,68.195,EA,20251020
0001012041,000030,0001,20251023,4.84,EA,20251020
0001012041,000040,0001,20251101,12.091,EA,20251020
0001012041,000050,0001,20251022,12.628,KG,20251020
0001012042,000010,0001,20251023,45.475,EA,20251020
0001012042,000020,0001,20251103,26.26,L,20251020
0001012042,000030,0001,20251027,14.351,EA,20251020
0001012042,000030,0002,20251025,14.351,EA,20251020
0001012043,000010,0001,20251031,63.943,EA,20251020
0001012043,000020,0001,20251026,55.544,KG,20251020
0001012043,000030,0001,20251025,42.034,KG,20251020
0001012043,000040,0001,20251024,8.4,EA,20251020
0001012044,000010,0001,20251027,8.492,EA,20251020
0001012044,000020,0001,20251028,135.587,KG,20251020
0001012045,000010,0001,20251027,32.992,EA,20251020
0001012045,000020,0001,20251029,67.9,EA,20251020
0001012045,000030,0001,20251031,52.076,L,20251020
0001012045,000040,0001,20251102,5.331,L,20251020
0001012045,000050,0001,20251028,12.083,EA,20251020
0001012046,000010,0001,20251030,1.328,EA,20251020
0001012046,000020,0001,20251027,31.392,KG,20251020
0001012046,000030,0001,20251028,11.38,EA,20251020
0001012046,000040,0001,20251031,35.605,EA,20251020
0001012047,000010,0001,20251025,9.116,EA,20251020
0001012047,000020,0001,20251027,13.737,EA,20251020
0001012047,000020,0002,20251028,13.737,EA,20251020
0001012047,000030,0001,20251031,4.235,KG,20251020
0001012047,000040,0001,20251103,23.214,L,20251020
0001012047,000050,0001,20251023,8.654,EA,20251020
0001012047,000060,0001,20251027,56.336,EA,20251020
0001012047,000070,0001,20251030,47.505,EA,20251020
0001012048,000010,0001,20251029,177.569,EA,20251020
0001012048,000020,0001,20251027,20.176,L,20251020
0001012048,000030,0001,20251101,28.092,EA,20251020
0001012049,000010,0001,20251024,35.659,EA,20251020
0001012049,000020,0001,20251021,6.271,EA,20251020
0001012049,000020,0002,20251102,6.271,EA,20251020
0001012049,000030,0001,20251022,255.62,EA,20251020
0001012049,000040,0001,20251101,117.487,EA,20251020
0001012049,000050,0001,20251024,28.823,KG,20251020
0001012050,000010,0001,20251024,137.475,EA,20251020
0001012050,000020,0001,20251024,14.01,EA,20251020
0001012050,000030,0001,20251023,64.679,L,20251020
0001012050,000040,0001,20251028,12.3835,KG,20251020
0001012050,000040,0002,20251030,12.3835,KG,20251020
0001012051,000010,0001,20251102,16.103,EA,20251020
0001012051,000020,0001,20251029,28.356,KG,20251020
0001012051,000030,0001,20251101,27.008,EA,20251020
0001012051,000040,0001,20251102,57.905,KG,20251020
0001012051,000050,0001,20251101,12.591,KG,20251020
0001012051,000060,0001,20251029,9.036,EA,20251020
0001012051,000070,0001,20251023,5.47,L,20251020
0001012052,000010,0001,20251102,1.91,KG,20251020
0001012052,000010,0002,20251022,1.91,KG,20251020
0001012053,000010,0001,20251103,37.74,EA,20251020
0001012053,000020,0001,20251028,5.992,EA,20251020
0001012053,000030,0001,20251021,2.786,KG,20251020
0001012054,000010,0001,20251023,42.229,EA,20251020
0001012054,000020,0001,20251031,17.233,KG,20251020
0001012054,000030,0001,20251027,9.902,EA,20251020
0001012054,000040,0001,20251031,51.298,EA,20251020
0001012054,000050,0001,20251103,318.245,KG,20251020
0001012054,000060,0001,20251028,5.207,EA,20251020
0001012055,000010,0001,20251022,13.373,EA,20251020
0001012055,000020,0001,20251030,7.506,KG,20251020
0001012055,000030,0001,20251030,12.893,KG,20251020
0001012055,000040,0001,20251027,17.378,L,20251020
0001012055,000050,0001,20251022,35.964,EA,20251020
0001012055,000060,0001,20251025,1.489,EA,20251020
0001012055,000070,0001,20251103,16.471,EA,20251020
0001012055,000070,0002,20251030,16.471,EA,20251020
0001012056,000010,0001,20251025,9.652,EA,20251020
0001012057,000010,0001,20251030,86.026,EA,20251020
0001012057,000020,0001,20251022,5.095,KG,20251020
0001012057,000030,0001,20251103,45.513,EA,20251020
0001012057,000040,0001,20251029,5.032,EA,20251020
0001012057,000050,0001,20251026,23.352,KG,20251020
0001012057,000060,0001,20251022,37.421,EA,20251020
0001012057,000070,0001,20251025,25.977,EA,20251020
0001012058,000010,0001,20251101,16.087,EA,20251020
0001012058,000020,0001,20251028,13.978,L,20251020
0001012058,000030,0001,20251026,89.234,EA,20251020
0001012058,000030,0002,20251027,89.234,EA,20251020
0001012058,000040,0001,20251022,5.821,L,20251020
0001012058,000050,0001,20251027,8.5945,L,20251020
0001012058,000050,0002,20251101,8.5945,L,20251020
0001012058,000060,0001,20251021,3.568,EA,20251020
0001012059,000010,0001,20251102,3.014,L,20251020
0001012059,000020,0001,20251024,36.104,L,20251020
0001012059,000020,0002,20251029,36.104,L,20251020
0001012059,000030,0001,20251025,44.991,EA,20251020
0001012059,000040,0001,20251030,14.753,EA,20251020
0001012059,000050,0001,20251026,4.931,EA,20251020
0001012059,000060,0001,20251101,11.554,L,20251020
0001012059,000060,0002,20251023,11.554,L,20251020
0001012060,000010,0001,20251027,10.632,L,20251020
0001012060,000020,0001,20251021,101.732,KG,20251020
0001012060,000030,0001,20251103,32.907,EA,20251020
0001012060,000040,0001,20251027,1.376,EA,20251020
0001012060,000050,0001,20251029,38.8685,EA,20251020
0001012060,000050,0002,20251023,38.8685,EA,20251020
0001012061,000010,0001,20251103,56.437,EA,20251020
0001012061,000020,0001,20251023,15.133,KG,20251020
0001012061,000030,0001,20251029,7.542,EA,20251020
0001012061,000030,0002,20251028,7.542,EA,20251020
0001012062,000010,0001,20251030,4.257,EA,20251020
0001012062,000020,0001,20251026,104.705,EA,20251020
0001012062,000030,0001,20251101,3.821,L,20251020
0001012063,000010,0001,20251027,12.33,EA,20251020
0001012063,000020,0001,20251022,7.696,KG,20251020
0001012064,000010,0001,20251025,2.419,KG,20251020
0001012064,000020,0001,20251102,30.676,EA,20251020
0001012064,000030,0001,20251022,49.101,EA,20251020
0001012064,000030,0002,20251102,49.101,EA,20251020
0001012064,000040,0001,20251021,23.711,KG,20251020
0001012064,000050,0001,20251030,11.686,EA,20251020
0001012065,000010,0001,20251027,15.977,KG,20251020
0001012065,000020,0001,20251027,45.003,EA,20251020
0001012065,000030,0001,20251022,2.846,EA,20251020
0001012065,000040,0001,20251031,3.303,EA,20251020
0001012065,000050,0001,20251026,5.7525,KG,20251020
0001012065,000050,0002,20251030,5.7525,KG,20251020
0001012065,000060,0001,20251023,13.728,EA,20251020
0001012065,000070,0001,20251030,49.77,EA,20251020
0001012066,000010,0001,20251024,32.645,EA,20251020
0001012066,000020,0001,20251023,29.252,EA,20251020
0001012066,000030,0001,20251101,48.556,KG,20251020
0001012066,000040,0001,20251026,10.48,EA,20251020
0001012067,000010,0001,20251028,20.385,EA,20251020
0001012067,000020,0001,20251029,9.1985,KG,20251020
0001012067,000020,0002,20251030,9.1985,KG,20251020
0001012067,000030,0001,20251021,114.111,L,20251020
0001012067,000040,0001,20251029,15.456,EA,20251020
0001012067,000050,0001,20251029,2.698,L,20251020
0001012067,000050,0002,20251026,2.698,L,20251020
0001012067,000060,0001,20251102,60.825,EA,20251020
0001012067,000070,0001,20251021,13.44,EA,20251020
0001012067,000080,0001,20251027,16.866,EA,20251020
0001012068,000010,0001,20251030,75.568,EA,20251020
0001012068,000020,0001,20251021,47.38,EA,20251020
0001012068,000030,0001,20251024,7.37,EA,20251020
0001012068,000030,0002,20251021,7.37,EA,20251020
0001012068,000040,0001,20251103,71.818,KG,20251020
0001012068,000050,0001,20251101,26.102,EA,20251020
0001012068,000060,0001,20251102,28.41,EA,20251020
0001012068,000070,0001,20251024,19.035,EA,20251020
0001012069,000010,0001,20251025,41.905,KG,20251020
0001012069,000020,0001,20251101,19.684,L,20251020
0001012069,000030,0001,20251101,41.539,EA,20251020
0001012069,000030,0002,20251028,41.539,EA,20251020
0001012069,000040,0001,20251101,15.8805,EA,20251020
0001012069,000040,0002,20251103,15.8805,EA,20251020
0001012069,000050,0001,20251103,151.9315,EA,20251020
0001012069,000050,0002,20251101,151.9315,EA,20251020
0001012069,000060,0001,20251102,6.77,L,20251020
0001012070,000010,0001,20251101,14.4095,EA,20251020
0001012070,000010,0002,20251022,14.4095,EA,20251020
