KUNNR,VKORG,VTWEG,SPART,KDGRP,WAERS,KALKS,VSBED,LPRIO
0000103914,1000,10,00,03,USD,1,02,02
0000103915,3000,30,01,02,USD,1,02,01
0000103915,2000,20,00,03,USD,1,02,01
0000103916,1000,10,00,03,USD,1,01,02
0000103917,2000,20,00,03,USD,1,01,02
0000103918,1000,10,00,04,USD,1,02,01
0000103919,2000,10,00,02,USD,1,02,01
0000103920,1000,20,00,04,USD,1,02,01
0000103921,3000,30,01,04,USD,1,02,02
0000103921,2000,10,01,01,USD,1,02,01
0000103922,2000,20,00,04,USD,1,01,02
0000103922,1000,10,00,02,USD,1,02,01
0000103923,1000,10,00,02,USD,1,01,02
0000103924,2000,30,02,03,USD,1,02,02
0000103925,1000,30,00,01,USD,1,01,01
0000103925,1000,30,01,02,USD,1,02,02
0000103925,1000,20,02,02,USD,1,02,02
0000103926,1000,10,00,01,USD,1,01,02
0000103927,3000,30,02,01,USD,1,02,02
0000103927,1000,20,00,04,USD,1,02,01
0000103928,1000,10,01,04,USD,1,02,02
0000103929,1000,30,00,03,USD,1,02,02
0000103929,2000,10,02,02,USD,1,02,01
0000103930,1000,10,00,02,USD,1,02,02
0000103931,3000,10,02,02,USD,1,01,01
0000103931,1000,10,00,01,USD,1,02,01
0000103932,2000,10,00,04,USD,1,02,01
0000103932,3000,10,01,04,USD,1,02,02
0000103933,1000,10,02,02,USD,1,01,02
0000103933,1000,10,01,03,USD,1,02,01
0000103934,3000,30,01,01,USD,1,02,01
0000103934,1000,10,02,02,USD,1,01,02
0000103935,2000,20,01,01,USD,1,02,01
0000103935,3000,10,00,02,USD,1,01,02
0000103936,2000,20,00,03,USD,1,02,01
0000103937,1000,10,00,03,USD,1,02,02
0000103938,2000,20,01,04,USD,1,02,02
0000103938,1000,20,00,04,USD,1,01,02
0000103939,1000,20,00,03,USD,1,01,01
0000103940,1000,10,00,03,USD,1,01,01
0000103940,1000,30,00,03,USD,1,02,01
0000103941,2000,20,00,02,USD,1,02,02
0000103942,1000,10,01,04,USD,1,02,02
0000103942,1000,10,00,04,USD,1,01,01
0000103942,2000,20,00,03,USD,1,02,01
0000103943,1000,20,00,01,USD,1,02,02
0000103944,1000,10,00,03,USD,1,02,01
0000103944,1000,10,00,02,USD,1,01,02
0000103944,1000,30,00,01,USD,1,01,01
0000103945,1000,20,00,01,USD,1,02,02
0000103945,1000,20,00,01,USD,1,02,02
0000103946,1000,20,00,02,USD,1,01,01
0000103947,1000,20,02,04,USD,1,02,01
0000103948,1000,10,01,03,USD,1,01,01
0000103948,1000,20,01,03,USD,1,01,02
0000103948,1000,20,01,02,USD,1,02,02
0000103949,1000,30,01,04,USD,1,02,01
0000103950,1000,10,01,03,USD,1,02,02
0000103951,2000,10,00,04,USD,1,02,02
0000103951,2000,10,00,03,USD,1,01,02
0000103951,3000,10,00,04,USD,1,02,02
0000103952,1000,20,00,03,USD,1,01,02
0000103953,1000,10,00,03,USD,1,02,01
0000103953,2000,20,02,04,USD,1,01,02
0000103954,3000,30,01,02,USD,1,02,02
0000103954,1000,10,00,04,USD,1,01,02
0000103954,1000,20,00,02,USD,1,02,02
0000103955,3000,20,02,01,USD,1,02,01
0000103956,1000,30,02,02,USD,1,02,02
0000103957,1000,10,00,02,USD,1,01,01
0000103958,1000,20,00,02,USD,1,01,01
0000103958,1000,10,00,02,USD,1,02,02
0000103959,1000,10,02,03,USD,1,01,02
0000103960,2000,20,00,04,USD,1,02,02
0000103961,1000,30,01,01,USD,1,02,02
0000103962,2000,10,00,01,USD,1,01,02
0000103962,2000,20,00,02,USD,1,02,02
0000103963,2000,30,00,04,USD,1,01,01
0000103964,1000,10,00,04,USD,1,02,01
0000103964,2000,10,02,03,USD,1,02,01
0000103965,1000,20,00,03,USD,1,01,01
0000103966,3000,10,01,02,USD,1,01,02
0000103967,1000,20,02,01,USD,1,02,01
0000103968,2000,10,02,04,USD,1,02,01
0000103969,1000,30,02,02,USD,1,01,01
0000103970,1000,20,00,03,USD,1,02,02
0000103971,1000,10,02,04,USD,1,01,01
0000103971,2000,20,00,04,USD,1,02,01
0000103972,2000,10,01,01,USD,1,02,01
0000103973,2000,10,02,01,USD,1,01,01
0000103974,1000,30,00,01,USD,1,01,01
0000103974,2000,20,00,04,USD,1,01,02
0000103975,1000,10,01,04,USD,1,01,01
0000103975,2000,10,01,02,USD,1,02,02
0000103975,1000,10,01,02,USD,1,02,01
0000103976,2000,10,00,04,USD,1,02,01
0000103977,1000,10,01,01,USD,1,02,02
0000103978,1000,20,00,01,USD,1,02,01
0000103979,2000,20,00,02,USD,1,01,02
0000103979,2000,10,00,04,USD,1,02,01
0000103980,1000,10,00,01,USD,1,02,02
0000103981,1000,30,00,03,USD,1,01,02
0000103982,1000,10,00,04,USD,1,02,02
0000103983,1000,10,01,04,USD,1,01,02
0000103983,1000,10,00,04,USD,1,01,01
0000103983,2000,10,02,02,USD,1,02,01
0000103984,1000,10,02,02,USD,1,02,02
0000103985,1000,30,02,01,USD,1,01,01
0000103986,3000,10,01,01,USD,1,01,02
0000103986,1000,30,01,04,USD,1,02,02
0000103987,1000,20,01,02,USD,1,02,02
0000103987,1000,10,00,02,USD,1,02,02
0000103988,2000,10,01,02,USD,1,02,02
0000103989,2000,10,00,01,USD,1,02,02
0000103990,2000,10,00,03,USD,1,01,02
0000103991,2000,10,00,04,USD,1,01,02
0000103991,1000,10,00,04,USD,1,02,01
0000103992,1000,20,01,03,USD,1,02,02
0000103993,1000,20,01,03,USD,1,01,02
0000103993,2000,10,00,02,USD,1,01,02
0000103994,2000,10,00,03,USD,1,01,02
0000103995,1000,20,01,02,USD,1,01,02
0000103996,1000,10,00,04,USD,1,02,02
0000103997,1000,10,01,03,USD,1,02,02
0000103998,1000,10,00,02,USD,1,01,01
0000103998,3000,10,00,03,USD,1,01,01
0000103999,1000,10,01,02,USD,1,01,02
0000104000,1000,10,01,02,USD,1,01,02
0000104001,1000,10,00,01,USD,1,02,01
0000104001,2000,10,00,01,USD,1,01,02
0000104001,1000,20,00,01,USD,1,01,01
0000104002,3000,10,00,04,USD,1,01,02
0000104003,1000,10,00,02,USD,1,02,02
0000104004,2000,20,00,03,USD,1,01,02
0000104005,1000,30,00,02,USD,1,02,01
0000104006,2000,10,01,01,USD,1,01,01
0000104007,1000,10,00,01,USD,1,01,01
0000104008,1000,20,00,03,USD,1,02,02
0000104008,2000,30,02,03,USD,1,02,01
0000104009,3000,10,00,02,USD,1,01,01
0000104010,1000,30,01,02,USD,1,02,02
0000104010,3000,10,00,04,USD,1,02,01
0000104011,2000,10,00,01,USD,1,01,01
0000104012,1000,20,01,02,USD,1,02,02
0000104012,2000,30,01,03,USD,1,01,01
0000104012,1000,10,00,01,USD,1,01,01
0000104013,2000,20,01,04,USD,1,02,01
0000104014,1000,10,00,01,USD,1,01,02
0000104014,1000,10,01,01,USD,1,01,02
0000104015,1000,20,01,03,USD,1,02,01
0000104016,1000,10,01,03,USD,1,01,01
0000104017,1000,10,00,03,USD,1,02,02
0000104018,3000,10,01,04,USD,1,01,02
0000104019,2000,10,01,01,USD,1,01,02
0000104020,1000,20,01,01,USD,1,02,01
0000104020,1000,30,00,04,USD,1,01,01
0000104021,1000,30,00,01,USD,1,02,02
0000104021,1000,10,00,01,USD,1,02,01
0000104022,1000,10,00,02,USD,1,02,01
0000104023,3000,30,01,04,USD,1,02,01
0000104023,1000,30,00,03,USD,1,02,01
0000104023,1000,10,00,04,USD,1,01,02
0000104024,2000,10,00,02,USD,1,01,02
0000104025,3000,10,00,01,USD,1,01,02
0000104026,1000,30,00,03,USD,1,01,01
0000104026,1000,20,01,03,USD,1,01,02
0000104027,1000,20,01,02,USD,1,01,01
0000104028,1000,30,00,02,USD,1,02,02
0000104029,1000,20,00,04,USD,1,02,01
0000104030,2000,30,00,01,USD,1,02,02
0000104031,2000,10,02,02,USD,1,02,01
0000104032,1000,10,02,04,USD,1,02,01
0000104033,2000,10,00,04,USD,1,01,01
0000104034,1000,30,00,03,USD,1,02,02
0000104035,2000,10,01,04,USD,1,01,01
0000104036,1000,10,00,04,USD,1,02,02
0000104037,1000,20,01,02,USD,1,02,02
0000104038,1000,30,01,02,USD,1,01,02
0000104038,3000,30,02,03,USD,1,02,02
0000104039,2000,20,01,04,USD,1,01,01
0000104039,2000,30,00,03,USD,1,01,02
0000104040,2000,20,01,02,USD,1,01,02
0000104041,2000,30,00,03,USD,1,02,01
0000104042,3000,20,02,04,USD,1,02,01
0000104043,2000,20,00,01,USD,1,02,01
0000104043,1000,10,01,02,USD,1,01,02
0000104043,1000,10,01,04,USD,1,02,01
0000104044,2000,20,02,03,USD,1,02,01
0000104045,1000,10,01,04,USD,1,01,01
0000104046,1000,20,01,01,USD,1,01,01
0000104047,3000,20,01,02,USD,1,01,02
0000104048,1000,30,01,03,USD,1,01,02
0000104049,3000,20,01,04,USD,1,02,01
0000104049,3000,10,00,01,USD,1,01,01
0000104050,1000,10,00,02,USD,1,01,01
0000104051,2000,30,02,04,USD,1,01,01
0000104051,1000,30,02,04,USD,1,01,02
0000104051,2000,20,00,04,USD,1,02,02
0000104052,1000,20,00,01,USD,1,01,01
0000104053,1000,20,02,01,USD,1,02,02
0000104054,1000,20,02,02,USD,1,01,01
0000104055,3000,10,01,04,USD,1,02,01
0000104056,2000,10,01,03,USD,1,02,02
0000104057,2000,10,00,01,USD,1,02,02
0000104058,1000,10,02,02,USD,1,01,02
0000104059,1000,10,00,04,USD,1,02,01
0000104060,1000,10,00,01,USD,1,01,02
0000104060,1000,30,00,01,USD,1,01,02
0000104060,1000,10,00,02,USD,1,02,02
0000104061,1000,30,00,01,USD,1,02,01
0000104062,2000,10,00,02,USD,1,01,01
0000104063,1000,20,00,04,USD,1,01,02
0000104064,2000,20,01,02,USD,1,01,01
0000104065,2000,10,01,03,USD,1,01,02
0000104066,2000,20,00,04,USD,1,01,02
0000104067,1000,30,02,03,USD,1,02,02
0000104068,2000,20,02,02,USD,1,02,02
0000104068,2000,20,00,04,USD,1,01,01
0000104069,1000,20,00,01,USD,1,01,01
0000104070,2000,10,01,03,USD,1,02,02
0000104071,1000,10,00,04,USD,1,01,02
0000104072,1000,10,01,04,USD,1,01,02
0000104073,1000,30,00,04,USD,1,01,01
0000104074,1000,10,01,04,USD,1,02,02
0000104075,1000,10,00,02,USD,1,02,01
0000104075,3000,20,00,04,USD,1,02,01
0000104076,2000,10,01,01,USD,1,02,01
0000104076,1000,10,01,01,USD,1,01,02
0000104077,2000,10,02,01,USD,1,01,01
0000104077,2000,20,00,04,USD,1,01,02
0000104078,1000,10,01,02,USD,1,02,02
0000104079,2000,10,01,04,USD,1,01,01
0000104079,1000,20,02,01,USD,1,02,02
0000104079,2000,30,00,03,USD,1,01,01
0000104080,1000,20,02,04,USD,1,01,02
0000104080,1000,10,00,01,USD,1,01,01
0000104081,1000,20,00,03,USD,1,02,01
0000104082,1000,30,00,01,USD,1,02,02
0000104082,1000,10,01,02,USD,1,02,02
0000104083,1000,30,02,03,USD,1,02,02
0000104084,2000,20,02,01,USD,1,01,01
0000104084,3000,10,01,02,USD,1,01,01
0000104085,1000,30,00,03,USD,1,01,01
0000104086,1000,10,00,04,USD,1,01,02
0000104087,1000,20,00,02,USD,1,01,01
0000104088,1000,10,00,01,USD,1,01,02
0000104089,1000,10,00,03,USD,1,02,02
0000104090,1000,10,01,03,USD,1,02,02
0000104091,1000,10,00,04,USD,1,02,02
0000104092,2000,20,00,02,USD,1,01,01
0000104093,1000,20,00,02,USD,1,01,01
0000104093,2000,10,01,03,USD,1,02,01
0000104094,1000,30,00,02,USD,1,01,02
0000104095,1000,30,00,03,USD,1,02,02
0000104096,1000,10,00,01,USD,1,02,02
0000104097,2000,20,01,01,USD,1,02,02
0000104098,1000,10,02,02,USD,1,01,01
0000104098,2000,30,00,01,USD,1,02,01
0000104099,2000,20,00,02,USD,1,02,02
0000104100,2000,30,00,03,USD,1,01,02
0000104100,2000,10,02,04,USD,1,02,01
0000104100,1000,30,01,04,USD,1,01,02
0000104101,1000,30,02,04,USD,1,02,02
0000104102,1000,20,00,04,USD,1,02,01
0000104102,1000,10,01,01,USD,1,02,02
0000104102,2000,10,00,04,USD,1,02,02
0000104103,1000,20,02,04,USD,1,02,01
0000104104,2000,30,02,01,USD,1,01,02
0000104105,2000,10,02,01,USD,1,02,01
0000104105,2000,10,00,01,USD,1,02,01
0000104106,2000,10,00,03,USD,1,02,02
0000104107,1000,10,02,01,USD,1,01,01
0000104108,1000,20,02,04,USD,1,02,02
0000104109,1000,30,00,03,USD,1,02,01
0000104109,2000,30,01,03,USD,1,02,01
0000104109,1000,10,02,01,USD,1,01,01
0000104110,2000,20,02,03,USD,1,02,02
0000104110,1000,10,02,02,USD,1,01,01
0000104111,2000,20,00,01,USD,1,01,02
0000104111,1000,20,02,03,USD,1,01,02
0000104112,1000,20,01,01,USD,1,01,02
0000104112,2000,10,02,04,USD,1,01,01
0000104112,2000,30,00,02,USD,1,02,02
0000104113,1000,30,01,02,USD,1,01,01
0000104114,1000,20,00,03,USD,1,02,02
0000104115,1000,10,01,04,USD,1,01,02
0000104115,1000,10,02,04,USD,1,02,02
0000104115,2000,10,02,04,USD,1,02,02
0000104116,2000,10,00,02,USD,1,02,01
0000104116,3000,10,00,02,USD,1,01,02
0000104116,2000,20,00,01,USD,1,01,02
0000104117,1000,10,01,01,USD,1,02,02
0000104118,2000,20,00,03,USD,1,01,01
0000104119,2000,10,01,04,USD,1,01,01
0000104119,1000,10,00,04,USD,1,01,02
0000104120,1000,20,00,04,USD,1,02,01
0000104121,1000,10,02,01,USD,1,02,02
0000104121,1000,20,01,03,USD,1,02,01
0000104122,1000,30,00,02,USD,1,02,01
0000104123,1000,10,02,03,USD,1,02,01
0000104124,2000,10,01,03,USD,1,02,02
0000104125,2000,10,00,02,USD,1,02,01
0000104125,2000,10,02,02,USD,1,01,01
0000104125,1000,20,01,03,USD,1,02,02
0000104126,1000,10,01,04,USD,1,02,01
0000104127,3000,30,02,02,USD,1,02,02
0000104128,2000,10,01,04,USD,1,01,02
0000104129,3000,20,00,01,USD,1,02,01
0000104130,1000,30,00,03,USD,1,02,02
0000104131,2000,10,00,04,USD,1,02,01
0000104132,1000,20,02,02,USD,1,01,02
0000104133,1000,10,02,04,USD,1,02,02
0000104134,1000,10,02,04,USD,1,02,02
0000104135,1000,10,00,04,USD,1,01,01
0000104135,1000,10,00,01,USD,1,01,01
0000104136,2000,20,01,03,USD,1,01,02
0000104136,1000,20,00,03,USD,1,02,02
0000104137,1000,30,00,02,USD,1,02,02
0000104138,1000,10,02,04,USD,1,01,01
0000104139,2000,10,00,02,USD,1,02,02
0000104140,1000,20,00,04,USD,1,02,02
0000104141,1000,20,00,03,USD,1,02,01
0000104142,2000,10,01,04,USD,1,01,01
0000104142,2000,10,01,01,USD,1,02,02
0000104143,1000,10,00,01,USD,1,02,02
0000104144,2000,30,00,04,USD,1,02,01
0000104145,2000,20,00,04,USD,1,01,02
0000104145,2000,10,00,01,USD,1,01,02
0000104146,2000,10,00,02,USD,1,01,02
0000104147,2000,10,00,04,USD,1,01,01
0000104148,1000,10,00,01,USD,1,02,01
0000104148,1000,10,00,02,USD,1,01,01
0000104148,1000,10,00,02,USD,1,02,02
0000104149,3000,30,02,03,USD,1,01,02
0000104150,1000,30,02,03,USD,1,01,01
0000104151,1000,20,00,04,USD,1,01,01
0000104152,1000,10,01,03,USD,1,01,02
0000104153,2000,10,00,04,USD,1,02,02
0000104154,1000,30,01,04,USD,1,02,02
0000104155,3000,10,00,03,USD,1,02,02
0000104156,1000,10,02,04,USD,1,01,02
0000104157,1000,20,00,02,USD,1,02,01
0000104157,1000,10,00,02,USD,1,02,01
0000104158,1000,10,02,02,USD,1,01,02
0000104158,1000,30,01,01,USD,1,01,01
0000104159,1000,20,01,03,USD,1,02,02
0000104159,2000,30,00,01,USD,1,02,01
0000104159,2000,20,00,04,USD,1,02,02
0000104160,1000,10,00,01,USD,1,01,01
0000104161,2000,10,01,03,USD,1,01,01
0000104161,1000,30,01,02,USD,1,02,02
0000104162,2000,10,00,03,USD,1,01,02
0000104163,1000,10,00,02,USD,1,02,01
0000104164,1000,10,01,04,USD,1,01,01
0000104164,1000,10,01,01,USD,1,01,02
0000104165,1000,10,00,04,USD,1,01,01
0000104166,1000,20,00,02,USD,1,02,02
0000104166,2000,10,00,02,USD,1,01,02
0000104167,2000,10,00,01,USD,1,01,01
0000104167,3000,10,00,02,USD,1,02,02
0000104168,2000,10,00,03,USD,1,02,02
0000104169,1000,10,01,02,USD,1,01,02
0000104169,2000,10,00,03,USD,1,02,01
0000104170,2000,10,02,01,USD,1,02,01
0000104171,2000,20,02,03,USD,1,02,02
0000104172,1000,10,02,03,USD,1,02,01
0000104173,1000,20,00,04,USD,1,02,01
0000104173,2000,20,01,03,USD,1,01,01
0000104174,2000,10,01,03,USD,1,01,02
0000104175,2000,10,00,04,USD,1,02,02
0000104175,1000,10,00,01,USD,1,02,02
0000104176,1000,20,02,02,USD,1,01,01
0000104176,2000,20,00,04,USD,1,01,01
0000104177,1000,20,01,02,USD,1,02,01
0000104178,1000,30,00,03,USD,1,02,01
0000104178,1000,10,01,01,USD,1,01,02
0000104178,1000,20,02,03,USD,1,01,02
0000104179,2000,20,01,01,USD,1,01,01
0000104179,1000,20,02,01,USD,1,01,01
0000104180,1000,30,01,01,USD,1,01,01
0000104180,3000,20,01,01,USD,1,01,01
0000104181,1000,30,00,01,USD,1,01,02
0000104182,1000,10,00,02,USD,1,01,02
0000104182,1000,10,00,04,USD,1,02,01
0000104183,2000,20,00,03,USD,1,02,02
0000104184,1000,20,00,04,USD,1,01,01
0000104185,1000,30,00,03,USD,1,02,02
0000104186,1000,30,00,02,USD,1,02,01
0000104187,2000,10,01,02,USD,1,01,01
0000104187,1000,10,01,02,USD,1,02,02
0000104187,2000,10,00,03,USD,1,02,02
0000104188,1000,10,00,04,USD,1,02,01
0000104188,1000,20,01,02,USD,1,01,02
0000104188,3000,10,00,03,USD,1,01,01
0000104189,1000,30,00,04,USD,1,01,02
0000104190,1000,10,02,04,USD,1,02,02
0000104191,1000,30,00,02,USD,1,02,01
0000104192,3000,10,00,04,USD,1,02,01
0000104192,1000,20,00,01,USD,1,02,01
0000104193,1000,10,01,02,USD,1,01,02
0000104194,2000,30,02,01,USD,1,02,02
0000104195,1000,10,02,03,USD,1,02,01
0000104196,3000,10,00,01,USD,1,01,02
0000104197,2000,10,01,02,USD,1,01,02
0000104197,1000,10,02,03,USD,1,01,02
0000104198,2000,10,00,01,USD,1,02,01
0000104199,1000,30,00,04,USD,1,01,02
0000104199,2000,20,02,01,USD,1,01,01
0000104200,3000,20,01,04,USD,1,02,01
0000104200,2000,20,00,02,USD,1,02,01
0000104201,2000,10,02,02,USD,1,02,01
0000104202,1000,30,02,02,USD,1,01,01
0000104202,3000,10,02,04,USD,1,02,01
0000104203,1000,20,00,02,USD,1,01,01
0000104204,1000,20,00,02,USD,1,01,02
0000104205,1000,30,01,04,USD,1,01,01
0000104206,2000,10,00,03,USD,1,02,02
0000104207,3000,20,01,04,USD,1,02,02
0000104207,1000,30,00,01,USD,1,01,02
0000104208,1000,20,01,03,USD,1,01,01
0000104209,1000,30,00,01,USD,1,01,02
0000104210,1000,20,01,04,USD,1,02,01
0000104211,1000,10,00,04,USD,1,01,01
0000104212,1000,10,01,02,USD,1,02,02
0000104213,1000,20,00,01,USD,1,02,01
0000104214,1000,10,00,03,USD,1,01,02
0000104215,1000,10,02,04,USD,1,02,02
0000104216,1000,20,01,04,USD,1,02,01
0000104217,1000,30,00,02,USD,1,01,01
0000104218,1000,10,00,02,USD,1,02,02
0000104218,1000,20,00,03,USD,1,01,02
0000104219,1000,10,01,02,USD,1,02,02
0000104219,1000,20,00,01,USD,1,01,02
0000104220,1000,10,00,01,USD,1,02,02
0000104221,2000,30,02,03,USD,1,01,01
0000104221,1000,30,00,01,USD,1,02,02
0000104222,1000,30,01,04,USD,1,01,01
0000104222,1000,10,00,04,USD,1,02,02
0000104223,1000,30,00,01,USD,1,02,01
0000104224,1000,20,01,01,USD,1,01,01
0000104224,2000,30,00,04,USD,1,02,01
0000104224,1000,10,02,03,USD,1,01,01
0000104225,3000,10,00,04,USD,1,01,01
0000104226,3000,20,01,02,USD,1,01,02
0000104227,2000,10,02,02,USD,1,01,01
0000104228,2000,10,00,02,USD,1,02,01
0000104229,1000,30,02,04,USD,1,02,01
0000104230,1000,30,00,03,USD,1,01,01
0000104231,1000,20,01,01,USD,1,02,02
0000104232,1000,30,01,02,USD,1,02,01
0000104232,1000,20,00,02,USD,1,02,02
0000104233,2000,10,01,01,USD,1,01,02
0000104234,1000,30,00,02,USD,1,02,01
0000104235,1000,10,01,02,USD,1,01,01
0000104236,1000,10,02,04,USD,1,01,01
0000104237,1000,10,02,02,USD,1,01,02
0000104238,1000,20,02,04,USD,1,02,01
0000104239,1000,20,00,02,USD,1,01,02
0000104240,1000,20,01,03,USD,1,01,01
0000104240,1000,10,00,02,USD,1,02,02
0000104241,1000,10,00,04,USD,1,02,01
0000104241,2000,30,00,03,USD,1,01,01
0000104242,1000,10,00,04,USD,1,02,01
0000104243,1000,10,02,02,USD,1,02,02
0000104244,1000,10,02,04,USD,1,02,01
0000104245,3000,10,00,04,USD,1,02,01
0000104246,2000,10,01,02,USD,1,01,02
0000104247,2000,10,00,02,USD,1,02,02
0000104248,2000,20,00,04,USD,1,01,02
0000104249,1000,10,00,01,USD,1,01,01
0000104249,2000,30,00,04,USD,1,01,02
0000104250,1000,10,00,04,USD,1,02,01
0000104250,1000,20,00,02,USD,1,01,01
0000104251,1000,10,01,03,USD,1,01,01
0000104251,2000,10,02,03,USD,1,01,01
0000104252,3000,10,00,04,USD,1,01,01
0000104253,2000,30,00,04,USD,1,02,01
0000104253,1000,10,00,04,USD,1,01,01
0000104254,1000,30,01,01,USD,1,02,01
0000104255,3000,10,01,04,USD,1,01,01
0000104255,3000,20,00,03,USD,1,01,02
0000104256,2000,30,01,02,USD,1,02,02
0000104256,3000,20,00,03,USD,1,02,01
0000104257,2000,30,01,02,USD,1,02,01
0000104258,1000,10,02,02,USD,1,02,01
0000104259,2000,20,00,02,USD,1,01,01
0000104260,1000,20,00,01,USD,1,02,02
0000104261,1000,30,01,01,USD,1,02,02
0000104262,1000,10,00,01,USD,1,01,02
0000104263,1000,10,02,02,USD,1,02,02
0000104263,2000,10,02,02,USD,1,02,01
0000104264,1000,20,00,02,USD,1,02,02
0000104265,3000,10,00,01,USD,1,01,01
0000104266,2000,10,02,04,USD,1,02,01
0000104267,1000,30,00,01,USD,1,01,02
0000104267,2000,20,00,02,USD,1,02,01
0000104268,2000,10,02,03,USD,1,02,01
0000104269,3000,30,00,04,USD,1,01,01
0000104270,1000,30,00,02,USD,1,01,02
0000104271,1000,20,02,03,USD,1,02,02
0000104272,1000,20,02,02,USD,1,02,01
0000104273,1000,20,01,02,USD,1,01,01
0000104274,1000,20,00,02,USD,1,01,01
0000104275,2000,10,01,03,USD,1,02,02
0000104276,2000,30,02,03,USD,1,02,02
0000104277,2000,10,02,03,USD,1,01,02
0000104278,1000,20,00,01,USD,1,01,02
0000104279,1000,10,00,02,USD,1,02,02
0000104280,3000,10,02,01,USD,1,02,01
0000104281,3000,30,00,02,USD,1,01,02
0000104282,2000,20,02,01,USD,1,01,01
0000104283,2000,30,01,02,USD,1,01,02
0000104284,1000,10,01,02,USD,1,02,02
0000104285,2000,30,01,04,USD,1,02,01
0000104285,1000,10,00,01,USD,1,02,01
0000104286,1000,20,01,02,USD,1,02,02
0000104286,2000,10,01,01,USD,1,01,01
0000104287,3000,10,01,03,USD,1,02,01
0000104288,1000,10,00,04,USD,1,01,01
0000104288,2000,10,00,04,USD,1,01,01
0000104288,1000,10,00,02,USD,1,01,01
0000104289,2000,10,01,04,USD,1,02,02
0000104289,1000,10,00,01,USD,1,02,01
0000104290,1000,10,00,03,USD,1,01,01
0000104291,1000,10,00,04,USD,1,02,01
0000104292,3000,10,01,02,USD,1,02,02
0000104293,2000,20,01,04,USD,1,02,02
0000104294,1000,10,01,04,USD,1,02,02
0000104295,3000,10,02,01,USD,1,01,01
0000104296,3000,10,00,02,USD,1,02,02
0000104297,1000,20,02,03,USD,1,02,01
0000104298,1000,30,00,01,USD,1,01,02
0000104299,2000,20,00,03,USD,1,02,02
0000104300,3000,20,01,04,USD,1,01,02
0000104301,3000,10,00,01,USD,1,02,01
0000104301,2000,20,00,03,USD,1,02,02
0000104302,1000,20,02,02,USD,1,02,01
0000104303,1000,30,00,03,USD,1,01,02
0000104304,1000,20,01,01,USD,1,01,01
0000104305,2000,20,01,03,USD,1,01,01
0000104306,1000,20,00,04,USD,1,01,01
0000104306,1000,10,01,03,USD,1,01,02
0000104307,1000,10,00,04,USD,1,01,01
0000104308,2000,30,01,02,USD,1,01,01
0000104309,1000,10,00,04,USD,1,02,02
0000104309,1000,30,01,04,USD,1,01,01
0000104309,1000,10,01,02,USD,1,02,02
0000104310,2000,10,00,02,USD,1,01,02
0000104310,1000,10,00,04,USD,1,02,01
0000104310,2000,20,02,01,USD,1,02,01
0000104311,2000,10,01,04,USD,1,02,01
0000104311,1000,10,00,03,USD,1,01,01
0000104312,1000,30,01,03,USD,1,01,01
0000104313,1000,10,00,02,USD,1,01,02
0000104314,2000,20,00,02,USD,1,02,01
0000104314,3000,10,00,03,USD,1,01,01
0000104315,1000,30,00,04,USD,1,02,02
0000104315,3000,10,01,04,USD,1,01,02
0000104316,1000,10,01,04,USD,1,02,01
0000104316,1000,20,01,01,USD,1,02,02
0000104317,1000,10,01,01,USD,1,02,02
0000104318,2000,10,01,02,USD,1,01,01
0000104319,2000,10,00,03,USD,1,02,02
0000104320,1000,10,00,01,USD,1,01,01
0000104321,1000,10,01,04,USD,1,02,01
0000104322,1000,10,00,02,USD,1,02,02
0000104322,2000,10,02,01,USD,1,01,02
0000104323,1000,20,00,03,USD,1,02,01
0000104323,1000,10,00,04,USD,1,02,01
0000104324,2000,10,00,03,USD,1,01,01
0000104325,1000,30,01,04,USD,1,02,02
0000104326,1000,10,01,02,USD,1,02,02
0000104326,2000,10,00,01,USD,1,01,01
0000104327,1000,10,00,01,USD,1,01,02
0000104327,2000,10,01,02,USD,1,01,02
0000104327,2000,20,00,03,USD,1,02,01
0000104328,2000,10,00,01,USD,1,01,02
0000104329,1000,30,01,03,USD,1,02,01
0000104329,1000,10,00,04,USD,1,02,02
0000104330,1000,10,00,04,USD,1,02,01
0000104331,3000,30,02,04,USD,1,01,02
0000104332,1000,30,02,03,USD,1,02,01
0000104332,2000,20,01,04,USD,1,02,01
0000104333,1000,30,01,01,USD,1,01,01
0000104334,1000,10,00,01,USD,1,01,02
0000104335,1000,10,00,04,USD,1,01,02
0000104336,2000,10,00,02,USD,1,02,02
0000104337,2000,30,00,03,USD,1,01,02
0000104338,2000,10,00,01,USD,1,02,01
0000104339,2000,20,02,01,USD,1,02,01
0000104339,1000,10,01,03,USD,1,01,02
0000104339,1000,10,00,01,USD,1,02,01
0000104340,1000,30,00,01,USD,1,02,02
0000104341,2000,10,00,04,USD,1,01,01
0000104342,1000,30,02,03,USD,1,02,02
0000104343,1000,30,01,03,USD,1,02,02
0000104344,2000,20,01,02,USD,1,02,01
0000104344,1000,30,00,03,USD,1,01,01
0000104345,2000,20,00,04,USD,1,01,01
0000104346,1000,20,01,01,USD,1,02,02
0000104347,1000,30,02,01,USD,1,01,01
0000104348,1000,10,01,03,USD,1,01,01
0000104349,1000,10,01,02,USD,1,02,02
0000104350,1000,10,00,01,USD,1,01,02
0000104350,2000,30,02,01,USD,1,01,01
0000104351,1000,20,00,03,USD,1,02,01
