MATNR,MTART,MATKL,MEINS,MTPOS_MARA,PRDHA,ERNAM,ERSDA,LAEDA
000000000000000943,HAWA,CONS,L,NORM,000000000000000012,SYSUSER,20240713,20250917
000000000000000944,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20241206,20250720
000000000000000945,FERT,PART,L,NORM,000000000000000015,SYSUSER,20231023,20250818
000000000000000946,HAWA,PART,EA,NORM,000000000000000005,SYSUSER,20240318,20250814
000000000000000947,FERT,PART,L,NORM,000000000000000007,SYSUSER,20230327,20250720
000000000000000948,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20230922,20251023
000000000000000949,FERT,ELEC,KG,NORM,000000000000000007,SYSUSER,20250322,20250731
000000000000000950,FERT,PART,EA,NORM,000000000000000018,SYSUSER,20240728,20250828
000000000000000951,ROH,PART,EA,NORM,000000000000000020,SYSUSER,20241113,20250803
000000000000000952,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20231028,20250806
000000000000000953,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20241110,20251019
000000000000000954,HAWA,TOOL,EA,NORM,000000000000000009,SYSUSER,20230819,20250913
000000000000000955,FERT,PART,EA,NORM,000000000000000004,SYSUSER,20240622,20251010
000000000000000956,FERT,ELEC,EA,NORM,000000000000000017,SYSUSER,20240617,20250922
000000000000000957,HAWA,MACH,EA,NORM,000000000000000007,SYSUSER,20240111,20250724
000000000000000958,FERT,PART,KG,NORM,000000000000000007,SYSUSER,20241001,20251021
000000000000000959,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240204,20250718
000000000000000960,ROH,PART,EA,NORM,000000000000000004,SYSUSER,20240629,20250820
000000000000000961,FERT,MACH,EA,NORM,000000000000000010,SYSUSER,20230417,20250820
000000000000000962,FERT,ELEC,EA,NORM,000000000000000010,SYSUSER,20240417,20250823
000000000000000963,FERT,MACH,KG,NORM,000000000000000009,SYSUSER,20250603,20250917
000000000000000964,FERT,CONS,EA,NORM,000000000000000018,SYSUSER,20230919,20250930
000000000000000965,FERT,CONS,EA,NORM,000000000000000019,SYSUSER,20240823,20250820
000000000000000966,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20250424,20251012
000000000000000967,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20250127,20250718
000000000000000968,FERT,ELEC,KG,NORM,000000000000000013,SYSUSER,20240114,20250817
000000000000000969,HAWA,TOOL,EA,NORM,000000000000000004,SYSUSER,20250710,20250805
000000000000000970,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20250511,20250928
000000000000000971,HAWA,CONS,EA,NORM,000000000000000019,SYSUSER,20230831,20250805
000000000000000972,FERT,MACH,L,NORM,000000000000000012,SYSUSER,20230517,20250927
000000000000000973,FERT,CONS,EA,NORM,000000000000000018,SYSUSER,20230213,20250729
000000000000000974,FERT,MACH,KG,NORM,000000000000000010,SYSUSER,20240509,20251011
000000000000000975,ROH,PART,EA,NORM,000000000000000004,SYSUSER,20241219,20250817
000000000000000976,HAWA,MACH,EA,NORM,000000000000000015,SYSUSER,20230322,20250727
000000000000000977,FERT,TOOL,EA,NORM,000000000000000019,SYSUSER,20230130,20250722
000000000000000978,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20230516,20250830
000000000000000979,FERT,PART,EA,NORM,000000000000000007,SYSUSER,20230924,20251015
000000000000000980,FERT,PART,EA,NORM,000000000000000019,SYSUSER,20230614,20250729
000000000000000981,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20250210,20251021
000000000000000982,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20240403,20250725
000000000000000983,FERT,TOOL,EA,NORM,000000000000000005,SYSUSER,20240812,20251020
000000000000000984,ROH,CONS,EA,NORM,000000000000000003,SYSUSER,20250419,20251015
000000000000000985,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20250523,20251002
000000000000000986,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20230426,20250922
000000000000000987,FERT,MACH,EA,NORM,000000000000000018,SYSUSER,20231224,20251015
000000000000000988,FERT,ELEC,L,NORM,000000000000000016,SYSUSER,20231207,20250925
000000000000000989,FERT,TOOL,KG,NORM,000000000000000008,SYSUSER,20241026,20250902
000000000000000990,HAWA,TOOL,EA,NORM,000000000000000019,SYSUSER,20240615,20250828
000000000000000991,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20231011,20250903
000000000000000992,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240430,20250914
000000000000000993,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20250630,20250905
000000000000000994,FERT,TOOL,EA,NORM,000000000000000019,SYSUSER,20230828,20251009
000000000000000995,HAWA,PART,EA,NORM,000000000000000006,SYSUSER,20240117,20251024
000000000000000996,HAWA,ELEC,EA,NORM,000000000000000016,SYSUSER,20230930,20250724
000000000000000997,FERT,PART,KG,NORM,000000000000000002,SYSUSER,20231023,20251016
000000000000000998,ROH,PART,KG,NORM,000000000000000002,SYSUSER,20230604,20250721
000000000000000999,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20231126,20251019
000000000000001000,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20230731,20251015
000000000000001001,HAWA,MACH,KG,NORM,000000000000000003,SYSUSER,20240716,20250821
000000000000001002,FERT,CONS,EA,NORM,000000000000000010,SYSUSER,20250331,20250917
000000000000001003,FERT,MACH,KG,NORM,000000000000000005,SYSUSER,20230504,20250729
000000000000001004,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20240912,20250808
000000000000001005,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20250420,20250918
000000000000001006,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20230526,20250829
000000000000001007,FERT,PART,EA,NORM,000000000000000004,SYSUSER,20240622,20250904
000000000000001008,HAWA,CONS,EA,NORM,000000000000000008,SYSUSER,20230329,20250801
000000000000001009,FERT,PART,L,NORM,000000000000000013,SYSUSER,20250616,20250825
000000000000001010,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20250207,20250817
000000000000001011,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20241204,20251007
000000000000001012,FERT,PART,KG,NORM,000000000000000015,SYSUSER,20230614,20250904
000000000000001013,FERT,ELEC,L,NORM,000000000000000019,SYSUSER,20230424,20250816
000000000000001014,FERT,MACH,KG,NORM,000000000000000005,SYSUSER,20240918,20250804
000000000000001015,FERT,TOOL,EA,NORM,000000000000000010,SYSUSER,20250220,20250916
000000000000001016,FERT,CONS,KG,NORM,000000000000000010,SYSUSER,20230824,20250723
000000000000001017,FERT,MACH,EA,NORM,000000000000000004,SYSUSER,20230923,20250907
000000000000001018,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20250706,20250815
000000000000001019,HAWA,MACH,EA,NORM,000000000000000005,SYSUSER,20230203,20250814
000000000000001020,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20250223,20251009
000000000000001021,HAWA,TOOL,EA,NORM,000000000000000010,SYSUSER,20250605,20251024
000000000000001022,FERT,ELEC,KG,NORM,000000000000000007,SYSUSER,20231209,20250809
000000000000001023,HAWA,TOOL,KG,NORM,000000000000000005,SYSUSER,20240609,20250817
000000000000001024,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20240104,20251014
000000000000001025,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20240908,20250928
000000000000001026,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20230612,20250722
000000000000001027,FERT,TOOL,EA,NORM,000000000000000012,SYSUSER,20230705,20250910
000000000000001028,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20241213,20250902
000000000000001029,FERT,CONS,EA,NORM,000000000000000012,SYSUSER,20230925,20250820
000000000000001030,FERT,MACH,EA,NORM,000000000000000006,SYSUSER,20250222,20251004
000000000000001031,FERT,TOOL,EA,NORM,000000000000000013,SYSUSER,20250110,20250926
000000000000001032,FERT,PART,KG,NORM,000000000000000011,SYSUSER,20231025,20250922
000000000000001033,FERT,PART,L,NORM,000000000000000020,SYSUSER,20241231,20251010
000000000000001034,FERT,CONS,EA,NORM,000000000000000006,SYSUSER,20250113,20250731
000000000000001035,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20230421,20250813
000000000000001036,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20230226,20251018
000000000000001037,FERT,PART,EA,NORM,000000000000000009,SYSUSER,20230227,20250720
000000000000001038,HAWA,PART,EA,NORM,000000000000000009,SYSUSER,20240102,20250826
000000000000001039,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20230926,20250815
000000000000001040,FERT,CONS,EA,NORM,000000000000000019,SYSUSER,20250504,20250917
000000000000001041,FERT,MACH,EA,NORM,000000000000000014,SYSUSER,20230830,20251016
000000000000001042,FERT,TOOL,EA,NORM,000000000000000016,SYSUSER,20241103,20251012
000000000000001043,FERT,TOOL,EA,NORM,000000000000000017,SYSUSER,20241227,20250724
000000000000001044,FERT,PART,KG,NORM,000000000000000014,SYSUSER,20231201,20250823
000000000000001045,FERT,TOOL,L,NORM,000000000000000006,SYSUSER,20240813,20250909
000000000000001046,FERT,PART,EA,NORM,000000000000000007,SYSUSER,20250308,20250731
000000000000001047,FERT,PART,KG,NORM,000000000000000005,SYSUSER,20230915,20250924
000000000000001048,HAWA,TOOL,EA,NORM,000000000000000010,SYSUSER,20250406,20250918
000000000000001049,HAWA,MACH,KG,NORM,000000000000000004,SYSUSER,20231022,20251016
000000000000001050,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20241231,20250914
000000000000001051,FERT,CONS,EA,NORM,000000000000000004,SYSUSER,20240307,20250828
000000000000001052,FERT,CONS,EA,NORM,000000000000000005,SYSUSER,20240815,20250807
000000000000001053,FERT,TOOL,EA,NORM,000000000000000012,SYSUSER,20230911,20250915
000000000000001054,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20230807,20250811
000000000000001055,FERT,CONS,EA,NORM,000000000000000017,SYSUSER,20250211,20250813
000000000000001056,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20231215,20250908
000000000000001057,FERT,CONS,EA,NORM,000000000000000006,SYSUSER,20230412,20250914
000000000000001058,FERT,TOOL,L,NORM,000000000000000003,SYSUSER,20240505,20251003
000000000000001059,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20250713,20250914
000000000000001060,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20241107,20250926
000000000000001061,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20230719,20250722
000000000000001062,FERT,ELEC,EA,NORM,000000000000000016,SYSUSER,20230930,20250830
000000000000001063,FERT,CONS,EA,NORM,000000000000000017,SYSUSER,20241007,20250908
000000000000001064,HAWA,TOOL,EA,NORM,000000000000000016,SYSUSER,20250302,20250730
000000000000001065,FERT,TOOL,L,NORM,000000000000000012,SYSUSER,20230628,20250912
000000000000001066,ROH,MACH,KG,NORM,000000000000000001,SYSUSER,20230131,20250824
000000000000001067,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20240331,20250828
000000000000001068,FERT,CONS,KG,NORM,000000000000000006,SYSUSER,20240715,20250717
000000000000001069,HAWA,PART,EA,NORM,000000000000000007,SYSUSER,20240908,20250823
000000000000001070,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20231231,20251011
000000000000001071,FERT,MACH,EA,NORM,000000000000000005,SYSUSER,20250119,20250803
000000000000001072,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20231104,20251014
000000000000001073,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20230309,20250919
000000000000001074,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20230219,20251007
000000000000001075,HAWA,PART,EA,NORM,000000000000000019,SYSUSER,20240113,20250929
000000000000001076,HAWA,MACH,EA,NORM,000000000000000007,SYSUSER,20241021,20250723
000000000000001077,FERT,CONS,EA,NORM,000000000000000010,SYSUSER,20231015,20251015
000000000000001078,HAWA,TOOL,EA,NORM,000000000000000018,SYSUSER,20230704,20251015
000000000000001079,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20250628,20250821
000000000000001080,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20231010,20251021
000000000000001081,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20230407,20250811
000000000000001082,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20231203,20250903
000000000000001083,FERT,PART,L,NORM,000000000000000003,SYSUSER,20230522,20250810
000000000000001084,HAWA,PART,EA,NORM,000000000000000020,SYSUSER,20241212,20251020
000000000000001085,HAWA,PART,L,NORM,000000000000000017,SYSUSER,20231231,20250921
000000000000001086,HAWA,MACH,EA,NORM,000000000000000001,SYSUSER,20240108,20250816
000000000000001087,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20240321,20250802
000000000000001088,FERT,CONS,EA,NORM,000000000000000010,SYSUSER,20230516,20251005
000000000000001089,HAWA,CONS,EA,NORM,000000000000000018,SYSUSER,20240708,20250904
000000000000001090,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20241201,20250718
000000000000001091,FERT,MACH,KG,NORM,000000000000000014,SYSUSER,20231122,20250723
000000000000001092,FERT,ELEC,EA,NORM,000000000000000014,SYSUSER,20230221,20250917
000000000000001093,HAWA,MACH,EA,NORM,000000000000000009,SYSUSER,20250302,20250826
000000000000001094,HAWA,MACH,KG,NORM,000000000000000011,SYSUSER,20240220,20250820
000000000000001095,FERT,MACH,L,NORM,000000000000000008,SYSUSER,20250416,20250904
000000000000001096,ROH,MACH,EA,NORM,000000000000000020,SYSUSER,20240710,20250821
000000000000001097,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20250707,20250801
000000000000001098,ROH,PART,KG,NORM,000000000000000002,SYSUSER,20241115,20250807
000000000000001099,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20230817,20251003
000000000000001100,FERT,CONS,KG,NORM,000000000000000017,SYSUSER,20230603,20250820
000000000000001101,FERT,ELEC,EA,NORM,000000000000000018,SYSUSER,20250224,20250828
000000000000001102,FERT,TOOL,EA,NORM,000000000000000018,SYSUSER,20250204,20251002
000000000000001103,FERT,PART,KG,NORM,000000000000000009,SYSUSER,20231216,20250813
000000000000001104,HAWA,PART,EA,NORM,000000000000000007,SYSUSER,20230911,20251006
000000000000001105,FERT,CONS,EA,NORM,000000000000000020,SYSUSER,20230625,20250723
000000000000001106,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20240309,20250909
000000000000001107,HAWA,TOOL,KG,NORM,000000000000000004,SYSUSER,20250606,20250926
000000000000001108,FERT,MACH,KG,NORM,000000000000000004,SYSUSER,20230530,20250823
000000000000001109,FERT,MACH,KG,NORM,000000000000000017,SYSUSER,20241122,20251016
000000000000001110,FERT,CONS,EA,NORM,000000000000000005,SYSUSER,20241020,20250907
000000000000001111,FERT,CONS,L,NORM,000000000000000015,SYSUSER,20241120,20251019
000000000000001112,FERT,CONS,EA,NORM,000000000000000003,SYSUSER,20230902,20250928
000000000000001113,HAWA,ELEC,L,NORM,000000000000000004,SYSUSER,20240203,20250908
000000000000001114,FERT,CONS,EA,NORM,000000000000000016,SYSUSER,20240615,20250825
000000000000001115,FERT,TOOL,KG,NORM,000000000000000001,SYSUSER,20240408,20251019
000000000000001116,ROH,CONS,EA,NORM,000000000000000014,SYSUSER,20250607,20250802
000000000000001117,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20240820,20251011
000000000000001118,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20230728,20250819
000000000000001119,ROH,ELEC,EA,NORM,000000000000000016,SYSUSER,20231008,20250919
000000000000001120,FERT,CONS,L,NORM,000000000000000002,SYSUSER,20230316,20250722
000000000000001121,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20241021,20250811
000000000000001122,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20240107,20250813
000000000000001123,FERT,CONS,KG,NORM,000000000000000009,SYSUSER,20250120,20250906
000000000000001124,FERT,ELEC,EA,NORM,000000000000000003,SYSUSER,20230917,20250906
000000000000001125,FERT,TOOL,EA,NORM,000000000000000016,SYSUSER,20240708,20250810
000000000000001126,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20230917,20251015
000000000000001127,ROH,TOOL,EA,NORM,000000000000000005,SYSUSER,20240204,20250922
000000000000001128,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20240627,20250926
000000000000001129,FERT,ELEC,KG,NORM,000000000000000010,SYSUSER,20240205,20250903
000000000000001130,FERT,CONS,EA,NORM,000000000000000004,SYSUSER,20240721,20250910
000000000000001131,FERT,PART,KG,NORM,000000000000000005,SYSUSER,20240306,20250824
000000000000001132,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20231107,20251024
000000000000001133,FERT,ELEC,KG,NORM,000000000000000015,SYSUSER,20240220,20251007
000000000000001134,ROH,MACH,L,NORM,000000000000000008,SYSUSER,20240423,20251003
000000000000001135,HAWA,ELEC,KG,NORM,000000000000000019,SYSUSER,20241124,20251015
000000000000001136,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20240207,20250803
000000000000001137,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20241003,20250927
000000000000001138,HAWA,TOOL,EA,NORM,000000000000000014,SYSUSER,20250214,20251001
000000000000001139,FERT,TOOL,KG,NORM,000000000000000008,SYSUSER,20250206,20250908
000000000000001140,FERT,CONS,KG,NORM,000000000000000006,SYSUSER,20231109,20250725
000000000000001141,FERT,ELEC,KG,NORM,000000000000000009,SYSUSER,20230403,20251009
000000000000001142,FERT,ELEC,KG,NORM,000000000000000019,SYSUSER,20230910,20250925
000000000000001143,HAWA,MACH,KG,NORM,000000000000000005,SYSUSER,20240519,20250912
000000000000001144,HAWA,ELEC,EA,NORM,000000000000000020,SYSUSER,20230711,20251010
000000000000001145,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20240311,20250730
000000000000001146,HAWA,MACH,KG,NORM,000000000000000017,SYSUSER,20240314,20250824
000000000000001147,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20241214,20250810
000000000000001148,FERT,MACH,L,NORM,000000000000000015,SYSUSER,20250202,20250803
000000000000001149,FERT,CONS,EA,NORM,000000000000000016,SYSUSER,20230317,20250902
000000000000001150,FERT,CONS,EA,NORM,000000000000000008,SYSUSER,20250625,20250923
000000000000001151,FERT,TOOL,EA,NORM,000000000000000018,SYSUSER,20250603,20251008
000000000000001152,FERT,MACH,L,NORM,000000000000000016,SYSUSER,20231208,20250810
000000000000001153,HAWA,PART,EA,NORM,000000000000000005,SYSUSER,20250203,20251007
000000000000001154,FERT,CONS,EA,NORM,000000000000000006,SYSUSER,20231012,20250820
000000000000001155,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20250607,20250812
000000000000001156,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20250217,20251017
000000000000001157,ROH,PART,EA,NORM,000000000000000005,SYSUSER,20250128,20250921
000000000000001158,FERT,ELEC,KG,NORM,000000000000000015,SYSUSER,20250114,20250819
000000000000001159,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20240528,20250809
000000000000001160,FERT,MACH,KG,NORM,000000000000000012,SYSUSER,20231218,20250804
000000000000001161,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20250628,20250724
000000000000001162,ROH,MACH,EA,NORM,000000000000000015,SYSUSER,20230703,20250801
000000000000001163,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20230329,20250918
000000000000001164,HAWA,PART,EA,NORM,000000000000000008,SYSUSER,20250421,20250927
000000000000001165,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20240414,20250808
000000000000001166,FERT,TOOL,EA,NORM,000000000000000003,SYSUSER,20240322,20250824
000000000000001167,FERT,TOOL,KG,NORM,000000000000000013,SYSUSER,20250124,20250926
000000000000001168,FERT,MACH,EA,NORM,000000000000000006,SYSUSER,20230320,20250902
000000000000001169,FERT,ELEC,EA,NORM,000000000000000017,SYSUSER,20231110,20251006
000000000000001170,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20230426,20250811
000000000000001171,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20230330,20250718
000000000000001172,HAWA,MACH,EA,NORM,000000000000000005,SYSUSER,20250112,20250806
000000000000001173,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20230911,20250820
000000000000001174,HAWA,TOOL,EA,NORM,000000000000000014,SYSUSER,20241020,20251003
000000000000001175,FERT,ELEC,L,NORM,000000000000000005,SYSUSER,20230707,20250729
000000000000001176,ROH,ELEC,EA,NORM,000000000000000003,SYSUSER,20240801,20250827
000000000000001177,HAWA,TOOL,EA,NORM,000000000000000010,SYSUSER,20231115,20250810
000000000000001178,HAWA,MACH,L,NORM,000000000000000003,SYSUSER,20250508,20250925
000000000000001179,HAWA,PART,EA,NORM,000000000000000007,SYSUSER,20240625,20250905
000000000000001180,ROH,TOOL,EA,NORM,000000000000000004,SYSUSER,20250304,20251011
000000000000001181,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20250701,20250929
000000000000001182,FERT,ELEC,EA,NORM,000000000000000011,SYSUSER,20240129,20250821
000000000000001183,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20230817,20250901
000000000000001184,FERT,ELEC,L,NORM,000000000000000015,SYSUSER,20230324,20251005
000000000000001185,FERT,CONS,EA,NORM,000000000000000004,SYSUSER,20231105,20251012
000000000000001186,HAWA,PART,EA,NORM,000000000000000004,SYSUSER,20250117,20250825
000000000000001187,ROH,PART,EA,NORM,000000000000000005,SYSUSER,20231027,20250809
000000000000001188,FERT,MACH,L,NORM,000000000000000020,SYSUSER,20250608,20250817
000000000000001189,FERT,PART,KG,NORM,000000000000000005,SYSUSER,20240218,20250720
000000000000001190,FERT,TOOL,KG,NORM,000000000000000006,SYSUSER,20250319,20251013
000000000000001191,FERT,MACH,L,NORM,000000000000000006,SYSUSER,20240311,20250801
000000000000001192,FERT,ELEC,KG,NORM,000000000000000010,SYSUSER,20250306,20250808
000000000000001193,FERT,TOOL,L,NORM,000000000000000020,SYSUSER,20240112,20251024
000000000000001194,HAWA,CONS,EA,NORM,000000000000000011,SYSUSER,20230516,20250730
000000000000001195,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20230922,20250830
000000000000001196,FERT,MACH,KG,NORM,000000000000000004,SYSUSER,20240130,20250901
000000000000001197,HAWA,PART,EA,NORM,000000000000000015,SYSUSER,20240703,20251019
000000000000001198,FERT,MACH,EA,NORM,000000000000000014,SYSUSER,20230803,20250818
000000000000001199,FERT,ELEC,KG,NORM,000000000000000003,SYSUSER,20240504,20250925
000000000000001200,FERT,PART,EA,NORM,000000000000000017,SYSUSER,20230418,20250824
000000000000001201,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20230501,20250718
000000000000001202,FERT,MACH,L,NORM,000000000000000016,SYSUSER,20240622,20250910
000000000000001203,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20231122,20250722
000000000000001204,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20230530,20250727
000000000000001205,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20231206,20251012
000000000000001206,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240508,20251007
000000000000001207,FERT,CONS,EA,NORM,000000000000000020,SYSUSER,20241030,20250824
000000000000001208,FERT,CONS,L,NORM,000000000000000006,SYSUSER,20230525,20250925
000000000000001209,FERT,MACH,EA,NORM,000000000000000017,SYSUSER,20230219,20251014
000000000000001210,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20240930,20250809
000000000000001211,FERT,PART,KG,NORM,000000000000000005,SYSUSER,20230201,20250816
000000000000001212,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20240525,20250922
000000000000001213,FERT,TOOL,KG,NORM,000000000000000013,SYSUSER,20250105,20251024
000000000000001214,FERT,PART,EA,NORM,000000000000000017,SYSUSER,20230722,20250721
000000000000001215,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20230501,20251024
000000000000001216,FERT,CONS,KG,NORM,000000000000000010,SYSUSER,20231204,20250819
000000000000001217,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20250319,20250819
000000000000001218,FERT,ELEC,L,NORM,000000000000000012,SYSUSER,20250710,20250906
000000000000001219,FERT,PART,KG,NORM,000000000000000012,SYSUSER,20230916,20250928
000000000000001220,HAWA,MACH,EA,NORM,000000000000000010,SYSUSER,20230813,20250914
000000000000001221,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20240525,20250908
000000000000001222,FERT,MACH,EA,NORM,000000000000000015,SYSUSER,20250330,20251005
000000000000001223,FERT,CONS,KG,NORM,000000000000000002,SYSUSER,20240507,20250802
000000000000001224,ROH,TOOL,EA,NORM,000000000000000006,SYSUSER,20231126,20250922
000000000000001225,FERT,ELEC,EA,NORM,000000000000000010,SYSUSER,20241023,20250817
000000000000001226,FERT,MACH,EA,NORM,000000000000000013,SYSUSER,20240510,20250813
000000000000001227,HAWA,ELEC,EA,NORM,000000000000000005,SYSUSER,20240708,20250807
000000000000001228,ROH,PART,KG,NORM,000000000000000001,SYSUSER,20241008,20250729
000000000000001229,HAWA,CONS,EA,NORM,000000000000000018,SYSUSER,20240606,20250720
000000000000001230,HAWA,CONS,EA,NORM,000000000000000007,SYSUSER,20241221,20250902
000000000000001231,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20231230,20250814
000000000000001232,FERT,TOOL,KG,NORM,000000000000000009,SYSUSER,20240310,20251002
000000000000001233,HAWA,PART,EA,NORM,000000000000000007,SYSUSER,20240703,20250814
000000000000001234,FERT,PART,EA,NORM,000000000000000007,SYSUSER,20231227,20250824
000000000000001235,FERT,MACH,KG,NORM,000000000000000017,SYSUSER,20241031,20250915
000000000000001236,FERT,CONS,EA,NORM,000000000000000004,SYSUSER,20231204,20250910
000000000000001237,FERT,MACH,L,NORM,000000000000000004,SYSUSER,20230517,20250726
000000000000001238,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240605,20250722
000000000000001239,HAWA,PART,EA,NORM,000000000000000008,SYSUSER,20250226,20250801
000000000000001240,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20250318,20250721
000000000000001241,HAWA,MACH,EA,NORM,000000000000000008,SYSUSER,20241124,20250828
000000000000001242,FERT,MACH,L,NORM,000000000000000002,SYSUSER,20230508,20250727
000000000000001243,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20250202,20251012
000000000000001244,FERT,TOOL,EA,NORM,000000000000000008,SYSUSER,20241210,20250820
000000000000001245,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20240602,20250911
000000000000001246,ROH,MACH,EA,NORM,000000000000000006,SYSUSER,20230419,20250815
000000000000001247,FERT,ELEC,L,NORM,000000000000000004,SYSUSER,20231028,20250727
000000000000001248,FERT,PART,KG,NORM,000000000000000011,SYSUSER,20230817,20250726
000000000000001249,HAWA,MACH,EA,NORM,000000000000000002,SYSUSER,20250525,20251004
000000000000001250,FERT,PART,EA,NORM,000000000000000003,SYSUSER,20240614,20250804
000000000000001251,FERT,ELEC,EA,NORM,000000000000000019,SYSUSER,20250712,20251013
000000000000001252,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20230327,20251006
000000000000001253,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20240322,20250809
000000000000001254,ROH,CONS,L,NORM,000000000000000013,SYSUSER,20240428,20251013
000000000000001255,HAWA,PART,EA,NORM,000000000000000008,SYSUSER,20250513,20250921
000000000000001256,FERT,CONS,EA,NORM,000000000000000012,SYSUSER,20241202,20250907
000000000000001257,FERT,TOOL,L,NORM,000000000000000016,SYSUSER,20250427,20250808
