VBELN,FKART,FKDAT,ERDAT,ERZET,ERNAM,KUNAG,KUNRG,VKORG,NETWR,WAERK,FKSTO,VBUND,RFBSK
9000005762,F2,20251016,20251016,140300,BILLUSER,0000100812,0000100812,1000,0,USD,,,A
9000005763,F2,20251101,20251101,164400,BILLUSER,0000104021,0000104021,2000,0,EUR,,,C
9000005764,F2,20250930,20250930,161800,BILLUSER,0000104453,0000104453,1000,0,USD,,,A
9000005765,F2,20251023,20251023,175300,BILLUSER,0000102626,0000102626,1000,0,USD,,,A
9000005766,F2,20251023,20251023,170000,BILLUSER,0000101046,0000101046,1000,0,USD,,,B
9000005767,F2,20251028,20251028,100500,BILLUSER,0000103433,0000103433,1000,0,USD,,,A
9000005768,F2,20251017,20251017,165200,BILLUSER,0000103498,0000103498,2000,0,EUR,,,A
9000005769,F2,20251001,20251001,132200,BILLUSER,0000101629,0000101629,1000,0,USD,,,A
9000005770,F2,20251010,20251010,173900,BILLUSER,0000104793,0000104793,1000,0,USD,,,A
9000005771,F2,20250929,20250929,163400,BILLUSER,0000100703,0000100703,1000,0,USD,,,B
9000005772,F2,20251006,20251006,132600,BILLUSER,0000101088,0000101088,3000,0,EUR,,,A
9000005773,F2,20251023,20251023,080600,BILLUSER,0000104873,0000104873,3000,0,EUR,,,C
9000005774,F2,20251017,20251017,165000,BILLUSER,0000100635,0000100635,3000,0,EUR,,,B
9000005775,F2,20251023,20251023,145500,BILLUSER,0000102289,0000102289,3000,0,EUR,,,A
9000005776,F2,20251015,20251015,124600,BILLUSER,0000102361,0000102361,2000,0,EUR,,,A
9000005777,F2,20251027,20251027,123300,BILLUSER,0000101532,0000101532,2000,0,EUR,,,A
9000005778,F2,20251007,20251007,083900,BILLUSER,0000104959,0000104959,1000,0,USD,,,A
9000005779,F2,20251029,20251029,095700,BILLUSER,0000103086,0000103086,1000,0,USD,,,C
9000005780,F2,20251007,20251007,094100,BILLUSER,0000102382,0000102382,3000,0,EUR,,,A
9000005781,F2,20251013,20251013,141300,BILLUSER,0000102558,0000102558,3000,0,EUR,,,A
9000005782,F2,20251007,20251007,121300,BILLUSER,0000101311,0000101311,1000,0,USD,,,A
9000005783,F2,20251009,20251009,080100,BILLUSER,0000102365,0000102365,1000,0,USD,,,A
9000005784,F2,20251025,20251025,091900,BILLUSER,0000103056,0000103056,2000,0,EUR,,,A
9000005785,F2,20251005,20251005,114200,BILLUSER,0000101569,0000101569,2000,0,EUR,,,A
9000005786,F2,20251015,20251015,103000,BILLUSER,0000104808,0000104808,2000,0,EUR,,,A
9000005787,F2,20251018,20251018,162500,BILLUSER,0000102193,0000102193,1000,0,USD,,,B
9000005788,F2,20251020,20251020,114500,BILLUSER,0000103909,0000103909,2000,0,EUR,,,A
9000005789,F2,20251023,20251023,083000,BILLUSER,0000103713,0000103713,3000,0,EUR,,,B
9000005790,F2,20251030,20251030,130400,BILLUSER,0000103966,0000103966,2000,0,EUR,,,A
9000005791,F2,20251029,20251029,141200,BILLUSER,0000100755,0000100755,3000,0,EUR,,,A
9000005792,F2,20250928,20250928,135200,BILLUSER,0000103464,0000103464,1000,0,USD,,,A
9000005793,F2,20251024,20251024,152900,BILLUSER,0000100044,0000100044,1000,0,USD,,,A
9000005794,F8,20251004,20251004,095400,BILLUSER,0000103243,0000103243,1000,0,USD,,,A
9000005795,F2,20251011,20251011,101600,BILLUSER,0000103564,0000103564,1000,0,USD,,,A
9000005796,F2,20251011,20251011,084900,BILLUSER,0000100280,0000100280,1000,0,USD,,,A
9000005797,F2,20251019,20251019,134600,BILLUSER,0000103325,0000103325,1000,0,USD,,,A
9000005798,F2,20251003,20251003,085000,BILLUSER,0000101868,0000101868,1000,0,USD,,,C
9000005799,F2,20251021,20251021,093100,BILLUSER,0000104744,0000104744,1000,0,USD,,,A
9000005800,F2,20251010,20251010,164500,BILLUSER,0000101377,0000101377,1000,0,USD,,,A
9000005801,F2,20251023,20251023,140400,BILLUSER,0000100747,0000100747,1000,0,USD,,,A
9000005802,F2,20251012,20251012,140800,BILLUSER,0000102769,0000102769,1000,0,USD,,,A
9000005803,F2,20251030,20251030,135600,BILLUSER,0000104038,0000104038,1000,0,USD,,,B
9000005804,F2,20251028,20251028,172900,BILLUSER,0000101471,0000101471,2000,0,EUR,,,A
9000005805,F2,20251008,20251008,140600,BILLUSER,0000100251,0000100251,1000,0,USD,,,A
9000005806,F2,20251025,20251025,173800,BILLUSER,0000103303,0000103303,2000,0,EUR,,,A
9000005807,F2,20251017,20251017,130600,BILLUSER,0000102775,0000102775,3000,0,EUR,,,A
9000005808,F8,20251010,20251010,131900,BILLUSER,0000100705,0000100705,3000,0,EUR,,,C
9000005809,F2,20250929,20250929,080200,BILLUSER,0000102337,0000102337,3000,0,EUR,,,A
9000005810,F2,20251019,20251019,112600,BILLUSER,0000100916,0000100916,2000,0,EUR,,,A
9000005811,F2,20251017,20251017,132000,BILLUSER,0000101576,0000101576,2000,0,EUR,,,B
9000005812,F2,20251102,20251102,111200,BILLUSER,0000101150,0000101150,3000,0,EUR,,,A
9000005813,F2,20251004,20251004,135400,BILLUSER,0000104370,0000104370,2000,0,EUR,,,C
9000005814,F2,20251012,20251012,120400,BILLUSER,0000103300,0000103300,2000,0,EUR,,,B
9000005815,F2,20251015,20251015,080900,BILLUSER,0000100235,0000100235,3000,0,EUR,,,A
9000005816,F2,20251027,20251027,162200,BILLUSER,0000100419,0000100419,2000,0,EUR,,,B
9000005817,F2,20251024,20251024,143000,BILLUSER,0000101048,0000101048,2000,0,EUR,,,A
9000005818,F2,20251012,20251012,173600,BILLUSER,0000100005,0000100005,3000,0,EUR,,,B
9000005819,F2,20251014,20251014,092700,BILLUSER,0000100494,0000100494,2000,0,EUR,,,C
9000005820,F2,20251023,20251023,154700,BILLUSER,0000102987,0000102987,1000,0,USD,,,B
9000005821,F2,20251016,20251016,172600,BILLUSER,0000100677,0000100677,1000,0,USD,,,A
9000005822,F2,20251017,20251017,172300,BILLUSER,0000100561,0000100561,1000,0,USD,,,C
9000005823,F2,20251021,20251021,105900,BILLUSER,0000102394,0000102394,1000,0,USD,,,A
9000005824,F2,20251029,20251029,140000,BILLUSER,0000103565,0000103565,1000,0,USD,,,A
9000005825,F2,20251026,20251026,172500,BILLUSER,0000102249,0000102249,1000,0,USD,,,B
9000005826,F2,20251030,20251030,113600,BILLUSER,0000104625,0000104625,1000,0,USD,,,B
9000005827,F2,20251011,20251011,115600,BILLUSER,0000104204,0000104204,1000,0,USD,,,A
9000005828,F2,20251004,20251004,170500,BILLUSER,0000100648,0000100648,1000,0,USD,,,B
9000005829,F2,20251016,20251016,155500,BILLUSER,0000104707,0000104707,1000,0,USD,,,A
9000005830,F2,20251019,20251019,085800,BILLUSER,0000102649,0000102649,1000,0,USD,,,A
9000005831,F2,20251020,20251020,143200,BILLUSER,0000102651,0000102651,2000,0,EUR,,,A
9000005832,F2,20251014,20251014,080900,BILLUSER,0000103563,0000103563,1000,0,USD,,,A
9000005833,F2,20251006,20251006,122800,BILLUSER,0000102927,0000102927,3000,0,EUR,,,A
9000005834,F2,20251027,20251027,133600,BILLUSER,0000103936,0000103936,1000,0,USD,,,A
9000005835,F2,20251008,20251008,093800,BILLUSER,0000102715,0000102715,1000,0,USD,,,A
9000005836,F2,20251021,20251021,134200,BILLUSER,0000104688,0000104688,2000,0,EUR,,,A
9000005837,F2,20251028,20251028,102500,BILLUSER,0000101998,0000101998,2000,0,EUR,,,B
9000005838,F2,20251007,20251007,154400,BILLUSER,0000104438,0000104438,1000,0,USD,,,A
9000005839,F8,20251030,20251030,111600,BILLUSER,0000104659,0000104659,2000,0,EUR,,,A
9000005840,F2,20251005,20251005,110500,BILLUSER,0000102475,0000102475,1000,0,USD,,,A
9000005841,F2,20251102,20251102,142800,BILLUSER,0000103171,0000103171,3000,0,EUR,,,A
9000005842,F2,20251020,20251020,125100,BILLUSER,0000100081,0000100081,1000,0,USD,,,A
9000005843,F2,20251027,20251027,125100,BILLUSER,0000104356,0000104356,1000,0,USD,,,B
9000005844,F2,20251009,20251009,144300,BILLUSER,0000102481,0000102481,2000,0,EUR,,,C
9000005845,F2,20251021,20251021,092800,BILLUSER,0000100595,0000100595,1000,0,USD,,,A
9000005846,F2,20251002,20251002,144500,BILLUSER,0000103504,0000103504,1000,0,USD,,,A
9000005847,F2,20251028,20251028,124000,BILLUSER,0000101566,0000101566,2000,0,EUR,,,A
9000005848,F2,20250928,20250928,091200,BILLUSER,0000100744,0000100744,1000,0,USD,,,A
9000005849,F2,20251017,20251017,172600,BILLUSER,0000101222,0000101222,2000,0,EUR,,,B
9000005850,F2,20251003,20251003,144100,BILLUSER,0000102144,0000102144,1000,0,USD,,,A
9000005851,F2,20251012,20251012,133100,BILLUSER,0000103351,0000103351,2000,0,EUR,,,A
9000005852,F2,20251014,20251014,154200,BILLUSER,0000101584,0000101584,1000,0,USD,,,A
9000005853,F2,20251012,20251012,094300,BILLUSER,0000103729,0000103729,1000,0,USD,,,A
9000005854,F2,20251013,20251013,090900,BILLUSER,0000100317,0000100317,2000,0,EUR,,,A
9000005855,F2,20251008,20251008,090900,BILLUSER,0000100881,0000100881,1000,0,USD,,,C
9000005856,F2,20251027,20251027,142600,BILLUSER,0000100265,0000100265,2000,0,EUR,,,A
9000005857,F2,20251016,20251016,133600,BILLUSER,0000102065,0000102065,1000,0,USD,,,A
9000005858,F2,20251027,20251027,161300,BILLUSER,0000102606,0000102606,1000,0,USD,,,A
9000005859,F2,20251004,20251004,113300,BILLUSER,0000104227,0000104227,1000,0,USD,,,A
9000005860,F2,20251020,20251020,155100,BILLUSER,0000101014,0000101014,2000,0,EUR,,,A
9000005861,F2,20251027,20251027,171000,BILLUSER,0000104732,0000104732,3000,0,EUR,,,A
9000005862,F2,20251017,20251017,134000,BILLUSER,0000100805,0000100805,1000,0,USD,,,A
9000005863,F2,20251007,20251007,141400,BILLUSER,0000101276,0000101276,1000,0,USD,,,A
9000005864,F2,20251012,20251012,124200,BILLUSER,0000102023,0000102023,1000,0,USD,,,B
9000005865,F2,20251009,20251009,092300,BILLUSER,0000102682,0000102682,3000,0,EUR,,,A
9000005866,F2,20251007,20251007,154300,BILLUSER,0000102470,0000102470,2000,0,EUR,,,A
9000005867,F2,20251026,20251026,173300,BILLUSER,0000104155,0000104155,1000,0,USD,,,A
9000005868,F2,20251012,20251012,125200,BILLUSER,0000103030,0000103030,2000,0,EUR,,,C
9000005869,F2,20251005,20251005,142200,BILLUSER,0000102936,0000102936,1000,0,USD,,,C
9000005870,F2,20251004,20251004,171800,BILLUSER,0000103484,0000103484,1000,0,USD,,,A
9000005871,F2,20251004,20251004,130500,BILLUSER,0000104710,0000104710,2000,0,EUR,,,A
9000005872,F2,20251014,20251014,141100,BILLUSER,0000102061,0000102061,1000,0,USD,,,A
9000005873,F2,20251028,20251028,155900,BILLUSER,0000104121,0000104121,3000,0,EUR,,,B
9000005874,F2,20251014,20251014,150100,BILLUSER,0000100071,0000100071,1000,0,USD,,,A
9000005875,F2,20251006,20251006,081700,BILLUSER,0000100437,0000100437,1000,0,USD,,,A
9000005876,F2,20251008,20251008,124500,BILLUSER,0000103806,0000103806,1000,0,USD,,,A
9000005877,F2,20250930,20250930,120400,BILLUSER,0000100027,0000100027,1000,0,USD,,,C
9000005878,F2,20251016,20251016,100000,BILLUSER,0000104380,0000104380,2000,0,EUR,,,B
9000005879,F2,20251028,20251028,095900,BILLUSER,0000104150,0000104150,1000,0,USD,,,A
9000005880,F2,20251022,20251022,120300,BILLUSER,0000102990,0000102990,1000,0,USD,,,B
9000005881,F2,20251031,20251031,135500,BILLUSER,0000102966,0000102966,1000,0,USD,,,B
9000005882,F8,20251002,20251002,114800,BILLUSER,0000104990,0000104990,1000,0,USD,,,A
9000005883,F2,20251021,20251021,161800,BILLUSER,0000101902,0000101902,1000,0,USD,,,A
9000005884,F2,20251007,20251007,112400,BILLUSER,0000102391,0000102391,3000,0,EUR,,,A
9000005885,F2,20251019,20251019,095400,BILLUSER,0000103706,0000103706,2000,0,EUR,,,A
9000005886,F2,20251022,20251022,111000,BILLUSER,0000100699,0000100699,1000,0,USD,,,A
9000005887,F2,20251022,20251022,113900,BILLUSER,0000101360,0000101360,1000,0,USD,,,A
9000005888,F2,20251003,20251003,093800,BILLUSER,0000103061,0000103061,2000,0,EUR,,,A
9000005889,F2,20251028,20251028,170100,BILLUSER,0000104091,0000104091,1000,0,USD,,,A
9000005890,F2,20251011,20251011,145000,BILLUSER,0000104893,0000104893,2000,0,EUR,,,B
9000005891,F2,20251010,20251010,152900,BILLUSER,0000104210,0000104210,2000,0,EUR,,,A
9000005892,F2,20251026,20251026,081900,BILLUSER,0000101557,0000101557,1000,0,USD,,,A
9000005893,F2,20251004,20251004,085200,BILLUSER,0000100789,0000100789,1000,0,USD,,,C
9000005894,F2,20251027,20251027,173300,BILLUSER,0000104133,0000104133,2000,0,EUR,,,A
9000005895,F2,20251006,20251006,114300,BILLUSER,0000103747,0000103747,1000,0,USD,,,B
9000005896,F2,20251029,20251029,111400,BILLUSER,0000103605,0000103605,1000,0,USD,,,C
9000005897,F2,20251026,20251026,135700,BILLUSER,0000101867,0000101867,2000,0,EUR,,,A
9000005898,F2,20251020,20251020,082200,BILLUSER,0000102484,0000102484,2000,0,EUR,,,A
9000005899,F2,20251021,20251021,170400,BILLUSER,0000103728,0000103728,1000,0,USD,,,A
9000005900,F2,20251013,20251013,082600,BILLUSER,0000100045,0000100045,2000,0,EUR,,,C
9000005901,F2,20251003,20251003,155900,BILLUSER,0000104251,0000104251,2000,0,EUR,,,B
9000005902,F2,20251102,20251102,121800,BILLUSER,0000100532,0000100532,3000,0,EUR,,,A
9000005903,F2,20251030,20251030,110200,BILLUSER,0000101044,0000101044,1000,0,USD,,,A
9000005904,F2,20251019,20251019,153400,BILLUSER,0000100863,0000100863,2000,0,EUR,,,B
9000005905,F2,20251030,20251030,103400,BILLUSER,0000100081,0000100081,2000,0,EUR,,,A
9000005906,F2,20251004,20251004,170300,BILLUSER,0000103812,0000103812,1000,0,USD,,,A
9000005907,F2,20251023,20251023,113400,BILLUSER,0000104027,0000104027,1000,0,USD,,,B
9000005908,F2,20251021,20251021,093000,BILLUSER,0000101168,0000101168,2000,0,EUR,,,B
9000005909,F2,20251030,20251030,170200,BILLUSER,0000102356,0000102356,1000,0,USD,,,A
9000005910,F8,20251019,20251019,081300,BILLUSER,0000102870,0000102870,2000,0,EUR,,,A
9000005911,F2,20251013,20251013,135400,BILLUSER,0000100592,0000100592,1000,0,USD,,,B
9000005912,F2,20251002,20251002,145600,BILLUSER,0000101020,0000101020,2000,0,EUR,,,A
9000005913,F2,20251004,20251004,141300,BILLUSER,0000101593,0000101593,1000,0,USD,,,A
9000005914,F2,20251012,20251012,145300,BILLUSER,0000104916,0000104916,1000,0,USD,,,A
9000005915,F2,20251024,20251024,171300,BILLUSER,0000100331,0000100331,1000,0,USD,,,B
9000005916,F2,20251013,20251013,125000,BILLUSER,0000100649,0000100649,1000,0,USD,,,A
9000005917,F2,20250929,20250929,143200,BILLUSER,0000103343,0000103343,2000,0,EUR,,,A
9000005918,F2,20251009,20251009,084000,BILLUSER,0000103692,0000103692,1000,0,USD,,,C
9000005919,F2,20251026,20251026,171200,BILLUSER,0000102811,0000102811,1000,0,USD,,,A
9000005920,F2,20251023,20251023,093300,BILLUSER,0000100934,0000100934,1000,0,USD,,,C
9000005921,F2,20251006,20251006,164700,BILLUSER,0000100211,0000100211,1000,0,USD,,,A
9000005922,F2,20251026,20251026,143600,BILLUSER,0000102913,0000102913,1000,0,USD,,,A
9000005923,F2,20251021,20251021,132900,BILLUSER,0000104564,0000104564,1000,0,USD,,,C
9000005924,F2,20251101,20251101,125100,BILLUSER,0000102839,0000102839,1000,0,USD,,,B
9000005925,F2,20251014,20251014,134900,BILLUSER,0000100498,0000100498,2000,0,EUR,,,A
9000005926,F2,20251008,20251008,092500,BILLUSER,0000103626,0000103626,1000,0,USD,,,A
9000005927,F2,20251002,20251002,123100,BILLUSER,0000102052,0000102052,2000,0,EUR,,,B
9000005928,F2,20251015,20251015,134800,BILLUSER,0000103702,0000103702,1000,0,USD,,,A
9000005929,F2,20251001,20251001,160000,BILLUSER,0000100971,0000100971,1000,0,USD,,,C
9000005930,F2,20251023,20251023,141900,BILLUSER,0000100097,0000100097,1000,0,USD,,,A
9000005931,F2,20251022,20251022,081900,BILLUSER,0000103011,0000103011,1000,0,USD,,,A
9000005932,F2,20251011,20251011,083600,BILLUSER,0000100183,0000100183,2000,0,EUR,,,B
9000005933,F2,20251014,20251014,145100,BILLUSER,0000103504,0000103504,1000,0,USD,,,C
9000005934,F2,20251019,20251019,162600,BILLUSER,0000104548,0000104548,1000,0,USD,,,C
9000005935,F2,20251015,20251015,175600,BILLUSER,0000104571,0000104571,2000,0,EUR,,,A
9000005936,F2,20251021,20251021,084000,BILLUSER,0000103943,0000103943,2000,0,EUR,,,A
9000005937,F2,20251008,20251008,111600,BILLUSER,0000103950,0000103950,2000,0,EUR,,,A
9000005938,F2,20251030,20251030,095800,BILLUSER,0000102381,0000102381,1000,0,USD,,,B
9000005939,F2,20251001,20251001,164800,BILLUSER,0000101267,0000101267,1000,0,USD,,,A
9000005940,F2,20251020,20251020,172400,BILLUSER,0000103711,0000103711,1000,0,USD,,,B
9000005941,F2,20251003,20251003,120200,BILLUSER,0000101973,0000101973,3000,0,EUR,,,A
9000005942,F2,20251014,20251014,111800,BILLUSER,0000104916,0000104916,2000,0,EUR,,,B
9000005943,F2,20251026,20251026,080200,BILLUSER,0000101921,0000101921,2000,0,EUR,,,B
9000005944,F2,20251004,20251004,131400,BILLUSER,0000101956,0000101956,1000,0,USD,,,B
9000005945,F2,20251020,20251020,154700,BILLUSER,0000102396,0000102396,1000,0,USD,,,A
9000005946,F2,20251020,20251020,155700,BILLUSER,0000101438,0000101438,1000,0,USD,,,A
9000005947,F2,20250930,20250930,140200,BILLUSER,0000101225,0000101225,1000,0,USD,,,A
9000005948,F2,20251026,20251026,162900,BILLUSER,0000102044,0000102044,2000,0,EUR,,,A
9000005949,F2,20251022,20251022,155000,BILLUSER,0000102565,0000102565,2000,0,EUR,,,A
9000005950,F2,20251006,20251006,095400,BILLUSER,0000104245,0000104245,1000,0,USD,,,B
9000005951,F2,20251020,20251020,142300,BILLUSER,0000104751,0000104751,2000,0,EUR,,,A
9000005952,F2,20251006,20251006,113300,BILLUSER,0000103921,0000103921,1000,0,USD,,,A
9000005953,F2,20251016,20251016,161000,BILLUSER,0000104465,0000104465,3000,0,EUR,,,A
9000005954,F2,20251019,20251019,112800,BILLUSER,0000104659,0000104659,1000,0,USD,,,A
9000005955,F2,20251017,20251017,123600,BILLUSER,0000104959,0000104959,2000,0,EUR,,,A
9000005956,F2,20251018,20251018,111100,BILLUSER,0000101441,0000101441,1000,0,USD,,,A
9000005957,F2,20251101,20251101,124300,BILLUSER,0000100232,0000100232,1000,0,USD,,,A
9000005958,F2,20251021,20251021,114500,BILLUSER,0000100608,0000100608,2000,0,EUR,,,A
9000005959,F2,20251015,20251015,165000,BILLUSER,0000103861,0000103861,2000,0,EUR,,,B
9000005960,F2,20251004,20251004,172100,BILLUSER,0000100004,0000100004,1000,0,USD,,,A
9000005961,F2,20251029,20251029,143100,BILLUSER,0000101452,0000101452,2000,0,EUR,,,A
9000005962,F2,20251009,20251009,082400,BILLUSER,0000100863,0000100863,2000,0,EUR,,,A
9000005963,F2,20251025,20251025,171400,BILLUSER,0000103870,0000103870,1000,0,USD,,,A
9000005964,F2,20251028,20251028,124500,BILLUSER,0000103522,0000103522,1000,0,USD,,,A
9000005965,F2,20251022,20251022,164300,BILLUSER,0000104167,0000104167,1000,0,USD,,,B
9000005966,F2,20251019,20251019,161100,BILLUSER,0000101786,0000101786,1000,0,USD,,,A
9000005967,F2,20251022,20251022,083700,BILLUSER,0000101554,0000101554,2000,0,EUR,,,A
9000005968,F2,20251004,20251004,154900,BILLUSER,0000101641,0000101641,2000,0,EUR,,,A
9000005969,F2,20250928,20250928,113300,BILLUSER,0000104123,0000104123,2000,0,EUR,,,C
9000005970,F2,20251022,20251022,094200,BILLUSER,0000104157,0000104157,1000,0,USD,,,C
9000005971,F2,20251010,20251010,170700,BILLUSER,0000102164,0000102164,3000,0,EUR,,,A
9000005972,F2,20251017,20251017,125800,BILLUSER,0000104042,0000104042,2000,0,EUR,,,B
9000005973,F2,20251001,20251001,131800,BILLUSER,0000102395,0000102395,2000,0,EUR,,,B
9000005974,F2,20250930,20250930,171000,BILLUSER,0000100686,0000100686,2000,0,EUR,,,A
9000005975,F2,20251012,20251012,110500,BILLUSER,0000104224,0000104224,3000,0,EUR,,,A
9000005976,F2,20251011,20251011,132600,BILLUSER,0000104383,0000104383,1000,0,USD,,,A
9000005977,F2,20251031,20251031,140900,BILLUSER,0000101862,0000101862,1000,0,USD,,,B
9000005978,F2,20251014,20251014,122300,BILLUSER,0000101207,0000101207,2000,0,EUR,,,A
9000005979,F2,20251003,20251003,132700,BILLUSER,0000100470,0000100470,1000,0,USD,,,A
9000005980,F2,20250930,20250930,114900,BILLUSER,0000102018,0000102018,2000,0,EUR,,,B
9000005981,F2,20251016,20251016,133600,BILLUSER,0000101811,0000101811,1000,0,USD,,,C
9000005982,F2,20251020,20251020,140600,BILLUSER,0000100346,0000100346,2000,0,EUR,,,A
9000005983,F2,20251004,20251004,084200,BILLUSER,0000104211,0000104211,1000,0,USD,,,B
9000005984,F2,20251027,20251027,115100,BILLUSER,0000102151,0000102151,3000,0,EUR,,,A
9000005985,F2,20251024,20251024,113300,BILLUSER,0000104849,0000104849,2000,0,EUR,,,A
9000005986,F2,20251007,20251007,153500,BILLUSER,0000104554,0000104554,1000,0,USD,,,A
9000005987,F2,20251008,20251008,140700,BILLUSER,0000103340,0000103340,2000,0,EUR,,,A
9000005988,F2,20251006,20251006,161100,BILLUSER,0000101975,0000101975,2000,0,EUR,,,C
9000005989,F2,20251022,20251022,084000,BILLUSER,0000101439,0000101439,1000,0,USD,,,B
9000005990,F2,20251031,20251031,105400,BILLUSER,0000104353,0000104353,1000,0,USD,,,A
9000005991,F2,20251014,20251014,173700,BILLUSER,0000104607,0000104607,2000,0,EUR,,,B
9000005992,F2,20251024,20251024,172100,BILLUSER,0000103968,0000103968,2000,0,EUR,,,B
9000005993,F2,20251014,20251014,145200,BILLUSER,0000102703,0000102703,1000,0,USD,,,A
9000005994,F2,20251021,20251021,114700,BILLUSER,0000100008,0000100008,1000,0,USD,,,B
9000005995,F2,20251008,20251008,085700,BILLUSER,0000103134,0000103134,1000,0,USD,,,A
9000005996,F2,20251025,20251025,153400,BILLUSER,0000101351,0000101351,1000,0,USD,,,A
9000005997,F2,20251030,20251030,153500,BILLUSER,0000104143,0000104143,1000,0,USD,,,B
9000005998,F2,20251013,20251013,082300,BILLUSER,0000101032,0000101032,1000,0,USD,,,A
9000005999,F2,20251014,20251014,150600,BILLUSER,0000102530,0000102530,1000,0,USD,,,A
9000006000,F2,20251014,20251014,171300,BILLUSER,0000104587,0000104587,2000,0,EUR,,,B
9000006001,F2,20251018,20251018,123900,BILLUSER,0000102201,0000102201,1000,0,USD,,,B
9000006002,F2,20250930,20250930,135400,BILLUSER,0000101864,0000101864,2000,0,EUR,,,B
9000006003,F2,20251015,20251015,080100,BILLUSER,0000100210,0000100210,1000,0,USD,,,A
9000006004,F2,20251030,20251030,171200,BILLUSER,0000104862,0000104862,1000,0,USD,,,A
9000006005,F2,20251008,20251008,113800,BILLUSER,0000102960,0000102960,1000,0,USD,,,B
9000006006,F2,20251022,20251022,163200,BILLUSER,0000100740,0000100740,1000,0,USD,,,A
9000006007,F2,20251007,20251007,152700,BILLUSER,0000100248,0000100248,2000,0,EUR,,,A
9000006008,F2,20251022,20251022,130600,BILLUSER,0000103009,0000103009,1000,0,USD,,,A
9000006009,F2,20251101,20251101,115000,BILLUSER,0000100269,0000100269,2000,0,EUR,,,B
9000006010,F2,20251030,20251030,135400,BILLUSER,0000101641,0000101641,3000,0,EUR,,,A
9000006011,F2,20251007,20251007,084600,BILLUSER,0000102768,0000102768,1000,0,USD,,,C
9000006012,F2,20251007,20251007,143900,BILLUSER,0000101812,0000101812,1000,0,USD,,,A
9000006013,F2,20251018,20251018,142500,BILLUSER,0000101737,0000101737,1000,0,USD,,,B
9000006014,F2,20251018,20251018,164000,BILLUSER,0000104403,0000104403,1000,0,USD,,,B
9000006015,F8,20251019,20251019,141200,BILLUSER,0000104153,0000104153,3000,0,EUR,,,A
9000006016,F2,20251024,20251024,142000,BILLUSER,0000103019,0000103019,1000,0,USD,,,A
9000006017,F2,20251029,20251029,081200,BILLUSER,0000104736,0000104736,1000,0,USD,,,A
9000006018,F2,20251017,20251017,140000,BILLUSER,0000100903,0000100903,2000,0,EUR,,,A
9000006019,F2,20251018,20251018,130900,BILLUSER,0000103002,0000103002,3000,0,EUR,,,C
9000006020,F2,20251003,20251003,131900,BILLUSER,0000102795,0000102795,3000,0,EUR,,,A
9000006021,F2,20251023,20251023,171700,BILLUSER,0000102765,0000102765,1000,0,USD,,,B
9000006022,F2,20251017,20251017,143700,BILLUSER,0000103711,0000103711,1000,0,USD,,,A
9000006023,F2,20251021,20251021,095600,BILLUSER,0000102684,0000102684,3000,0,EUR,,,C
9000006024,F2,20251008,20251008,141000,BILLUSER,0000101022,0000101022,1000,0,USD,,,A
9000006025,F2,20251020,20251020,142300,BILLUSER,0000101008,0000101008,3000,0,EUR,,,A
9000006026,F2,20251004,20251004,095600,BILLUSER,0000102923,0000102923,1000,0,USD,,,A
9000006027,F2,20251004,20251004,122600,BILLUSER,0000101341,0000101341,2000,0,EUR,,,B
9000006028,F2,20251004,20251004,111100,BILLUSER,0000103969,0000103969,1000,0,USD,,,A
9000006029,F2,20251008,20251008,134900,BILLUSER,0000101868,0000101868,1000,0,USD,,,C
9000006030,F8,20251005,20251005,140400,BILLUSER,0000104009,0000104009,1000,0,USD,,,A
9000006031,F2,20251014,20251014,091600,BILLUSER,0000100592,0000100592,1000,0,USD,,,B
9000006032,F2,20251025,20251025,153100,BILLUSER,0000100478,0000100478,1000,0,USD,,,B
9000006033,F2,20251009,20251009,111400,BILLUSER,0000101325,0000101325,3000,0,EUR,,,C
9000006034,F2,20251031,20251031,141000,BILLUSER,0000100050,0000100050,2000,0,EUR,,,A
9000006035,F2,20250930,20250930,101800,BILLUSER,0000103152,0000103152,1000,0,USD,,,A
9000006036,F2,20251026,20251026,121100,BILLUSER,0000102354,0000102354,1000,0,USD,,,A
9000006037,F2,20251006,20251006,162400,BILLUSER,0000104036,0000104036,3000,0,EUR,,,A
9000006038,F2,20251012,20251012,160300,BILLUSER,0000100611,0000100611,2000,0,EUR,,,C
9000006039,F2,20251022,20251022,083700,BILLUSER,0000102186,0000102186,2000,0,EUR,,,A
9000006040,F2,20251006,20251006,115500,BILLUSER,0000101239,0000101239,2000,0,EUR,,,A
9000006041,F2,20251010,20251010,174200,BILLUSER,0000101254,0000101254,1000,0,USD,,,A
9000006042,F2,20251007,20251007,153200,BILLUSER,0000104387,0000104387,1000,0,USD,,,A
9000006043,F2,20251002,20251002,155200,BILLUSER,0000104762,0000104762,2000,0,EUR,,,B
9000006044,F2,20251021,20251021,135500,BILLUSER,0000100607,0000100607,1000,0,USD,,,A
9000006045,F2,20251026,20251026,093200,BILLUSER,0000104225,0000104225,1000,0,USD,,,A
9000006046,F2,20251008,20251008,084900,BILLUSER,0000103520,0000103520,1000,0,USD,,,C
9000006047,F2,20251026,20251026,150900,BILLUSER,0000104575,0000104575,2000,0,EUR,,,A
9000006048,F2,20251026,20251026,100200,BILLUSER,0000103961,0000103961,2000,0,EUR,,,A
