VBELN,POSNR,PARVW,KUNNR,ADRNR,PERNR
0001011679,000000,AG,0000101867,,
0001011679,000000,WE,0000101867,,
0001011679,000000,RE,0000101867,,
0001011679,000000,RG,0000101867,,
0001011679,000000,SP,0000101867,,10000
0001011680,000000,AG,0000103171,,
0001011680,000000,WE,0000103171,,
0001011680,000000,RE,0000103171,,
0001011680,000000,RG,0000103171,,
0001011680,000000,SP,0000103171,,10000
0001011681,000000,AG,0000100105,,
0001011681,000000,WE,0000100105,,
0001011681,000000,RE,0000100105,,
0001011681,000000,RG,0000100105,,
0001011681,000000,SP,0000100105,,10000
0001011682,000000,AG,0000100109,,
0001011682,000000,WE,0000100109,,
0001011682,000000,RE,0000100109,,
0001011682,000000,RG,0000100109,,
0001011682,000000,SP,0000100109,,10000
0001011683,000000,AG,0000101521,,
0001011683,000000,WE,0000101521,,
0001011683,000000,RE,0000101521,,
0001011683,000000,RG,0000101521,,
0001011683,000000,SP,0000101521,,10000
0001011684,000000,AG,0000102780,,
0001011684,000000,WE,0000102780,,
0001011684,000000,RE,0000102780,,
0001011684,000000,RG,0000102780,,
0001011684,000000,SP,0000102780,,10000
0001011685,000000,AG,0000101960,,
0001011685,000000,WE,0000101960,,
0001011685,000000,RE,0000101960,,
0001011685,000000,RG,0000101960,,
0001011685,000000,SP,0000101960,,10000
0001011686,000000,AG,0000100442,,
0001011686,000000,WE,0000100442,,
0001011686,000000,RE,0000100442,,
0001011686,000000,RG,0000100442,,
0001011686,000000,SP,0000100442,,10000
0001011687,000000,AG,0000104653,,
0001011687,000000,WE,0000104653,,
0001011687,000000,RE,0000104653,,
0001011687,000000,RG,0000104653,,
0001011687,000000,SP,0000104653,,10000
0001011688,000000,AG,0000104078,,
0001011688,000000,WE,0000104078,,
0001011688,000000,RE,0000104078,,
0001011688,000000,RG,0000104078,,
0001011688,000000,SP,0000104078,,10000
0001011689,000000,AG,0000100952,,
0001011689,000000,WE,0000100952,,
0001011689,000000,RE,0000100952,,
0001011689,000000,RG,0000100952,,
0001011689,000000,SP,0000100952,,10000
0001011690,000000,AG,0000103353,,
0001011690,000000,WE,0000103353,,
0001011690,000000,RE,0000103353,,
0001011690,000000,RG,0000103353,,
0001011690,000000,SP,0000103353,,10000
0001011691,000000,AG,0000101185,,
0001011691,000000,WE,0000101185,,
0001011691,000000,RE,0000101185,,
0001011691,000000,RG,0000101185,,
0001011691,000000,SP,0000101185,,10000
0001011692,000000,AG,0000103252,,
0001011692,000000,WE,0000103252,,
0001011692,000000,RE,0000103252,,
0001011692,000000,RG,0000103252,,
0001011692,000000,SP,0000103252,,10000
0001011693,000000,AG,0000104392,,
0001011693,000000,WE,0000104392,,
0001011693,000000,RE,0000104392,,
0001011693,000000,RG,0000104392,,
0001011693,000000,SP,0000104392,,10000
0001011694,000000,AG,0000100650,,
0001011694,000000,WE,0000100650,,
0001011694,000000,RE,0000100650,,
0001011694,000000,RG,0000100650,,
0001011694,000000,SP,0000100650,,10000
0001011695,000000,AG,0000101122,,
0001011695,000000,WE,0000101122,,
0001011695,000000,RE,0000101122,,
0001011695,000000,RG,0000101122,,
0001011695,000000,SP,0000101122,,10000
0001011696,000000,AG,0000102755,,
0001011696,000000,WE,0000102755,,
0001011696,000000,RE,0000102755,,
0001011696,000000,RG,0000102755,,
0001011696,000000,SP,0000102755,,10000
0001011697,000000,AG,0000101184,,
0001011697,000000,WE,0000101184,,
0001011697,000000,RE,0000101184,,
0001011697,000000,RG,0000101184,,
0001011697,000000,SP,0000101184,,10000
0001011698,000000,AG,0000101048,,
0001011698,000000,WE,0000101048,,
0001011698,000000,RE,0000101048,,
0001011698,000000,RG,0000101048,,
0001011698,000000,SP,0000101048,,10000
0001011699,000000,AG,0000103930,,
0001011699,000000,WE,0000103930,,
0001011699,000000,RE,0000103930,,
0001011699,000000,RG,0000103930,,
0001011699,000000,SP,0000103930,,10000
0001011700,000000,AG,0000102647,,
0001011700,000000,WE,0000102647,,
0001011700,000000,RE,0000102647,,
0001011700,000000,RG,0000102647,,
0001011700,000000,SP,0000102647,,10000
0001011701,000000,AG,0000104300,,
0001011701,000000,WE,0000104300,,
0001011701,000000,RE,0000104300,,
0001011701,000000,RG,0000104300,,
0001011701,000000,SP,0000104300,,10000
0001011702,000000,AG,0000102175,,
0001011702,000000,WE,0000102175,,
0001011702,000000,RE,0000102175,,
0001011702,000000,RG,0000102175,,
0001011702,000000,SP,0000102175,,10000
0001011703,000000,AG,0000101101,,
0001011703,000000,WE,0000101101,,
0001011703,000000,RE,0000101101,,
0001011703,000000,RG,0000101101,,
0001011703,000000,SP,0000101101,,10000
0001011704,000000,AG,0000103320,,
0001011704,000000,WE,0000103320,,
0001011704,000000,RE,0000103320,,
0001011704,000000,RG,0000103320,,
0001011704,000000,SP,0000103320,,10000
0001011705,000000,AG,0000102416,,
0001011705,000000,WE,0000102416,,
0001011705,000000,RE,0000102416,,
0001011705,000000,RG,0000102416,,
0001011705,000000,SP,0000102416,,10000
0001011706,000000,AG,0000101176,,
0001011706,000000,WE,0000101176,,
0001011706,000000,RE,0000101176,,
0001011706,000000,RG,0000101176,,
0001011706,000000,SP,0000101176,,10000
0001011707,000000,AG,0000104990,,
0001011707,000000,WE,0000104990,,
0001011707,000000,RE,0000104990,,
0001011707,000000,RG,0000104990,,
0001011707,000000,SP,0000104990,,10000
0001011708,000000,AG,0000100158,,
0001011708,000000,WE,0000100158,,
0001011708,000000,RE,0000100158,,
0001011708,000000,RG,0000100158,,
0001011708,000000,SP,0000100158,,10000
0001011709,000000,AG,0000101438,,
0001011709,000000,WE,0000101438,,
0001011709,000000,RE,0000101438,,
0001011709,000000,RG,0000101438,,
0001011709,000000,SP,0000101438,,10000
0001011710,000000,AG,0000102935,,
0001011710,000000,WE,0000102935,,
0001011710,000000,RE,0000102935,,
0001011710,000000,RG,0000102935,,
0001011710,000000,SP,0000102935,,10000
0001011711,000000,AG,0000104053,,
0001011711,000000,WE,0000104053,,
0001011711,000000,RE,0000104053,,
0001011711,000000,RG,0000104053,,
0001011711,000000,SP,0000104053,,10000
0001011712,000000,AG,0000101891,,
0001011712,000000,WE,0000101891,,
0001011712,000000,RE,0000101891,,
0001011712,000000,RG,0000101891,,
0001011712,000000,SP,0000101891,,10000
0001011713,000000,AG,0000101913,,
0001011713,000000,WE,0000101913,,
0001011713,000000,RE,0000101913,,
0001011713,000000,RG,0000101913,,
0001011713,000000,SP,0000101913,,10000
0001011714,000000,AG,0000102018,,
0001011714,000000,WE,0000102018,,
0001011714,000000,RE,0000102018,,
0001011714,000000,RG,0000102018,,
0001011714,000000,SP,0000102018,,10000
0001011715,000000,AG,0000102045,,
0001011715,000000,WE,0000102045,,
0001011715,000000,RE,0000102045,,
0001011715,000000,RG,0000102045,,
0001011715,000000,SP,0000102045,,10000
0001011716,000000,AG,0000103213,,
0001011716,000000,WE,0000103213,,
0001011716,000000,RE,0000103213,,
0001011716,000000,RG,0000103213,,
0001011716,000000,SP,0000103213,,10000
0001011717,000000,AG,0000102970,,
0001011717,000000,WE,0000102970,,
0001011717,000000,RE,0000102970,,
0001011717,000000,RG,0000102970,,
0001011717,000000,SP,0000102970,,10000
0001011718,000000,AG,0000100147,,
0001011718,000000,WE,0000100147,,
0001011718,000000,RE,0000100147,,
0001011718,000000,RG,0000100147,,
0001011718,000000,SP,0000100147,,10000
0001011719,000000,AG,0000101679,,
0001011719,000000,WE,0000101679,,
0001011719,000000,RE,0000101679,,
0001011719,000000,RG,0000101679,,
0001011719,000000,SP,0000101679,,10000
0001011720,000000,AG,0000100459,,
0001011720,000000,WE,0000100459,,
0001011720,000000,RE,0000100459,,
0001011720,000000,RG,0000100459,,
0001011720,000000,SP,0000100459,,10000
0001011721,000000,AG,0000100944,,
0001011721,000000,WE,0000100944,,
0001011721,000000,RE,0000100944,,
0001011721,000000,RG,0000100944,,
0001011721,000000,SP,0000100944,,10000
0001011722,000000,AG,0000104621,,
0001011722,000000,WE,0000104621,,
0001011722,000000,RE,0000104621,,
0001011722,000000,RG,0000104621,,
0001011722,000000,SP,0000104621,,10000
0001011723,000000,AG,0000103371,,
0001011723,000000,WE,0000103371,,
0001011723,000000,RE,0000103371,,
0001011723,000000,RG,0000103371,,
0001011723,000000,SP,0000103371,,10000
0001011724,000000,AG,0000104630,,
0001011724,000000,WE,0000104630,,
0001011724,000000,RE,0000104630,,
0001011724,000000,RG,0000104630,,
0001011724,000000,SP,0000104630,,10000
0001011725,000000,AG,0000101724,,
0001011725,000000,WE,0000101724,,
0001011725,000000,RE,0000101724,,
0001011725,000000,RG,0000101724,,
0001011725,000000,SP,0000101724,,10000
0001011726,000000,AG,0000104042,,
0001011726,000000,WE,0000104042,,
0001011726,000000,RE,0000104042,,
0001011726,000000,RG,0000104042,,
0001011726,000000,SP,0000104042,,10000
0001011727,000000,AG,0000101777,,
0001011727,000000,WE,0000101777,,
0001011727,000000,RE,0000101777,,
0001011727,000000,RG,0000101777,,
0001011727,000000,SP,0000101777,,10000
0001011728,000000,AG,0000103015,,
0001011728,000000,WE,0000103015,,
0001011728,000000,RE,0000103015,,
0001011728,000000,RG,0000103015,,
0001011728,000000,SP,0000103015,,10000
0001011729,000000,AG,0000102988,,
0001011729,000000,WE,0000102988,,
0001011729,000000,RE,0000102988,,
0001011729,000000,RG,0000102988,,
0001011729,000000,SP,0000102988,,10000
0001011730,000000,AG,0000102290,,
0001011730,000000,WE,0000102290,,
0001011730,000000,RE,0000102290,,
0001011730,000000,RG,0000102290,,
0001011730,000000,SP,0000102290,,10000
0001011731,000000,AG,0000103064,,
0001011731,000000,WE,0000103064,,
0001011731,000000,RE,0000103064,,
0001011731,000000,RG,0000103064,,
0001011731,000000,SP,0000103064,,10000
0001011732,000000,AG,0000100526,,
0001011732,000000,WE,0000100526,,
0001011732,000000,RE,0000100526,,
0001011732,000000,RG,0000100526,,
0001011732,000000,SP,0000100526,,10000
0001011733,000000,AG,0000104187,,
0001011733,000000,WE,0000104187,,
0001011733,000000,RE,0000104187,,
0001011733,000000,RG,0000104187,,
0001011733,000000,SP,0000104187,,10000
0001011734,000000,AG,0000104580,,
0001011734,000000,WE,0000104580,,
0001011734,000000,RE,0000104580,,
0001011734,000000,RG,0000104580,,
0001011734,000000,SP,0000104580,,10000
0001011735,000000,AG,0000102721,,
0001011735,000000,WE,0000102721,,
0001011735,000000,RE,0000102721,,
0001011735,000000,RG,0000102721,,
0001011735,000000,SP,0000102721,,10000
0001011736,000000,AG,0000103848,,
0001011736,000000,WE,0000103848,,
0001011736,000000,RE,0000103848,,
0001011736,000000,RG,0000103848,,
0001011736,000000,SP,0000103848,,10000
0001011737,000000,AG,0000103149,,
0001011737,000000,WE,0000103149,,
0001011737,000000,RE,0000103149,,
0001011737,000000,RG,0000103149,,
0001011737,000000,SP,0000103149,,10000
0001011738,000000,AG,0000100130,,
0001011738,000000,WE,0000100130,,
0001011738,000000,RE,0000100130,,
0001011738,000000,RG,0000100130,,
0001011738,000000,SP,0000100130,,10000
0001011739,000000,AG,0000102513,,
0001011739,000000,WE,0000102513,,
0001011739,000000,RE,0000102513,,
0001011739,000000,RG,0000102513,,
0001011739,000000,SP,0000102513,,10000
0001011740,000000,AG,0000101675,,
0001011740,000000,WE,0000101675,,
0001011740,000000,RE,0000101675,,
0001011740,000000,RG,0000101675,,
0001011740,000000,SP,0000101675,,10000
0001011741,000000,AG,0000104060,,
0001011741,000000,WE,0000104060,,
0001011741,000000,RE,0000104060,,
0001011741,000000,RG,0000104060,,
0001011741,000000,SP,0000104060,,10000
0001011742,000000,AG,0000104281,,
0001011742,000000,WE,0000104281,,
0001011742,000000,RE,0000104281,,
0001011742,000000,RG,0000104281,,
0001011742,000000,SP,0000104281,,10000
0001011743,000000,AG,0000104873,,
0001011743,000000,WE,0000104873,,
0001011743,000000,RE,0000104873,,
0001011743,000000,RG,0000104873,,
0001011743,000000,SP,0000104873,,10000
0001011744,000000,AG,0000101760,,
0001011744,000000,WE,0000101760,,
0001011744,000000,RE,0000101760,,
0001011744,000000,RG,0000101760,,
0001011744,000000,SP,0000101760,,10000
0001011745,000000,AG,0000100360,,
0001011745,000000,WE,0000100360,,
0001011745,000000,RE,0000100360,,
0001011745,000000,RG,0000100360,,
0001011745,000000,SP,0000100360,,10000
0001011746,000000,AG,0000101042,,
0001011746,000000,WE,0000101042,,
0001011746,000000,RE,0000101042,,
0001011746,000000,RG,0000101042,,
0001011746,000000,SP,0000101042,,10000
0001011747,000000,AG,0000101957,,
0001011747,000000,WE,0000101957,,
0001011747,000000,RE,0000101957,,
0001011747,000000,RG,0000101957,,
0001011747,000000,SP,0000101957,,10000
0001011748,000000,AG,0000102367,,
0001011748,000000,WE,0000102367,,
0001011748,000000,RE,0000102367,,
0001011748,000000,RG,0000102367,,
0001011748,000000,SP,0000102367,,10000
0001011749,000000,AG,0000103900,,
0001011749,000000,WE,0000103900,,
0001011749,000000,RE,0000103900,,
0001011749,000000,RG,0000103900,,
0001011749,000000,SP,0000103900,,10000
0001011750,000000,AG,0000104857,,
0001011750,000000,WE,0000104857,,
0001011750,000000,RE,0000104857,,
0001011750,000000,RG,0000104857,,
0001011750,000000,SP,0000104857,,10000
0001011751,000000,AG,0000102694,,
0001011751,000000,WE,0000102694,,
0001011751,000000,RE,0000102694,,
0001011751,000000,RG,0000102694,,
0001011751,000000,SP,0000102694,,10000
0001011752,000000,AG,0000102351,,
0001011752,000000,WE,0000102351,,
0001011752,000000,RE,0000102351,,
0001011752,000000,RG,0000102351,,
0001011752,000000,SP,0000102351,,10000
0001011753,000000,AG,0000102165,,
0001011753,000000,WE,0000102165,,
0001011753,000000,RE,0000102165,,
0001011753,000000,RG,0000102165,,
0001011753,000000,SP,0000102165,,10000
0001011754,000000,AG,0000104908,,
0001011754,000000,WE,0000104908,,
0001011754,000000,RE,0000104908,,
0001011754,000000,RG,0000104908,,
0001011754,000000,SP,0000104908,,10000
0001011755,000000,AG,0000100283,,
0001011755,000000,WE,0000100283,,
0001011755,000000,RE,0000100283,,
0001011755,000000,RG,0000100283,,
0001011755,000000,SP,0000100283,,10000
0001011756,000000,AG,0000100986,,
0001011756,000000,WE,0000100986,,
0001011756,000000,RE,0000100986,,
0001011756,000000,RG,0000100986,,
0001011756,000000,SP,0000100986,,10000
0001011757,000000,AG,0000102294,,
0001011757,000000,WE,0000102294,,
0001011757,000000,RE,0000102294,,
0001011757,000000,RG,0000102294,,
0001011757,000000,SP,0000102294,,10000
0001011758,000000,AG,0000104409,,
0001011758,000000,WE,0000104409,,
0001011758,000000,RE,0000104409,,
0001011758,000000,RG,0000104409,,
0001011758,000000,SP,0000104409,,10000
0001011759,000000,AG,0000101109,,
0001011759,000000,WE,0000101109,,
0001011759,000000,RE,0000101109,,
0001011759,000000,RG,0000101109,,
0001011759,000000,SP,0000101109,,10000
0001011760,000000,AG,0000100865,,
0001011760,000000,WE,0000100865,,
0001011760,000000,RE,0000100865,,
0001011760,000000,RG,0000100865,,
0001011760,000000,SP,0000100865,,10000
0001011761,000000,AG,0000102831,,
0001011761,000000,WE,0000102831,,
0001011761,000000,RE,0000102831,,
0001011761,000000,RG,0000102831,,
0001011761,000000,SP,0000102831,,10000
0001011762,000000,AG,0000104880,,
0001011762,000000,WE,0000104880,,
0001011762,000000,RE,0000104880,,
0001011762,000000,RG,0000104880,,
0001011762,000000,SP,0000104880,,10000
0001011763,000000,AG,0000104874,,
0001011763,000000,WE,0000104874,,
0001011763,000000,RE,0000104874,,
0001011763,000000,RG,0000104874,,
0001011763,000000,SP,0000104874,,10000
0001011764,000000,AG,0000103395,,
0001011764,000000,WE,0000103395,,
0001011764,000000,RE,0000103395,,
0001011764,000000,RG,0000103395,,
0001011764,000000,SP,0000103395,,10000
0001011765,000000,AG,0000104759,,
0001011765,000000,WE,0000104759,,
0001011765,000000,RE,0000104759,,
0001011765,000000,RG,0000104759,,
0001011765,000000,SP,0000104759,,10000
0001011766,000000,AG,0000101346,,
0001011766,000000,WE,0000101346,,
0001011766,000000,RE,0000101346,,
0001011766,000000,RG,0000101346,,
0001011766,000000,SP,0000101346,,10000
0001011767,000000,AG,0000103332,,
0001011767,000000,WE,0000103332,,
0001011767,000000,RE,0000103332,,
0001011767,000000,RG,0000103332,,
0001011767,000000,SP,0000103332,,10000
0001011768,000000,AG,0000100851,,
0001011768,000000,WE,0000100851,,
0001011768,000000,RE,0000100851,,
0001011768,000000,RG,0000100851,,
0001011768,000000,SP,0000100851,,10000
0001011769,000000,AG,0000103848,,
0001011769,000000,WE,0000103848,,
0001011769,000000,RE,0000103848,,
0001011769,000000,RG,0000103848,,
0001011769,000000,SP,0000103848,,10000
0001011770,000000,AG,0000101218,,
0001011770,000000,WE,0000101218,,
0001011770,000000,RE,0000101218,,
0001011770,000000,RG,0000101218,,
0001011770,000000,SP,0000101218,,10000
0001011771,000000,AG,0000103385,,
0001011771,000000,WE,0000103385,,
0001011771,000000,RE,0000103385,,
0001011771,000000,RG,0000103385,,
0001011771,000000,SP,0000103385,,10000
0001011772,000000,AG,0000102118,,
0001011772,000000,WE,0000102118,,
0001011772,000000,RE,0000102118,,
0001011772,000000,RG,0000102118,,
0001011772,000000,SP,0000102118,,10000
0001011773,000000,AG,0000101406,,
0001011773,000000,WE,0000101406,,
0001011773,000000,RE,0000101406,,
0001011773,000000,RG,0000101406,,
0001011773,000000,SP,0000101406,,10000
0001011774,000000,AG,0000104383,,
0001011774,000000,WE,0000104383,,
0001011774,000000,RE,0000104383,,
0001011774,000000,RG,0000104383,,
0001011774,000000,SP,0000104383,,10000
0001011775,000000,AG,0000100373,,
0001011775,000000,WE,0000100373,,
0001011775,000000,RE,0000100373,,
0001011775,000000,RG,0000100373,,
0001011775,000000,SP,0000100373,,10000
0001011776,000000,AG,0000101124,,
0001011776,000000,WE,0000101124,,
0001011776,000000,RE,0000101124,,
0001011776,000000,RG,0000101124,,
0001011776,000000,SP,0000101124,,10000
0001011777,000000,AG,0000102768,,
0001011777,000000,WE,0000102768,,
0001011777,000000,RE,0000102768,,
0001011777,000000,RG,0000102768,,
0001011777,000000,SP,0000102768,,10000
0001011778,000000,AG,0000104977,,
0001011778,000000,WE,0000104977,,
0001011778,000000,RE,0000104977,,
0001011778,000000,RG,0000104977,,
0001011778,000000,SP,0000104977,,10000
0001011779,000000,AG,0000101665,,
0001011779,000000,WE,0000101665,,
0001011779,000000,RE,0000101665,,
0001011779,000000,RG,0000101665,,
0001011779,000000,SP,0000101665,,10000
0001011780,000000,AG,0000102682,,
0001011780,000000,WE,0000102682,,
0001011780,000000,RE,0000102682,,
0001011780,000000,RG,0000102682,,
0001011780,000000,SP,0000102682,,10000
0001011781,000000,AG,0000104565,,
0001011781,000000,WE,0000104565,,
0001011781,000000,RE,0000104565,,
0001011781,000000,RG,0000104565,,
0001011781,000000,SP,0000104565,,10000
0001011782,000000,AG,0000103715,,
0001011782,000000,WE,0000103715,,
0001011782,000000,RE,0000103715,,
0001011782,000000,RG,0000103715,,
0001011782,000000,SP,0000103715,,10000
0001011783,000000,AG,0000104025,,
0001011783,000000,WE,0000104025,,
0001011783,000000,RE,0000104025,,
0001011783,000000,RG,0000104025,,
0001011783,000000,SP,0000104025,,10000
0001011784,000000,AG,0000102352,,
0001011784,000000,WE,0000102352,,
0001011784,000000,RE,0000102352,,
0001011784,000000,RG,0000102352,,
0001011784,000000,SP,0000102352,,10000
0001011785,000000,AG,0000100089,,
0001011785,000000,WE,0000100089,,
0001011785,000000,RE,0000100089,,
0001011785,000000,RG,0000100089,,
0001011785,000000,SP,0000100089,,10000
0001011786,000000,AG,0000101962,,
0001011786,000000,WE,0000101962,,
0001011786,000000,RE,0000101962,,
0001011786,000000,RG,0000101962,,
0001011786,000000,SP,0000101962,,10000
0001011787,000000,AG,0000104139,,
0001011787,000000,WE,0000104139,,
0001011787,000000,RE,0000104139,,
0001011787,000000,RG,0000104139,,
0001011787,000000,SP,0000104139,,10000
0001011788,000000,AG,0000100828,,
0001011788,000000,WE,0000100828,,
0001011788,000000,RE,0000100828,,
0001011788,000000,RG,0000100828,,
0001011788,000000,SP,0000100828,,10000
0001011789,000000,AG,0000103426,,
0001011789,000000,WE,0000103426,,
0001011789,000000,RE,0000103426,,
0001011789,000000,RG,0000103426,,
0001011789,000000,SP,0000103426,,10000
0001011790,000000,AG,0000102738,,
0001011790,000000,WE,0000102738,,
0001011790,000000,RE,0000102738,,
0001011790,000000,RG,0000102738,,
0001011790,000000,SP,0000102738,,10000
0001011791,000000,AG,0000104109,,
0001011791,000000,WE,0000104109,,
0001011791,000000,RE,0000104109,,
0001011791,000000,RG,0000104109,,
0001011791,000000,SP,0000104109,,10000
0001011792,000000,AG,0000104042,,
0001011792,000000,WE,0000104042,,
0001011792,000000,RE,0000104042,,
0001011792,000000,RG,0000104042,,
0001011792,000000,SP,0000104042,,10000
0001011793,000000,AG,0000104798,,
0001011793,000000,WE,0000104798,,
0001011793,000000,RE,0000104798,,
0001011793,000000,RG,0000104798,,
0001011793,000000,SP,0000104798,,10000
0001011794,000000,AG,0000104850,,
0001011794,000000,WE,0000104850,,
0001011794,000000,RE,0000104850,,
0001011794,000000,RG,0000104850,,
0001011794,000000,SP,0000104850,,10000
0001011795,000000,AG,0000101186,,
0001011795,000000,WE,0000101186,,
0001011795,000000,RE,0000101186,,
0001011795,000000,RG,0000101186,,
0001011795,000000,SP,0000101186,,10000
0001011796,000000,AG,0000104734,,
0001011796,000000,WE,0000104734,,
0001011796,000000,RE,0000104734,,
0001011796,000000,RG,0000104734,,
0001011796,000000,SP,0000104734,,10000
0001011797,000000,AG,0000102648,,
0001011797,000000,WE,0000102648,,
0001011797,000000,RE,0000102648,,
0001011797,000000,RG,0000102648,,
0001011797,000000,SP,0000102648,,10000
0001011798,000000,AG,0000103376,,
0001011798,000000,WE,0000103376,,
0001011798,000000,RE,0000103376,,
0001011798,000000,RG,0000103376,,
0001011798,000000,SP,0000103376,,10000
0001011799,000000,AG,0000102415,,
0001011799,000000,WE,0000102415,,
0001011799,000000,RE,0000102415,,
0001011799,000000,RG,0000102415,,
0001011799,000000,SP,0000102415,,10000
0001011800,000000,AG,0000104627,,
0001011800,000000,WE,0000104627,,
0001011800,000000,RE,0000104627,,
0001011800,000000,RG,0000104627,,
0001011800,000000,SP,0000104627,,10000
0001011801,000000,AG,0000102300,,
0001011801,000000,WE,0000102300,,
0001011801,000000,RE,0000102300,,
0001011801,000000,RG,0000102300,,
0001011801,000000,SP,0000102300,,10000
0001011802,000000,AG,0000104979,,
0001011802,000000,WE,0000104979,,
0001011802,000000,RE,0000104979,,
0001011802,000000,RG,0000104979,,
0001011802,000000,SP,0000104979,,10000
0001011803,000000,AG,0000103712,,
0001011803,000000,WE,0000103712,,
0001011803,000000,RE,0000103712,,
0001011803,000000,RG,0000103712,,
0001011803,000000,SP,0000103712,,10000
0001011804,000000,AG,0000102224,,
0001011804,000000,WE,0000102224,,
0001011804,000000,RE,0000102224,,
0001011804,000000,RG,0000102224,,
0001011804,000000,SP,0000102224,,10000
0001011805,000000,AG,0000101819,,
0001011805,000000,WE,0000101819,,
0001011805,000000,RE,0000101819,,
0001011805,000000,RG,0000101819,,
0001011805,000000,SP,0000101819,,10000
0001011806,000000,AG,0000100291,,
0001011806,000000,WE,0000100291,,
0001011806,000000,RE,0000100291,,
0001011806,000000,RG,0000100291,,
0001011806,000000,SP,0000100291,,10000
0001011807,000000,AG,0000103581,,
0001011807,000000,WE,0000103581,,
0001011807,000000,RE,0000103581,,
0001011807,000000,RG,0000103581,,
0001011807,000000,SP,0000103581,,10000
0001011808,000000,AG,0000100607,,
0001011808,000000,WE,0000100607,,
0001011808,000000,RE,0000100607,,
0001011808,000000,RG,0000100607,,
0001011808,000000,SP,0000100607,,10000
0001011809,000000,AG,0000104777,,
0001011809,000000,WE,0000104777,,
0001011809,000000,RE,0000104777,,
0001011809,000000,RG,0000104777,,
0001011809,000000,SP,0000104777,,10000
0001011810,000000,AG,0000101863,,
0001011810,000000,WE,0000101863,,
0001011810,000000,RE,0000101863,,
0001011810,000000,RG,0000101863,,
0001011810,000000,SP,0000101863,,10000
0001011811,000000,AG,0000103482,,
0001011811,000000,WE,0000103482,,
0001011811,000000,RE,0000103482,,
0001011811,000000,RG,0000103482,,
0001011811,000000,SP,0000103482,,10000
0001011812,000000,AG,0000101554,,
0001011812,000000,WE,0000101554,,
0001011812,000000,RE,0000101554,,
0001011812,000000,RG,0000101554,,
0001011812,000000,SP,0000101554,,10000
0001011813,000000,AG,0000103617,,
0001011813,000000,WE,0000103617,,
0001011813,000000,RE,0000103617,,
0001011813,000000,RG,0000103617,,
0001011813,000000,SP,0000103617,,10000
0001011814,000000,AG,0000104092,,
0001011814,000000,WE,0000104092,,
0001011814,000000,RE,0000104092,,
0001011814,000000,RG,0000104092,,
0001011814,000000,SP,0000104092,,10000
0001011815,000000,AG,0000102698,,
0001011815,000000,WE,0000102698,,
0001011815,000000,RE,0000102698,,
0001011815,000000,RG,0000102698,,
0001011815,000000,SP,0000102698,,10000
0001011816,000000,AG,0000101833,,
0001011816,000000,WE,0000101833,,
0001011816,000000,RE,0000101833,,
0001011816,000000,RG,0000101833,,
0001011816,000000,SP,0000101833,,10000
0001011817,000000,AG,0000103978,,
0001011817,000000,WE,0000103978,,
0001011817,000000,RE,0000103978,,
0001011817,000000,RG,0000103978,,
0001011817,000000,SP,0000103978,,10000
0001011818,000000,AG,0000103152,,
0001011818,000000,WE,0000103152,,
0001011818,000000,RE,0000103152,,
0001011818,000000,RG,0000103152,,
0001011818,000000,SP,0000103152,,10000
0001011819,000000,AG,0000104673,,
0001011819,000000,WE,0000104673,,
0001011819,000000,RE,0000104673,,
0001011819,000000,RG,0000104673,,
0001011819,000000,SP,0000104673,,10000
0001011820,000000,AG,0000102686,,
0001011820,000000,WE,0000102686,,
0001011820,000000,RE,0000102686,,
0001011820,000000,RG,0000102686,,
0001011820,000000,SP,0000102686,,10000
0001011821,000000,AG,0000100910,,
0001011821,000000,WE,0000100910,,
0001011821,000000,RE,0000100910,,
0001011821,000000,RG,0000100910,,
0001011821,000000,SP,0000100910,,10000
0001011822,000000,AG,0000102287,,
0001011822,000000,WE,0000102287,,
0001011822,000000,RE,0000102287,,
0001011822,000000,RG,0000102287,,
0001011822,000000,SP,0000102287,,10000
0001011823,000000,AG,0000102108,,
0001011823,000000,WE,0000102108,,
0001011823,000000,RE,0000102108,,
0001011823,000000,RG,0000102108,,
0001011823,000000,SP,0000102108,,10000
0001011824,000000,AG,0000101236,,
0001011824,000000,WE,0000101236,,
0001011824,000000,RE,0000101236,,
0001011824,000000,RG,0000101236,,
0001011824,000000,SP,0000101236,,10000
0001011825,000000,AG,0000100554,,
0001011825,000000,WE,0000100554,,
0001011825,000000,RE,0000100554,,
0001011825,000000,RG,0000100554,,
0001011825,000000,SP,0000100554,,10000
0001011826,000000,AG,0000100323,,
0001011826,000000,WE,0000100323,,
0001011826,000000,RE,0000100323,,
0001011826,000000,RG,0000100323,,
0001011826,000000,SP,0000100323,,10000
0001011827,000000,AG,0000104859,,
0001011827,000000,WE,0000104859,,
0001011827,000000,RE,0000104859,,
0001011827,000000,RG,0000104859,,
0001011827,000000,SP,0000104859,,10000
0001011828,000000,AG,0000102990,,
0001011828,000000,WE,0000102990,,
0001011828,000000,RE,0000102990,,
0001011828,000000,RG,0000102990,,
0001011828,000000,SP,0000102990,,10000
0001011829,000000,AG,0000102474,,
0001011829,000000,WE,0000102474,,
0001011829,000000,RE,0000102474,,
0001011829,000000,RG,0000102474,,
0001011829,000000,SP,0000102474,,10000
0001011830,000000,AG,0000103616,,
0001011830,000000,WE,0000103616,,
0001011830,000000,RE,0000103616,,
0001011830,000000,RG,0000103616,,
